,KDM4A (9682)
ACH-000004,-0.40785202782700003
ACH-000007,-0.139426875384
ACH-000009,-0.278665459956
ACH-000011,-0.193359706212
ACH-000012,-0.503096517271
ACH-000013,-0.593063642347
ACH-000014,-0.10963757780099999
ACH-000015,-0.333104273928
ACH-000017,-0.35464915817000003
ACH-000018,-0.610651181617
ACH-000019,-0.277873546458
ACH-000021,-0.256755062449
ACH-000022,-0.302453341464
ACH-000025,-0.509287674822
ACH-000028,-0.30723238419599996
ACH-000030,-0.562617265981
ACH-000035,-0.36334089281900006
ACH-000036,-0.11134904244300001
ACH-000037,-0.367056122382
ACH-000039,-0.26985887291099997
ACH-000040,-0.26083876603399997
ACH-000041,-0.537629277571
ACH-000042,-0.106177047806
ACH-000045,-0.33281706838
ACH-000047,-0.17952118380600002
ACH-000052,-0.31979178566
ACH-000053,-0.322906732531
ACH-000054,-0.106201952657
ACH-000055,-0.5607724658250001
ACH-000060,-0.26857097714
ACH-000067,-0.385694683163
ACH-000070,-0.414856605406
ACH-000075,-0.378360515743
ACH-000078,-0.419564490116
ACH-000082,-0.365464698856
ACH-000085,-0.219252480142
ACH-000086,-0.383283758899
ACH-000087,-0.42731382467600004
ACH-000092,-0.9099767897600001
ACH-000095,-0.5318339506040001
ACH-000097,-0.20461806777
ACH-000098,-0.465102740878
ACH-000099,-0.243186622685
ACH-000108,-0.181820015698
ACH-000113,-0.214412856624
ACH-000115,-0.697520644226
ACH-000116,-0.344806048911
ACH-000118,-0.192705782624
ACH-000120,-0.20139860910100002
ACH-000123,-0.422698983993
ACH-000127,-0.233261057663
ACH-000128,-0.26209105812
ACH-000132,-0.18437179926
ACH-000133,-0.297030955892
ACH-000137,-0.211119747157
ACH-000138,-0.22654778665300002
ACH-000142,-0.332846396847
ACH-000143,-0.114743864133
ACH-000146,-0.220245143222
ACH-000148,-0.299754628149
ACH-000150,-0.428203868835
ACH-000152,-0.30519957135000003
ACH-000153,-0.14971535622999999
ACH-000159,-0.26561974692699997
ACH-000160,0.0187322957614
ACH-000163,-0.042167667431800004
ACH-000167,-0.00318731856288
ACH-000168,-0.304388413292
ACH-000169,-0.420419239823
ACH-000178,-0.0884063131026
ACH-000182,-0.00917797688932
ACH-000183,-0.44248358563699997
ACH-000188,-0.239897845766
ACH-000189,-0.273726127276
ACH-000190,-0.0704821629868
ACH-000198,-0.35761177800599997
ACH-000204,-0.17506409010600002
ACH-000206,-0.372881037083
ACH-000207,-0.181845083297
ACH-000211,-0.198629564342
ACH-000215,-0.201323492681
ACH-000221,-0.257531275126
ACH-000222,0.0907006695764
ACH-000223,-0.15862378863399998
ACH-000226,-0.261311433611
ACH-000227,-0.658829015821
ACH-000228,-0.023888939859199997
ACH-000231,-0.120887954046
ACH-000232,-0.247253930651
ACH-000233,-0.13024595240800002
ACH-000234,-0.299900497287
ACH-000235,-0.156102490261
ACH-000237,-0.258459313954
ACH-000238,-0.485607673429
ACH-000243,-0.104532215338
ACH-000244,-0.279501041774
ACH-000246,-0.316706897607
ACH-000248,-0.308588774887
ACH-000250,-0.308651426783
ACH-000251,-0.34263640498899994
ACH-000253,-0.111691133792
ACH-000255,-0.38635890191399996
ACH-000256,-0.384979937036
ACH-000257,-0.125429322616
ACH-000258,-0.00885311860953
ACH-000259,-0.149326098499
ACH-000260,-0.60007372308
ACH-000261,-0.333783039378
ACH-000262,-0.27329983313
ACH-000263,-0.260834432739
ACH-000264,-0.20075606784699998
ACH-000265,-0.14311956087000002
ACH-000266,-0.130070849268
ACH-000272,-0.250969480708
ACH-000273,-0.20847895834199998
ACH-000274,-0.291506216193
ACH-000277,-0.25540918115899996
ACH-000278,-0.250068823595
ACH-000279,-0.313958180801
ACH-000280,-0.297306539002
ACH-000281,0.023983091726199997
ACH-000288,-0.280392660994
ACH-000291,-0.23434319199499998
ACH-000293,-0.352837096267
ACH-000294,-0.0537271077361
ACH-000295,-0.135062587922
ACH-000296,-0.27753378953200003
ACH-000302,-0.463463561206
ACH-000304,-0.144733056443
ACH-000307,-0.12060209773399999
ACH-000308,-0.824470818195
ACH-000310,-0.37771173823799997
ACH-000311,-0.18419177693
ACH-000312,-0.34678535796099996
ACH-000315,-0.41680647196500004
ACH-000316,-0.17204427796799998
ACH-000317,-0.530176718552
ACH-000318,-0.0629889725729
ACH-000319,-0.30674380538
ACH-000320,-0.15869517104
ACH-000322,-0.396507755904
ACH-000323,-0.45003979832900004
ACH-000324,-0.19549310877300002
ACH-000329,-0.32186112275400003
ACH-000330,-0.318891244957
ACH-000331,-0.34929298300399997
ACH-000332,-0.233513296771
ACH-000334,-0.33429458393000006
ACH-000335,-0.0511523219749
ACH-000336,0.027189650715400002
ACH-000337,-0.188838305898
ACH-000339,-0.0546588964757
ACH-000341,-0.423303596876
ACH-000348,-0.103949383925
ACH-000350,-0.246414363081
ACH-000352,-0.19497471835900002
ACH-000356,-0.410723474125
ACH-000361,-0.168829091894
ACH-000362,-0.16469196863399999
ACH-000363,-0.376627741593
ACH-000364,-0.45809256506800006
ACH-000365,-0.377214780387
ACH-000366,-0.537292928851
ACH-000368,-0.516846212336
ACH-000374,-0.271835860157
ACH-000375,-0.263541323826
ACH-000376,-0.109437665164
ACH-000381,-0.31687453353399997
ACH-000383,-0.309569993132
ACH-000387,-0.526033625571
ACH-000389,-0.41028877523100005
ACH-000390,-0.464483164971
ACH-000393,-0.266853242911
ACH-000395,-0.308355747343
ACH-000397,-0.30077364917800004
ACH-000401,-0.474043005532
ACH-000402,-0.503080513501
ACH-000403,-0.056604442142699996
ACH-000404,-0.228526833542
ACH-000406,-0.214335431109
ACH-000407,-0.439017389664
ACH-000408,-0.294825001815
ACH-000410,-0.301089943968
ACH-000411,-0.24093648327
ACH-000414,-0.367183915151
ACH-000415,-0.433692356523
ACH-000416,-0.443467252011
ACH-000420,-0.532814530486
ACH-000421,0.0118401568688
ACH-000424,-0.302892951914
ACH-000425,-0.09557961732680001
ACH-000426,-0.14851370108
ACH-000427,-0.210654667246
ACH-000433,-0.414033117421
ACH-000436,-0.15868658946
ACH-000444,-0.0480253758117
ACH-000445,-0.210484805616
ACH-000448,-0.150452175706
ACH-000450,-0.399615967029
ACH-000452,-0.369791850713
ACH-000454,-0.47976224242
ACH-000458,-0.30837399612300004
ACH-000459,-0.40697433084
ACH-000460,-0.37005020788099996
ACH-000461,-0.325611887846
ACH-000463,-0.258837508326
ACH-000464,-0.271498741556
ACH-000466,-0.38012092718400003
ACH-000467,-0.194427046585
ACH-000468,-0.118354342625
ACH-000469,-0.378026410854
ACH-000470,0.144343129826
ACH-000471,-0.254949814699
ACH-000472,-0.38509122278499996
ACH-000473,-0.068580220312
ACH-000475,-0.415000265696
ACH-000476,-0.616247753227
ACH-000477,-0.24564338166299998
ACH-000480,-0.311941344715
ACH-000481,-0.30828747955200003
ACH-000483,-0.35362618578
ACH-000484,-0.248246837542
ACH-000485,-0.37641637164999997
ACH-000486,-0.48485456395099996
ACH-000487,-0.489958633897
ACH-000488,-0.261771544684
ACH-000490,-0.265634725327
ACH-000491,-0.319825643815
ACH-000495,-0.307219745057
ACH-000496,-0.632776172083
ACH-000499,-0.40997090153399995
ACH-000500,-0.448181147349
ACH-000502,-0.176329714563
ACH-000503,-0.5984098096399999
ACH-000505,-0.168454740217
ACH-000507,-0.18228229733800003
ACH-000510,-0.443654420569
ACH-000511,-0.38331588675800005
ACH-000512,-0.633757649897
ACH-000516,-0.18681740862500001
ACH-000517,-0.403281244587
ACH-000518,-0.299204029685
ACH-000520,-0.120122848781
