,BAZ2B (29994)
ACH-000004,0.135726412298
ACH-000007,-0.0187209892116
ACH-000009,-0.0828977476387
ACH-000011,0.172682314153
ACH-000012,0.10107272680400001
ACH-000013,0.11641346133300001
ACH-000014,0.198920138678
ACH-000015,0.190997946861
ACH-000017,0.158979021148
ACH-000018,0.11915278660800001
ACH-000019,0.06615180724719999
ACH-000021,0.20454293302299997
ACH-000022,0.23967650936
ACH-000025,0.18597877452999997
ACH-000028,0.09087351922180001
ACH-000030,0.252296797651
ACH-000035,0.12281329529000001
ACH-000036,0.117221664378
ACH-000037,0.214303944553
ACH-000039,0.15384299217
ACH-000040,0.180548752062
ACH-000041,0.141696826898
ACH-000042,0.07907038253710001
ACH-000045,-0.124114048968
ACH-000047,0.0884963588332
ACH-000052,0.0460924139146
ACH-000053,0.156915100156
ACH-000054,0.176319896218
ACH-000055,0.08474263516239999
ACH-000060,0.17962316578899998
ACH-000067,0.31244090097
ACH-000070,0.046599280103599997
ACH-000075,0.178862438855
ACH-000078,0.0248788224633
ACH-000082,0.10537894117
ACH-000085,0.300457994976
ACH-000086,0.125102928335
ACH-000087,0.26191695033100004
ACH-000092,0.10394986885
ACH-000095,-0.10003319136
ACH-000097,0.139682034649
ACH-000098,0.10764374899599999
ACH-000099,0.0688672212236
ACH-000108,0.106665989855
ACH-000113,0.14349523765
ACH-000115,0.342083146821
ACH-000116,0.144211358119
ACH-000118,0.18360778947200002
ACH-000120,0.18652732267000002
ACH-000123,0.050810052758400004
ACH-000127,0.190642739054
ACH-000128,0.159565931752
ACH-000132,0.0706736505578
ACH-000133,0.0966710319341
ACH-000137,0.18300960848900003
ACH-000138,0.178657968811
ACH-000142,0.06937938726939999
ACH-000143,0.286130130768
ACH-000146,0.0920841247742
ACH-000148,0.190105560291
ACH-000150,0.28331349055599997
ACH-000152,0.162684570717
ACH-000153,0.113972316734
ACH-000159,0.0412574151813
ACH-000160,0.348507092094
ACH-000163,0.274072785168
ACH-000167,0.386362634239
ACH-000168,0.244253731175
ACH-000169,0.212245033609
ACH-000178,0.207710801477
ACH-000182,0.0755358773394
ACH-000183,0.109186279626
ACH-000188,0.247213862323
ACH-000189,0.0024181053859400003
ACH-000190,0.28093479396
ACH-000198,-0.264719741285
ACH-000204,0.142871598937
ACH-000206,0.0215833441638
ACH-000207,0.18071187154100002
ACH-000211,0.10753695352399999
ACH-000215,0.19980102034699998
ACH-000221,0.126153759269
ACH-000222,0.19325312013700002
ACH-000223,0.0529773598745
ACH-000226,0.0531854057273
ACH-000227,-0.0370840125185
ACH-000228,0.0722540771645
ACH-000231,0.25765867229899997
ACH-000232,0.190910288884
ACH-000233,0.08570516462819999
ACH-000234,0.194631660508
ACH-000235,0.0841398346988
ACH-000237,0.153813625057
ACH-000238,0.215890471996
ACH-000243,0.19970360019000002
ACH-000244,0.121214201049
ACH-000246,-0.00135839381773
ACH-000248,0.24873526920000003
ACH-000250,0.123083582265
ACH-000251,0.160008836658
ACH-000253,0.161312204035
ACH-000255,0.114087518169
ACH-000256,0.158511900437
ACH-000257,0.156003410135
ACH-000258,0.178757725676
ACH-000259,0.135513178786
ACH-000260,0.10182021814400001
ACH-000261,0.227829912552
ACH-000262,0.142228828745
ACH-000263,0.183700703074
ACH-000264,0.23457309319800002
ACH-000265,0.191548366613
ACH-000266,0.086641734331
ACH-000272,0.07279003848289999
ACH-000273,0.08620226285329999
ACH-000274,0.0990824921689
ACH-000277,0.04638032739080001
ACH-000278,0.0463883307851
ACH-000279,0.127404085615
ACH-000280,0.16036379354
ACH-000281,0.0295154691053
ACH-000288,0.208261131948
ACH-000291,0.0700473755109
ACH-000293,0.229796768192
ACH-000294,-0.0464467316218
ACH-000295,0.212297042938
ACH-000296,0.040288710220199996
ACH-000302,0.093200917686
ACH-000304,0.283086017978
ACH-000307,0.0705742473967
ACH-000308,0.133446482829
ACH-000310,0.11957024089400001
ACH-000311,0.14143457851299998
ACH-000312,0.179070684138
ACH-000315,0.26224545506499997
ACH-000316,0.113460329429
ACH-000317,0.08826506539139999
ACH-000318,0.182363867226
ACH-000319,0.279874365133
ACH-000320,0.34969301371100003
ACH-000322,0.222416897322
ACH-000323,0.24568788869000002
ACH-000324,0.0031782322928000004
ACH-000329,0.11234937018100001
ACH-000330,0.09036706829880001
ACH-000331,0.124633631416
ACH-000332,0.11416858710200001
ACH-000334,0.284020017462
ACH-000335,0.0997922740077
ACH-000336,-0.0306853130771
ACH-000337,-0.006184091331430001
ACH-000339,0.153674700291
ACH-000341,0.20572217295
ACH-000348,0.152775906535
ACH-000350,0.00619400920735
ACH-000352,0.136069211401
ACH-000356,0.24759056912500002
ACH-000361,0.0919396818654
ACH-000362,-0.134921318475
ACH-000363,0.009184221313969999
ACH-000364,0.06319039797569999
ACH-000365,0.15994453496799999
ACH-000366,0.0997120216515
ACH-000368,0.144339343672
ACH-000374,0.12929278307199998
ACH-000375,0.14715336135600002
ACH-000376,0.168294236955
ACH-000381,-0.011405588195
ACH-000383,0.05755436857750001
ACH-000387,0.0324478189207
ACH-000389,0.054751808573
ACH-000390,0.204009723222
ACH-000393,0.14145279985099998
ACH-000395,0.17242305667100002
ACH-000397,0.172021620428
ACH-000401,0.0964215181876
ACH-000402,0.242522370884
ACH-000403,-0.018512758754
ACH-000404,0.408126723947
ACH-000406,0.0951513110763
ACH-000407,-0.0652727847639
ACH-000408,0.0207310303407
ACH-000410,0.0740482871549
ACH-000411,0.0278750426588
ACH-000414,0.209544984203
ACH-000415,0.12510119545099999
ACH-000416,0.12201372462000001
ACH-000420,-0.0574335417013
ACH-000421,0.146912141169
ACH-000424,0.21999844505199997
ACH-000425,0.1008229732
ACH-000426,0.024011097270800003
ACH-000427,-0.018102326817
ACH-000433,0.105737099638
ACH-000436,0.041352193607300004
ACH-000444,0.20422089257599998
ACH-000445,0.18434120964499998
ACH-000448,0.21881184251699998
ACH-000450,0.208263610694
ACH-000452,0.13602313785700001
ACH-000454,0.21752950635600002
ACH-000458,0.0631056847702
ACH-000459,0.012139478348
ACH-000460,0.07493659629800001
ACH-000461,0.22983644861900002
ACH-000463,0.147899388834
ACH-000464,0.291589462291
ACH-000466,0.0791255168585
ACH-000467,0.0332827615204
ACH-000468,0.106220258849
ACH-000469,0.296944401501
ACH-000470,0.06638693666500001
ACH-000471,0.19884435872099998
ACH-000472,0.20226338375999997
ACH-000473,0.121022398225
ACH-000475,0.11140866409000001
ACH-000476,0.245634896615
ACH-000477,0.118537334908
ACH-000480,0.140232758191
ACH-000481,0.133462241341
