,GLYR1 (84656)
ACH-000004,-0.361390713045
ACH-000007,0.407712414134
ACH-000009,0.152929956817
ACH-000011,0.384633779891
ACH-000012,0.141916424135
ACH-000013,0.0791504616363
ACH-000014,0.073055899161
ACH-000015,-0.0775791712319
ACH-000017,0.20201335567099998
ACH-000018,0.176420102418
ACH-000019,-0.118257516531
ACH-000021,0.0421978544254
ACH-000022,0.16672743082699998
ACH-000025,-0.0007803597946839999
ACH-000028,-0.0836344604869
ACH-000030,0.00117732021585
ACH-000035,-0.15837336142300001
ACH-000036,0.109436770386
ACH-000037,0.0412532101696
ACH-000039,0.10301249445
ACH-000040,-0.237085897464
ACH-000041,0.008787055618110001
ACH-000042,0.074340273311
ACH-000045,-0.14529827456299999
ACH-000047,-0.21584297139400002
ACH-000052,0.223717254974
ACH-000053,-0.0667811301236
ACH-000054,0.144710751261
ACH-000055,0.226093436367
ACH-000060,-0.17649660330400002
ACH-000067,-0.235378866912
ACH-000070,-0.20823898220800002
ACH-000075,0.253828091441
ACH-000078,-0.00020550035467900002
ACH-000082,0.0374491118111
ACH-000085,0.0475601298111
ACH-000086,0.0272749333078
ACH-000087,0.225338990023
ACH-000092,-0.0410952687301
ACH-000095,-0.0201299928341
ACH-000097,-0.0707867082798
ACH-000098,-0.0838868858441
ACH-000099,0.135507615051
ACH-000108,-0.241171589789
ACH-000113,-0.039384681844
ACH-000115,0.0265101999683
ACH-000116,-0.046200721257499994
ACH-000118,0.07831454118680001
ACH-000120,0.0171170168023
ACH-000123,0.113296549989
ACH-000127,-0.0464608632037
ACH-000128,0.0169762304488
ACH-000132,-0.205232610526
ACH-000133,-0.12713152654999998
ACH-000137,0.102114775923
ACH-000138,-0.0443119899766
ACH-000142,0.209128523352
ACH-000143,0.032323834054
ACH-000146,0.00890313432751
ACH-000148,0.11799172625999998
ACH-000150,-0.41133395392899996
ACH-000152,0.181324726682
ACH-000153,0.37746711369400004
ACH-000159,0.0566012444635
ACH-000160,0.46451173354900005
ACH-000163,0.317500384688
ACH-000167,0.45858075205700005
ACH-000168,0.102444912699
ACH-000169,0.045454507869999994
ACH-000178,-0.129737842621
ACH-000182,0.287518283958
ACH-000183,-0.0309231226432
ACH-000188,-0.0279816287407
ACH-000189,-0.272247576686
ACH-000190,0.383067698317
ACH-000198,0.071794304443
ACH-000204,-0.21615279139600002
