,CIT (11113)
ACH-000004,-0.6188288707940001
ACH-000007,-0.460492099771
ACH-000009,-0.722242124881
ACH-000011,-0.316132776813
ACH-000012,-0.114640846693
ACH-000013,-0.467305108016
ACH-000014,-0.61433809402
ACH-000015,-0.379542875119
ACH-000017,-0.78376744639
ACH-000018,-0.20295869825399998
ACH-000019,-0.544962620283
ACH-000021,-0.608044823197
ACH-000022,-0.29156192708399997
ACH-000025,-0.249501967426
ACH-000028,-0.39385634528999997
ACH-000030,-0.225290086087
ACH-000035,-0.491964273173
ACH-000036,-0.480367734064
ACH-000037,-0.37756580626599995
ACH-000039,-0.752055080653
ACH-000040,-0.339986505378
ACH-000041,-0.806029270765
ACH-000042,-0.748807659367
ACH-000045,-0.483181112077
ACH-000047,-0.490637050418
ACH-000052,-0.729313705499
ACH-000053,-0.5685131304550001
ACH-000054,-0.566748573042
ACH-000055,-0.734796650608
ACH-000060,-0.592366221523
ACH-000067,-0.7969685592560001
ACH-000070,-0.6986330006999999
ACH-000075,-0.170661724042
ACH-000078,-0.583329851998
ACH-000082,-0.31646298579300003
ACH-000085,-0.287720527771
ACH-000086,-0.32567940200199996
ACH-000087,-0.699158114789
ACH-000092,-0.411759995629
ACH-000095,-0.647778604534
ACH-000097,-0.424915820024
ACH-000098,-0.586781936755
ACH-000099,-0.5575008964429999
ACH-000108,-0.417802688785
ACH-000113,-0.148440894148
ACH-000115,-0.723485747983
ACH-000116,-0.515201112536
ACH-000118,-0.5504661746989999
ACH-000120,-0.704826813125
ACH-000123,-0.665984418029
ACH-000127,-0.458505062201
ACH-000128,-0.547890942762
ACH-000132,-0.194861816179
ACH-000133,-0.45771120171999996
ACH-000137,-0.48076919798199996
ACH-000138,-0.595659434792
ACH-000142,-0.631799785122
ACH-000143,-0.711079068391
ACH-000146,-0.684942209182
ACH-000148,-0.40320045723700004
ACH-000150,-0.798148680544
ACH-000152,-0.421001574625
ACH-000153,-0.226626762177
ACH-000159,-0.264307971047
ACH-000160,-0.712325232907
ACH-000163,-0.47062017173500004
ACH-000167,-0.28523644733000003
ACH-000168,-0.238538252208
ACH-000169,-0.19942496747299998
ACH-000178,-0.5938444374499999
ACH-000182,-0.357497630408
ACH-000183,-0.765604003271
ACH-000188,-0.58667388348
ACH-000189,-0.20676039840500002
ACH-000190,-0.515231472451
ACH-000198,-0.44909296413500005
ACH-000204,-0.348102383244
ACH-000206,-0.34353228749700004
ACH-000207,-0.370166410486
ACH-000211,-0.622106893822
ACH-000215,-0.6905332074449999
ACH-000221,-0.549611806769
ACH-000222,-0.589536146006
ACH-000223,-0.736877093177
ACH-000226,-0.608065461068
ACH-000227,-1.11420648547
ACH-000228,-0.334277217344
ACH-000231,-0.469083400868
ACH-000232,-0.593960008091
ACH-000233,-0.3725482735
ACH-000234,-0.42624742522799997
ACH-000235,-0.4323936003600001
ACH-000237,-0.668978618565
ACH-000238,-0.446613747177
ACH-000243,-0.260785966236
ACH-000244,-0.493863358798
ACH-000246,-0.34770946041999995
ACH-000248,-0.403019925999
ACH-000250,-0.397860698688
ACH-000251,-0.68610359499
ACH-000253,-0.549262181461
ACH-000255,-0.13577680712600002
ACH-000256,-0.505749322454
ACH-000257,-0.721826009495
ACH-000258,0.15001426660599998
ACH-000259,-0.6431038772909999
ACH-000260,-0.362085420037
ACH-000261,-0.407236564749
ACH-000262,-0.326051931385
ACH-000263,-0.832085259702
ACH-000264,-0.35873448840000005
ACH-000265,-0.404470446884
ACH-000266,-0.972360627501
ACH-000272,-0.208105101499
ACH-000273,-0.461253369529
ACH-000274,-0.34136908193800003
ACH-000277,-1.0345548949799999
ACH-000278,-0.495093329521
ACH-000279,-0.604232392493
ACH-000280,-0.2286969523
ACH-000281,-0.9866881434170001
ACH-000288,-0.460944394933
ACH-000291,-0.8047646690960001
ACH-000293,-0.502409523857
ACH-000294,-0.372529430067
ACH-000295,-0.8316797746250001
ACH-000296,-0.493186339885
ACH-000302,-0.261449747155
ACH-000304,-0.460972270045
ACH-000307,-0.561889695863
ACH-000308,-0.860707959323
ACH-000310,-0.7539728610449999
ACH-000311,-0.43573894201700003
ACH-000312,-0.7630022553839999
ACH-000315,-0.5033435268349999
ACH-000316,-0.22231137840799997
ACH-000317,-0.258692393863
ACH-000318,-0.342619436426
ACH-000319,-0.395060218288
ACH-000320,-0.296213421312
ACH-000322,-0.682086625157
ACH-000323,-0.35861612702699996
ACH-000324,-0.191584319974
ACH-000329,-0.5579034158649999
ACH-000330,-0.381841420287
ACH-000331,-0.366992683788
ACH-000332,-0.487329930015
ACH-000334,-0.233301118031
ACH-000335,-0.22864893174000003
ACH-000336,-0.48090633628300006
ACH-000337,-0.461188773746
ACH-000339,-0.5221555022959999
ACH-000341,-0.930840108554
ACH-000348,-0.604542525805
ACH-000350,-0.5819875892040001
ACH-000352,-0.334867380773
ACH-000356,-0.35941608349200005
