,MAP1LC3C (440738)
ACH-000004,0.140100149531
ACH-000007,-0.057440666759
ACH-000009,0.0522426165256
ACH-000011,0.10519242980900001
ACH-000012,0.21021821208
ACH-000013,0.152508004818
ACH-000014,-0.00109787204558
ACH-000015,0.238204216467
ACH-000017,0.123412164738
ACH-000018,0.23008439280600002
ACH-000019,0.09470914548530002
ACH-000021,0.184712293493
ACH-000022,0.0729988973223
ACH-000025,0.0321843313468
ACH-000028,0.127133569723
ACH-000030,0.133765801963
ACH-000035,0.334391131404
ACH-000036,0.0208347785393
ACH-000037,-0.0189413119152
ACH-000039,0.14473443577700001
ACH-000040,0.0879221829212
ACH-000041,-0.043005256536499996
ACH-000042,0.0551101649046
ACH-000045,-0.0786823234327
ACH-000047,0.04690495103180001
ACH-000052,0.256619747336
ACH-000053,0.0695442148315
ACH-000054,-0.0142764589833
ACH-000055,0.14196375624000002
ACH-000060,0.145791384996
ACH-000067,0.23224857100699997
ACH-000070,-0.029225144774099997
ACH-000075,0.277829368712
ACH-000078,0.0222784276441
ACH-000082,0.120822564275
ACH-000085,0.240533821153
ACH-000086,-0.013990518950499999
ACH-000087,0.367586541646
ACH-000092,0.131369453371
ACH-000095,0.207520361958
ACH-000097,0.148159782111
ACH-000098,0.0205847920046
ACH-000099,0.045848541259399994
ACH-000108,0.07463915577039999
ACH-000113,0.165932731081
ACH-000115,0.24394523673300003
ACH-000116,0.11881651617399999
ACH-000118,0.04693709697930001
ACH-000120,-0.0032534864677
ACH-000123,-0.031112435716400003
ACH-000127,0.0420686451997
ACH-000128,0.025658197911999997
ACH-000132,0.0463673322492
ACH-000133,0.144150087172
ACH-000137,-0.00863453811599
ACH-000138,0.204311529417
ACH-000142,-0.10389169444499999
ACH-000143,-0.0387662777487
ACH-000146,-0.0025913970535199997
ACH-000148,-0.00151392049338
ACH-000150,0.31360937787500004
ACH-000152,-0.00866774064428
ACH-000153,-0.07621997038480001
ACH-000159,0.0770233666164
ACH-000160,0.28342820350000003
ACH-000163,0.19271750210299998
ACH-000167,-0.0700765990485
ACH-000168,0.111298493836
ACH-000169,0.137545477114
ACH-000178,0.17002950180999998
ACH-000182,0.10390507301799999
ACH-000183,0.20639856635099998
ACH-000188,0.09943728368280001
ACH-000189,0.19797599750199998
ACH-000190,-0.27837638939599996
ACH-000198,0.0375297073533
ACH-000204,-0.174407740099
ACH-000206,0.144139996087
ACH-000207,-0.05918143364469999
ACH-000211,0.21918282018399998
ACH-000215,-0.104941135959
ACH-000221,0.0561275274776
ACH-000222,0.217823590323
ACH-000223,-0.06661043863590001
ACH-000226,0.0828361460446
ACH-000227,0.161336285325
ACH-000228,0.13698178147099999
ACH-000231,0.18891617917
ACH-000232,0.17344724755199997
ACH-000233,0.0784508244156
ACH-000234,0.204927297554
ACH-000235,0.10960387095
ACH-000237,0.147382037285
ACH-000238,-0.0394494724479
ACH-000243,0.054959406531300006
ACH-000244,0.103707114533
ACH-000246,-0.006457105600880001
ACH-000248,0.112483641691
ACH-000250,0.069362486369
ACH-000251,0.0430377323471
ACH-000253,0.141909938509
ACH-000255,0.165114211951
ACH-000256,0.31136918181400003
ACH-000257,0.111735978276
ACH-000258,0.23753098355399999
ACH-000259,0.16931027754099998
ACH-000260,0.0435306377499
ACH-000261,0.0341150847722
ACH-000262,0.189321636057
ACH-000263,-0.139435746147
ACH-000264,0.09407744763739999
ACH-000265,0.296003768286
ACH-000266,0.0909221218868
ACH-000272,-0.0532637283639
ACH-000273,0.0351609173809
ACH-000274,0.0716322853496
ACH-000277,0.208665534749
ACH-000278,0.173851264472
ACH-000279,0.187504166011
ACH-000280,0.212682124227
ACH-000281,0.40681191891699997
ACH-000288,0.126110313611
ACH-000291,0.0075268896117100005
ACH-000293,0.209838305092
ACH-000294,0.297485865845
ACH-000295,0.15843085481799998
ACH-000296,0.19638584926
ACH-000302,0.23201953888799998
ACH-000304,-0.140595821321
ACH-000307,-0.0351363033831
ACH-000308,0.0796534916139
ACH-000310,-0.0650650456034
ACH-000311,0.0379623479472
ACH-000312,0.047354566855100005
ACH-000315,0.482022567612
ACH-000316,0.07836952023589999
ACH-000317,0.028355564543300002
ACH-000318,0.251650225779
ACH-000319,0.270400344764
ACH-000320,0.144408202946
ACH-000322,-0.0468113705805
ACH-000323,0.10872550875600001
ACH-000324,0.0158754120838
ACH-000329,0.0517882314109
ACH-000330,0.14872096658700001
ACH-000331,0.059983676825099995
ACH-000332,0.105291008024
ACH-000334,0.350455549664
ACH-000335,0.190387997097
ACH-000336,-0.139605275084
ACH-000337,0.0330378491114
ACH-000339,0.0263131788085
ACH-000341,0.191743501617
ACH-000348,0.111057994756
ACH-000350,0.0716346655119
ACH-000352,0.100149211141
ACH-000356,0.10505428389499999
ACH-000361,-0.240747330396
ACH-000362,0.246842364373
ACH-000363,-0.014099322889499999
ACH-000364,-0.0352595660239
ACH-000365,0.142665828065
ACH-000366,0.04956842106980001
ACH-000368,0.261225459566
ACH-000374,0.110991894802
ACH-000375,0.228595345583
ACH-000376,0.134550253464
ACH-000381,0.144260577961
ACH-000383,0.17930440483899998
ACH-000387,0.0318275861134
ACH-000389,0.282739538764
ACH-000390,0.08382072560750001
ACH-000393,0.0476228657273
ACH-000395,-0.0485241296948
ACH-000397,0.149919387094
ACH-000401,0.13081181050000001
ACH-000402,0.241029156912
ACH-000403,-0.0751915935025
ACH-000404,0.497149206223
ACH-000406,0.0816488119467
ACH-000407,0.138671264133
ACH-000408,0.0750457480611
ACH-000410,0.0686052254947
ACH-000411,-0.0893407950894
ACH-000414,0.116798866174
ACH-000415,0.139831456769
ACH-000416,0.08601803414680001
ACH-000420,-0.0871894496595
ACH-000421,0.0799821520811
ACH-000424,0.0725862606193
ACH-000425,0.10745852480000001
ACH-000426,0.18191105749800002
ACH-000427,-0.117086104855
ACH-000433,0.0491030575059
ACH-000436,0.205092537744
