,SKIV2L2 (23517)
ACH-000364,-1.47098965838
ACH-000365,-1.4509775083
ACH-000366,-1.3298617683399998
ACH-000368,-1.2216657690600001
ACH-000374,-1.3593028333200001
ACH-000375,-1.6268314380200002
ACH-000376,-1.41784488958
ACH-000381,-1.34925637308
ACH-000383,-1.6500560553799999
ACH-000387,-1.17554466152
ACH-000389,-1.32307388385
ACH-000390,-1.6679273712
ACH-000393,-1.60635666546
ACH-000395,-1.4261699386000002
ACH-000397,-1.3232495854100002
ACH-000401,-1.3997368775499999
ACH-000402,-1.6176108127000002
ACH-000403,-1.43635736151
ACH-000404,-1.17768474499
ACH-000406,-1.30451811264
ACH-000407,-1.5331805700999999
ACH-000408,-1.67512531482
ACH-000410,-1.15463490933
ACH-000411,-1.18929208823
ACH-000414,-1.4097996208899999
ACH-000415,-1.39821356812
ACH-000416,-1.5462730961700002
ACH-000420,-1.14392298588
ACH-000421,-1.37674707822
ACH-000424,-1.24018427986
ACH-000425,-1.2790854275499999
ACH-000426,-1.0636566897700002
ACH-000427,-1.5596426968200001
ACH-000433,-1.37873622694
ACH-000436,-1.6477282765299999
ACH-000444,-1.23295066989
ACH-000445,-1.75474115436
ACH-000448,-1.5562753226
ACH-000450,-1.0927860842200001
ACH-000452,-1.31255139675
ACH-000454,-1.38790876446
ACH-000458,-1.2868311646700001
ACH-000459,-0.75932451553
ACH-000460,-1.34832978729
ACH-000461,-1.48230926297
ACH-000463,-1.23807029458
ACH-000464,-1.5775150515399998
ACH-000466,-1.35890183049
ACH-000467,-1.32398486176
ACH-000468,-1.69836524521
ACH-000469,-1.48348431908
ACH-000470,-1.6917276916400001
ACH-000471,-1.4664766495700001
ACH-000472,-1.7463043020500002
ACH-000473,-1.3157855723899998
ACH-000475,-1.4328387952300001
ACH-000476,-1.5186103602399998
ACH-000477,-1.32122862428
ACH-000480,-1.40875541189
ACH-000481,-1.69738549614
ACH-000483,-1.3844982698500001
ACH-000484,-1.4995207680000002
ACH-000485,-1.7361707292500002
ACH-000486,-1.40252332278
ACH-000487,-1.3450532287799999
ACH-000488,-1.36825438494
ACH-000490,-1.36205999143
ACH-000491,-1.4799579736300001
ACH-000495,-1.3833413003100001
ACH-000496,-1.59950628496
ACH-000499,-1.54379440767
ACH-000500,-1.6446102910499998
ACH-000502,-1.2503750025799998
ACH-000503,-1.80583052089
ACH-000505,-1.4534722941
ACH-000507,-1.4860095532100002
ACH-000510,-1.54542051065
ACH-000511,-1.22557862624
ACH-000512,-1.2327410405900001
ACH-000516,-1.48532443699
ACH-000517,-1.5430405333500001
ACH-000518,-1.3489799597299998
ACH-000520,-1.2826061315000001
ACH-000521,-1.5801009906999999
ACH-000522,-1.49741322119
ACH-000524,-1.71015247028
ACH-000527,-1.25983507444
ACH-000528,-1.51086071849
ACH-000537,-1.44840009178
ACH-000541,-1.32049398075
ACH-000542,-1.47294452616
ACH-000544,-1.4123228277700002
ACH-000545,-1.37013473478
ACH-000547,-1.3611620626499998
ACH-000548,-1.72642728217
ACH-000549,-1.42442930224
ACH-000550,-0.940065980727
ACH-000552,-1.3719986337
ACH-000556,-1.6603134558200001
ACH-000557,-1.58678956607
ACH-000570,-1.44907553201
ACH-000571,-1.5441315262
ACH-000573,-1.2693935506799998
ACH-000576,-1.2640768760299999
ACH-000580,-1.2728534497600001
ACH-000584,-1.57459279205
ACH-000585,-1.4881083932799999
ACH-000588,-1.39011656197
ACH-000589,-1.27603294737
ACH-000591,-1.3987002013699998
ACH-000593,-1.63410021801
ACH-000600,-1.4070705242
ACH-000601,-1.35035887257
ACH-000604,-1.15565900142
ACH-000605,-1.3387669347799998
ACH-000606,-1.47092473488
ACH-000608,-1.6168770146200002
ACH-000614,-1.26291942489
ACH-000616,-1.4285421943099998
ACH-000618,-1.6297475601
ACH-000619,-1.40988801284
ACH-000620,-1.1495283236799998
ACH-000621,-1.62882649443
ACH-000622,-1.4928760731
ACH-000623,-1.40975180188
ACH-000624,-1.48348354093
ACH-000627,-1.51138823845
ACH-000630,-1.3373722045799998
ACH-000632,-1.38781436576
ACH-000633,-1.4658599292899999
ACH-000637,-1.2201103955600001
ACH-000638,-1.3835630319
ACH-000646,-1.5136061179299998
ACH-000647,-1.5356267889300002
ACH-000648,-1.5463898686000002
ACH-000649,-1.58259431779
ACH-000651,-1.32221791095
ACH-000652,-1.4631798691999998
ACH-000653,-1.4647534289500002
ACH-000657,-1.48619570511
ACH-000658,-1.24063736332
ACH-000661,-1.14696906064
ACH-000662,-1.53284533535
ACH-000663,-1.5481600522999999
ACH-000665,-1.5284332479499998
ACH-000671,-1.1609957070999999
ACH-000673,-1.4228438799399998
ACH-000676,-1.36261489411
ACH-000677,-1.2361430902500001
ACH-000681,-1.3364275325700001
ACH-000682,-1.5651191031099998
ACH-000683,-1.13775111125
ACH-000684,-1.41834151993
ACH-000688,-1.4092865283000002
ACH-000693,-1.46308894248
ACH-000694,-1.7726256716
ACH-000695,-1.6090517569999998
ACH-000696,-1.4538623612200001
ACH-000697,-1.4082266575600002
ACH-000699,-1.4411112694
ACH-000701,-1.4330940963699998
ACH-000706,-1.4062824492800001
ACH-000711,-1.44527484669
ACH-000713,-1.57964643636
ACH-000714,-1.23955633104
ACH-000718,-1.719181822
ACH-000720,-1.35535321944
ACH-000721,-1.50749982163
ACH-000724,-1.50464651627
ACH-000725,-1.5106906569
ACH-000732,-1.1074296621100002
ACH-000734,-1.00087752032
ACH-000735,-1.5087720367
ACH-000736,-1.480128406
ACH-000738,-1.39141115155
ACH-000746,-1.4888167084900001
ACH-000747,-1.33986698985
ACH-000748,-1.65586882211
ACH-000753,-1.37507141914
ACH-000756,-1.44865238216
ACH-000757,-1.30571572924
ACH-000758,-1.4075753912399998
ACH-000760,-1.54501767945
ACH-000763,-1.36693340345
ACH-000764,-1.54835132222
ACH-000765,-0.939322142187
ACH-000766,-1.23698468686
ACH-000767,-1.63645284222
ACH-000768,-1.48922044863
ACH-000769,-1.33203982655
ACH-000770,-1.38543610322
ACH-000771,-1.2516292389299999
ACH-000773,-1.3740487554499998
ACH-000776,-1.60944497871
ACH-000777,-1.4634195300400001
ACH-000778,-1.4762093891299999
ACH-000781,-1.07553878956
ACH-000782,-1.24960673471
ACH-000783,-1.16744184543
ACH-000784,-1.5789226515299999
ACH-000785,-1.55860153752
ACH-000787,-1.24751679279
ACH-000788,-1.3928709684099998
ACH-000791,-1.25080652885
ACH-000792,-1.24915962972
ACH-000794,-1.53873425056
ACH-000796,-1.70432516727
ACH-000799,-1.1832475135299998
ACH-000800,-1.04832702861
ACH-000802,-1.30601597846
ACH-000804,-1.45620255563
ACH-000805,-1.40086496262
ACH-000809,-1.39854755709
ACH-000810,-1.7161864153600002
ACH-000811,-1.55581157908
ACH-000817,-1.31014778729
ACH-000819,-1.50939963343
ACH-000820,-1.85451367533
ACH-000821,-1.1324670513200001
ACH-000822,-2.00066206414
ACH-000823,-1.50408876368
ACH-000824,-1.52926885902
ACH-000827,-1.3632963522400001
ACH-000829,-1.3913008315600002
ACH-000831,-1.31457138232
ACH-000832,-1.33212477045
ACH-000833,-1.4348116960100001
ACH-000834,-1.5260505664
ACH-000835,-1.55686325421
ACH-000836,-1.5874882424399999
ACH-000837,-1.29657020766
ACH-000838,-1.35096582433
ACH-000839,-1.6224981001499998
ACH-000840,-1.4214629300100001
ACH-000841,-1.1953793627399998
ACH-000843,-1.5350476195299998
ACH-000846,-1.6979191730899998
ACH-000847,-1.29696221954
ACH-000848,-1.55254434679
ACH-000849,-1.2181507545
ACH-000851,-1.33187311463
ACH-000855,-1.24868605424
ACH-000856,-1.4768841258200003
ACH-000858,-1.23611645971
ACH-000859,-1.3983621510799997
ACH-000861,-1.70568418276
ACH-000862,-1.58577833338
ACH-000865,-1.3358963272600002
ACH-000866,-1.5092846923199998
ACH-000867,-1.6512787062
ACH-000869,-1.51589311799
ACH-000872,-1.2849071322299999
ACH-000873,-1.2648937576200001
ACH-000876,-1.2565663834899998
ACH-000878,-1.43873481873
ACH-000880,-1.47953166264
ACH-000881,-1.4131350875400002
ACH-000882,-1.20864793884
ACH-000884,-1.4448448713799997
ACH-000885,-1.3742675263799997
ACH-000887,-1.5225186665600001
ACH-000888,-1.4917291715399998
ACH-000889,-1.52996389215
ACH-000890,-1.3681546858700002
ACH-000896,-1.38152155289
ACH-000898,-1.4834890401899998
ACH-000900,-1.27826762307
ACH-000901,-1.6048846548299998
ACH-000905,-1.5053749563499998
ACH-000906,-1.59301032254
ACH-000907,-1.17623386402
ACH-000910,-1.15453601682
ACH-000911,-1.2187912067
ACH-000912,-1.3082684549099999
ACH-000913,-1.51242498109
ACH-000915,-1.53032381068
ACH-000916,-1.64864665666
ACH-000917,-1.5877638596
ACH-000921,-1.47894491752
ACH-000924,-1.5728171334299998
ACH-000926,-1.80130395836
ACH-000928,-0.995421179892
ACH-000929,-1.48138519735
ACH-000932,-1.35828587168
ACH-000935,-1.58185476501
ACH-000936,-1.5394031681600002
ACH-000937,-1.49325888035
ACH-000938,-1.85909314992
ACH-000939,-1.4921663295299998
ACH-000941,-1.3309586889700002
ACH-000943,-1.3475927265099998
ACH-000946,-1.49431793893
ACH-000947,-1.43200668227
ACH-000948,-1.3320408928799998
ACH-000950,-1.59812451083
ACH-000953,-1.5274138800400001
ACH-000957,-1.29718847721
ACH-000958,-1.6721370271
ACH-000960,-1.44214627481
ACH-000963,-1.68134424977
ACH-000968,-1.19620697367
ACH-000969,-1.63202314141
ACH-000973,-1.37125088484
ACH-000974,-1.5900833777399999
ACH-000975,-1.4248277629
ACH-000976,-1.6492496954799998
ACH-000978,-1.5433802277000002
ACH-000980,-1.39487052133
ACH-000984,-1.3730067912600001
ACH-000986,-1.3933183652
ACH-000988,-1.2558702342599999
ACH-000993,-1.08246351797
ACH-000994,-1.54217105976
ACH-000996,-1.4601768455200002
ACH-001001,-1.33647522201
ACH-001020,-1.8427541773400002
ACH-001028,-1.50404915109
ACH-001031,-1.25463420359
ACH-001038,-1.525936586
ACH-001048,-1.43236003751
ACH-001050,-1.37916331121
ACH-001053,-1.2927628624299998
ACH-001054,-1.35505103709
ACH-001061,-1.5758098722799998
ACH-001067,-1.32498946016
ACH-001075,-1.33773713413
ACH-001096,-1.42519239716
ACH-001128,-1.7447320889400002
ACH-001134,-1.46157134859
ACH-001151,-1.30451326404
ACH-001163,-1.79586752118
ACH-001164,-1.69833326242
ACH-001173,-1.25349750876
ACH-001183,-1.5336891742299998
ACH-001184,-1.38722809889
ACH-001190,-1.3998377466
ACH-001192,-1.23100946156
ACH-001193,-1.30806836847
ACH-001196,-1.2054233831999999
ACH-001197,-1.7139752556
ACH-001205,-1.4342036891799999
ACH-001211,-1.34905420743
ACH-001212,-1.33014161778
ACH-001228,-1.23611767574
ACH-001232,-1.41344416846
ACH-001239,-1.43350236334
ACH-001274,-1.63598663174
ACH-001275,-1.5692422507600001
ACH-001277,-1.39024841446
ACH-001278,-1.14710285902
ACH-001280,-1.1203153732100002
ACH-001283,-1.1912921613299998
ACH-001289,-1.015770218
ACH-001295,-1.52702412995
ACH-001300,-1.3761359958500001
ACH-001301,-1.41711703606
ACH-001302,-1.59087870305
ACH-001303,-1.5713334282
ACH-001306,-1.25723992265
ACH-001318,-1.2396457990899998
ACH-001322,-1.3930382022499999
ACH-001328,-1.5489455059200001
ACH-001332,-1.2303526626799999
ACH-001333,-1.3668956223299997
ACH-001336,-1.1904761962000001
ACH-001340,-1.24911613953
ACH-001346,-1.36886232023
ACH-001353,-1.3676538172900001
ACH-001354,-1.87302594127
ACH-001367,-1.61236900249
ACH-001368,-1.3614628378
ACH-001374,-1.3804898265999999
ACH-001375,-1.0424209079100002
ACH-001377,-1.54082658344
ACH-001380,-1.5164164407700003
ACH-001391,-1.4955866353
ACH-001407,-1.5426707100200001
ACH-001408,-1.37795762834
ACH-001413,-1.3477824995200003
ACH-001430,-1.7467600851299998
ACH-001431,-1.42128563787
ACH-001450,-1.03111974672
ACH-001496,-1.6622323032700002
ACH-001500,-1.46725083338
ACH-001521,-1.73894615137
ACH-001523,-1.3798406891
ACH-001532,-1.32874155946
ACH-001536,-1.29641347141
ACH-001550,-2.06026432366
ACH-001552,-1.6188695550299999
ACH-001554,-1.42651037114
ACH-001645,-1.4557219705899997
ACH-001654,-1.5835522902399999
ACH-001715,-1.43378053348
ACH-001735,-1.44613944093
ACH-001736,-1.03269334552
ACH-001737,-1.47169006372
ACH-001740,-1.3987857714200003
ACH-001745,-1.4294970872100001
ACH-001750,-1.1606798676999999
ACH-001765,-1.16261704544
ACH-001956,-1.06853624081
ACH-001957,-1.2806783161700002
