,CC2D1B (200014)
ACH-000408,-0.478296673106
ACH-000410,-0.126418153267
ACH-000411,-0.151576124924
ACH-000414,-0.21527757481100002
ACH-000415,-0.25941998253000004
ACH-000416,-0.052556881434399995
ACH-000420,-0.22808768637200003
ACH-000421,-0.14001058840800001
ACH-000424,-0.0734042128152
ACH-000425,-0.282235463056
ACH-000426,-0.0288331177542
ACH-000427,-0.0408082223829
ACH-000433,-0.38643496109399994
ACH-000436,-0.09722102384220001
ACH-000444,-0.118104271349
ACH-000445,-0.313686712029
ACH-000448,-0.060433226828199994
ACH-000450,-0.255059539622
ACH-000452,-0.0970548924605
ACH-000454,-0.17973863253199998
ACH-000458,-0.121940969365
ACH-000459,0.0894594801939
ACH-000460,-0.22857878452799998
ACH-000461,-0.12040444798800001
ACH-000463,-0.0368233258093
ACH-000464,-0.0563589251989
ACH-000466,-0.215354124107
ACH-000467,-0.15329878006699998
ACH-000468,-0.317301355721
ACH-000469,-0.177271235051
ACH-000470,-0.0206697213858
ACH-000471,-0.135316554363
ACH-000472,-0.13409048434
ACH-000473,0.0176804150878
ACH-000475,-0.09145862336039999
ACH-000476,-0.31630929148200004
ACH-000477,-0.385371338287
ACH-000480,-0.11681436084899999
ACH-000481,-0.125007590019
ACH-000483,-0.399794552876
ACH-000484,-0.00656793812299
ACH-000485,-0.033984054724499994
ACH-000486,-0.149926351526
ACH-000487,-0.155870810083
ACH-000488,-0.11653603541200001
ACH-000490,-0.121584430758
ACH-000491,-0.126353376733
ACH-000495,-0.303567697466
ACH-000496,-0.362010705955
ACH-000499,0.204032013128
ACH-000500,0.362252769604
ACH-000502,-0.0736920804622
ACH-000503,-0.226474475654
ACH-000505,-0.175815253118
ACH-000507,-0.10977130874000002
ACH-000510,-0.113760148989
ACH-000511,-0.016047939140399998
ACH-000512,-0.429952814387
ACH-000516,-0.0911890912802
ACH-000517,-0.182849045605
ACH-000518,-0.147217421667
ACH-000520,-0.144557354233
ACH-000521,-0.146091827302
ACH-000522,-0.299928065686
ACH-000524,-0.150348073447
ACH-000527,-0.0774562130093
ACH-000528,-0.249457504136
ACH-000537,-0.21211098489100003
ACH-000541,-0.374064185938
ACH-000542,-0.314277299201
ACH-000544,-0.0783289976446
ACH-000545,-0.172393874753
ACH-000547,-0.307053304473
ACH-000548,-0.133660748519
ACH-000549,-0.0970646909358
ACH-000550,-0.313175136659
ACH-000552,-0.103501268848
ACH-000556,-0.170442586613
ACH-000557,-0.0828918354777
ACH-000570,-0.022758275592999998
ACH-000571,-0.19126259927499997
ACH-000573,-0.205894584624
ACH-000576,-0.11799803158500001
ACH-000580,-0.0319531023887
ACH-000584,-0.138494217624
ACH-000585,-0.371385974721
ACH-000588,-0.126772149379
ACH-000589,-0.20462187805100002
ACH-000591,-0.182337903932
ACH-000593,-0.151866360408
ACH-000600,-0.148122395059
ACH-000601,-0.0833632052048
ACH-000604,-0.213643755982
ACH-000605,-0.186563202933
ACH-000606,-0.15316877311
ACH-000608,-0.0363249590936
ACH-000614,-0.188393213431
ACH-000616,-0.019027480624900003
ACH-000618,-0.170019774131
ACH-000619,-0.16170468782400002
ACH-000620,-0.150363473364
ACH-000621,-0.149980254029
ACH-000622,-0.32113778870299997
ACH-000623,-0.23793737199999998
ACH-000624,-0.221263350764
ACH-000627,-0.5201359873579999
ACH-000630,-0.314431014941
ACH-000632,-0.107496885734
ACH-000633,-0.07964702896010001
ACH-000637,0.0238432069965
ACH-000638,-0.357376176915
ACH-000646,-0.148891295923
ACH-000647,0.0015191905928800002
ACH-000648,-0.15745890738
ACH-000649,-0.214315828167
ACH-000651,-0.13738157059599998
ACH-000652,-0.242179878728
ACH-000653,-0.132681232786
ACH-000657,-0.279551929544
ACH-000658,0.0115449135519
ACH-000661,-0.18975591280999998
ACH-000662,-0.46352387177
ACH-000663,-0.0286274185701
ACH-000665,-0.0598127859017
ACH-000671,-0.277637838714
ACH-000673,-0.191241391683
ACH-000676,-0.035047687943800004
ACH-000677,-0.135065910806
ACH-000681,-0.0189041511926
ACH-000682,-0.198949578137
ACH-000683,-0.202353040122
ACH-000684,-0.17211231282
ACH-000688,-0.150370231712
ACH-000693,-0.31362463183600003
ACH-000694,-0.12480022078299999
ACH-000695,-0.211269984072
ACH-000696,-0.1999411095
ACH-000697,-0.224146840701
ACH-000699,-0.024148942123599998
ACH-000701,-0.287308493002
ACH-000706,-0.18338896726599999
ACH-000711,-0.212609162826
ACH-000713,-0.37082597708000004
ACH-000714,-0.282284609269
ACH-000718,-0.299351972226
ACH-000720,-0.138483382414
ACH-000721,-0.235641444526
ACH-000724,-0.149434047908
ACH-000725,0.0558880515982
ACH-000732,-0.19615347609900002
ACH-000734,-0.24454083634799997
ACH-000735,-0.21499731070099998
ACH-000736,-0.16756821617
ACH-000738,-0.0057600580997399994
ACH-000746,-0.204997208407
ACH-000747,-0.166871564783
ACH-000748,0.14348096518200001
ACH-000753,-0.14082425759199999
ACH-000756,-0.066116746861
ACH-000757,-0.228233770124
ACH-000758,-0.239359449615
ACH-000760,-0.040284078715
ACH-000763,-0.282426924847
ACH-000764,-0.0655402558373
ACH-000765,-0.19618903204399998
ACH-000766,-0.379129333987
ACH-000767,-0.247455357552
ACH-000768,-0.00651966684477
ACH-000769,-0.308036818814
ACH-000770,-0.169501620955
ACH-000771,-0.18142332963100002
ACH-000773,-0.0604595476078
ACH-000776,-0.14408455259400002
ACH-000777,-0.349980048326
ACH-000778,-0.446460750432
ACH-000781,-0.14098767258199998
ACH-000782,0.0448551222908
ACH-000783,-0.0451535836632
ACH-000784,-0.12285886211699999
ACH-000785,-0.5181163281050001
ACH-000787,-0.223050155655
ACH-000788,-0.132672206666
ACH-000791,-0.277124853136
ACH-000792,-0.19496991484200002
ACH-000794,-0.14314863984600001
ACH-000796,-0.308657114631
ACH-000799,0.188378017954
ACH-000800,-0.09021034396330001
ACH-000802,-0.106137607468
ACH-000804,-0.23931997850900003
ACH-000805,-0.312917892641
ACH-000809,0.0665905867782
ACH-000810,-0.151824876324
ACH-000811,-0.0861072443738
ACH-000817,-0.134112043126
ACH-000819,-0.0995164622328
ACH-000820,-0.397054555485
ACH-000821,-0.24507179609700003
ACH-000822,-0.12868227487199999
ACH-000823,-0.205283969301
ACH-000824,-0.039970607308699994
ACH-000827,-0.0656753211207
ACH-000829,-0.0553239390883
ACH-000831,-0.102122417577
ACH-000832,-0.241306587202
ACH-000833,0.024444624610700003
ACH-000834,-0.0736699453735
ACH-000835,-0.11621289250700001
ACH-000836,-0.233508914442
ACH-000837,-0.265823971307
ACH-000838,-0.19067070737599998
ACH-000839,-0.367146273601
ACH-000840,-0.13185588141
ACH-000841,-0.520543473833
ACH-000843,-0.249813529611
ACH-000846,-0.27728903901999996
ACH-000847,-0.229163475274
ACH-000848,-0.00829584332328
ACH-000849,-0.175101814525
ACH-000851,-0.395322166502
ACH-000855,-0.09362968242110001
ACH-000856,-0.30163413987
ACH-000858,-0.198793471993
ACH-000859,-0.129080983695
ACH-000861,-0.15176770655400001
ACH-000862,-0.07138041653869999
ACH-000865,-0.0680992505963
ACH-000866,-0.145791602118
ACH-000867,-0.14414745390699998
ACH-000869,-0.29039997788000005
ACH-000872,-0.383157205342
ACH-000873,-0.149414791378
ACH-000876,-0.060066376775699995
ACH-000878,-0.072942779412
ACH-000880,-0.241680123769
ACH-000881,-0.136775386975
ACH-000882,-0.253550132985
ACH-000884,-0.154286795176
ACH-000885,-0.264656268402
ACH-000887,-0.191937198411
ACH-000888,-0.08466682877830001
ACH-000889,-0.17303776312600003
ACH-000890,-0.166136175303
ACH-000896,-0.265560722546
ACH-000898,-0.0684947118713
ACH-000900,-0.201819363823
ACH-000901,-0.206147196619
ACH-000905,-0.20098823861499998
ACH-000906,-0.236029947003
ACH-000907,-0.227550902453
ACH-000910,-0.129374537976
ACH-000911,-0.28744756522
ACH-000912,-0.17243550803899999
ACH-000913,0.0425336826712
ACH-000915,-0.125641695583
ACH-000916,-0.23995331489
ACH-000917,-0.18345699747400002
ACH-000921,-0.378890058917
ACH-000924,-0.260005686139
ACH-000926,-0.0654838988824
ACH-000928,-0.23920924833700002
ACH-000929,-0.10215404939600001
ACH-000932,-0.127928502465
ACH-000935,-0.0225717736901
ACH-000936,-0.361562723435
ACH-000937,-0.047991594116699995
ACH-000938,-0.21119202443100002
ACH-000939,-0.259580368153
ACH-000941,-0.06738988427180001
ACH-000943,-0.138692518989
ACH-000946,-0.156317427152
ACH-000947,-0.0931095358972
ACH-000948,-0.043758702658699994
ACH-000950,-0.0533956367844
ACH-000953,-0.19093245035
ACH-000957,-0.187693438372
ACH-000958,-0.0794191010332
ACH-000960,-0.18594698106
ACH-000963,-0.15467921751900002
ACH-000968,-0.269147689682
ACH-000969,-0.11297310886499999
ACH-000973,-0.28723888902600003
ACH-000974,-0.163248087677
ACH-000975,-0.366642398556
ACH-000976,-0.171614827633
ACH-000978,-0.174963158995
ACH-000980,-0.168786588792
ACH-000984,-0.0319369024664
ACH-000986,-0.236953663288
ACH-000988,-0.160330655265
ACH-000993,-0.0835520895334
ACH-000994,-0.168845814396
ACH-000996,-0.141084679628
ACH-001001,-0.389621534593
ACH-001020,-0.276618997409
ACH-001028,-0.259131480685
ACH-001031,-0.201272729711
ACH-001038,-0.236138091881
ACH-001048,-0.163935298796
ACH-001050,-0.33728021586199997
ACH-001053,-0.337440227606
ACH-001054,-0.19973260824900002
ACH-001061,-0.010852137834
ACH-001067,-0.0876243335622
ACH-001075,-0.0880190793257
ACH-001096,-0.12241010824000001
ACH-001128,-0.0351855325599
ACH-001134,-0.21591310803199998
ACH-001151,-0.059626957907400004
ACH-001163,-0.0341490863167
ACH-001164,-0.08077774032389999
ACH-001173,-0.0398360789311
ACH-001183,-0.231820046215
ACH-001184,-0.19958537975
ACH-001190,-0.015777306291200003
ACH-001192,-0.0519555478687
ACH-001193,-0.37602123898199996
ACH-001196,-0.13571502680199998
ACH-001197,-0.37198390979699997
ACH-001205,-0.00256413243885
ACH-001211,-0.228966612632
ACH-001212,-0.312769037242
ACH-001228,-0.21095010641800002
ACH-001232,-0.11665260015699999
ACH-001239,-0.127181013068
ACH-001274,-0.078613317859
ACH-001275,-0.0974534184687
ACH-001277,-0.219770533216
ACH-001278,-0.108382503576
ACH-001280,0.061702733230699996
ACH-001283,-0.20638614994000004
ACH-001289,0.0555111068731
ACH-001295,-0.159203403342
ACH-001300,-0.0479027215723
ACH-001301,-0.171914632984
ACH-001302,0.320072853024
ACH-001303,-0.245512630909
ACH-001306,-0.14249608385600002
ACH-001318,-0.24380829340399998
ACH-001322,-0.254828233446
ACH-001328,-0.39450815586099997
ACH-001332,-0.526783558574
ACH-001333,-0.358270562021
ACH-001336,-0.0745904206537
ACH-001340,-0.286132062964
ACH-001346,-0.30205001537099996
ACH-001353,-0.149314823219
ACH-001354,-0.25526038581300003
ACH-001367,-0.23855363945099997
ACH-001368,-0.235745815871
ACH-001374,-0.200139253018
ACH-001375,-0.09954627758910001
ACH-001377,0.0240921437164
ACH-001380,-0.285546585289
ACH-001391,0.0322380439516
ACH-001407,0.0164162862281
ACH-001408,-0.241658565129
ACH-001413,0.104727934675
ACH-001430,0.102651207281
ACH-001431,-0.0824477652363
ACH-001450,-0.00311777415386
ACH-001496,-0.0283038478457
ACH-001500,-0.44376526715899994
ACH-001521,-0.36504922544
ACH-001523,-0.030132009039500002
ACH-001532,-0.0483251872662
ACH-001536,0.106816196128
ACH-001550,-0.102089600394
ACH-001552,-0.153877594178
ACH-001554,-0.08467177335560001
ACH-001645,-0.16874041711399998
ACH-001654,-0.026679455135599998
ACH-001715,0.0809249190909
ACH-001735,-0.142906561897
ACH-001736,-0.13379634762599998
ACH-001737,-0.0260710225434
ACH-001740,-0.00786754906028
ACH-001745,-0.0918779996337
ACH-001750,-0.116796577217
ACH-001765,-0.179406592223
ACH-001956,-0.137066152228
ACH-001957,-0.130458130726
