,SULT1C2 (6819)
ACH-000004,-0.111685207605
ACH-000007,-0.0149270933081
ACH-000009,-0.155556079359
ACH-000011,-0.23104894630399997
ACH-000012,-0.05850618033340001
ACH-000013,-0.195858718341
ACH-000014,-0.126574670399
ACH-000015,-0.160420304902
ACH-000017,-0.20810032029
ACH-000018,-0.371284789855
ACH-000019,-0.277449009022
ACH-000021,-0.055368406476499994
ACH-000022,-0.07506887265989999
ACH-000025,0.0121827318212
ACH-000028,-0.10333403512700001
ACH-000030,-0.141083291425
ACH-000035,-0.256604940383
ACH-000036,-0.196656474676
ACH-000037,-0.311230963144
ACH-000039,0.09418290677470001
ACH-000040,-0.0794652081635
ACH-000041,-0.236269742141
ACH-000042,-0.0480109130613
ACH-000045,-0.187018453162
ACH-000047,-0.0655869509127
ACH-000052,-0.20946761714099998
ACH-000053,-0.0828531609228
ACH-000054,-0.12757951345899998
ACH-000055,-0.107294983027
ACH-000060,-0.337274605652
ACH-000067,-0.24952378221000002
ACH-000070,-0.100353647906
ACH-000075,-0.16660687123
ACH-000078,-0.183460874611
ACH-000082,-0.148087171038
ACH-000085,-0.0667396403876
ACH-000086,-0.0989889246604
ACH-000087,-0.005182147593970001
ACH-000092,-0.263082079704
ACH-000095,-0.0333821936898
ACH-000097,-0.0743638575692
ACH-000098,-0.33640127010399995
ACH-000099,-0.116277277394
ACH-000108,-0.0821436093975
ACH-000113,-0.15953500783500002
ACH-000115,-0.0598469538413
ACH-000116,-0.107397013835
ACH-000118,-0.215761584252
ACH-000120,-0.311987840529
ACH-000123,-0.14896217844100001
ACH-000127,-0.12239916169000002
ACH-000128,-0.11332846615999999
ACH-000132,-0.157387460974
ACH-000133,-0.318437687564
ACH-000137,-0.21136340910700002
ACH-000138,-0.015292425928599999
ACH-000142,-0.20958655504700002
ACH-000143,-0.13571483935599998
ACH-000146,-0.10518153611099999
ACH-000148,-0.17533231822700002
ACH-000150,-0.059609465017400005
ACH-000152,-0.140792597609
ACH-000153,-0.0401813148529
ACH-000159,-0.118676776
ACH-000160,-0.140312280112
ACH-000163,-0.152042784092
ACH-000167,-0.274069610889
ACH-000168,-0.14185990743899998
ACH-000169,-0.167689399922
ACH-000178,-0.139452221809
ACH-000182,-0.199019148239
ACH-000183,-0.0786097283057
ACH-000188,-0.0877047017757
ACH-000189,-0.18464021917999998
ACH-000190,-0.054713781542999995
ACH-000198,-0.176263717644
ACH-000204,-0.18441474535500002
ACH-000206,-0.269671067697
ACH-000207,-0.127665371677
ACH-000211,-0.050894650854900005
ACH-000215,-0.0814007446655
ACH-000221,-0.15525595437
ACH-000222,-0.263754996598
ACH-000223,-0.257451986806
ACH-000226,-0.295098204221
ACH-000227,-0.31805086526099996
ACH-000228,-0.243031443668
ACH-000231,-0.163520758207
ACH-000232,-0.06943890495860001
ACH-000233,-0.06955193355889999
ACH-000234,-0.25483127289900004
ACH-000235,-0.113956081183
ACH-000237,-0.189534671804
ACH-000238,-0.219927912506
ACH-000243,-0.180763266113
ACH-000244,-0.053759732010000005
ACH-000246,-0.0764704691076
ACH-000248,-0.227921044395
ACH-000250,-0.21652696984900002
ACH-000251,-0.16767835259400002
ACH-000253,-0.122358621263
ACH-000255,-0.18251169975499998
ACH-000256,-0.253411080876
ACH-000257,0.110247677279
ACH-000258,-0.114621696974
ACH-000259,-0.21062701308100001
ACH-000260,-0.0998635397937
ACH-000261,-0.208151404412
ACH-000262,-0.19936171590799998
ACH-000263,0.246948545121
ACH-000264,-0.199593003607
ACH-000265,-0.12337396265799999
ACH-000266,-0.181811900518
ACH-000272,-0.218880976925
ACH-000273,-0.10580893044199999
ACH-000274,-0.18487586271899997
ACH-000277,-0.07216160036060001
ACH-000278,-0.0513456797747
ACH-000279,-0.150069028803
ACH-000280,0.0278291405775
ACH-000281,-0.15262860942
ACH-000288,-0.124970559265
ACH-000291,-0.179144382795
ACH-000293,-0.036864514953699995
ACH-000294,-0.0767108930198
ACH-000295,-0.230046178848
ACH-000296,-0.0084733637494
ACH-000302,-0.10722360329700001
ACH-000304,-0.10140865325
ACH-000307,-0.194069513774
ACH-000308,-0.105056233109
ACH-000310,0.00306255107817
ACH-000311,-0.11204233899499999
ACH-000312,-0.0702392089029
ACH-000315,-0.137671006761
ACH-000316,0.019299584436099998
ACH-000317,-0.308704377258
ACH-000318,-0.112751224085
ACH-000319,-0.0486889939853
ACH-000320,0.00858171398788
ACH-000322,-0.04879809478680001
ACH-000323,-0.03604992674369999
ACH-000324,-0.142963423658
ACH-000329,-0.26469757505999997
ACH-000330,-0.137468257291
ACH-000331,-0.28061806132
ACH-000332,-0.0996068926792
ACH-000334,-0.1576506477
ACH-000335,-0.085281214356
ACH-000336,0.19210900112799997
ACH-000337,-0.0806306588786
ACH-000339,-0.122992276109
ACH-000341,-0.154836007098
ACH-000348,-0.274313223043
ACH-000350,-0.0800658723755
ACH-000352,-0.231342423849
ACH-000356,-0.140468486788
ACH-000361,-0.08745753013
ACH-000362,-0.165984850367
ACH-000363,-0.168106017249
ACH-000364,-0.127041112147
ACH-000365,-0.221240053119
ACH-000366,-0.08477429782689999
ACH-000368,-0.0176682679182
ACH-000374,-0.123384396317
ACH-000375,-0.29020967316
ACH-000376,-0.050423969293400005
ACH-000381,-0.107711315545
ACH-000383,-0.213659510636
ACH-000387,0.022377636540999998
ACH-000389,-0.0539407860548
ACH-000390,-0.025780930990200002
ACH-000393,-0.17613027202
ACH-000395,-0.0231049925215
ACH-000397,-0.041367665835800004
ACH-000401,-0.285211696824
ACH-000402,-0.271739696002
ACH-000403,-0.0849041004051
ACH-000404,-0.12084197261700001
ACH-000406,-0.154769670769
ACH-000407,-0.248587418818
ACH-000408,-0.128133594427
ACH-000410,-0.21627395114700002
ACH-000411,-0.019668708751099998
ACH-000414,-0.12173764752
ACH-000415,-0.125082808259
ACH-000416,-0.164594448358
ACH-000420,0.0777755433562
ACH-000421,-0.09864083081599999
ACH-000424,-0.266821098194
ACH-000425,-0.333771001501
ACH-000426,-0.181672919076
ACH-000427,-0.15391931383500002
ACH-000433,-0.133228025824
ACH-000436,-0.14165490071200001
ACH-000444,-0.061855707021500006
ACH-000445,-0.19930140159499998
ACH-000448,-0.0167190182511
ACH-000450,-0.144929087606
ACH-000452,-0.10878794063899999
ACH-000454,-0.100351946105
ACH-000458,-0.170589907885
ACH-000459,-0.322201317403
ACH-000460,-0.092583401539
ACH-000461,-0.237991755162
ACH-000463,-0.0772375013946
ACH-000464,-0.0219463636843
ACH-000466,-0.242139740788
ACH-000467,-0.243469333155
ACH-000468,-0.0823464176351
ACH-000469,-0.151635627152
ACH-000470,-0.0973586863601
ACH-000471,-0.21539582949900002
ACH-000472,-0.134052242209
ACH-000473,-0.012369856402399999
ACH-000475,-0.13120640596799998
ACH-000476,0.0534170857689
ACH-000477,-0.149955089966
ACH-000480,0.0346428283701
ACH-000481,-0.165490451844
ACH-000483,0.0300047351522
ACH-000484,-0.044626607531099996
ACH-000485,-0.12078501759000002
ACH-000486,-0.18508347074700002
ACH-000487,-0.055466647241699994
