,ANXA2R (389289)
ACH-000004,0.007699346178989999
ACH-000007,-0.0922976438318
ACH-000009,-0.290346078606
ACH-000011,-0.20483839102499998
ACH-000012,-0.0756734692172
ACH-000013,-0.0414734093678
ACH-000014,-0.170689614887
ACH-000015,-0.11200091901499999
ACH-000017,0.0489550372473
ACH-000018,-0.061033084591899996
ACH-000019,-0.12697251832800002
ACH-000021,-0.0707968006003
ACH-000022,-0.133378153163
ACH-000025,0.0783256308863
ACH-000028,-0.07353007703039999
ACH-000030,-0.053541332229399996
ACH-000035,-0.0383113552797
ACH-000036,-0.125590036603
ACH-000037,-0.190221419598
ACH-000039,-0.34208892704599997
ACH-000040,-0.148091041544
ACH-000041,-0.102196681374
ACH-000042,-0.14595839737500002
ACH-000045,0.014589357217600001
ACH-000047,-0.183421991604
ACH-000052,-0.053265789715999996
ACH-000053,-0.219079201791
ACH-000054,-0.150365000604
ACH-000055,-0.114706105646
ACH-000060,-0.0671007476636
ACH-000067,-0.0969422228029
ACH-000070,0.011472645894799998
ACH-000075,-0.173302057448
ACH-000078,0.0135927847318
ACH-000082,-0.15997561104900002
ACH-000085,0.0507657556089
ACH-000086,-0.19143657574099998
ACH-000087,0.0539905149653
ACH-000092,-0.200851716437
ACH-000095,-0.10768471852499999
ACH-000097,-0.121523117258
ACH-000098,-0.22116764658799998
ACH-000099,-0.0079106523029
ACH-000108,-0.10796265186899999
ACH-000113,-0.118314711313
ACH-000115,-0.107787941614
ACH-000116,0.0490776375915
ACH-000118,-0.189452648608
ACH-000120,-0.18414358294100003
ACH-000123,-0.16822673376299999
ACH-000127,-0.225766797491
ACH-000128,-0.146523141946
ACH-000132,-0.20953238771
ACH-000133,-0.284856247748
ACH-000137,-0.201488585868
ACH-000138,-0.132414287235
ACH-000142,0.0631838511002
ACH-000143,-0.143540014202
ACH-000146,-0.261137024906
ACH-000148,-0.152555615063
ACH-000150,0.0783750218402
ACH-000152,-0.10611617433800001
ACH-000153,-0.491792471502
ACH-000159,-0.0472928666836
ACH-000160,-0.0486625941763
ACH-000163,-0.162272486553
ACH-000167,-0.09409720925319999
ACH-000168,-0.208104301824
ACH-000169,-0.158268631421
ACH-000178,-0.22732004692699997
ACH-000182,-0.153409682651
ACH-000183,-0.0658378500342
ACH-000188,-0.265395237812
ACH-000189,-0.18577156727699998
ACH-000190,-0.048864190837699994
ACH-000198,-0.202701699469
ACH-000204,-0.0020173892385999996
ACH-000206,-0.278355405389
ACH-000207,-0.119835606899
ACH-000211,-0.0903178532271
ACH-000215,-0.179628653901
ACH-000221,-0.0661096266157
ACH-000222,-0.0803927724083
ACH-000223,0.0022375995101499998
ACH-000226,-0.139890586996
ACH-000227,-0.228564395704
ACH-000228,-0.18563989880600001
ACH-000231,-0.13721055392
ACH-000232,-0.08598889284229999
ACH-000233,-0.09633678185460001
ACH-000234,-0.058608265311199996
ACH-000235,-0.151049054434
ACH-000237,-0.141191683121
ACH-000238,0.0839955413648
ACH-000243,-0.0705536272321
ACH-000244,0.010161210521
ACH-000246,-0.132447821666
ACH-000248,-0.0955768370051
ACH-000250,-0.154613409305
ACH-000251,-0.20101851649900002
ACH-000253,-0.144637877955
ACH-000255,-0.0314346479345
ACH-000256,-0.0033652752051599997
ACH-000257,-0.0914564127902
ACH-000258,-0.22146340537700002
ACH-000259,-0.08576751688480001
ACH-000260,-0.134647872953
ACH-000261,-0.140808749993
ACH-000262,4.82211915102e-05
ACH-000263,0.0248835372683
ACH-000264,-0.10414426365599999
ACH-000265,-0.0896934901317
ACH-000266,-0.13735786406300002
ACH-000272,-0.251132464267
ACH-000273,-0.181680564283
ACH-000274,0.062118548999199996
ACH-000277,-0.145831189911
ACH-000278,-0.224281318983
ACH-000279,-0.162286344408
ACH-000280,-0.059493115607400004
ACH-000281,0.116796161817
ACH-000288,-0.208035183542
ACH-000291,-0.09875386353900001
ACH-000293,-0.262892464534
ACH-000294,-0.350555516229
ACH-000295,-0.23721482596500001
ACH-000296,0.0783439779326
ACH-000302,-0.137844851463
ACH-000304,0.0436780547033
ACH-000307,-0.310447256275
ACH-000308,-0.16880128677
ACH-000310,-0.27166712778200003
ACH-000311,-0.22343580677299998
ACH-000312,-0.0378962252839
ACH-000315,-0.08147190405
ACH-000316,0.11495823489700001
ACH-000317,0.0573697781147
ACH-000318,-0.11244060340199999
ACH-000319,-0.187965158763
ACH-000320,0.08406630145220001
ACH-000322,-0.10041898498
ACH-000323,-0.0915593964955
ACH-000324,-0.13057942306
ACH-000329,-0.08785693084180002
ACH-000330,-0.118351288747
ACH-000331,-0.184640576869
ACH-000332,-0.131893750642
ACH-000334,-0.145355090385
ACH-000335,-0.09477709728089999
ACH-000336,0.14385847990199999
ACH-000337,0.16217471277599999
ACH-000339,-0.125152778773
ACH-000341,-0.109230459951
ACH-000348,-0.0820133461113
ACH-000350,-0.204344239285
ACH-000352,-0.131094708407
ACH-000356,-0.11586344053
ACH-000361,-0.147087770628
ACH-000362,-0.249554186041
ACH-000363,-0.137246232448
ACH-000364,-0.08411971378550001
ACH-000365,-0.0727012059381
ACH-000366,-0.066215911223
ACH-000368,-0.0547855168365
ACH-000374,-0.0818577846799
ACH-000375,-0.130242190823
ACH-000376,-0.190332387982
ACH-000381,-0.210387158564
ACH-000383,-0.0880635531685
ACH-000387,-0.017213598938400004
ACH-000389,-0.128130998053
ACH-000390,-0.157606113329
ACH-000393,-0.0501130776111
ACH-000395,-0.39663774118600004
ACH-000397,-0.252523250486
ACH-000401,0.233604300731
ACH-000402,-0.18472513922800002
ACH-000403,-0.0414975705883
ACH-000404,0.163997809135
ACH-000406,-0.07517175742039998
ACH-000407,0.026594819145299996
ACH-000408,-0.010522728315
ACH-000410,-0.267227788715
ACH-000411,-0.238211754029
