,SULT2B1 (6820)
ACH-000004,-0.0249855859718
ACH-000007,-0.267593045178
ACH-000009,-0.464010001582
ACH-000011,-0.13661042839
ACH-000012,-0.373292783728
ACH-000013,-0.517574777942
ACH-000014,-0.298983595228
ACH-000015,-0.493197750868
ACH-000017,-0.302508955145
ACH-000018,-0.543786405262
ACH-000019,-0.274704103585
ACH-000021,-0.24941429117699998
ACH-000022,-0.38886047382100003
ACH-000025,-0.156048039244
ACH-000028,-0.321195345724
ACH-000030,-0.431920487773
ACH-000035,-0.223205035185
ACH-000036,-0.230494776582
ACH-000037,-0.19208102332899998
ACH-000039,-0.40885841841700005
ACH-000040,-0.121683793711
ACH-000041,-0.162120454121
ACH-000042,-0.21525874791900002
ACH-000045,-0.304019910851
ACH-000047,-0.559121205264
ACH-000052,-0.366429633435
ACH-000053,-0.189945627027
ACH-000054,-0.211799073537
ACH-000055,-0.23904200541099999
ACH-000060,-0.113512603694
ACH-000067,-0.206826816273
ACH-000070,-0.19622275437199999
ACH-000075,-0.30583603191500003
ACH-000078,-0.326461148701
ACH-000082,-0.28999639812600003
ACH-000085,-0.559939841171
ACH-000086,-0.326534902839
ACH-000087,-0.186218967608
ACH-000092,-0.328781730817
ACH-000095,-0.247461339316
ACH-000097,-0.278479052153
ACH-000098,-0.395986438542
ACH-000099,-0.293401207424
ACH-000108,-0.41659827660899995
ACH-000113,-0.259642035418
ACH-000115,-0.525073228742
ACH-000116,-0.21882687224599998
ACH-000118,-0.321648868238
ACH-000120,-0.356629484964
ACH-000123,-0.421771212931
ACH-000127,-0.368942323914
ACH-000128,-0.339915656549
ACH-000132,-0.242603384689
ACH-000133,-0.32518584219999996
ACH-000137,-0.603783373394
ACH-000138,-0.48510280275300005
ACH-000142,-0.297594405058
ACH-000143,-0.28337676405
ACH-000146,-0.276541596406
ACH-000148,-0.246901781485
ACH-000150,-0.14969939123
ACH-000152,-0.291228357169
ACH-000153,-0.492882051132
ACH-000159,-0.38708453111999996
ACH-000160,-0.08764513771639999
ACH-000163,-0.20352133042999998
ACH-000167,-0.410172303037
ACH-000168,-0.200599890345
ACH-000169,-0.22358481054200002
ACH-000178,-0.329437259217
ACH-000182,-0.259826335676
ACH-000183,-0.0894544429653
ACH-000188,-0.174269415273
ACH-000189,-0.322472807666
ACH-000190,-0.406891745189
ACH-000198,-0.37658867024000003
ACH-000204,-0.172138656619
ACH-000206,-0.20095866619199998
ACH-000207,-0.24182751753400003
ACH-000211,-0.29321106882
ACH-000215,-0.262018721869
ACH-000221,-0.415628048337
ACH-000222,-0.379543825425
ACH-000223,-0.156194558199
ACH-000226,-0.206220472636
ACH-000227,-0.21475393187
ACH-000228,-0.04395385202530001
ACH-000231,-0.150609832338
ACH-000232,-0.303087824868
ACH-000233,-0.328147914689
ACH-000234,-0.35729579796300004
ACH-000235,-0.348221728305
ACH-000237,-0.355720099084
ACH-000238,-0.0550006039879
ACH-000243,-0.19189419426399998
ACH-000244,-0.20546370688499999
ACH-000246,-0.338982210703
ACH-000248,-0.2228998587
ACH-000250,-0.31188175099
ACH-000251,-0.289316724549
ACH-000253,-0.223023266659
ACH-000255,-0.416304659943
ACH-000256,-0.238729925554
ACH-000257,-0.338326944734
ACH-000258,-0.22924979438
ACH-000259,-0.286536546995
ACH-000260,-0.18241297021800001
ACH-000261,-0.195251781182
ACH-000262,-0.5190365911399999
ACH-000263,0.054834270421599995
ACH-000264,-0.133716028145
ACH-000265,-0.42685454958700003
ACH-000266,-0.238452247533
ACH-000272,-0.17593792860500002
ACH-000273,-0.293291892537
ACH-000274,-0.282547894973
ACH-000277,-0.228654427406
ACH-000278,-0.325335909764
ACH-000279,-0.34635475104
ACH-000280,-0.515422953232
ACH-000281,-0.42316027164700004
ACH-000288,-0.12470814207599999
ACH-000291,-0.326477844643
ACH-000293,-0.333787183194
ACH-000294,-0.565391049991
ACH-000295,-0.247098368334
ACH-000296,-0.505647467854
ACH-000302,-0.6139497780600001
ACH-000304,-0.453113813064
ACH-000307,-0.00122579684928
