,METTL7B (196410)
ACH-000004,-0.403668231708
ACH-000007,-0.41433406607600004
ACH-000009,-0.33334516697
ACH-000011,-0.393283964708
ACH-000012,-0.076563916296
ACH-000013,-0.38238313820299996
ACH-000014,-0.268652451715
ACH-000015,-0.384824904207
ACH-000017,-0.136268253171
ACH-000018,-0.41379882790100003
ACH-000019,-0.278729762281
ACH-000021,-0.401842239227
ACH-000022,-0.168805738335
ACH-000025,-0.320822905113
ACH-000028,-0.451898713746
ACH-000030,-0.281429820408
ACH-000035,-0.258921370211
ACH-000036,-0.203660637272
ACH-000037,-0.415054642486
ACH-000039,-0.164035631588
ACH-000040,-0.152585697063
ACH-000041,-0.283736757417
ACH-000042,-0.17529486565699998
ACH-000045,-0.35132766656900005
ACH-000047,-0.17712912355500002
ACH-000052,-0.43210462965700003
ACH-000053,-0.272930701003
ACH-000054,-0.239375777619
ACH-000055,-0.334416391804
ACH-000060,-0.116075568463
ACH-000067,-0.5177779624009999
ACH-000070,-0.218374825226
ACH-000075,-0.42974212217
ACH-000078,-0.368886359164
ACH-000082,-0.33946924057800004
ACH-000085,-0.334225970644
ACH-000086,-0.575141974112
ACH-000087,-0.513137334619
ACH-000092,-0.16972805760499998
ACH-000095,-0.223454646811
ACH-000097,-0.40078831633100004
ACH-000098,-0.111856517387
ACH-000099,-0.179519454676
ACH-000108,-0.0937929867312
ACH-000113,-0.259591713312
ACH-000115,-0.289661249117
ACH-000116,-0.121584479496
ACH-000118,-0.262094092531
ACH-000120,-0.21563551172899997
ACH-000123,-0.411498689605
ACH-000127,-0.314325490326
ACH-000128,-0.331438833603
ACH-000132,-0.131690314881
ACH-000133,-0.31018270188
ACH-000137,-0.19865277982700003
ACH-000138,-0.35080410809199997
ACH-000142,-0.268954576681
ACH-000143,-0.20404640079199998
ACH-000146,-0.120252225896
ACH-000148,-0.282111364452
ACH-000150,-0.48239776220299996
ACH-000152,-0.388257056376
ACH-000153,-0.501095980904
ACH-000159,-0.197316351889
ACH-000160,-0.410292443771
ACH-000163,-0.33579209052500003
ACH-000167,-0.602242230424
ACH-000168,-0.333523889315
ACH-000169,-0.257881155015
ACH-000178,-0.197202096104
ACH-000182,-0.258579448762
ACH-000183,-0.279269874862
ACH-000188,-0.162104692994
ACH-000189,-0.42863828136999993
ACH-000190,-0.198463485493
ACH-000198,-0.254490284885
ACH-000204,-0.496048995484
ACH-000206,-0.0318250917485
ACH-000207,-0.20408911725200002
ACH-000211,-0.25917886575599997
ACH-000215,-0.389956812972
ACH-000221,-0.23731733739500002
ACH-000222,-0.258023924161
ACH-000223,-0.37219453979500006
ACH-000226,-0.34183601372100003
ACH-000227,-0.205904422078
ACH-000228,-0.444842409504
ACH-000231,-0.247223619202
ACH-000232,-0.221686791764
ACH-000233,-0.137777823166
ACH-000234,-0.625156482632
ACH-000235,-0.287018840986
ACH-000237,-0.232914322153
ACH-000238,-0.380213204204
ACH-000243,-0.27555071920400004
ACH-000244,-0.11801607275499999
ACH-000246,-0.42765986537699996
ACH-000248,-0.31745523313
ACH-000250,-0.130328786435
ACH-000251,-0.314260524517
ACH-000253,-0.454501691761
ACH-000255,-0.370052264557
ACH-000256,-0.18559169280499999
ACH-000257,-0.19598495754099998
ACH-000258,-0.280157143213
ACH-000259,-0.20753269236400002
ACH-000260,-0.233382433361
ACH-000261,-0.35804213752700004
ACH-000262,-0.22093701756200002
ACH-000263,-0.395774521696
ACH-000264,-0.337682269484
ACH-000265,-0.367554723901
ACH-000266,-0.34503031355999997
ACH-000272,-0.037380624313300005
ACH-000273,-0.185911438331
ACH-000274,-0.518090275331
ACH-000277,-0.280269311027
ACH-000278,-0.387933460572
ACH-000279,-0.41002060353799996
ACH-000280,-0.314502784166
ACH-000281,-0.269607105035
ACH-000288,-0.236525159927
ACH-000291,-0.338257619688
ACH-000293,-0.08211625749269999
ACH-000294,-0.478877812412
ACH-000295,-0.47277021771899996
ACH-000296,-0.515013614722
ACH-000302,-0.195802110647
ACH-000304,-0.208498880733
ACH-000307,-0.34409494866400003
ACH-000308,-0.26537582353100003
ACH-000310,-0.0038021736249199997
ACH-000311,-0.473442978679
ACH-000312,-0.326068297603
ACH-000315,-0.216126138143
ACH-000316,-0.106028633607
ACH-000317,0.057444092428
ACH-000318,-0.15796391974000001
ACH-000319,-0.378719942052
ACH-000320,-0.405494611435
ACH-000322,-0.335079378476
ACH-000323,-0.17804030366
ACH-000324,-0.160710879945
ACH-000329,-0.381584360141
ACH-000330,-0.204319141529
ACH-000331,-0.323147717071
ACH-000332,-0.311174395535
ACH-000334,-0.508459317001
ACH-000335,-0.308475957357
ACH-000336,-0.026570786225799996
ACH-000337,-0.19257112298700002
ACH-000339,-0.291875984517
ACH-000341,-0.266837486321
ACH-000348,-0.409151439363
ACH-000350,-0.186622994218
ACH-000352,-0.271646562913
ACH-000356,-0.203443888875
ACH-000361,-0.0963817813724
ACH-000362,-0.283488806975
ACH-000363,-0.29657431878199997
ACH-000364,-0.28590722570099997
ACH-000365,-0.291533770931
ACH-000366,-0.307293936624
ACH-000368,-0.37107968225599997
ACH-000374,-0.44413433676799996
ACH-000375,-0.400965264257
ACH-000376,-0.20528573734299999
ACH-000381,-0.043621616182699996
ACH-000383,-0.219624764054
ACH-000387,-0.280327028612
ACH-000389,-0.240654065781
ACH-000390,-0.327795080512
ACH-000393,-0.11728749461799999
ACH-000395,-0.43119674999799995
ACH-000397,-0.165911248135
ACH-000401,-0.12764708275699999
ACH-000402,-0.475665277362
ACH-000403,-0.330808259703
ACH-000404,-0.234539854829
ACH-000406,-0.381082580607
ACH-000407,-0.3745770029
ACH-000408,-0.197727765822
ACH-000410,-0.152142935295
ACH-000411,-0.269171783185
ACH-000414,-0.16683390977
ACH-000415,-0.28930588270999996
ACH-000416,-0.25809675808000004
ACH-000420,-0.23443696052700003
ACH-000421,-0.26632496868
ACH-000424,-0.0986611913988
ACH-000425,-0.19161007318700002
ACH-000426,-0.261427815306
ACH-000427,-0.236893369085
ACH-000433,-0.29421121280900003
ACH-000436,-0.39518142636500003
ACH-000444,-0.231229188917
ACH-000445,-0.255286875771
ACH-000448,-0.313476552877
ACH-000450,-0.219073000447
ACH-000452,-0.408518070553
ACH-000454,-0.44367260830899996
ACH-000458,-0.439211752829
ACH-000459,-0.141037379033
ACH-000460,-0.202715854893
ACH-000461,-0.22837663507199998
ACH-000463,-0.277318409121
ACH-000464,-0.204985335523
ACH-000466,-0.342866047356
ACH-000467,-0.28024095891399997
ACH-000468,-0.45278347853100004
ACH-000469,-0.109291643223
ACH-000470,-0.229102845988
ACH-000471,-0.23407075867199997
ACH-000472,-0.377993003264
ACH-000473,-0.32402411477
ACH-000475,-0.300391753031
ACH-000476,-0.167440316923
ACH-000477,-0.107529352673
ACH-000480,-0.281122404519
ACH-000481,-0.32827118900400004
ACH-000483,-0.374036723458
ACH-000484,-0.201727175211
ACH-000485,-0.25038553339
ACH-000486,-0.394826392301
ACH-000487,-0.135934370522
ACH-000488,-0.34664951303400005
ACH-000490,-0.285755542427
ACH-000491,-0.16915325011500001
ACH-000495,0.05796506849909999
ACH-000496,-0.276198504091
ACH-000499,-0.698773996443
ACH-000500,-0.214664186955
ACH-000502,-0.176055362051
ACH-000503,-0.36726983715499995
ACH-000505,-0.274241225569
ACH-000507,-0.233142389817
ACH-000510,-0.148150772322
ACH-000511,-0.381162286317
ACH-000512,-0.32952701429299996
ACH-000516,-0.404471276498
ACH-000517,-0.277673929571
ACH-000518,-0.18860492065200002
ACH-000520,-0.303969227869
ACH-000521,-0.10975963740999999
ACH-000522,-0.206934352736
ACH-000524,-0.32039946532900004
