,HRH2 (3274)
ACH-000004,0.147084062862
ACH-000007,0.105311380349
ACH-000009,0.309538613488
ACH-000011,0.21621512363
ACH-000012,0.177779297773
ACH-000013,0.19829957147100002
ACH-000014,0.35387296325499995
ACH-000015,0.17497652719700002
ACH-000017,0.00448244332643
ACH-000018,-0.0205827787542
ACH-000019,0.131630109616
ACH-000021,0.21446390297600001
ACH-000022,0.161650789408
ACH-000025,0.39674920036300004
ACH-000028,0.455477853652
ACH-000030,0.20434741032200002
ACH-000035,0.174329954533
ACH-000036,0.114721981865
ACH-000037,0.14314216804500002
ACH-000039,0.41438314677
ACH-000040,0.0320766575463
ACH-000041,0.219936520179
ACH-000042,0.030834059942999998
ACH-000045,0.153598058946
ACH-000047,0.23319123315
ACH-000052,0.386159446608
ACH-000053,0.168830451532
ACH-000054,0.258139018813
ACH-000055,0.00778964257721
ACH-000060,0.253674960861
ACH-000067,0.177403099285
ACH-000070,0.10150417574
ACH-000075,0.208650697089
ACH-000078,0.24276179474800003
ACH-000082,0.14376909551
ACH-000085,0.0296924097291
ACH-000086,0.28607658785100004
ACH-000087,0.208340420579
ACH-000092,0.283466848264
ACH-000095,0.19670163196499998
ACH-000097,0.26754056665
ACH-000098,0.21386934662
ACH-000099,0.106910202758
ACH-000108,0.06026899475980001
ACH-000113,0.23250611792800002
ACH-000115,0.246495669185
ACH-000116,0.17707174785500002
ACH-000118,0.149739043916
ACH-000120,0.25380418626699996
ACH-000123,0.254107743972
ACH-000127,0.258428390075
ACH-000128,0.29957694544700003
ACH-000132,0.058391398027999995
ACH-000133,0.281802008628
ACH-000137,0.23186942063299998
ACH-000138,0.23935829377300002
ACH-000142,0.23375134527
ACH-000143,0.147996112988
ACH-000146,0.222645040288
ACH-000148,0.18986244313
ACH-000150,-0.09909088305469999
ACH-000152,0.164233542367
ACH-000153,0.383834921891
ACH-000159,0.290829038165
ACH-000160,0.253794549153
ACH-000163,0.278271546792
ACH-000167,0.192206329774
ACH-000168,0.25794908934599997
ACH-000169,0.109314750545
ACH-000178,0.231868515866
ACH-000182,0.16801008390900002
ACH-000183,0.185327855222
ACH-000188,0.22357697759300002
ACH-000189,0.5299542579819999
ACH-000190,-0.050962113965699996
ACH-000198,0.27414824360199996
ACH-000204,0.113866678781
ACH-000206,0.225171355818
ACH-000207,0.147116925708
ACH-000211,0.251290445467
ACH-000215,0.11922623365
ACH-000221,0.37862922023
ACH-000222,0.0924323465882
ACH-000223,0.146223010791
ACH-000226,0.0988238492991
ACH-000227,0.0965592802597
ACH-000228,0.283092937848
ACH-000231,0.18991606556200002
ACH-000232,0.157227850499
ACH-000233,0.170687760914
ACH-000234,0.23025467466699998
ACH-000235,0.177013423526
ACH-000237,0.213201996038
ACH-000238,0.0879077346521
ACH-000243,0.118306115229
ACH-000244,0.25464085698100003
ACH-000246,0.17313813180100002
ACH-000248,0.113993441856
ACH-000250,0.130463638923
ACH-000251,0.100808859783
ACH-000253,0.275148414434
ACH-000255,0.208958206129
ACH-000256,0.23704378069
ACH-000257,-0.0004721917332240001
ACH-000258,0.027510246244099996
ACH-000259,0.0996946600618
ACH-000260,0.284144171425
ACH-000261,0.180928120478
ACH-000262,0.167543787444
ACH-000263,0.206466812817
ACH-000264,0.223228207981
ACH-000265,0.191768405011
ACH-000266,0.157551704044
ACH-000272,0.142316857522
ACH-000273,0.10506420056500002
ACH-000274,0.409639778864
ACH-000277,0.306032202912
ACH-000278,0.190803087878
ACH-000279,0.158294576347
ACH-000280,0.34971594821400004
ACH-000281,0.104728915295
ACH-000288,0.20620747654599997
ACH-000291,0.215312312427
ACH-000293,0.272444603495
ACH-000294,0.34867147695
ACH-000295,0.0136472846979
