,NPIPA5 (100288332)
ACH-000004,-0.747817266644
ACH-000007,-0.28951385870499996
ACH-000009,-0.34890688367
ACH-000011,-0.49905963351899996
ACH-000012,-0.488925723872
ACH-000013,-0.6088503707190001
ACH-000014,-0.731359460162
ACH-000015,-0.531291048544
ACH-000017,-0.592759766328
ACH-000018,-0.654867002126
ACH-000019,-0.400589972509
ACH-000021,-0.504243904215
ACH-000022,-0.559571951305
ACH-000025,-0.413555920613
ACH-000028,-0.343333853281
ACH-000030,-0.29946283151299996
ACH-000035,-0.50866392822
ACH-000036,-0.503151744804
ACH-000037,-0.752077711303
ACH-000039,-0.633481836676
ACH-000040,-0.408102192453
ACH-000041,-0.488836735413
ACH-000042,-0.322822325822
ACH-000045,-0.257298595491
ACH-000047,-0.378694953258
ACH-000052,-0.548781553737
ACH-000053,-0.370957164947
ACH-000054,-0.41771949251400003
ACH-000055,-0.526043007456
ACH-000060,-0.43554715975
ACH-000067,-0.578592287385
ACH-000070,-0.486769886849
ACH-000075,-0.648813645186
ACH-000078,-0.341139857288
ACH-000082,-0.555647147491
ACH-000085,-0.117062570108
ACH-000086,-0.530859439534
ACH-000087,-0.607970592234
ACH-000092,-0.710471338873
ACH-000095,-0.58547852379
ACH-000097,-0.5318391092
ACH-000098,-0.638060841424
ACH-000099,-0.517933446857
ACH-000108,-0.240894751886
ACH-000113,-0.361547952303
ACH-000115,-0.7785763883140001
ACH-000116,-0.426552953112
ACH-000118,-0.411090618906
ACH-000120,-0.33454728513099996
ACH-000123,-0.473647752659
ACH-000127,-0.654247855295
ACH-000128,-0.388793923921
ACH-000132,-0.430670380219
ACH-000133,-0.323203025392
ACH-000137,-0.527569152976
ACH-000138,-0.458773887372
ACH-000142,-0.68549319318
ACH-000143,-0.659623966571
ACH-000146,-0.611624635782
ACH-000148,-0.584958765022
ACH-000150,-0.723871596073
ACH-000152,-0.302601501507
ACH-000153,-0.47523650456699995
ACH-000159,-0.378448702497
ACH-000160,-0.29801795095100003
ACH-000163,-0.37287778517
ACH-000167,-0.494110714926
ACH-000168,-0.23622893492400002
ACH-000169,-0.512481001841
ACH-000178,-0.42762849149099996
ACH-000182,-0.329157885814
ACH-000183,-0.59946483147
ACH-000188,-0.45761792613499996
ACH-000189,-0.31101508464899996
ACH-000190,-0.6059415915240001
ACH-000198,-0.487292367057
ACH-000204,-0.164693290504
ACH-000206,-0.605411152293
ACH-000207,-0.49121563897200005
ACH-000211,-0.489874206498
ACH-000215,-0.5165072667
ACH-000221,-0.584653536148
ACH-000222,-0.6336327230300001
ACH-000223,-0.247262453268
ACH-000226,-0.528068220003
ACH-000227,-0.226366460512
ACH-000228,-0.284026859365
ACH-000231,-0.463259575332
ACH-000232,-0.563438715227
ACH-000233,-0.587090252148
ACH-000234,-0.318582460424
ACH-000235,-0.366601151839
ACH-000237,-0.507152007233
ACH-000238,-0.315746578648
ACH-000243,-0.596718903164
ACH-000244,-0.691070340667
ACH-000246,-0.332648452729
ACH-000248,-0.463377175819
ACH-000250,-0.507498370947
ACH-000251,-0.12746689749
ACH-000253,-0.394451145206
ACH-000255,-0.492892261238
ACH-000256,-0.6470749700630001
ACH-000257,-0.497812181759
ACH-000258,-0.489306046618
ACH-000259,-0.39684037897600005
ACH-000260,-0.49915478387100004
ACH-000261,-0.64492096927
ACH-000262,-0.65937218563
ACH-000263,-0.473005407955
ACH-000264,-0.203735929844
ACH-000265,-0.524591757107
ACH-000266,-0.32777350196
ACH-000272,-0.594474082133
ACH-000273,-0.5845298989159999
ACH-000274,-0.572442828576
ACH-000277,-0.297917185352
ACH-000278,-0.49468749979599996
ACH-000279,-0.411448237509
ACH-000280,-0.46542214151
ACH-000281,-0.272992065565
ACH-000288,-0.8109475658849999
ACH-000291,-0.523312737329
ACH-000293,-0.495102167507
ACH-000294,-0.345237009067
ACH-000295,-0.460072107169
ACH-000296,-0.548537168464
ACH-000302,-0.457269075915
ACH-000304,-0.41832460076399997
ACH-000307,-0.302484941753
ACH-000308,-0.43838808852
ACH-000310,-0.639261553777
ACH-000311,-0.7020151091069999
ACH-000312,-0.392769191561
ACH-000315,-0.22875985563499998
ACH-000316,-0.70298041016
ACH-000317,-0.476212258293
ACH-000318,-0.543035835461
ACH-000319,-0.443560289649
ACH-000320,-0.465432201036
ACH-000322,-0.440263865205
ACH-000323,-0.707770204769
ACH-000324,-0.646185985613
ACH-000329,-0.531265386089
ACH-000330,-0.528939955623
ACH-000331,-0.40927348126699997
ACH-000332,-0.505669290273
ACH-000334,-0.589337290137
ACH-000335,-0.48087377556500005
ACH-000336,-0.438951063741
ACH-000337,-0.2602608273
ACH-000339,-0.483891195345
ACH-000341,-0.608719510438
ACH-000348,-0.45400396078999994
ACH-000350,-0.6292958606979999
ACH-000352,-0.26931555597199996
ACH-000356,-0.425294666422
ACH-000361,-0.4987304853
ACH-000362,-0.5113187787160001
ACH-000363,-0.419554753129
ACH-000364,-0.379722308934
ACH-000365,-0.161021010344
ACH-000366,-0.37632325274899997
ACH-000368,-0.333115924747
ACH-000374,-0.8537246713429999
ACH-000375,-0.256461205442
ACH-000376,-0.309008788031
ACH-000381,-0.318502106688
ACH-000383,-0.33951017654
ACH-000387,-0.462865188013
ACH-000389,-0.33635255978600004
ACH-000390,-0.640871277016
ACH-000393,-0.46336822238
ACH-000395,-0.372625616634
ACH-000397,-0.7447261834890001
ACH-000401,-0.450107358853
ACH-000402,-0.502882825537
ACH-000403,-0.664799377985
ACH-000404,-0.658589105854
ACH-000406,-0.37971349893600004
ACH-000407,-0.35373841903399994
ACH-000408,-0.415557292751
ACH-000410,-0.318190976493
ACH-000411,-0.22308839760899998
ACH-000414,-0.711012274323
ACH-000415,-0.388441080603
ACH-000416,-0.454851530778
ACH-000420,-0.410572782115
ACH-000421,-0.174492576826
ACH-000424,-0.418291529385
ACH-000425,-0.439790212884
ACH-000426,-1.09184421389
ACH-000427,-0.320803047115
ACH-000433,-0.655035539142
ACH-000436,-0.615822230829
ACH-000444,-0.207319603781
ACH-000445,-0.340506870862
ACH-000448,-0.471517652863
ACH-000450,-0.561207987839
ACH-000452,-0.41271855041
ACH-000454,-0.45323187690899996
ACH-000458,-0.379761018811
ACH-000459,-0.40058100608999997
ACH-000460,-0.532005143609
ACH-000461,-0.7407946367
ACH-000463,-0.521790175153
ACH-000464,-0.43903991770499995
ACH-000466,-0.398521631241
ACH-000467,-0.379179961064
ACH-000468,-0.30649412263
ACH-000469,-0.26144963904
ACH-000470,-0.342114358874
ACH-000471,-0.506051151901
ACH-000472,-0.539293963211
ACH-000473,-0.5233548836190001
ACH-000475,-0.6792395271680001
ACH-000476,-0.594546450783
ACH-000477,-0.49547863568800005
ACH-000480,-0.581399301106
ACH-000481,-0.645316931263
ACH-000483,-0.750586548874
ACH-000484,-0.415103353345
ACH-000485,-0.489524855806
ACH-000486,-0.507896581182
ACH-000487,-0.361868382738
ACH-000488,-0.415294761488
ACH-000490,-0.324407596026
ACH-000491,-0.563518064653
ACH-000495,-0.49280368589199997
ACH-000496,-0.7419115846500001
ACH-000499,-0.393765077662
ACH-000500,-0.651846746717
ACH-000502,-0.439820229815
ACH-000503,-0.287446226851
ACH-000505,-0.748369471298
ACH-000507,-0.579484136423
ACH-000510,-0.636397311981
ACH-000511,-0.302761688779
ACH-000512,-0.613484408189
ACH-000516,-0.628662824497
ACH-000517,-0.5891253137420001
ACH-000518,-0.35521842641900003
ACH-000520,-0.579656606279
ACH-000521,-0.5658511835260001
ACH-000522,-0.734177019803
ACH-000524,-0.30834064279199996
ACH-000527,-0.37115456774800004
ACH-000528,-0.300584626032
ACH-000537,-0.273512877292
ACH-000541,-0.243748488239
ACH-000542,-0.5313173394990001
ACH-000544,-0.41227656844599997
ACH-000545,-0.646258901787
ACH-000547,-0.586510904022
ACH-000548,-0.540590803546
ACH-000549,-0.5426573101959999
ACH-000550,-0.383518466434
ACH-000552,-0.470023955951
ACH-000556,-0.667088240949
ACH-000557,-0.676823362898
ACH-000570,-0.56898126492
ACH-000571,-0.557467181643
ACH-000573,-0.246535485707
ACH-000576,-0.311321209428
ACH-000580,-0.291740827827
ACH-000584,-0.516200899352
ACH-000585,-0.42151167927100003
ACH-000588,-0.41873259313600003
ACH-000589,-0.486990501368
ACH-000591,-0.709836486974
ACH-000593,-0.22825035243900002
ACH-000600,-0.542187149575
ACH-000601,-0.608622045421
ACH-000604,-0.6992394804629999
ACH-000605,-0.42695956832599996
ACH-000606,-0.681431886417
ACH-000608,-0.509705714595
ACH-000614,-0.628772504188
ACH-000616,-0.349435735242
ACH-000618,-0.407937293377
ACH-000619,-0.45567295804200003
ACH-000620,-0.417789612337
ACH-000621,-0.598461432435
ACH-000622,-0.403456145359
ACH-000623,-0.3677817511
ACH-000624,-0.6699681235989999
ACH-000627,-0.195767790651
ACH-000630,-0.502601142343
ACH-000632,-0.746010375172
ACH-000633,-0.388731327463
ACH-000637,-0.39440843682300003
ACH-000638,-0.38421900843900003
ACH-000646,-0.45257055704800003
ACH-000647,-0.441461123901
ACH-000648,-0.462730948431
ACH-000649,-0.470423637994
ACH-000651,-0.18647054092999998
ACH-000652,-0.37132764747900004
ACH-000653,-0.438474056393
ACH-000657,-0.42895293608999996
ACH-000658,-0.665006498231
ACH-000661,-0.627601354373
ACH-000662,-0.163846060427
ACH-000663,-0.370903672283
ACH-000665,-0.345313589916
ACH-000671,-0.5358163425810001
ACH-000673,-0.6948931160240001
ACH-000676,-0.231306819148
ACH-000677,-0.10196153760700001
ACH-000681,-0.6110613656480001
ACH-000682,-0.313798276328
ACH-000683,-0.238537533898
ACH-000684,-0.655756866503
ACH-000688,-0.431446100773
ACH-000693,-0.151518001462
ACH-000694,-0.3906579746
ACH-000695,-0.42330781841399995
ACH-000696,-0.427452463464
ACH-000697,-0.265110977423
ACH-000699,-0.290889014805
ACH-000701,-0.411792085326
ACH-000706,-0.34141211542800004
ACH-000711,-0.417730655914
ACH-000713,-0.660059161765
ACH-000714,-0.7392020525249999
ACH-000718,-0.514802644641
ACH-000720,-0.47049644016900005
ACH-000721,-0.626839263666
ACH-000724,-0.8059297746199999
ACH-000725,-0.634171840655
ACH-000732,-0.39025527922799996
ACH-000734,-0.358244357869
ACH-000735,-0.40929794691699994
ACH-000736,-0.461937836211
ACH-000738,-0.287193058044
ACH-000746,-0.256745839011
ACH-000747,-0.5279837477
ACH-000748,-0.23928678114799998
ACH-000753,-0.881196503626
ACH-000756,-0.390597548359
ACH-000757,-0.661968269759
ACH-000758,-0.412295604876
ACH-000760,-0.38039971608199996
ACH-000763,-0.6662546303119999
ACH-000764,-0.266899268243
ACH-000765,-0.542752433361
ACH-000766,-0.753437808979
ACH-000767,-0.44028607561899996
ACH-000768,-0.5062341547429999
ACH-000769,-0.400191606219
ACH-000770,-0.48749306095600003
ACH-000771,-0.22343916923
ACH-000773,-0.608962170455
ACH-000776,-0.615093877445
ACH-000777,-0.28527218076
ACH-000778,-0.9130763539899999
ACH-000781,-0.504441714841
ACH-000782,-0.448373571923
ACH-000783,-0.450302777844
ACH-000784,-0.51594860694
ACH-000785,-0.616168070379
ACH-000787,-0.280302032659
ACH-000788,-0.516704392985
ACH-000791,-0.510300205471
ACH-000792,-0.40374655556999994
ACH-000794,-0.484184410785
ACH-000796,-0.309356303371
ACH-000799,-0.189152274603
ACH-000800,-0.617712702188
ACH-000802,-0.45059595632700006
ACH-000804,-0.578421622811
ACH-000805,-0.601186731418
ACH-000809,-0.36233042697400003
ACH-000810,-0.599341066931
ACH-000811,-0.441144281242
ACH-000817,-0.412570807974
ACH-000819,-0.455385280221
ACH-000820,-0.582926128071
ACH-000821,-0.885238860054
ACH-000822,-0.43526160943000003
ACH-000823,-0.23703269204799998
ACH-000824,-0.48861745102
ACH-000827,-0.557708654667
ACH-000829,-0.419408975873
ACH-000831,-0.375319593698
ACH-000832,-0.49069128544699997
ACH-000833,-0.446251335408
ACH-000834,-0.583015973408
ACH-000835,-0.358068324304
ACH-000836,-0.68480284563
ACH-000837,-0.451425018918
ACH-000838,-0.873131810142
ACH-000839,-0.418150474155
ACH-000840,-0.574789366462
ACH-000841,-0.6535540532859999
ACH-000843,-0.49547630756800004
ACH-000846,-0.469628516658
ACH-000847,-0.364653291621
ACH-000848,-0.39425785168000005
ACH-000849,-0.517644437938
ACH-000851,-0.45865979506099996
ACH-000855,-0.291595921928
ACH-000856,-0.5619990161789999
ACH-000858,-0.411646108248
ACH-000859,-0.422206467271
ACH-000861,-0.479479827614
ACH-000862,-0.218029170128
ACH-000865,-0.351178273082
ACH-000866,-0.310773168566
ACH-000867,-0.610877936572
ACH-000869,-0.497933145503
ACH-000872,-0.300725724298
ACH-000873,-0.233894308127
ACH-000876,-0.353067060965
ACH-000878,-0.601673750189
ACH-000880,-0.405013792293
ACH-000881,-0.418855155963
ACH-000882,-0.37136123277099997
ACH-000884,-0.414621258168
ACH-000885,-0.402160042022
ACH-000887,-0.27440406661600003
ACH-000888,-0.732174178118
ACH-000889,-0.575480291188
ACH-000890,-0.659027791284
ACH-000896,-0.683023862383
ACH-000898,-0.540077289619
ACH-000900,-0.640338827382
ACH-000901,-0.8750969524150001
ACH-000905,-0.5465361886810001
ACH-000906,-0.320822135876
ACH-000907,-0.26740970613299997
ACH-000910,-0.5618078583839999
ACH-000911,-0.578611263541
ACH-000912,-0.5035163716619999
ACH-000913,-0.522076059008
ACH-000915,-0.177404341252
ACH-000916,-0.203982537532
ACH-000917,-0.352455165304
ACH-000921,-0.4657425818
ACH-000924,-0.539062532449
ACH-000926,-0.430459193148
ACH-000928,-0.589292622531
ACH-000929,-0.519405825835
ACH-000932,-0.413714992687
ACH-000935,-0.62472133819
ACH-000936,-0.48963268212600003
ACH-000937,-0.770403091603
ACH-000938,-0.298820193523
ACH-000939,-0.692157928381
ACH-000941,-0.5998152857410001
ACH-000943,-0.46166577049999996
ACH-000946,-0.334097539082
ACH-000947,-0.517112978952
ACH-000948,-0.365406996766
ACH-000950,-0.316496736437
ACH-000953,-0.6778662020819999
ACH-000957,-0.509381020707
ACH-000958,-0.24544381370499999
ACH-000960,-0.549839461851
ACH-000963,-0.650395393819
ACH-000968,-0.44154927700400004
ACH-000969,-0.353479738462
ACH-000973,-0.8092699839540001
ACH-000974,-0.389035458875
ACH-000975,-0.356758371451
ACH-000976,-0.481018169117
ACH-000978,-0.404637683485
ACH-000980,-0.274569460753
ACH-000984,-0.420867621661
ACH-000986,-0.617778386773
ACH-000988,-0.516055881272
ACH-000993,-0.505813677815
ACH-000994,-0.687771355598
ACH-000996,-0.557223047563
ACH-001001,-0.50351780209
ACH-001020,-0.6113553493689999
ACH-001028,-0.439168733559
ACH-001031,-0.62370714912
ACH-001038,-0.569340416956
ACH-001048,-0.42264049291199995
ACH-001050,-0.22454787741
ACH-001053,-0.278696615536
ACH-001054,-0.428274551482
ACH-001061,-0.38791810836900004
ACH-001067,-0.666890837927
ACH-001075,-0.37785817027400004
ACH-001096,-0.0919555270661
ACH-001128,-0.266927306378
ACH-001134,-0.503319821289
ACH-001151,-0.273958447888
ACH-001163,-0.393122759063
ACH-001164,-0.933967816036
ACH-001173,-0.565707285192
ACH-001183,-0.46312272100699997
ACH-001184,-0.48054160864600004
ACH-001190,-0.35368762123400005
ACH-001192,-0.4555434393399999
ACH-001193,-0.787738029773
ACH-001196,-0.7343566788079999
ACH-001197,-0.451623395289
ACH-001205,-0.357329612661
ACH-001211,-0.31292648935600004
ACH-001212,-0.563638551197
ACH-001228,-0.326668065019
ACH-001232,-0.386432963169
ACH-001239,-0.591191158219
ACH-001274,-0.39035760724600005
ACH-001275,-0.248406243554
ACH-001277,-0.31288801367400004
ACH-001278,-0.409605550665
ACH-001280,-0.263377739241
ACH-001283,-0.269214637287
ACH-001289,-0.599508582421
ACH-001295,-0.5848870834809999
ACH-001300,-0.24558511199400002
ACH-001301,-0.38449359616400003
ACH-001302,0.0224241387114
ACH-001303,-0.571181355713
ACH-001306,-0.563678448285
ACH-001318,-0.600335165391
ACH-001322,-0.644634918595
ACH-001328,-0.50185230782
ACH-001332,-0.512773494186
ACH-001333,-0.595331838693
ACH-001336,-0.526007218303
ACH-001340,-0.45803175414999997
ACH-001346,-0.34790153356700004
ACH-001353,-0.541425131248
ACH-001354,-0.889014866435
ACH-001367,-0.326758695466
ACH-001368,-0.64434558922
ACH-001374,-0.598629140848
ACH-001375,-0.332751105518
ACH-001377,-0.386707355862
ACH-001380,-0.314294045825
ACH-001391,-0.39817188268700004
ACH-001407,-0.410710281724
ACH-001408,-0.546621149016
ACH-001413,-0.506590218403
ACH-001430,-0.5323205407020001
ACH-001431,-0.402531439398
ACH-001450,-0.5629823964280001
ACH-001496,-0.546211977941
ACH-001500,-0.663506482774
ACH-001521,-0.259659937027
ACH-001523,-0.510588066527
ACH-001532,-0.580149806717
ACH-001536,-0.6739319265520001
ACH-001550,-0.332537572823
ACH-001552,-0.624683659076
