,C1D (10438)
ACH-000250,-0.625222153508
ACH-000251,-0.633173018746
ACH-000253,-0.3706975054300001
ACH-000255,-0.456491247615
ACH-000256,-0.442662494257
ACH-000257,-0.531827745582
ACH-000258,-0.491017866358
ACH-000259,-0.42325225758
ACH-000260,-1.018283902
ACH-000261,-0.298420326675
ACH-000262,-0.5823119530699999
ACH-000263,-0.688210396676
ACH-000264,-0.641839169907
ACH-000265,-0.535245069569
ACH-000266,-0.409925112135
ACH-000272,-0.883865987631
ACH-000273,-0.919857369262
ACH-000274,-0.5387744596549999
ACH-000277,-0.320711586599
ACH-000278,-0.658656307368
ACH-000279,-0.520871502467
ACH-000280,-0.47522192210600006
ACH-000281,-0.496371570871
ACH-000288,-0.707987871761
ACH-000291,-0.748148866592
ACH-000293,-0.759445297316
ACH-000294,-0.456171171519
ACH-000295,-0.22899779068000004
ACH-000296,-0.704242671792
ACH-000302,-0.8036684083
ACH-000304,-0.9764835123360001
ACH-000307,-0.398811339863
ACH-000308,-0.385791029031
ACH-000310,-0.7441173143250001
ACH-000311,-0.6889342663860001
ACH-000312,-0.55857234533
ACH-000315,-0.314242878746
ACH-000316,-0.40484401038199996
ACH-000317,-0.427238873192
ACH-000318,-0.461551411451
ACH-000319,-0.7509125394670001
ACH-000320,-0.481533939814
ACH-000322,-0.79867396156
ACH-000323,-0.9421113326739999
ACH-000324,-0.45657371795199997
ACH-000329,-0.233323323369
ACH-000330,-0.48229302209799996
ACH-000331,-0.661077259693
ACH-000332,-0.723230782956
ACH-000334,-0.457317561386
ACH-000335,-0.8690914265899999
ACH-000336,-0.367257554749
ACH-000337,-0.504374408421
ACH-000339,-0.8198471248270001
ACH-000341,-0.9026781957500001
ACH-000348,-0.342741375801
ACH-000350,-0.631267976607
ACH-000352,-0.703747977388
ACH-000356,-0.484258010088
ACH-000361,-0.487426599864
ACH-000362,-0.329758823423
ACH-000363,-0.20657587485
ACH-000364,-0.757986932451
ACH-000365,-0.281349749454
ACH-000366,-0.449581934738
ACH-000368,-0.643390207655
ACH-000374,-0.08493128954660001
ACH-000375,-0.636289931055
ACH-000376,-0.7618785757790001
ACH-000381,-0.565481789125
ACH-000383,-0.338443668736
ACH-000387,-0.5676069679379999
ACH-000389,-0.6891481327590001
ACH-000390,-0.725206416929
ACH-000393,-0.431313026959
ACH-000395,-0.627394170355
ACH-000397,-0.678972714735
ACH-000401,-0.5168174772240001
ACH-000402,-0.342673281448
ACH-000403,-0.269177374174
ACH-000404,-0.354303191788
ACH-000406,-0.34755380511699996
ACH-000407,-0.59246948848
ACH-000408,-0.67184555339
ACH-000410,-0.475672108177
ACH-000411,-0.8781500485279999
ACH-000414,-0.43599465816000005
ACH-000415,-0.599752621223
ACH-000416,-0.64797577971
ACH-000420,-0.576393796354
ACH-000421,-0.5812531438899999
ACH-000424,-0.530691863601
ACH-000425,-0.8164149629299999
ACH-000426,-0.492976873053
ACH-000427,-0.435301160681
ACH-000433,-0.734776657912
ACH-000436,-0.09792164989360001
ACH-000444,-0.873023492235
ACH-000445,-0.472684172395
ACH-000448,-0.751101706983
ACH-000450,-0.5785485947460001
ACH-000452,-0.440255884006
ACH-000454,-0.8194035982410001
ACH-000458,-0.6967673298229999
ACH-000459,-0.8830712745720001
ACH-000460,-0.34488192653800004
ACH-000461,-0.48715136594999997
ACH-000463,-0.711638899185
ACH-000464,-0.563103262238
ACH-000466,-0.591700293485
ACH-000467,-0.557702024876
ACH-000468,-0.416852083934
ACH-000469,-0.45125982415700006
ACH-000470,-0.45332943102799994
ACH-000471,-0.647217589683
ACH-000472,-0.515281882603
ACH-000473,-0.55279710897
ACH-000475,-0.334534815211
ACH-000476,-0.16843017473400002
ACH-000477,-0.450968372852
ACH-000480,-0.620433702077
ACH-000481,-0.36538025564800003
ACH-000483,-0.919024419868
ACH-000484,-0.6826295537379999
ACH-000485,-0.8844826665180001
ACH-000486,-0.717418226447
ACH-000487,-0.256372285712
ACH-000488,-0.435315887946
ACH-000490,-0.6546543304029999
ACH-000491,-0.270523396588
ACH-000495,-0.534318410278
ACH-000496,-0.550183061856
ACH-000499,-1.0729067698399999
ACH-000500,-0.878014437866
ACH-000502,-0.517685495805
ACH-000503,-0.5322947917090001
ACH-000505,-0.6275062097590001
ACH-000507,-0.265456202263
ACH-000510,-0.585405164593
ACH-000511,-0.43432113787
ACH-000512,-0.418237257055
ACH-000516,-0.31433661539700003
ACH-000517,-0.250094397049
ACH-000518,-0.47504588843
ACH-000520,-0.60600738553
ACH-000521,-0.5649974609889999
ACH-000522,-0.613326399603
ACH-000524,-0.401368802855
ACH-000527,-0.683185848625
ACH-000528,-0.344439610934
ACH-000537,-0.321298402033
ACH-000541,-0.46865510821199996
ACH-000542,-0.920369933221
ACH-000544,-0.768930322479
ACH-000545,-0.6632811315
ACH-000547,-0.71233937009
ACH-000548,-0.6614632581009999
ACH-000549,-0.5678922868490001
ACH-000550,-0.441557716497
ACH-000552,-0.704415879792
ACH-000556,-0.447843305542
ACH-000557,0.033305551368700004
ACH-000570,-0.359954934211
ACH-000571,-0.35469676647200005
ACH-000573,-0.38723448048000003
ACH-000576,-0.466581979384
ACH-000580,-0.302739089865
ACH-000584,-0.43385609256700003
ACH-000585,-0.628032706776
ACH-000588,-0.540786072671
ACH-000589,-0.572661387736
ACH-000591,-0.818988173378
ACH-000593,-1.12795117241
ACH-000600,-0.5962091686959999
ACH-000601,-0.707228696699
ACH-000604,-0.624216347203
ACH-000605,-0.45841957272399997
ACH-000606,-1.19668335047
ACH-000608,-0.42405874239299995
ACH-000614,-0.542132918296
ACH-000616,-0.56355076223
ACH-000618,-0.681811828604
ACH-000619,-0.514278377092
ACH-000620,-0.340444530389
ACH-000621,-0.7306247873430001
ACH-000622,-0.365764854049
ACH-000623,-0.6831181837270001
ACH-000624,-0.409781987706
ACH-000627,-0.584787218139
ACH-000630,-0.708304968309
ACH-000632,-0.523901217838
ACH-000633,-0.418277553655
ACH-000637,-0.7984881037980001
ACH-000638,-0.547534359987
ACH-000646,-0.7150426121310001
ACH-000647,-0.474778501724
ACH-000648,-0.611216336102
ACH-000649,-0.649333541533
ACH-000651,-0.19563173053
ACH-000652,-0.389118015625
ACH-000653,-0.398098448742
ACH-000657,-0.58714757231
ACH-000658,-0.10067983928999999
ACH-000661,-0.46774056186000007
ACH-000662,-0.020458344952200003
ACH-000663,-0.525754771035
ACH-000665,-0.44577197800800006
ACH-000671,-0.393150558489
ACH-000673,-0.650267974668
ACH-000676,-0.655244136941
ACH-000677,-0.016082376637600003
ACH-000681,-0.47812010658799997
ACH-000682,-0.7715276168299999
ACH-000683,-0.517931203741
ACH-000684,-0.644700791488
ACH-000688,-0.602523956966
ACH-000693,-0.8777554694609999
ACH-000694,-0.919305758162
ACH-000695,-0.613100284995
ACH-000696,-0.7171687425300001
ACH-000697,-0.6732528495610001
ACH-000699,-0.48202860393799996
ACH-000701,-0.559011481618
ACH-000706,-0.46699459099699997
ACH-000711,-0.748937829831
ACH-000713,-0.858463063134
ACH-000714,-0.310040390499
ACH-000718,-0.45779701788500005
ACH-000720,-0.371243153071
ACH-000721,-0.8316610236499999
ACH-000724,-0.169893636704
ACH-000725,-0.583980826773
ACH-000732,-0.585628165598
ACH-000734,-0.5137418756600001
ACH-000735,-0.845121318235
ACH-000736,-0.156981967381
ACH-000738,-0.543746659267
ACH-000746,-0.168120711178
ACH-000747,-0.270051183856
ACH-000748,-0.635429171961
ACH-000753,-0.421556019521
ACH-000756,-0.5991619952220001
ACH-000757,-0.258889967471
ACH-000758,-0.507304556963
ACH-000760,-0.488279489622
ACH-000763,-0.24554603910199999
ACH-000764,-0.6832582536249999
ACH-000765,-0.372621139463
ACH-000766,-0.307269790156
ACH-000767,-0.491938505762
ACH-000768,-0.92632841251
ACH-000769,-0.514287727297
ACH-000770,-0.368670633396
ACH-000771,-0.8330302717579999
ACH-000773,-0.638839519463
ACH-000776,-0.246597977674
ACH-000777,-0.6914411419850001
ACH-000778,-0.506223795153
ACH-000781,-0.373604601101
ACH-000782,-0.40955013718500005
ACH-000783,-0.458170007184
ACH-000784,-0.6791094427869999
ACH-000785,-0.43314505945
ACH-000787,-0.438454480822
ACH-000788,-0.8680551047570001
ACH-000791,-0.43749628713
ACH-000792,-0.49476377776999997
ACH-000794,-0.817836362245
ACH-000796,-0.626772467432
ACH-000799,-0.725210705201
ACH-000800,-0.542784637629
ACH-000802,-0.8018940262700001
ACH-000804,-1.28715550236
ACH-000805,-0.850527967198
ACH-000809,-0.7681772329150001
ACH-000810,-0.80153681678
ACH-000811,-0.42278303277699997
ACH-000817,-0.6377284030170001
ACH-000819,-0.377240491365
ACH-000820,-0.522117219821
ACH-000821,-0.10426759957699999
ACH-000822,-0.356825206752
ACH-000823,-0.804230570089
ACH-000824,-0.49057540227700003
ACH-000827,-0.845313896902
ACH-000829,-0.732695662923
ACH-000831,-0.955783180706
ACH-000832,-0.8793085842280001
ACH-000833,-0.24940692560699998
ACH-000834,-0.40872957596799997
ACH-000835,-0.668013270338
ACH-000836,-0.639798624743
ACH-000837,-0.531280298935
ACH-000838,-0.5427853407109999
ACH-000839,-0.660725168398
ACH-000840,-0.7171951403210001
ACH-000841,-0.225422550522
ACH-000843,-0.7289086985
ACH-000846,-1.2500375073899999
ACH-000847,-0.724585582617
ACH-000848,-0.7879316879880001
ACH-000849,-0.566425623935
ACH-000851,-0.42430292394599994
ACH-000855,-0.698169091813
ACH-000856,-0.685967428618
ACH-000858,-0.635998506586
ACH-000859,-0.932298638537
ACH-000861,-0.595866683409
ACH-000862,-0.596843392739
ACH-000865,-0.09801145420330001
ACH-000866,-0.329194295711
ACH-000867,-0.958155127785
ACH-000869,-0.38972519112
ACH-000872,-0.421433892798
ACH-000873,-0.72803178151
ACH-000876,-0.24537577445
ACH-000878,-0.361403619744
ACH-000880,-0.8976162256290001
ACH-000881,-0.673930111954
ACH-000882,-0.694632303519
ACH-000884,-0.711422859839
ACH-000885,-0.496591547497
ACH-000887,-0.887904620183
ACH-000888,-0.634122904629
ACH-000889,-0.603235211232
ACH-000890,-0.583707405422
ACH-000896,-0.34375034940800003
ACH-000898,-0.238662114889
ACH-000900,-0.345852227896
ACH-000901,-0.5725830091690001
ACH-000905,-0.701656347933
ACH-000906,-0.594522278376
ACH-000907,-0.937335108143
ACH-000910,-0.17993777478300002
ACH-000911,-0.595128778841
ACH-000912,-0.628337988596
ACH-000913,-0.401585123916
ACH-000915,-0.461263542258
ACH-000916,-0.450011799841
ACH-000917,-0.614085655047
ACH-000921,-0.740909616927
ACH-000924,-0.701103602516
ACH-000926,-0.567072519723
ACH-000928,-0.669147907708
ACH-000929,-0.35156035528000007
ACH-000932,-0.5737610507500001
ACH-000935,-0.8677801338750001
ACH-000936,-0.8753268433720001
ACH-000937,-0.175322978453
ACH-000938,-0.602417315543
ACH-000939,-0.227523346538
ACH-000941,-0.349207894806
ACH-000943,-0.870024825534
ACH-000946,-0.546672756168
ACH-000947,-0.450689476628
ACH-000948,-0.568367083774
ACH-000950,-0.265783156265
ACH-000953,-0.257484276302
ACH-000957,-0.562944965518
ACH-000958,-0.306442867904
ACH-000960,-0.37484805383
ACH-000963,-0.698088183086
ACH-000968,-0.579500878636
ACH-000969,-0.665722788907
ACH-000973,-0.992288897348
ACH-000974,-0.647066373236
ACH-000975,-0.635821129171
ACH-000976,-0.634981336976
ACH-000978,-0.624690544564
ACH-000980,-0.649963014779
ACH-000984,-0.713512591225
ACH-000986,-0.610699244649
ACH-000988,-0.419612965876
ACH-000993,-0.6991089301029999
ACH-000994,-0.292233869869
ACH-000996,-0.768197626708
ACH-001001,-0.490143272628
ACH-001020,-0.428626271599
ACH-001028,-0.277381340398
ACH-001031,-0.6256722138359999
ACH-001038,-0.324089659156
ACH-001048,-0.606760688036
ACH-001050,-0.519860323055
ACH-001053,-0.587561254299
ACH-001054,-0.557688176038
ACH-001061,-0.5228776037
ACH-001067,-0.7273257684890001
ACH-001075,-0.571667470982
ACH-001096,-0.314730258208
ACH-001128,-0.853289877377
ACH-001134,-0.46030241421
ACH-001151,-0.42590955725999996
ACH-001163,-0.5148408074490001
ACH-001164,-0.750232826233
ACH-001173,-0.899299035008
ACH-001183,-0.50992456983
ACH-001184,-0.429088672096
ACH-001190,-0.355766779139
ACH-001192,-0.7828677662829999
ACH-001193,-0.475790195675
ACH-001196,-0.544504336824
ACH-001197,-0.685349150505
ACH-001205,-0.649321842356
ACH-001211,-0.5476355286379999
ACH-001212,-0.883180239503
ACH-001228,-0.403364051874
ACH-001232,-1.11270126612
ACH-001239,-0.23482564672200001
ACH-001274,-0.882906257545
ACH-001275,-0.564187142058
ACH-001277,-0.23014979342099998
ACH-001278,-0.302539814533
ACH-001280,-1.02202069523
ACH-001283,-0.537824441972
ACH-001289,-0.503214085346
ACH-001295,-0.44544204391000003
ACH-001300,-1.08111443684
ACH-001301,-0.538858820415
ACH-001302,-0.8807006965369999
ACH-001303,-0.778730833591
ACH-001306,-0.7732397390279999
ACH-001318,-0.324537329642
ACH-001322,-0.490968920312
ACH-001328,-0.654422738896
ACH-001332,-0.503856091749
ACH-001333,-0.467925835344
ACH-001336,-0.818793947156
ACH-001340,-0.897065940162
ACH-001346,-0.532335726416
ACH-001353,-0.384941335815
ACH-001354,-0.7337678122210001
ACH-001367,-1.1187967963
ACH-001368,-0.268171871557
ACH-001374,-0.584310208683
ACH-001375,-0.237662753552
ACH-001377,-0.878360218054
ACH-001380,-0.555074766021
ACH-001391,-0.537663507358
ACH-001407,-0.790417053975
ACH-001408,-0.461816785844
ACH-001413,-0.729203093736
ACH-001430,-0.360705766933
ACH-001431,-0.459313232148
ACH-001450,-0.186314061266
ACH-001496,-0.650317152196
ACH-001500,-0.32058327696100003
ACH-001521,-0.522785257635
ACH-001523,-0.5400701323789999
ACH-001532,-0.577550533214
ACH-001536,-0.662619492447
ACH-001550,-0.945630121341
ACH-001552,-0.435288610124
ACH-001554,-0.649205140373
ACH-001645,-0.7489227619230001
ACH-001654,-0.768835030476
ACH-001715,-0.391172255317
ACH-001735,-0.129779242998
ACH-001736,-0.23030344999699998
ACH-001737,-0.545666905897
ACH-001740,-0.44093963873099995
ACH-001745,-0.255451762201
ACH-001750,-0.465191468698
ACH-001765,-0.436451746691
ACH-001956,-0.474378282464
ACH-001957,-0.308982488065
