,TK2 (7084)
ACH-000004,-0.234186805834
ACH-000007,-0.199020315487
ACH-000009,-0.11632794162
ACH-000011,-0.287064383572
ACH-000012,-0.131224005527
ACH-000013,-0.190170980357
ACH-000014,-0.25075483712900004
ACH-000015,-0.0687893522539
ACH-000017,-0.148699262857
ACH-000018,-0.012946243625700002
ACH-000019,-0.167335982709
ACH-000021,-0.168099462455
ACH-000022,-0.205259066622
ACH-000025,-0.241312394879
ACH-000028,-0.0729691883271
ACH-000030,-0.0951180050202
ACH-000035,-0.029187225197900003
ACH-000036,-0.301902659733
ACH-000037,-0.482161725107
ACH-000039,-0.0987010192382
ACH-000040,-0.397029102259
ACH-000041,-0.220147463032
ACH-000042,-0.123908365976
ACH-000045,-0.157826849045
ACH-000047,-0.126300152047
ACH-000052,-0.08964279719280001
ACH-000053,-0.277240283136
ACH-000054,-0.0454878611393
ACH-000055,0.17218124572700003
ACH-000060,-0.27583997288400003
ACH-000067,-0.22982987349
ACH-000070,0.011081356136
ACH-000075,-0.036251584655
ACH-000078,0.030435652959199998
ACH-000082,-0.174061053312
ACH-000085,-0.152417198836
ACH-000086,-0.278095946138
ACH-000087,-0.136854814025
ACH-000092,-0.12892332685900001
ACH-000095,-0.199165101472
ACH-000097,-0.31282658909
ACH-000098,-0.27014127533000004
ACH-000099,-0.144735026025
ACH-000108,-0.196606810544
ACH-000113,-0.2004091969
ACH-000115,-0.015164880795899999
ACH-000116,-0.0767702866697
ACH-000118,-0.185712188565
ACH-000120,-0.062074688446199996
ACH-000123,-0.126748099503
ACH-000127,-0.166758904179
ACH-000128,-0.14345228737
ACH-000132,-0.309187873344
ACH-000133,-0.33829724156999996
ACH-000137,-0.22290194098299998
ACH-000138,-0.114042463725
ACH-000142,-0.293220152275
ACH-000143,-0.255251488006
ACH-000146,-0.189527081057
ACH-000148,-0.28386572424199996
ACH-000150,-0.12154512490399999
ACH-000152,-0.259584504428
ACH-000153,0.117378982839
ACH-000159,-0.133732352527
ACH-000160,-0.516559030813
ACH-000163,0.0776962834431
ACH-000167,-0.18043990047000003
ACH-000168,-0.201544420467
ACH-000169,-0.235864057245
ACH-000178,-0.332518911237
ACH-000182,-0.19970371888900001
ACH-000183,-0.203648502379
ACH-000188,-0.244065347454
ACH-000189,-0.23612445605500001
ACH-000190,-0.0952414581042
ACH-000198,-0.23765460306800001
ACH-000204,-0.47058538794200006
ACH-000206,-0.26521867987500003
ACH-000207,0.008278944382050001
ACH-000211,-0.12891460113
ACH-000215,-0.221567036615
ACH-000221,-0.272028773912
ACH-000222,-0.231620842362
ACH-000223,-0.09263708667710001
ACH-000226,-0.132438389613
ACH-000227,-0.139958897956
ACH-000228,-0.0763689339917
ACH-000231,-0.07666907752839999
ACH-000232,-0.113290646292
ACH-000233,-0.226657345483
ACH-000234,-0.155180103658
ACH-000235,-0.20477022957000002
ACH-000237,-0.12074676533800001
ACH-000238,-0.0587343385884
ACH-000243,-0.14295254881799999
ACH-000244,-0.264650904355
ACH-000246,-0.06999794017989999
ACH-000248,-0.365736687095
ACH-000250,-0.126671235702
ACH-000251,0.04422502455030001
ACH-000253,-0.136426768828
ACH-000255,-0.0904783302299
ACH-000256,-0.308262839309
ACH-000257,-0.256164805792
ACH-000258,0.023269346444900002
ACH-000259,-0.221516015933
ACH-000260,-0.219285143979
ACH-000261,-0.297351473474
ACH-000262,-0.205693103864
ACH-000263,-0.0697350113176
ACH-000264,-0.0168574677614
ACH-000265,-0.0714977700278
ACH-000266,-0.229714240359
ACH-000272,-0.09052549414719999
ACH-000273,-0.122724751793
ACH-000274,-0.100577071936
ACH-000277,-0.0393209420632
ACH-000278,-0.190094061961
ACH-000279,-0.128859319531
ACH-000280,-0.142440834707
ACH-000281,-0.19214777184700002
ACH-000288,-0.334508671604
ACH-000291,-0.031808452085700004
ACH-000293,-0.19490501729
ACH-000294,-0.11814594126700001
ACH-000295,-0.0683916056841
ACH-000296,-0.04151260686819999
