,SDHA (6389)
ACH-000004,-0.9610772142139999
ACH-000007,-0.574805330438
ACH-000009,-0.569196404404
ACH-000011,-0.7905698118100001
ACH-000012,-0.264713085866
ACH-000013,0.069348670296
ACH-000014,-0.822615427756
ACH-000015,-0.18483764340999997
ACH-000017,-0.759729404471
ACH-000018,-0.312926450684
ACH-000019,-0.755758427676
ACH-000021,-0.472890543068
ACH-000022,-0.32346639105
ACH-000025,-0.635294031354
ACH-000028,-0.862909818019
ACH-000030,-0.815775473597
ACH-000035,-0.6344057420279999
ACH-000036,0.0343173172076
ACH-000037,-0.47282153766999996
ACH-000039,-0.503718597163
ACH-000040,-0.613901105146
ACH-000041,-0.517017308739
ACH-000042,-0.363484298379
ACH-000045,-0.587154236434
ACH-000047,-0.913093779257
ACH-000052,-0.518744333843
ACH-000053,-1.02078094344
ACH-000054,-0.762498367227
ACH-000055,-0.47503485285700003
ACH-000060,-0.346952142225
ACH-000067,-0.38869160817599996
ACH-000070,-0.811783959541
ACH-000075,-0.40919675556100005
ACH-000078,-0.466227054968
ACH-000082,-0.240668203663
ACH-000085,-0.147305909744
ACH-000086,-0.232535841849
ACH-000087,-1.10580238052
ACH-000092,-0.247558874661
ACH-000095,-0.263852221075
ACH-000097,-0.768430742442
ACH-000098,-0.226326117974
ACH-000099,-0.596630795015
ACH-000108,-0.841362261656
ACH-000113,-0.519028457008
ACH-000115,-0.302889095161
ACH-000116,-0.453997657196
ACH-000118,-0.7287867513330001
ACH-000120,-0.111291470581
ACH-000123,-0.331182129249
ACH-000127,-0.77777509168
ACH-000128,-0.808667308453
ACH-000132,-0.365222364779
ACH-000133,-0.09527045473449999
ACH-000137,-0.215892386206
ACH-000138,-1.03934476926
ACH-000142,-0.422463060505
ACH-000143,-0.356335037807
ACH-000146,-0.887606097617
ACH-000148,-0.426008917386
ACH-000150,-0.47368929341899996
ACH-000152,-0.609515929466
ACH-000153,-0.452133097522
ACH-000159,-0.443645711994
ACH-000160,-0.668741191823
ACH-000163,-0.469912964555
