,PCF11 (51585)
ACH-000262,-0.85048368816
ACH-000263,-1.12411365656
ACH-000264,-1.0501411952500002
ACH-000265,-1.25630062219
ACH-000266,-1.05446366008
ACH-000272,-1.2830622843700001
ACH-000273,-1.07545765401
ACH-000274,-1.06811796019
ACH-000277,-1.6006967914899999
ACH-000278,-0.619546289735
ACH-000279,-1.3056332959
ACH-000280,-1.31691452093
ACH-000281,-1.1349255915799998
ACH-000288,-1.1120956176999999
ACH-000291,-1.11842628021
ACH-000293,-1.5025002903799998
ACH-000294,-1.45130870984
ACH-000295,-1.4668157901499999
ACH-000296,-1.10179536274
ACH-000302,-1.18900931416
ACH-000304,-1.62804529014
ACH-000307,-1.36301619525
ACH-000308,-1.17790041144
ACH-000310,-1.55990998959
ACH-000311,-1.46279747713
ACH-000312,-1.16166545366
ACH-000315,-1.28956486841
ACH-000316,-1.4777895300100001
ACH-000317,-1.38535999095
ACH-000318,-1.31127897904
ACH-000319,-1.33426650279
ACH-000320,-1.00073292703
ACH-000322,-1.3456791810799997
ACH-000323,-0.952414263661
ACH-000324,-1.16737327176
ACH-000329,-1.3133494984
ACH-000330,-1.4504969750799999
ACH-000331,-1.2149799100799998
ACH-000332,-1.00020940809
ACH-000334,-1.26207979805
ACH-000335,-1.27611678902
ACH-000336,-0.827125552027
ACH-000337,-1.06957811387
ACH-000339,-1.1481717605
ACH-000341,-1.39342644553
ACH-000348,-0.9508136558570001
ACH-000350,-1.1314053906700001
ACH-000352,-1.37806925716
ACH-000356,-0.941396743442
ACH-000361,-1.22412714676
ACH-000362,-1.3553643052899997
ACH-000363,-1.39569468151
ACH-000364,-1.17720504
ACH-000365,-1.44305410859
ACH-000366,-1.38684424768
ACH-000368,-1.1779061580399999
ACH-000374,-1.6039709596399998
ACH-000375,-1.1332221527600002
ACH-000376,-1.33821409609
ACH-000381,-1.0
ACH-000383,-0.7423251346240001
ACH-000387,-1.03443695935
ACH-000389,-1.0656792953899998
ACH-000390,-1.00008214017
ACH-000393,-1.11554743406
ACH-000395,-1.39978894646
ACH-000397,-1.2013553137000001
ACH-000401,-1.08409634235
ACH-000402,-1.14486218745
ACH-000403,-1.33881920153
ACH-000404,-0.656356622025
ACH-000406,-1.4458389793200002
ACH-000407,-1.33329781054
ACH-000408,-1.2291222911
ACH-000410,-1.4990064644299999
ACH-000411,-1.52127019944
ACH-000414,-1.5001124457100001
ACH-000415,-1.10335384434
ACH-000416,-1.2274962492100001
ACH-000420,-1.3802249607700001
ACH-000421,-1.0564682586799998
ACH-000424,-1.16804849734
ACH-000425,-1.3048033325200001
ACH-000426,-0.913364973224
ACH-000427,-1.42557181914
ACH-000433,-1.29288939663
ACH-000436,-1.38155446134
ACH-000444,-1.44408458829
ACH-000445,-1.33643399024
ACH-000448,-1.37141912706
ACH-000450,-1.4431635536899998
ACH-000452,-1.3662896841999999
ACH-000454,-0.912292855628
ACH-000458,-1.29567194048
ACH-000459,-1.48087343987
ACH-000460,-1.36786114981
ACH-000461,-1.4134279516
ACH-000463,-1.13796100077
ACH-000464,-1.28284309658
ACH-000466,-0.99571498691
ACH-000467,-1.0155329981799999
ACH-000468,-1.2056905819200001
ACH-000469,-0.8850635710950001
ACH-000470,-1.27245079932
ACH-000471,-1.06655506391
ACH-000472,-1.02818207203
ACH-000473,-1.18702695319
ACH-000475,-0.9517335545829999
ACH-000476,-0.958785687104
ACH-000477,-1.66642719369
ACH-000480,-1.0304608907500001
ACH-000481,-1.13991153018
ACH-000483,-1.73813449083
ACH-000484,-1.0510574481200001
ACH-000485,-0.8266241403899999
ACH-000486,-1.3998785924000001
ACH-000487,-1.5665185116
ACH-000488,-1.01416469949
ACH-000490,-1.16487148243
ACH-000491,-1.6412033004299997
ACH-000495,-1.56030778301
ACH-000496,-1.4867506882
ACH-000499,-1.06216694454
ACH-000500,-1.02720355535
ACH-000502,-1.28763310686
ACH-000503,-0.739408356295
ACH-000505,-2.03393906211
ACH-000507,-0.706458809807
ACH-000510,-1.2631276588
ACH-000511,-1.25126181419
ACH-000512,-1.05603833734
ACH-000516,-1.04564091731
ACH-000517,-1.4535781665799998
ACH-000518,-1.13978130634
ACH-000520,-1.20140130772
ACH-000521,-1.24862570127
ACH-000522,-1.0408887638200002
ACH-000524,-1.61029945148
ACH-000527,-1.5637450914500002
ACH-000528,-1.30507554859
ACH-000537,-1.55505235851
ACH-000541,-1.6887210017899998
ACH-000542,-1.28875064847
ACH-000544,-1.0742351503
ACH-000545,-0.7898629300069999
ACH-000547,-0.9551100929780001
ACH-000548,-0.802952405318
ACH-000549,-1.10864068078
ACH-000550,-1.00041021123
ACH-000552,-0.9622528442910001
ACH-000556,-1.11370463479
ACH-000557,-1.2879576558799999
ACH-000570,-1.5753100618200002
ACH-000571,-0.9838297196269999
ACH-000573,-1.2346909481100001
ACH-000576,-1.06178481436
ACH-000580,-1.5204451854799999
ACH-000584,-0.500085451789
ACH-000585,-0.9157461797419999
ACH-000588,-1.04895736941
ACH-000589,-1.3602956747900001
ACH-000591,-1.4712620553799998
ACH-000593,-1.03933891661
ACH-000600,-1.22349148451
ACH-000601,-1.47418173884
ACH-000604,-0.8102168787649999
ACH-000605,-1.31665691657
ACH-000606,-1.39965714044
ACH-000608,-1.1857632777
ACH-000614,-1.23083000142
ACH-000616,-0.804968858092
ACH-000618,-1.1683415633499998
ACH-000619,-1.26427604435
ACH-000620,-1.1025087653399999
ACH-000621,-1.3805464317200002
ACH-000622,-1.05963108908
ACH-000623,-1.47462545028
ACH-000624,-0.57825057893
ACH-000627,-0.8463654648260001
ACH-000630,-1.32491443239
ACH-000632,-1.46298282757
ACH-000633,-1.43009767715
ACH-000637,-1.27196902222
ACH-000638,-1.0502304926700001
ACH-000646,-1.87259996888
ACH-000647,-1.09331420555
ACH-000648,-1.40859929826
ACH-000649,-0.987583120528
ACH-000651,-1.23626330439
ACH-000652,-0.938213603804
ACH-000653,-0.842313716159
ACH-000657,-1.3632194594999998
ACH-000658,-0.638879219682
ACH-000661,-1.20795206544
ACH-000662,-1.4860551278
ACH-000663,-1.51648704121
ACH-000665,-1.2577982422799998
ACH-000671,-1.5468920650799998
ACH-000673,-1.2678855232700001
ACH-000676,-1.0391553951999999
ACH-000677,-1.67031833617
ACH-000681,-1.50999498456
ACH-000682,-0.9302879652509999
ACH-000683,-1.1395922538299998
ACH-000684,-1.23942682741
ACH-000688,-1.40690372011
ACH-000693,-1.22584611651
ACH-000694,-1.2771237463200003
ACH-000695,-1.1964211276799999
ACH-000696,-1.0115525319
ACH-000697,-0.889085757691
ACH-000699,-1.37198966958
ACH-000701,-1.11885241777
ACH-000706,-1.20574373827
ACH-000711,-1.24760017059
ACH-000713,-0.902681949873
ACH-000714,-1.3065975447799998
ACH-000718,-1.3875352245299999
ACH-000720,-0.889859915037
ACH-000721,-1.08106495255
ACH-000724,-1.29885801013
ACH-000725,-1.4055402065399998
ACH-000732,-0.872417711276
ACH-000734,-1.0309830815799998
ACH-000735,-0.945808469524
ACH-000736,-1.09301489515
ACH-000738,-1.17208763683
ACH-000746,-1.0293168775700001
ACH-000747,-1.0311195804200002
ACH-000748,-1.5531969392200002
ACH-000753,-1.2918101459
ACH-000756,-1.3427052961300001
ACH-000757,-1.12476517725
ACH-000758,-1.23776712256
ACH-000760,-1.23343250014
ACH-000763,-1.10245240207
ACH-000764,-1.33889241358
ACH-000765,-1.08945626721
ACH-000766,-1.1061780497
ACH-000767,-1.17300941357
ACH-000768,-1.08092143881
ACH-000769,-1.36526742884
ACH-000770,-1.27746495798
ACH-000771,-1.32321492889
ACH-000773,-1.18872916501
ACH-000776,-1.2319239012999998
ACH-000777,-1.23366144873
ACH-000778,-2.04669235031
ACH-000781,-1.46425345677
ACH-000782,-1.03494827894
ACH-000783,-1.4014391966
ACH-000784,-1.2625721869
ACH-000785,-1.1346947065100002
ACH-000787,-1.0705763862200002
ACH-000788,-1.26663037889
ACH-000791,-1.16553968655
ACH-000792,-1.1660634649400001
ACH-000794,-1.32791430198
ACH-000796,-1.30586008667
ACH-000799,-1.37019257299
ACH-000800,-1.38293719193
ACH-000802,-1.3755447929
ACH-000804,-1.12383402281
ACH-000805,-0.989023333924
ACH-000809,-1.20266528067
ACH-000810,-1.5132228604700002
ACH-000811,-1.25504906254
ACH-000817,-1.09700989605
ACH-000819,-1.09962517132
ACH-000820,-0.997109465702
ACH-000821,-0.568583509415
ACH-000822,-1.07598920106
ACH-000823,-0.930774475052
ACH-000824,-1.12154692673
ACH-000827,-1.28442171373
ACH-000829,-1.1576809403
ACH-000831,-1.17989661197
ACH-000832,-0.817286210882
ACH-000833,-0.937380602497
ACH-000834,-1.0157549149
ACH-000835,-0.897962524746
ACH-000836,-0.979959220595
ACH-000837,-1.1427625484000001
ACH-000838,-1.4937533236000002
ACH-000839,-1.09808046297
ACH-000840,-0.955907403938
ACH-000841,-1.0705079994600002
ACH-000843,-1.54253208186
ACH-000846,-0.9612738210189999
ACH-000847,-0.7841192547920001
ACH-000848,-1.14336096546
ACH-000849,-1.0235746423799998
ACH-000851,-0.724367100953
ACH-000855,-1.04208213434
ACH-000856,-1.29920990312
ACH-000858,-1.06883565324
ACH-000859,-1.11554265345
ACH-000861,-1.48920469769
ACH-000862,-1.03153901778
ACH-000865,-0.988373378859
ACH-000866,-1.29773126873
ACH-000867,-1.27856826043
ACH-000869,-1.1857889852799999
ACH-000872,-1.3983571099899998
ACH-000873,-1.24422339363
ACH-000876,-1.91518003985
ACH-000878,-1.1881153471600001
ACH-000880,-1.08527949442
ACH-000881,-1.3161255383200001
ACH-000882,-1.38771259528
ACH-000884,-1.04970820351
ACH-000885,-1.5551682306299999
ACH-000887,-1.19779392264
ACH-000888,-1.16763673394
ACH-000889,-1.2447816886799998
ACH-000890,-0.973220118151
ACH-000896,-0.960521859752
ACH-000898,-1.42958140408
ACH-000900,-1.22926078614
ACH-000901,-1.57553712386
ACH-000905,-0.916300685164
ACH-000906,-1.4586143986000002
ACH-000907,-1.07630997472
ACH-000910,-1.2040343445100001
ACH-000911,-0.9534450748309999
ACH-000912,-1.30561219153
ACH-000913,-1.4019977553299998
ACH-000915,-1.16300205425
ACH-000916,-0.910918422333
ACH-000917,-0.988812882261
ACH-000921,-1.18082448278
ACH-000924,-1.4640432520200002
ACH-000926,-1.1061173514700002
ACH-000928,-1.0730534074299998
ACH-000929,-0.91525898439
ACH-000932,-1.1820854486499999
ACH-000935,-1.15791508028
ACH-000936,-1.3381402664
ACH-000937,-1.15624919648
ACH-000938,-1.46862044649
ACH-000939,-1.2230261777200002
ACH-000941,-1.66008087523
ACH-000943,-1.25049387832
ACH-000946,-1.34346839655
ACH-000947,-1.11421911911
ACH-000948,-1.4599485214899999
ACH-000950,-0.588576951523
ACH-000953,-1.2286821417799998
ACH-000957,-0.930570926679
ACH-000958,-1.12948073364
ACH-000960,-1.1063710745200002
ACH-000963,-1.46187354693
ACH-000968,-1.5220811855899998
ACH-000969,-1.49688552479
ACH-000973,-1.08775594398
ACH-000974,-1.26393598119
ACH-000975,-0.966356735191
ACH-000976,-1.06446035573
ACH-000978,-1.26193529211
ACH-000980,-1.24726989417
ACH-000984,-1.19257019737
ACH-000986,-1.16263996786
ACH-000988,-1.11511787543
ACH-000993,-1.38212025324
ACH-000994,-1.41183783135
ACH-000996,-1.30876057285
ACH-001001,-1.0442397198200002
ACH-001020,-0.998050612457
ACH-001028,-1.1410808797499998
ACH-001031,-1.3907562113299998
ACH-001038,-1.44034376514
ACH-001048,-1.12969850239
ACH-001050,-1.70397710706
ACH-001053,-1.09129947595
ACH-001054,-1.25447644284
ACH-001061,-1.20567085004
ACH-001067,-1.43305515813
ACH-001075,-0.994001554287
ACH-001096,-1.44434587167
ACH-001128,-0.6674801786760001
ACH-001134,-1.4158942009
ACH-001151,-1.00424160085
ACH-001163,-1.1660212355700001
ACH-001164,-1.4102189048500002
ACH-001173,-1.1222306077500002
ACH-001183,-1.44836707447
ACH-001184,-1.0559298161200001
ACH-001190,-1.26645313566
ACH-001192,-1.07684983017
ACH-001193,-1.03693550597
ACH-001196,-1.18312807104
ACH-001197,-1.33470951881
ACH-001205,-1.3965311339
ACH-001211,-1.3528090503999999
ACH-001212,-1.1063223325700002
ACH-001228,-1.1326989086900001
ACH-001232,-1.0732147181799998
ACH-001239,-1.06748830795
ACH-001274,-1.41782743606
ACH-001275,-1.35329088475
ACH-001277,-1.23886739924
ACH-001278,-1.6106859295200002
ACH-001280,-1.4321420084399998
ACH-001283,-1.2791153741399999
ACH-001289,-1.50805478069
ACH-001295,-1.38541362217
ACH-001300,-1.41772377694
ACH-001301,-1.35005304104
ACH-001302,-1.33881293158
ACH-001303,-1.2035672168
ACH-001306,-1.35599711151
ACH-001318,-1.12070136986
ACH-001322,-1.2939111022
ACH-001328,-1.26219925982
ACH-001332,-0.818010887949
ACH-001333,-1.6046796497100002
ACH-001336,-0.9404933389460001
ACH-001340,-1.1968873308399999
ACH-001346,-0.620458763556
ACH-001353,-0.904914309868
ACH-001354,-1.28585283148
ACH-001367,-1.4357547265900001
ACH-001368,-1.12338003245
ACH-001374,-1.53034692381
ACH-001375,-1.2175603504999999
ACH-001377,-1.10764422437
ACH-001380,-0.568685485189
ACH-001391,-1.22773101744
ACH-001407,-0.951669667383
ACH-001408,-1.2119912994
ACH-001413,-1.39459094729
ACH-001430,-1.02295571377
ACH-001431,-1.6324704579799998
ACH-001450,-0.966383190361
ACH-001496,-1.07062356635
ACH-001500,-1.12931713564
ACH-001521,-1.6914061573199999
ACH-001523,-1.10540677972
ACH-001532,-1.4251977609399997
ACH-001536,-1.52657016956
ACH-001550,-1.2760285116299999
ACH-001552,-1.26853377963
ACH-001554,-1.2365503338400001
ACH-001645,-1.36330234822
ACH-001654,-1.04902379523
ACH-001715,-1.06954897324
ACH-001735,-1.16848836954
ACH-001736,-1.3348902314
ACH-001737,-0.725732910363
ACH-001740,-1.2404680561900001
ACH-001745,-1.1575824933
ACH-001750,-1.0988259894299999
ACH-001765,-1.1554173554
ACH-001956,-1.5644726871899999
ACH-001957,-1.1752267783700001
