,NUDC (10726)
ACH-000834,-0.940567221789
ACH-000835,-1.0
ACH-000836,-0.7391996584899999
ACH-000837,-1.08241500588
ACH-000838,-1.10261902874
ACH-000839,-0.9304898572470001
ACH-000840,-0.7387514863439999
ACH-000841,-0.9665098662620001
ACH-000843,-0.9530395129449999
ACH-000846,-1.10066758452
ACH-000847,-0.9461688269249999
ACH-000848,-0.815999605773
ACH-000849,-1.05606364487
ACH-000851,-0.6927224675329999
ACH-000855,-0.8017333673729999
ACH-000856,-0.9371667289129999
ACH-000858,-0.818815749951
ACH-000859,-0.583302101038
ACH-000861,-0.9294266101459999
ACH-000862,-0.911324945488
ACH-000865,-0.8318369342899999
ACH-000866,-0.8926174025589999
ACH-000867,-0.8523917614759999
ACH-000869,-1.23918867823
ACH-000872,-1.22030763234
ACH-000873,-0.952939653036
ACH-000876,-0.775523831715
ACH-000878,-0.7076518317739999
ACH-000880,-1.09218819719
ACH-000881,-0.8514964888680001
ACH-000882,-0.914132488484
ACH-000884,-0.698529142072
ACH-000885,-1.18017144464
ACH-000887,-1.0608771422799999
ACH-000888,-0.886734016293
ACH-000889,-0.945795617984
ACH-000890,-0.699221764199
ACH-000896,-1.14973549802
ACH-000898,-0.918750557741
ACH-000900,-0.928128981207
ACH-000901,-0.7202897783359999
ACH-000905,-0.724724490382
ACH-000906,-0.7292358588760001
ACH-000907,-0.7284712777369999
ACH-000910,-0.8223663004899999
ACH-000911,-0.930990081293
ACH-000912,-0.90290172567
ACH-000913,-0.6713075040790001
ACH-000915,-0.8244690500849999
ACH-000916,-0.588262485458
ACH-000917,-0.979215828048
ACH-000921,-1.01416738662
ACH-000924,-0.8703124731919999
ACH-000926,-0.9663215744499999
ACH-000928,-1.0244428211
ACH-000929,-1.3628679213100001
ACH-000932,-0.989825570382
ACH-000935,-0.607747869863
ACH-000936,-0.8672388573370001
ACH-000937,-0.6695542508969999
ACH-000938,-0.887544216963
ACH-000939,-1.21021627544
ACH-000941,-0.646614905188
ACH-000943,-0.914409794297
ACH-000946,-0.954174367659
ACH-000947,-0.858769631882
ACH-000948,-1.35969439516
ACH-000950,-0.9112249824490001
ACH-000953,-0.9330467929790001
ACH-000957,-0.9440063279350001
ACH-000958,-1.08425718055
ACH-000960,-0.9174041184839999
ACH-000963,-1.06945982628
ACH-000968,-1.0453324141299998
ACH-000969,-0.838919215001
ACH-000973,-0.957403646675
ACH-000974,-0.7610646642450001
ACH-000975,-0.824342589438
ACH-000976,-0.905274920616
ACH-000978,-0.727836387666
ACH-000980,-0.8803339372299999
ACH-000984,-0.8516199412790001
ACH-000986,-0.696387753345
ACH-000988,-0.806038849625
ACH-000993,-1.0068698828799998
ACH-000994,-0.9406266646439999
ACH-000996,-0.8668810240970001
ACH-001001,-0.826958898841
ACH-001020,-0.8569154051160001
ACH-001028,-0.6903609248100001
ACH-001031,-1.0669644375
ACH-001038,-0.7365966333990001
ACH-001048,-0.867721471508
ACH-001050,-1.0278251411100001
ACH-001053,-1.05304714074
ACH-001054,-0.831865349501
ACH-001061,-0.987087484041
ACH-001067,-0.9858706435719999
ACH-001075,-1.2302780417
ACH-001096,-0.9083579353229999
ACH-001128,-1.25196410552
ACH-001134,-1.14504944338
ACH-001151,-1.0119609167599999
ACH-001163,-0.774067779773
ACH-001164,-0.822628612458
ACH-001173,-0.6883641051880001
ACH-001183,-1.27986574739
ACH-001184,-0.995136312957
ACH-001190,-0.780630394744
ACH-001192,-0.808222403107
ACH-001193,-0.916017050633
ACH-001196,-0.771922848477
ACH-001197,-1.0221228752200002
ACH-001205,-0.678896105451
ACH-001211,-0.848517565648
ACH-001212,-1.03885451995
ACH-001228,-0.8283612268100001
ACH-001232,-0.671631259561
ACH-001239,-1.02944082546
ACH-001274,-0.607573248064
ACH-001275,-0.926304573285
ACH-001277,-0.737975313811
ACH-001278,-0.938432569269
ACH-001280,-1.29762685891
ACH-001283,-0.7681035789020001
ACH-001289,-1.03735514771
ACH-001295,-0.781643104023
ACH-001300,-0.9981593499529999
ACH-001301,-1.0681574314700002
ACH-001302,-0.953551687049
ACH-001303,-1.26463077446
ACH-001306,-0.9533643498819999
ACH-001318,-1.01964933276
ACH-001322,-1.16929283954
ACH-001328,-0.767335518294
ACH-001332,-0.7479128909280001
ACH-001333,-1.06183740106
ACH-001336,-0.797142213733
ACH-001340,-0.9622098864049999
ACH-001346,-0.923748974887
ACH-001353,-0.7786875344670001
ACH-001354,-0.46061272584799995
ACH-001367,-0.6245591720120001
ACH-001368,-0.8093543417839999
ACH-001374,-0.502172614797
ACH-001375,-0.879521362933
ACH-001377,-1.0644225870200001
ACH-001380,-1.07463264463
ACH-001391,-0.758067199547
ACH-001407,-0.5574257816920001
ACH-001408,-1.14170892358
ACH-001413,-0.656936158468
ACH-001430,-0.912225709151
ACH-001431,-0.934244753722
ACH-001450,-1.18791376114
ACH-001496,-0.9136091919
ACH-001500,-0.971567315356
ACH-001521,-1.12339345759
ACH-001523,-1.14184307121
ACH-001532,-0.945319471538
ACH-001536,-1.05066343119
ACH-001550,-0.722777319311
ACH-001552,-1.18259220385
ACH-001554,-0.839787130931
ACH-001645,-0.9541679102320001
ACH-001654,-1.0366241836599999
ACH-001715,-1.06898568534
ACH-001735,-0.9609084850290001
ACH-001736,-0.955715772086
ACH-001737,-0.609576512285
ACH-001740,-0.766111048735
ACH-001745,-0.873857639041
ACH-001750,-0.985981820121
ACH-001765,-0.8611564331799999
ACH-001956,-0.849484085288
ACH-001957,-1.15410671077
