,NUDC (10726)
ACH-000004,-0.484997858821
ACH-000007,-1.04137731779
ACH-000009,-1.01810180086
ACH-000011,-0.821224705815
ACH-000012,-0.994391540693
ACH-000013,-1.08056447492
ACH-000014,-1.0378710678899998
ACH-000015,-0.954622988267
ACH-000017,-0.823907992915
ACH-000018,-0.863438675317
ACH-000019,-0.863748798472
ACH-000021,-0.667562717619
ACH-000022,-1.1106681084899999
ACH-000025,-0.757824988316
ACH-000028,-0.8876240507909999
ACH-000030,-0.967719195439
ACH-000035,-1.1360680966399999
ACH-000036,-0.7047488500210001
ACH-000037,-0.705339731848
ACH-000039,-0.794877319432
ACH-000040,-0.8054246699940001
ACH-000041,-0.7145063831999999
ACH-000042,-0.913029938881
ACH-000045,-1.0414507792899999
ACH-000047,-1.11317520392
ACH-000052,-0.7405812376199999
ACH-000053,-0.564107022294
ACH-000054,-0.8636032492669999
ACH-000055,-1.11415805499
ACH-000060,-1.02788356472
ACH-000067,-1.1791167028
ACH-000070,-1.03234248166
ACH-000075,-0.775063176937
ACH-000078,-0.791955722242
ACH-000082,-0.70539799288
ACH-000085,-1.1045544145200001
ACH-000086,-0.815244346192
ACH-000087,-0.8080196979250001
ACH-000092,-0.644544908821
ACH-000095,-0.876243641892
ACH-000097,-1.04732475346
ACH-000098,-0.931399187032
ACH-000099,-1.08632540829
ACH-000108,-1.08651059264
ACH-000113,-0.958012658832
ACH-000115,-1.2490658710200002
ACH-000116,-0.87002359684
ACH-000118,-0.918664578767
ACH-000120,-1.10456658875
ACH-000123,-1.00529880694
ACH-000127,-1.04686773485
ACH-000128,-0.9016643789129999
ACH-000132,-0.902363857799
ACH-000133,-0.897801950152
ACH-000137,-0.759322121153
ACH-000138,-1.2978353809899998
ACH-000142,-0.9877877255349999
ACH-000143,-0.725654025697
ACH-000146,-0.803359088297
ACH-000148,-0.7173681283939999
ACH-000150,-0.854481422421
ACH-000152,-0.8809089351170001
ACH-000153,-1.26101720966
ACH-000159,-0.874249310441
ACH-000160,-0.738507788821
ACH-000163,-0.7715146894789999
ACH-000167,-0.859697265905
ACH-000168,-0.664050594571
ACH-000169,-1.05529031299
ACH-000178,-0.809001573629
ACH-000182,-0.910448695598
ACH-000183,-1.32879703396
ACH-000188,-0.629746053331
ACH-000189,-1.3705427661200003
ACH-000190,-0.849185828422
ACH-000198,-0.8855781183329999
ACH-000204,-0.9759180690710001
ACH-000206,-0.849088000643
ACH-000207,-0.615258256528
ACH-000211,-0.6281066264890001
ACH-000215,-0.900501064243
ACH-000221,-0.9160147318690001
ACH-000222,-1.07705221471
ACH-000223,-1.02739553116
ACH-000226,-0.75077952355
ACH-000227,-0.319832744191
ACH-000228,-0.767641505176
ACH-000231,-0.55538134837
ACH-000232,-0.840320564324
ACH-000233,-0.770590593831
ACH-000234,-1.0341843064799998
ACH-000235,-1.0577109565
ACH-000237,-0.9113982660400001
ACH-000238,-1.18248948742
ACH-000243,-1.01218881379
ACH-000244,-0.914659108862
ACH-000246,-1.09062682033
ACH-000248,-0.663347240408
ACH-000250,-0.631721742595
ACH-000251,-1.1194504541899999
ACH-000253,-0.868600072588
ACH-000255,-0.7445668123389999
ACH-000256,-0.8047417562450001
ACH-000257,-0.429794450003
ACH-000258,-0.8280536945720001
ACH-000259,-0.9718589325839999
ACH-000260,-0.8687731275820001
ACH-000261,-0.838582739035
ACH-000262,-0.9285155070000001
ACH-000263,-0.9696457333740001
ACH-000264,-1.00752442338
ACH-000265,-0.8491392436640001
ACH-000266,-1.04120575081
ACH-000272,-0.9919646322229999
ACH-000273,-0.742212561851
ACH-000274,-1.0
ACH-000277,-1.18746009967
ACH-000278,-1.0792982062899998
ACH-000279,-0.758611194709
ACH-000280,-1.13398032244
ACH-000281,-0.786029957344
ACH-000288,-0.837465650969
ACH-000291,-0.995867636475
ACH-000293,-0.72042580728
ACH-000294,-0.7476133483140001
ACH-000295,-0.531828928587
ACH-000296,-0.7439724511270001
ACH-000302,-1.01684832943
ACH-000304,-1.28311227392
ACH-000307,-0.91945772386
ACH-000308,-0.7334338238879999
ACH-000310,-0.45276096254500003
ACH-000311,-1.05945501559
ACH-000312,-1.01267894299
ACH-000315,-0.669844432197
ACH-000316,-1.05910075606
ACH-000317,-1.20995846485
ACH-000318,-1.02799984215
ACH-000319,-0.98687485006
ACH-000320,-0.9842965753749999
ACH-000322,-0.908725619368
ACH-000323,-0.736454144196
ACH-000324,-0.94255061435
ACH-000329,-0.7591950266930001
ACH-000330,-1.3982226826299997
ACH-000331,-0.914274182517
ACH-000332,-0.893621758276
ACH-000334,-0.950605596724
ACH-000335,-0.789126385802
ACH-000336,-0.764662383617
ACH-000337,-0.913551992836
ACH-000339,-0.827846329677
ACH-000341,-0.732499578486
ACH-000348,-0.885406215446
ACH-000350,-0.864466392933
ACH-000352,-1.23937987988
ACH-000356,-1.26134666723
ACH-000361,-0.934166367182
ACH-000362,-0.8240106421369999
ACH-000363,-0.9534042796080001
ACH-000364,-0.9624784947139999
ACH-000365,-0.8423814962909999
ACH-000366,-0.859235618987
ACH-000368,-0.7624978505779999
ACH-000374,-0.835971598584
ACH-000375,-0.918274832368
ACH-000376,-0.709476123942
ACH-000381,-0.914496499198
ACH-000383,-0.730112288108
ACH-000387,-0.8600953092839999
ACH-000389,-0.88283186787
ACH-000390,-0.9592907623720001
ACH-000393,-1.09879541094
ACH-000395,-0.986161913202
ACH-000397,-0.89510247425
ACH-000401,-0.647068882206
ACH-000402,-0.5685499510600001
ACH-000403,-1.1069769658700002
ACH-000404,-1.08305598084
ACH-000406,-0.719316677696
ACH-000407,-0.883713429469
ACH-000408,-1.0364186891
ACH-000410,-0.845832619157
ACH-000411,-1.16594355992
ACH-000414,-0.8188725241439999
ACH-000415,-0.9635557294120001
ACH-000416,-0.858857052213
ACH-000420,-0.8384485247300001
ACH-000421,-1.01789513216
ACH-000424,-0.842034358127
ACH-000425,-0.919901776252
ACH-000426,-0.898922429531
ACH-000427,-1.53866462495
ACH-000433,-0.6734764240209999
ACH-000436,-0.886569939807
ACH-000444,-0.94983595381
ACH-000445,-0.9977745541399999
ACH-000448,-1.26175971224
ACH-000450,-0.94451536206
ACH-000452,-0.852228113397
ACH-000454,-0.828475399172
ACH-000458,-1.24808315299
ACH-000459,-1.21560772111
ACH-000460,-0.816978396084
ACH-000461,-0.580679068392
ACH-000463,-1.0057063664700001
ACH-000464,-0.783456225976
ACH-000466,-0.47455676126100005
ACH-000467,-1.1326252184899999
ACH-000468,-0.6614178602740001
ACH-000469,-0.943616271091
ACH-000470,-0.462519553959
ACH-000471,-1.0497121225900001
ACH-000472,-0.8929225320649999
ACH-000473,-0.908268948617
ACH-000475,-0.986197823583
ACH-000476,-0.679878759483
ACH-000477,-1.1760853015000001
ACH-000480,-0.887190024454
ACH-000481,-0.8349845566840001
ACH-000483,-0.5280470389
ACH-000484,-0.863826738161
ACH-000485,-0.7344169034620001
ACH-000486,-1.05699250107
ACH-000487,-0.9853176564899999
ACH-000488,-0.914719083055
ACH-000490,-0.964015100799
ACH-000491,-1.1451661622
ACH-000495,-1.06818071929
ACH-000496,-0.7954657434450001
ACH-000499,-0.966626492429
ACH-000500,-0.639618368499
ACH-000502,-0.909926196727
ACH-000503,-1.1000969285700002
ACH-000505,-0.712473143346
ACH-000507,-1.04284055308
ACH-000510,-0.7644104107520001
ACH-000511,-0.9102484183249999
ACH-000512,-0.978005805733
ACH-000516,-0.560157661777
ACH-000517,-0.772645616599
ACH-000518,-1.17292964953
ACH-000520,-1.0270757850499999
ACH-000521,-0.804204533423
ACH-000522,-0.822915783116
ACH-000524,-0.702472129081
ACH-000527,-1.0992977858700002
ACH-000528,-0.923169303087
ACH-000537,-1.04971265394
ACH-000541,-0.592048542316
ACH-000542,-0.855789038873
ACH-000544,-0.969963201261
ACH-000545,-0.8565702525710001
ACH-000547,-1.0316699254100001
ACH-000548,-1.14083908965
ACH-000549,-0.9513650028730001
ACH-000550,-0.967931553886
ACH-000552,-0.908895996288
ACH-000556,-0.6719932039759999
ACH-000557,-0.8522743614980001
ACH-000570,-0.7404027395559999
ACH-000571,-0.954431456869
ACH-000573,-0.948878819493
ACH-000576,-0.878255484365
ACH-000580,-0.928515559727
ACH-000584,-1.2924566412799998
ACH-000585,-1.27017993437
ACH-000588,-0.873412587352
ACH-000589,-1.09683126007
ACH-000591,-1.12287252016
ACH-000593,-0.8949851741329999
ACH-000600,-1.18443774217
ACH-000601,-0.8909177012899999
ACH-000604,-1.22655521427
ACH-000605,-1.00171964736
ACH-000606,-0.793701682288
ACH-000608,-0.757969414268
ACH-000614,-0.869317180174
ACH-000616,-0.888934502879
ACH-000618,-0.9300230555589999
ACH-000619,-0.654870207723
ACH-000620,-1.09073476169
ACH-000621,-0.692485985454
ACH-000622,-1.02174579906
ACH-000623,-0.774641494809
ACH-000624,-1.06976245956
ACH-000627,-0.7612204297490001
ACH-000630,-0.911481953119
ACH-000632,-0.950284923096
ACH-000633,-0.951777699077
ACH-000637,-0.8700618249609999
ACH-000638,-0.9404658346960001
ACH-000646,-1.29666939184
ACH-000647,-1.04031885221
ACH-000648,-1.11003979065
ACH-000649,-0.648484091799
ACH-000651,-0.83848780111
ACH-000652,-0.9231806137019999
ACH-000653,-0.610652466933
ACH-000657,-0.982496005423
ACH-000658,-0.6955126123909999
ACH-000661,-0.913768671489
ACH-000662,-0.741125343725
ACH-000663,-1.0835149284899999
ACH-000665,-0.8627062496500001
ACH-000671,-1.06544719382
ACH-000673,-0.6883216641769999
ACH-000676,-0.7624343224660001
ACH-000677,-1.10196525335
ACH-000681,-1.04267953191
ACH-000682,-0.913627980421
ACH-000683,-1.1157388487200002
ACH-000684,-0.836285654119
ACH-000688,-1.00122141705
ACH-000693,-1.0001016802
ACH-000694,-0.780410258275
ACH-000695,-0.620454215168
ACH-000696,-0.948229417107
ACH-000697,-0.825646180775
ACH-000699,-0.841983504124
ACH-000701,-1.26026889496
ACH-000706,-1.26404517839
ACH-000711,-1.05344902434
ACH-000713,-0.656881944662
ACH-000714,-0.9926186228
ACH-000718,-0.564045871524
ACH-000720,-0.814507448799
ACH-000721,-0.7640467309569999
ACH-000724,-1.0604976733
ACH-000725,-1.16814045996
ACH-000732,-0.6694869743199999
ACH-000734,-1.0120930012
ACH-000735,-0.8981794085700001
ACH-000736,-1.07959171545
ACH-000738,-0.902145313448
ACH-000746,-1.17495971382
ACH-000747,-0.8141610260809999
ACH-000748,-0.974556792942
ACH-000753,-0.640065738461
ACH-000756,-0.7958068511349999
ACH-000757,-0.9622447195999999
ACH-000758,-0.918052805725
ACH-000760,-0.9428385236560001
ACH-000763,-0.9815751228899999
ACH-000764,-1.0118133825
ACH-000765,-0.9435921128470001
ACH-000766,-1.15791593318
ACH-000767,-0.817006564145
ACH-000768,-0.666136808205
ACH-000769,-1.22514892154
ACH-000770,-0.847118797874
ACH-000771,-1.05766447571
ACH-000773,-0.888739827068
ACH-000776,-0.9741755205220001
ACH-000777,-0.9934530639110001
ACH-000778,-1.53810571147
ACH-000781,-1.0407402432100001
ACH-000782,-0.794758277093
ACH-000783,-0.880051244959
ACH-000784,-1.18305446598
ACH-000785,-1.22642373211
ACH-000787,-0.846941580862
ACH-000788,-0.9001601107680001
ACH-000791,-0.991235821745
ACH-000792,-0.783383163164
ACH-000794,-0.753856274072
ACH-000796,-0.900603950553
ACH-000799,-0.9220108073350001
ACH-000800,-0.981473432385
ACH-000802,-0.942586719315
ACH-000804,-0.793989392107
ACH-000805,-0.988610961639
ACH-000809,-0.730734025019
ACH-000810,-0.650058841487
ACH-000811,-0.863551238652
ACH-000817,-0.680169168055
ACH-000819,-0.891664843254
ACH-000820,-0.885775336434
ACH-000821,-1.10826283619
ACH-000822,-0.845036505168
ACH-000823,-0.993738733676
ACH-000824,-0.8929364339210001
ACH-000827,-0.8112580726270001
ACH-000829,-0.746758014144
ACH-000831,-0.90054566009
ACH-000832,-0.720216245961
ACH-000833,-0.738576580281
