,PXMP2 (5827)
ACH-000004,-0.188767839215
ACH-000007,-0.222705333318
ACH-000009,-0.175059137765
ACH-000011,-0.175983211206
ACH-000012,-0.0623849275172
ACH-000013,-0.104206957023
ACH-000014,-0.165236253927
ACH-000015,-0.132391419201
ACH-000017,-0.176969071921
ACH-000018,-0.16552005702199998
ACH-000019,0.019220596257099997
ACH-000021,-0.144287910748
ACH-000022,-0.11475811167700001
ACH-000025,-0.137340700143
ACH-000028,-0.0442157409903
ACH-000030,-0.048027413147
ACH-000035,0.0265322901815
ACH-000036,-0.333842082569
ACH-000037,-0.234880460731
ACH-000039,-0.109249652172
ACH-000040,-0.446087875204
ACH-000041,-0.238782251428
ACH-000042,-0.11384724084100001
ACH-000045,-0.12767462175
ACH-000047,-0.22864319918099998
ACH-000052,-0.255797294207
ACH-000053,-0.117684352878
ACH-000054,-0.33628730710999993
ACH-000055,0.0456523460845
ACH-000060,-0.162192733224
ACH-000067,-0.250529261586
ACH-000070,-0.0509734082765
ACH-000075,-0.34091750165
ACH-000078,-0.297123718814
ACH-000082,-0.301459697512
ACH-000085,0.0024808503971999996
ACH-000086,-0.355443373125
ACH-000087,-0.13199190592499999
ACH-000092,-0.254789755224
ACH-000095,-0.228480879077
ACH-000097,-0.182802239586
ACH-000098,-0.18245527271499998
ACH-000099,-0.244732583043
ACH-000108,-0.131375408068
ACH-000113,-0.0629802981574
ACH-000115,-0.400910167312
ACH-000116,-0.20524914881200002
ACH-000118,-0.0790666166505
ACH-000120,-0.133294531898
ACH-000123,-0.0661596790726
ACH-000127,-0.227064709835
ACH-000128,-0.316937402652
ACH-000132,-0.116469680493
ACH-000133,-0.239249989538
ACH-000137,0.0815649519423
ACH-000138,-0.117821621889
ACH-000142,-0.397425156297
ACH-000143,-0.250556817101
ACH-000146,-0.125591088285
ACH-000148,-0.174277412008
ACH-000150,-0.458129542447
ACH-000152,-0.285452669289
ACH-000153,0.00486401537191
ACH-000159,-0.144508839941
ACH-000160,-0.0329931997889
ACH-000163,-0.0516881982924
ACH-000167,-0.0419869204309
ACH-000168,-0.21403922993500002
ACH-000169,-0.216625924809
ACH-000178,-0.10624261529300001
ACH-000182,-0.230346404571
ACH-000183,-0.231516695651
ACH-000188,-0.109049197393
ACH-000189,-0.326779171671
ACH-000190,-0.136127519294
ACH-000198,-0.036910214508800006
ACH-000204,-0.0983284721281
ACH-000206,0.0406384208422
ACH-000207,0.0316013117798
ACH-000211,-0.158842547515
ACH-000215,-0.17279780588500002
ACH-000221,0.127488932446
ACH-000222,0.130750502689
ACH-000223,-0.360265322213
ACH-000226,-0.0802748337799
ACH-000227,-0.507186837009
ACH-000228,-0.09917813129180002
ACH-000231,-0.26543797486
ACH-000232,-0.210003101579
ACH-000233,-0.177414729972
ACH-000234,-0.36108502966
ACH-000235,-0.112883784202
ACH-000237,-0.166725028867
ACH-000238,-0.113270232402
ACH-000243,-0.0336988852096
ACH-000244,-0.473077491034
ACH-000246,-0.193928581567
ACH-000248,-0.23505066347399997
ACH-000250,-0.219795466866
ACH-000251,0.10725195829
ACH-000253,-0.322759144131
ACH-000255,-0.0360901001747
ACH-000256,-0.465769869679
ACH-000257,0.163026983879
ACH-000258,-0.13108718517
ACH-000259,-0.293757696726
ACH-000260,-0.198583638248
ACH-000261,-0.12929850711899998
ACH-000262,-0.0647402472163
ACH-000263,-0.129340872499
ACH-000264,-0.0736746406694
ACH-000265,-0.09389620475989999
ACH-000266,-0.104063900854
ACH-000272,-0.056843749323500004
ACH-000273,-0.311263628806
ACH-000274,-0.19099299860999996
ACH-000277,-0.28964465559
ACH-000278,-0.205798373442
ACH-000279,-0.0825415084759
ACH-000280,-0.133657695103
ACH-000281,0.0806080369093
ACH-000288,-0.210915430275
ACH-000291,-0.14750563580499998
ACH-000293,-0.308923434489
ACH-000294,-0.0242619002783
ACH-000295,-0.0405106674653
ACH-000296,-0.0840899492649
