,RBPJL (11317)
ACH-000004,-0.0359358093841
ACH-000007,-0.190445255064
ACH-000009,-0.133465042224
ACH-000011,-0.16569071008
ACH-000012,-0.0251837456232
ACH-000013,-0.023486633285
ACH-000014,-0.273045514844
ACH-000015,-0.0570580144429
ACH-000017,-0.278467597036
ACH-000018,-0.19483074208
ACH-000019,-0.38651712432999996
ACH-000021,-0.178586976373
ACH-000022,-0.019223919464099997
ACH-000025,-0.257679542327
ACH-000028,-0.0674262204652
ACH-000030,-0.259139712653
ACH-000035,-0.18881617197
ACH-000036,-0.05418339192319999
ACH-000037,0.0760120110239
ACH-000039,0.0394692236784
ACH-000040,-0.041301681035300006
ACH-000041,0.052110345144100005
ACH-000042,-0.269739136245
ACH-000045,-0.0247112053336
ACH-000047,-0.37862197827699995
ACH-000052,-0.124775026667
ACH-000053,-0.0868867522875
ACH-000054,-0.0587786626246
ACH-000055,-0.314982856834
ACH-000060,-0.32091273165999995
ACH-000067,-0.193535517436
ACH-000070,0.0655082694004
ACH-000075,-0.28261876971
ACH-000078,-0.11647170629699999
ACH-000082,-0.360763526965
ACH-000085,-0.414176930691
ACH-000086,-0.169252202845
ACH-000087,-0.10414818322200001
ACH-000092,-0.265040848738
ACH-000095,-0.08082824543169999
ACH-000097,-0.205458718052
ACH-000098,-0.102913741971
ACH-000099,-0.06824320459950001
ACH-000108,-0.075015392311
ACH-000113,-0.17166660560400002
ACH-000115,-0.0407615975829
ACH-000116,-0.0701200995404
ACH-000118,-0.24888799882800003
ACH-000120,-0.216592733431
ACH-000123,-0.282913939636
ACH-000127,-0.051322453526400004
ACH-000128,-0.0384002022186
ACH-000132,-0.118164242654
ACH-000133,-0.335097977757
ACH-000137,-0.108512268269
ACH-000138,-0.18989037019299998
ACH-000142,-0.14510775872
ACH-000143,-0.42774488167499997
ACH-000146,-0.131949692124
ACH-000148,-0.0708103293673
ACH-000150,0.148368341295
ACH-000152,-0.08471119465330001
ACH-000153,-0.07953286694560001
ACH-000159,-0.130555011971
ACH-000160,-0.092293740757
ACH-000163,-0.504929473747
ACH-000167,-0.079895840095
ACH-000168,-0.11732313487500001
ACH-000169,-0.141989379509
ACH-000178,-0.07907782901480001
ACH-000182,-0.174815639948
ACH-000183,-0.24345943784200003
ACH-000188,-0.24711155689
ACH-000189,-0.18251351772399999
ACH-000190,-0.0514900476415
ACH-000198,-0.111099100823
ACH-000204,-0.140401365524
ACH-000206,-0.28351123218400004
ACH-000207,-0.061349462571800004
ACH-000211,-0.215788531581
ACH-000215,-0.07938629934739999
ACH-000221,-0.22385525740200002
