,USPL1 (10208)
ACH-000004,-0.6950439887469999
ACH-000007,-0.91581713171
ACH-000009,-1.06497384433
ACH-000011,-0.781902275696
ACH-000012,-1.43428835355
ACH-000013,-1.16900890849
ACH-000014,-0.538874466642
ACH-000015,-1.06565273072
ACH-000017,-0.846645001726
ACH-000018,-0.8928570156290001
ACH-000019,-0.8561997262729999
ACH-000021,-1.0673430901899998
ACH-000022,-0.590168275854
ACH-000025,-0.541462975215
ACH-000028,-1.09247176286
ACH-000030,-1.18695759512
ACH-000035,-1.4343579422100001
ACH-000036,-1.1855836445
ACH-000037,-1.5723413948299998
ACH-000039,-0.766178151762
ACH-000040,-1.10326422394
ACH-000041,-0.49864039678499994
ACH-000042,-1.38547351008
ACH-000045,-1.08073936268
ACH-000047,-1.4575912670500002
ACH-000052,-0.698451674651
ACH-000053,-1.0528916245
ACH-000054,-0.8822001647
ACH-000055,-1.14705507829
ACH-000060,-1.15008538339
ACH-000067,-1.23602267599
ACH-000070,-0.602024896119
ACH-000075,-1.19855851906
ACH-000078,-0.784904547757
ACH-000082,-1.5047749612799999
ACH-000085,-0.685727294151
ACH-000086,-1.177927551
ACH-000087,-0.828776987488
ACH-000092,-0.623995581314
ACH-000095,-0.882967429026
ACH-000097,-1.21160115157
ACH-000098,-0.6328055638669999
ACH-000099,-0.944344298175
ACH-000108,-1.22976604823
ACH-000113,-1.35566524407
ACH-000115,-0.9360347074590001
ACH-000116,-1.0079654521899999
ACH-000118,-1.0064665532700001
ACH-000120,-1.12404544304
ACH-000123,-0.862855101815
ACH-000127,-0.9907414413179999
ACH-000128,-0.809181102714
ACH-000132,-0.774579150588
ACH-000133,-1.0572990857
ACH-000137,-1.00908926486
ACH-000138,-1.43746944966
ACH-000142,-1.0425724345799998
ACH-000143,-1.24795757171
ACH-000146,-1.3839139369799998
ACH-000148,-1.2939545684799998
ACH-000150,-0.8602349873549999
ACH-000152,-1.21327474482
ACH-000153,-0.8188721743240001
ACH-000159,-0.822958045704
ACH-000160,-0.7116709467450001
ACH-000163,-1.23350760098
ACH-000167,-0.9241239420630001
ACH-000168,-0.748230462571
ACH-000169,-1.27173068761
ACH-000178,-0.9330131969609999
ACH-000182,-1.1761505108299999
ACH-000183,-0.9133190453450001
ACH-000188,-1.0931841440999999
ACH-000189,-0.611461913432
ACH-000190,-1.04055896532
ACH-000198,-1.0738377333700002
ACH-000204,-1.2249575502799999
ACH-000206,-0.965191289826
ACH-000207,-1.32250672884
ACH-000211,-1.1703329874500001
ACH-000215,-0.980018128598
ACH-000221,-1.171977385
ACH-000222,-0.7474253158799999
ACH-000223,-1.5081167216799998
ACH-000226,-1.06509887624
ACH-000227,-1.34081338705
ACH-000228,-1.24702420709
ACH-000231,-1.02901836293
ACH-000232,-1.1236102398299999
ACH-000233,-0.601670261917
ACH-000234,-1.07988580991
ACH-000235,-0.843252155324
ACH-000237,-1.50911274451
ACH-000238,-0.8497575730689999
ACH-000243,-1.0800053493700001
ACH-000244,-1.0397087403
ACH-000246,-1.12514454066
ACH-000248,-0.872956824395
ACH-000250,-1.4834990658200002
ACH-000251,-0.864497802252
ACH-000253,-0.521906482246
ACH-000255,-0.791079618009
ACH-000256,-1.07151982221
ACH-000257,-1.18503801851
ACH-000258,-0.9990211391859999
ACH-000259,-0.7472374087129999
ACH-000260,-1.07484218989
ACH-000261,-0.8132315706800001
ACH-000262,-1.1186792076799998
ACH-000263,-1.21140301932
ACH-000264,-1.01417589535
ACH-000265,-1.06977336715
ACH-000266,-1.17296893442
ACH-000272,-0.840954889359
ACH-000273,-1.37494865037
ACH-000274,-1.07430534034
ACH-000277,-0.801644329645
ACH-000278,-1.26368831393
ACH-000279,-0.840709000011
ACH-000280,-1.05636872098
ACH-000281,-0.9093118962860001
ACH-000288,-0.8301221457250001
ACH-000291,-1.26960664777
ACH-000293,-1.21287602935
ACH-000294,-0.736696338352
ACH-000295,-0.8496644240539999
ACH-000296,-0.9770611655779999
ACH-000302,-1.03067170186
ACH-000304,-0.8432674968709999
ACH-000307,-0.9330114264730001
ACH-000308,-1.01407543391
ACH-000310,-1.27812697389
ACH-000311,-1.23884206232
ACH-000312,-1.01304797304
ACH-000315,-0.942047766543
ACH-000316,-1.03009899421
ACH-000317,-0.9035609703740001
ACH-000318,-1.08426631233
ACH-000319,-0.9725836590420001
ACH-000320,-0.9157232024549999
ACH-000322,-0.799194593601
ACH-000323,-1.26026779379
ACH-000324,-1.24631740201
ACH-000329,-1.1116616205
ACH-000330,-0.83540698002
ACH-000331,-1.17659454338
ACH-000332,-1.06843530887
ACH-000334,-1.7310884569099998
ACH-000335,-1.06762997562
ACH-000336,-1.03108776745
ACH-000337,-0.6737402854379999
ACH-000339,-0.9856806523389999
ACH-000341,-0.946240721947
ACH-000348,-1.0544441316
ACH-000350,-0.521139314031
ACH-000352,-1.23918937517
ACH-000356,-0.7365116113160001
ACH-000361,-1.11526474566
ACH-000362,-0.6714306216879999
ACH-000363,-0.799367822425
ACH-000364,-1.16114529266
ACH-000365,-0.8875164274349999
ACH-000366,-0.6861377129359999
ACH-000368,-1.03708158508
ACH-000374,-0.942150880026
ACH-000375,-1.0148970044499999
ACH-000376,-0.871763169045
ACH-000381,-1.07609158328
ACH-000383,-1.15132558884
ACH-000387,-0.919074168559
ACH-000389,-1.3745102712000001
ACH-000390,-1.7550077353599998
ACH-000393,-1.33757365997
ACH-000395,-0.974793079175
ACH-000397,-1.33389682111
ACH-000401,-1.1898043189899998
ACH-000402,-0.862284599884
ACH-000403,-1.10865450476
ACH-000404,-1.11891619258
ACH-000406,-1.11744495334
ACH-000407,-1.15173863439
ACH-000408,-0.619875992701
ACH-000410,-0.955080706603
ACH-000411,-0.787352059726
ACH-000414,-1.19671843248
ACH-000415,-1.01018941049
ACH-000416,-1.03275996905
ACH-000420,-1.21459127947
ACH-000421,-1.0279594122
ACH-000424,-0.967504215574
ACH-000425,-1.0777403174200002
ACH-000426,-1.4621091516299998
ACH-000427,-0.619023293591
ACH-000433,-1.1383098806
ACH-000436,-1.31528900651
ACH-000444,-1.2341566603
ACH-000445,-1.37437268384
ACH-000448,-1.3468097844799998
ACH-000450,-1.17815229456
ACH-000452,-0.891490979171
ACH-000454,-0.8370171739040001
ACH-000458,-0.943261345195
ACH-000459,-1.07274878119
ACH-000460,-1.2778575490200001
ACH-000461,-0.653543276846
ACH-000463,-1.0778203849899999
ACH-000464,-0.978806665097
ACH-000466,-1.1755725503
ACH-000467,-0.7584993546909999
ACH-000468,-1.6796244878
ACH-000469,-0.875886038994
ACH-000470,-1.2882339778799998
ACH-000471,-1.33737155118
ACH-000472,-0.984792843718
ACH-000473,-0.8468686986730001
ACH-000475,-1.25999868225
ACH-000476,-1.32744767075
ACH-000477,-0.7163931003389999
ACH-000480,-0.84345125382
ACH-000481,-0.985511804682
ACH-000483,-1.07293733327
ACH-000484,-1.4910536179799998
ACH-000485,-1.32564349467
ACH-000486,-0.9932125258939999
ACH-000487,-1.24967417389
ACH-000488,-1.3682325573299998
ACH-000490,-0.989385544876
ACH-000491,-0.647559857562
ACH-000495,-0.663115242262
ACH-000496,-1.4128027080399999
ACH-000499,-1.03208791028
ACH-000500,-1.55828665408
ACH-000502,-1.2083672291399998
ACH-000503,-1.15901872753
ACH-000505,-1.38257754086
ACH-000507,-1.0246341153799998
ACH-000510,-0.954031089736
ACH-000511,-1.32737329184
ACH-000512,-0.630699913284
ACH-000516,-0.8130632089990001
ACH-000517,-1.24047696656
ACH-000518,-1.0976974580299999
ACH-000520,-1.00197328358
ACH-000521,-1.19469938054
ACH-000522,-0.9592024421330001
ACH-000524,-1.0048283960700002
ACH-000527,-1.12070671108
ACH-000528,-0.869592749042
ACH-000537,-0.9219195710279999
ACH-000541,-0.8911089703020001
ACH-000542,-0.8191369704729999
ACH-000544,-1.07151659457
ACH-000545,-0.8710833936560001
ACH-000547,-1.16344366361
ACH-000548,-1.28455420237
ACH-000549,-1.26016055665
ACH-000550,-0.941159443461
ACH-000552,-1.02018257928
ACH-000556,-1.3053498462200002
ACH-000557,-0.537142431605
ACH-000570,-1.2519266650399998
ACH-000571,-0.8330063109710001
ACH-000573,-0.802172668304
ACH-000576,-0.956441768608
ACH-000580,-1.05441016667
ACH-000584,-0.932758290777
ACH-000585,-0.7359394058319999
ACH-000588,-0.9981597443279999
ACH-000589,-1.1641734971100002
ACH-000591,-0.879606800289
ACH-000593,-1.47967602134
ACH-000600,-0.907444184902
ACH-000601,-1.0091617647799997
ACH-000604,-1.05030341347
ACH-000605,-1.09919422279
ACH-000606,-0.813606584532
ACH-000608,-1.02363398208
ACH-000614,-0.741043281786
ACH-000616,-1.16044669378
ACH-000618,-0.868266539946
ACH-000619,-0.931248560716
ACH-000620,-1.17547296532
ACH-000621,-1.28766633362
ACH-000622,-0.766756095166
ACH-000623,-1.05472440276
ACH-000624,-0.845103800015
ACH-000627,-1.0419286484399999
ACH-000630,-0.97819431808
ACH-000632,-1.12719053754
ACH-000633,-1.00775872773
ACH-000637,-1.57284229738
ACH-000638,-1.20973389349
ACH-000646,-1.2391409980299999
ACH-000647,-0.880892933065
ACH-000648,-0.454604284773
ACH-000649,-1.0135858739499999
ACH-000651,-1.1621156925799998
ACH-000652,-0.8562794332350001
ACH-000653,-1.1428160958600002
ACH-000657,-0.939687099927
ACH-000658,-0.962635479396
ACH-000661,-0.9263739916979999
ACH-000662,-1.1366680038099999
ACH-000663,-0.773229056013
ACH-000665,-1.2331902001700001
ACH-000671,-0.718719438085
ACH-000673,-1.08298171034
ACH-000676,-0.703503068348
ACH-000677,-0.9586674976109999
ACH-000681,-1.20838560794
ACH-000682,-1.19598757688
ACH-000683,-0.933343216163
ACH-000684,-0.622482244445
ACH-000688,-1.07789321942
ACH-000693,-1.08766140209
ACH-000694,-0.6136776566809999
ACH-000695,-0.885861511099
ACH-000696,-1.1408801067
ACH-000697,-0.832400817662
ACH-000699,-1.20010349791
ACH-000701,-1.0584890039700001
ACH-000706,-0.9665976313019999
ACH-000711,-0.829946938972
ACH-000713,-0.925511645516
ACH-000714,-1.33657176558
ACH-000718,-1.15923228847
ACH-000720,-0.914391031275
ACH-000721,-1.13387982041
ACH-000724,-1.19567490277
ACH-000725,-0.951938654439
ACH-000732,-0.990343012206
ACH-000734,-0.946439386797
ACH-000735,-1.05462552476
ACH-000736,-1.39091481676
ACH-000738,-0.7873261822900001
ACH-000746,-1.1899158736700002
ACH-000747,-0.849153560131
ACH-000748,-0.814583339042
ACH-000753,-1.10840845352
ACH-000756,-1.4579439730000001
ACH-000757,-0.799400049384
ACH-000758,-1.13719623892
ACH-000760,-1.00666459261
ACH-000763,-1.37798130133
ACH-000764,-0.887859882316
ACH-000765,-1.0303165914599999
ACH-000766,-0.8454500256790001
ACH-000767,-0.7927600627879999
ACH-000768,-0.800780389182
ACH-000769,-1.1284010894499998
ACH-000770,-0.6880747838510001
ACH-000771,-0.9640206623299999
ACH-000773,-0.924866338862
ACH-000776,-1.1067479335400001
ACH-000777,-0.951426601429
ACH-000778,-1.29290603798
ACH-000781,-1.19462334228
ACH-000782,-1.00569584178
ACH-000783,-0.9298329978219999
ACH-000784,-0.6766369128290001
ACH-000785,-1.0711623984
ACH-000787,-1.11313280959
ACH-000788,-0.921900358804
ACH-000791,-1.28488027311
ACH-000792,-0.816092336199
ACH-000794,-1.00168146156
ACH-000796,-1.04514489194
ACH-000799,-1.09535281825
ACH-000800,-0.99136153374
ACH-000802,-1.43879186803
ACH-000804,-0.878903012335
ACH-000805,-1.4571013706600002
ACH-000809,-1.12793955459
ACH-000810,-0.991009724384
ACH-000811,-1.36847347731
ACH-000817,-1.27483214423
ACH-000819,-1.1063369135799999
ACH-000820,-1.23875612735
ACH-000821,-0.947554883199
ACH-000822,-1.00006481409
ACH-000823,-1.0819902989
ACH-000824,-0.912228216136
ACH-000827,-1.06944097481
ACH-000829,-0.76768325849
ACH-000831,-1.03229151645
ACH-000832,-1.06390122786
ACH-000833,-0.8771806819779999
ACH-000834,-1.1035454645
ACH-000835,-0.8299921762800001
ACH-000836,-1.24829812613
ACH-000837,-1.1349068686200001
ACH-000838,-1.07844570171
ACH-000839,-1.10276174738
ACH-000840,-0.7961041747769999
ACH-000841,-1.02214845254
ACH-000843,-1.1856100026
ACH-000846,-0.981441534746
ACH-000847,-0.48872969345399997
ACH-000848,-0.689901519659
ACH-000849,-0.9626685669859999
ACH-000851,-1.03323504843
ACH-000855,-0.866387930931
ACH-000856,-0.8693599790950001
ACH-000858,-0.8261835764640001
ACH-000859,-0.933051570528
ACH-000861,-1.3145100274700001
ACH-000862,-0.8875474483589999
ACH-000865,-1.16356434859
ACH-000866,-0.961187667882
ACH-000867,-1.3812485604299998
ACH-000869,-0.624767175196
ACH-000872,-1.0238892792299998
ACH-000873,-0.704348260725
ACH-000876,-1.5390593328400002
ACH-000878,-1.31738277306
ACH-000880,-1.0081224640100002
ACH-000881,-0.920656734269
ACH-000882,-1.07611723613
ACH-000884,-0.9299475228409999
ACH-000885,-1.16876331051
ACH-000887,-1.05108509979
ACH-000888,-0.8892027282330001
ACH-000889,-1.08751255839
ACH-000890,-1.21718495989
ACH-000896,-1.0393915809
ACH-000898,-1.03044821752
ACH-000900,-0.9984799326289999
ACH-000901,-1.01305411158
ACH-000905,-0.617403066192
ACH-000906,-1.1103180253899998
ACH-000907,-0.963928467655
ACH-000910,-0.673472988866
ACH-000911,-0.953835934603
ACH-000912,-1.22957595026
ACH-000913,-0.918561733375
ACH-000915,-0.779368736052
ACH-000916,-0.537015610557
ACH-000917,-1.1490648412200002
ACH-000921,-0.7374238670409999
ACH-000924,-1.26385321686
ACH-000926,-0.617571774555
ACH-000928,-1.13742706295
ACH-000929,-0.731185426257
ACH-000932,-1.26785577301
ACH-000935,-1.0690611747
ACH-000936,-1.09276248088
ACH-000937,-0.805880154876
ACH-000938,-0.8828889465080001
ACH-000939,-0.9325080978720001
ACH-000941,-0.7945036174869999
ACH-000943,-0.9365707623909999
ACH-000946,-0.9645957414759999
ACH-000947,-1.05779172105
ACH-000948,-1.21197989899
ACH-000950,-1.08185625743
ACH-000953,-0.8267542837180001
ACH-000957,-1.22093518611
ACH-000958,-1.0162081754799999
ACH-000960,-0.682097292416
ACH-000963,-1.39394299611
ACH-000968,-0.8150558446610001
ACH-000969,-1.0247580159899998
ACH-000973,-0.932312758457
ACH-000974,-1.0444460513299998
ACH-000975,-0.8641940792849999
ACH-000976,-1.3600747879600001
ACH-000978,-0.9380199140530001
ACH-000980,-0.9450113683670001
ACH-000984,-1.04102220994
ACH-000986,-1.15497607144
ACH-000988,-0.825551803038
ACH-000993,-1.15598431057
ACH-000994,-0.738369568071
ACH-000996,-1.35001278968
ACH-001001,-0.9870865583759999
ACH-001020,-1.34514291958
ACH-001028,-0.859326308327
ACH-001031,-1.34662998243
ACH-001038,-0.572735376001
ACH-001048,-1.1649779333799999
ACH-001050,-0.7615761682340001
ACH-001053,-0.877466642772
ACH-001054,-1.0129979229100001
ACH-001061,-0.9348215397570001
ACH-001067,-1.3185492859
ACH-001075,-1.06138065331
ACH-001096,-1.14402536384
ACH-001128,-1.6400824572900001
ACH-001134,-0.939507311304
ACH-001151,-0.944221076593
ACH-001163,-0.956632139506
ACH-001164,-1.18742538192
ACH-001173,-1.12631674653
ACH-001183,-0.9061717299429999
ACH-001184,-0.728794150905
ACH-001190,-1.14584398652
ACH-001192,-0.494398167381
ACH-001193,-0.847116558678
ACH-001196,-0.8031567625399999
ACH-001197,-1.3714626516600001
ACH-001205,-1.25308259459
ACH-001211,-1.1904311475
ACH-001212,-1.13479024466
ACH-001228,-0.987686190976
ACH-001232,-0.916753330886
ACH-001239,-1.19857624239
ACH-001274,-1.16625200868
ACH-001275,-0.9954055686669999
ACH-001277,-1.4151749932100002
ACH-001278,-1.2379866999299998
ACH-001280,-1.386671715
ACH-001283,-0.7633382812080001
ACH-001289,-1.17527744015
ACH-001295,-0.8437110032870001
ACH-001300,-0.8130111462749999
ACH-001301,-1.03709767926
ACH-001302,-0.986666970122
ACH-001303,-1.33857071419
ACH-001306,-0.971328788424
ACH-001318,-1.17397543259
ACH-001322,-1.35075074988
ACH-001328,-1.27244517426
ACH-001332,-1.0746561098
ACH-001333,-0.8228496580679999
ACH-001336,-1.1516603635
ACH-001340,-0.9789091946840001
ACH-001346,-0.750010843397
ACH-001353,-0.8347728403489999
ACH-001354,-0.9790117917810001
ACH-001367,-1.16518449712
ACH-001368,-1.1838500515600001
ACH-001374,-0.672338056137
ACH-001375,-0.982472673364
ACH-001377,-1.12082022131
ACH-001380,-1.1848477123
ACH-001391,-0.6444905370130001
ACH-001407,-0.653737022452
ACH-001408,-1.2999783567799998
ACH-001413,-1.26235048115
ACH-001430,-1.29120364797
ACH-001431,-0.950473285453
ACH-001450,-0.522739144795
ACH-001496,-0.865798665288
ACH-001500,-0.861506339173
ACH-001521,-1.19176753346
ACH-001523,-0.9808491734200001
ACH-001532,-1.19437539543
ACH-001536,-1.33665849963
ACH-001550,-0.6362136662919999
ACH-001552,-1.22473663999
ACH-001554,-0.9634919072700001
ACH-001645,-0.8451626710019999
ACH-001654,-0.735988864423
ACH-001715,-1.21119872949
ACH-001735,-0.673266603213
ACH-001736,-0.621208796652
ACH-001737,-0.991440344232
ACH-001740,-1.51563032118
ACH-001745,-1.29799806348
ACH-001750,-0.9967611925390001
ACH-001765,-0.8421269681569999
ACH-001956,-0.993835675942
ACH-001957,-0.973152230886
