,PCLO (27445)
ACH-000004,0.188392390356
ACH-000007,0.024697983933700002
ACH-000009,0.145673297652
ACH-000011,0.0572970674158
ACH-000012,0.12012849564200001
ACH-000013,0.257148554019
ACH-000014,-0.113103314689
ACH-000015,0.194624390927
ACH-000017,0.262951348563
ACH-000018,0.303699824689
ACH-000019,0.10490621295600001
ACH-000021,-0.020449127422799997
ACH-000022,0.336126192073
ACH-000025,0.177047588303
ACH-000028,0.204123947626
ACH-000030,0.16115557635
ACH-000035,0.20498245228
ACH-000036,0.15869232340199999
ACH-000037,0.299235751593
ACH-000039,0.143241329122
ACH-000040,0.33508946586599997
ACH-000041,0.111459983192
ACH-000042,0.230355729487
ACH-000045,0.23690420901999998
ACH-000047,0.115600120925
ACH-000052,-0.163765891649
ACH-000053,0.154668173982
ACH-000054,0.262149562065
ACH-000055,0.258118666412
ACH-000060,0.145054167131
ACH-000067,-0.0314048333237
ACH-000070,0.0229151580736
ACH-000075,0.115056182368
ACH-000078,0.14789686028100002
ACH-000082,0.234357486472
ACH-000085,0.178060257716
ACH-000086,0.196007522318
ACH-000087,0.152226381806
ACH-000092,0.252340323621
ACH-000095,0.180274689848
ACH-000097,0.119853621105
ACH-000098,0.226831095772
ACH-000099,0.19618313633200002
ACH-000108,0.224688118226
ACH-000113,0.00829851263079
ACH-000115,0.268305632255
ACH-000116,0.199634459892
ACH-000118,0.12426404849099999
ACH-000120,0.105511899736
ACH-000123,0.0610980577276
ACH-000127,0.125122188187
ACH-000128,0.105128469902
ACH-000132,0.18330272216
ACH-000133,0.15968853607300001
ACH-000137,0.0629614811069
ACH-000138,0.189303744745
ACH-000142,0.337666986726
ACH-000143,0.20101189102400002
ACH-000146,0.044199865175099995
ACH-000148,0.0460364025856
ACH-000150,0.160489193358
ACH-000152,0.0740161422432
ACH-000153,0.189117462552
ACH-000159,0.0621296942424
ACH-000160,0.042647233597999996
ACH-000163,-0.10607652243799999
ACH-000167,0.169147459183
ACH-000168,-0.0499499497215
ACH-000169,0.219866295878
ACH-000178,0.045522529976199995
ACH-000182,0.182808441197
ACH-000183,0.25682909644499996
ACH-000188,0.13281735914
ACH-000189,0.10023030212799999
ACH-000190,0.166345883141
ACH-000198,0.0977705550172
ACH-000204,0.23813367573199998
ACH-000206,0.26475920571999995
ACH-000207,0.472677700863
ACH-000211,0.0348107895327
ACH-000215,0.222567507394
ACH-000221,-0.20090500140099998
ACH-000222,0.194040548461
ACH-000223,0.0937609918083
ACH-000226,0.196592439289
ACH-000227,-0.107801908672
ACH-000228,0.126493961534
ACH-000231,0.14815100458799998
ACH-000232,0.157120580331
ACH-000233,0.14483941658299998
ACH-000234,0.125449323487
ACH-000235,0.147787308995
ACH-000237,0.194325528244
ACH-000238,0.123021382269
ACH-000243,0.151270450622
ACH-000244,-0.291662440708
ACH-000246,0.121201167771
ACH-000248,0.23133472547400002
ACH-000250,0.245731383723
ACH-000251,0.282218505494
ACH-000253,0.187414859972
ACH-000255,0.0791258865835
ACH-000256,-0.0382612996214
ACH-000257,0.0809272735447
ACH-000258,0.06914488924930001
ACH-000259,0.331707347284
ACH-000260,0.183520340755
ACH-000261,0.0690924100542
ACH-000262,0.180651682312
ACH-000263,0.38645679320799997
ACH-000264,0.0920057839961
ACH-000265,0.181953574925
ACH-000266,0.236113719444
ACH-000272,0.022325460802500002
ACH-000273,0.223318949343
ACH-000274,0.180290496057
ACH-000277,0.101498544595
ACH-000278,0.248475081186
ACH-000279,0.152554435059
ACH-000280,0.147067402926
ACH-000281,0.08530266632099999
ACH-000288,0.165391424422
ACH-000291,0.0324174312699
ACH-000293,0.0337302461563
ACH-000294,-0.021063325426500003
ACH-000295,0.213143941068
ACH-000296,0.13201523297700002
ACH-000302,0.119411735591
ACH-000304,0.466860244503
ACH-000307,0.13603938377699998
ACH-000308,0.198003769897
ACH-000310,0.0472046392301
ACH-000311,0.0664371336548
ACH-000312,0.16850991088
ACH-000315,0.121706594547
ACH-000316,0.0906778990226
ACH-000317,0.208613553974
ACH-000318,0.239089920143
ACH-000319,0.10060708173699999
