,EIF3G (8666)
ACH-000226,-1.22244078863
ACH-000227,-1.5183452561200002
ACH-000228,-1.4519374699399998
ACH-000231,-1.2250807425499999
ACH-000232,-1.7392533754700001
ACH-000233,-1.70994620043
ACH-000234,-2.12134491859
ACH-000235,-1.6147306227399998
ACH-000237,-1.84881734252
ACH-000238,-1.32456131291
ACH-000243,-1.35672606352
ACH-000244,-1.38788017527
ACH-000246,-1.65630093454
ACH-000248,-1.5347694278100001
ACH-000250,-1.7504580679700001
ACH-000251,-1.49875195528
ACH-000253,-1.69768811557
ACH-000255,-1.3851395822600001
ACH-000256,-1.4508046273100001
ACH-000257,-0.827830609131
ACH-000258,-1.5417532104299998
ACH-000259,-1.31166741039
ACH-000260,-1.30163896424
ACH-000261,-1.4304953198800001
ACH-000262,-1.58156618829
ACH-000263,-1.28856183018
ACH-000264,-1.17303337463
ACH-000265,-1.36621961722
ACH-000266,-1.35063321814
ACH-000272,-1.5062957357
ACH-000273,-1.43481419613
ACH-000274,-1.54158847921
ACH-000277,-1.11530713081
ACH-000278,-1.58649910072
ACH-000279,-1.5548959924899999
ACH-000280,-1.48701524119
ACH-000281,-1.70524335808
ACH-000288,-1.3499937554399999
ACH-000291,-1.6467354810100001
ACH-000293,-1.3156777869399998
ACH-000294,-1.3341376127
ACH-000295,-1.16323032791
ACH-000296,-1.32397326164
ACH-000302,-1.92572837881
ACH-000304,-1.43139418139
ACH-000307,-1.8080693001400003
ACH-000308,-1.2126010814700001
ACH-000310,-1.3165127455399999
ACH-000311,-1.5883195859900001
ACH-000312,-1.21091237816
ACH-000315,-1.40578074241
ACH-000316,-1.1233981410299998
ACH-000317,-1.0584820754000002
ACH-000318,-1.3973179662600002
ACH-000319,-1.42741470641
ACH-000320,-1.43237391253
ACH-000322,-0.996783215172
ACH-000323,-1.4810302926299999
ACH-000324,-1.1483136433399999
ACH-000329,-1.26453451974
ACH-000330,-1.54511516558
ACH-000331,-1.42024486007
ACH-000332,-1.7957551079700003
ACH-000334,-1.4262720234000001
ACH-000335,-1.4129279108500001
ACH-000336,-1.4352778746000001
ACH-000337,-1.35989127988
ACH-000339,-1.44414927315
ACH-000341,-1.6679302853600002
ACH-000348,-1.4689397619100002
ACH-000350,-1.61646588653
ACH-000352,-1.5770582879799997
ACH-000356,-1.1416911786200001
ACH-000361,-1.30561906263
ACH-000362,-1.4183058480200001
ACH-000363,-1.46399851086
ACH-000364,-1.65809732716
ACH-000365,-1.26291292375
ACH-000366,-1.62519823134
ACH-000368,-1.26280805138
ACH-000374,-1.22754183233
ACH-000375,-1.26530611271
ACH-000376,-1.26191695784
ACH-000381,-1.29123478078
ACH-000383,-1.72063285306
ACH-000387,-1.07505937259
ACH-000389,-1.1367778088299998
ACH-000390,-1.61482401613
ACH-000393,-1.2012778267
ACH-000395,-1.78008342132
ACH-000397,-1.22557850638
ACH-000401,-1.7853308491099997
ACH-000402,-1.5335719920200002
ACH-000403,-1.3095581156
ACH-000404,-1.68100417609
ACH-000406,-1.7454394133099997
ACH-000407,-1.4556484328400001
ACH-000408,-1.2279540334399999
ACH-000410,-1.49915969372
ACH-000411,-1.5235566304600001
ACH-000414,-1.8704747052000001
ACH-000415,-1.14158721132
ACH-000416,-1.3568233728999999
ACH-000420,-1.2863209071500001
ACH-000421,-1.5098863597999999
ACH-000424,-1.09955916969
ACH-000425,-1.25676007684
ACH-000426,-1.6738204510899999
ACH-000427,-1.52618155335
ACH-000433,-1.62707421211
ACH-000436,-1.1970434499
ACH-000444,-1.3194288565799999
ACH-000445,-1.2820275588299999
ACH-000448,-1.26929112704
ACH-000450,-1.2725973608399999
ACH-000452,-1.5746482383700002
ACH-000454,-1.8174417105
ACH-000458,-1.53174226614
ACH-000459,-1.68308135866
ACH-000460,-1.27493158648
ACH-000461,-1.91762961176
ACH-000463,-1.33522396046
ACH-000464,-1.56097029898
ACH-000466,-1.61013550311
ACH-000467,-1.26347402251
ACH-000468,-1.04713212719
ACH-000469,-1.16649533525
ACH-000470,-1.20442921829
ACH-000471,-1.41934315227
ACH-000472,-1.26471151763
ACH-000473,-1.566071286
ACH-000475,-1.3721455357499999
ACH-000476,-1.2529264207700002
ACH-000477,-2.14988273657
ACH-000480,-1.29819751083
ACH-000481,-1.3307462702700001
ACH-000483,-1.57688899799
ACH-000484,-1.23587967674
ACH-000485,-1.57328014993
ACH-000486,-1.61785891301
ACH-000487,-1.4839330690299999
ACH-000488,-1.3645093526700003
ACH-000490,-1.5001065487099998
ACH-000491,-1.72770946
ACH-000495,-1.5857960978799999
ACH-000496,-1.6026138350299999
ACH-000499,-1.49660065241
ACH-000500,-1.7417692385799999
ACH-000502,-1.37482394057
ACH-000503,-1.56075410557
ACH-000505,-1.9209072762000001
ACH-000507,-1.25868935574
ACH-000510,-1.3648158960299999
ACH-000511,-1.33332275325
ACH-000512,-1.40744673315
ACH-000516,-1.21767042656
ACH-000517,-1.06711741448
ACH-000518,-1.20900620066
ACH-000520,-1.3877457519799998
ACH-000521,-1.34541465354
ACH-000522,-1.3426751765
ACH-000524,-1.75593526408
ACH-000527,-1.27571022309
ACH-000528,-1.29231722153
ACH-000537,-1.0342712194099999
ACH-000541,-1.37593781136
ACH-000542,-1.58030930893
ACH-000544,-1.56929790783
ACH-000545,-1.5750927831700001
ACH-000547,-1.43353517784
ACH-000548,-1.1735373567
ACH-000549,-1.6108225194299999
ACH-000550,-1.3853095932700001
ACH-000552,-1.7132177612000001
ACH-000556,-1.56603392372
ACH-000557,-1.5032359026700002
ACH-000570,-1.45988284463
ACH-000571,-1.5905553116799998
ACH-000573,-1.35653584862
ACH-000576,-1.32599434883
ACH-000580,-1.2219844307899999
ACH-000584,-1.3522853024
ACH-000585,-1.2321588764700002
ACH-000588,-1.2201754431899998
ACH-000589,-1.71485587681
ACH-000591,-1.75402853098
ACH-000593,-1.5199673189200003
ACH-000600,-1.5413915566299998
ACH-000601,-1.60545945726
ACH-000604,-1.4817518465700001
ACH-000605,-1.10885192478
ACH-000606,-1.15072050699
ACH-000608,-2.00417780354
ACH-000614,-1.39077975889
ACH-000616,-1.34912711053
ACH-000618,-1.28752883685
ACH-000619,-1.5632537757299998
ACH-000620,-1.7692722320200003
ACH-000621,-1.4147535978
ACH-000622,-1.3089640393000002
ACH-000623,-1.6438273039200002
ACH-000624,-1.3168977537200002
ACH-000627,-1.5822928262399998
ACH-000630,-1.47362744815
ACH-000632,-1.29347744271
ACH-000633,-2.09248630301
ACH-000637,-1.4045153637299999
ACH-000638,-1.46158352178
ACH-000646,-1.56278558086
ACH-000647,-1.4706022890700001
ACH-000648,-1.5144945792299997
ACH-000649,-1.4782584948500002
ACH-000651,-1.31361602597
ACH-000652,-1.69632678801
ACH-000653,-1.47787964644
ACH-000657,-1.67209408074
ACH-000658,-1.35044034002
ACH-000661,-1.64665306176
ACH-000662,-1.34260200459
ACH-000663,-1.3163150838600002
ACH-000665,-1.30867345789
ACH-000671,-1.6763278250600002
ACH-000673,-1.21577299746
ACH-000676,-1.25112966492
ACH-000677,-1.9075446938999998
ACH-000681,-2.02787564077
ACH-000682,-1.6163985169
ACH-000683,-1.6412895355300001
ACH-000684,-1.41944153171
ACH-000688,-1.45968482357
ACH-000693,-1.3879373672400002
ACH-000694,-1.26196258871
ACH-000695,-1.42402985834
ACH-000696,-1.2105569224400001
ACH-000697,-1.44111867434
ACH-000699,-1.7016261236899999
ACH-000701,-2.07076416967
ACH-000706,-1.60393686037
ACH-000711,-1.34534102993
ACH-000713,-1.09719434407
ACH-000714,-1.37043262933
ACH-000718,-1.1699812859799998
ACH-000720,-1.5623728144799998
ACH-000721,-1.41612782695
ACH-000724,-2.0079649751499997
ACH-000725,-1.1955441125
ACH-000732,-1.21389130896
ACH-000734,-1.7059636977200001
ACH-000735,-1.70186105431
ACH-000736,-1.38896322361
ACH-000738,-1.41081623412
ACH-000746,-1.53218981393
ACH-000747,-1.4390795449200002
ACH-000748,-1.44277068412
ACH-000753,-1.08579875078
ACH-000756,-1.6566665818700002
ACH-000757,-1.5685906545299997
ACH-000758,-1.4039672105899998
ACH-000760,-1.5949606288799998
ACH-000763,-1.49919310355
ACH-000764,-1.2057403077600002
ACH-000765,-1.56069593065
ACH-000766,-1.4160308320100001
ACH-000767,-1.66635134639
ACH-000768,-1.2460201498899999
ACH-000769,-1.5125206773
ACH-000770,-1.30531546914
ACH-000771,-1.4081596534
ACH-000773,-1.6150633136
ACH-000776,-1.44347632876
ACH-000777,-1.66071751761
ACH-000778,-1.03621778168
ACH-000781,-1.6973614109000001
ACH-000782,-1.3759064268099999
ACH-000783,-1.51704228557
ACH-000784,-1.73326253569
ACH-000785,-1.40040668019
ACH-000787,-1.40147162318
ACH-000788,-1.6338325759399999
ACH-000791,-1.4591290804799997
ACH-000792,-1.7446540633
ACH-000794,-1.53450633704
ACH-000796,-1.47084258468
ACH-000799,-1.3641543256
ACH-000800,-0.988257138008
ACH-000802,-1.2001695028100001
ACH-000804,-1.7528869194099999
ACH-000805,-1.81962185565
ACH-000809,-1.7197424542
ACH-000810,-1.7931715206799999
ACH-000811,-1.6924685857
ACH-000817,-1.32525192006
ACH-000819,-1.28135401419
ACH-000820,-1.18551208849
ACH-000821,-1.6346871596700001
ACH-000822,-1.51570254109
ACH-000823,-1.46432663426
ACH-000824,-1.60673250687
ACH-000827,-1.32838589752
ACH-000829,-1.7570457105300001
ACH-000831,-1.5853433626
ACH-000832,-1.18436287281
ACH-000833,-1.8673934126299998
ACH-000834,-1.5815407514200002
ACH-000835,-1.20822936421
ACH-000836,-1.44749246028
ACH-000837,-1.27022052218
ACH-000838,-1.2811359531
ACH-000839,-1.67930137637
ACH-000840,-1.07860184568
ACH-000841,-1.36788891454
ACH-000843,-1.57355214884
ACH-000846,-1.4376330070399999
ACH-000847,-1.2917446832
ACH-000848,-1.5892533485299998
ACH-000849,-1.25154236946
ACH-000851,-1.0713587843799999
ACH-000855,-1.0944565225799998
ACH-000856,-1.63034489521
ACH-000858,-1.5056551803100002
ACH-000859,-1.44518095717
ACH-000861,-1.7468120056599998
ACH-000862,-1.56622430989
ACH-000865,-1.5805792152899998
ACH-000866,-1.36080849153
ACH-000867,-1.68511234107
ACH-000869,-1.31722956983
ACH-000872,-1.54368678414
ACH-000873,-1.24527907876
ACH-000876,-1.75011574941
ACH-000878,-1.53144220061
ACH-000880,-1.40210080823
ACH-000881,-1.3571666953200001
ACH-000882,-1.2903079209000001
ACH-000884,-1.06861946085
ACH-000885,-1.44716673347
ACH-000887,-1.68388038925
ACH-000888,-1.27299025812
ACH-000889,-1.25100205138
ACH-000890,-1.3638134973299998
ACH-000896,-1.4177705247299999
ACH-000898,-1.2126325413299999
ACH-000900,-1.3549926192
ACH-000901,-1.25465928562
ACH-000905,-1.35069477509
ACH-000906,-1.54138713809
ACH-000907,-1.0820238633700001
ACH-000910,-1.6145166195200003
ACH-000911,-1.2993047247799998
ACH-000912,-1.23877067363
ACH-000913,-1.5409057603299998
ACH-000915,-1.1998722953
ACH-000916,-1.84673160322
ACH-000917,-1.30277230372
ACH-000921,-1.1775696074700002
ACH-000924,-1.45479136623
ACH-000926,-1.7406824654099997
ACH-000928,-1.11276472374
ACH-000929,-1.4441464137
ACH-000932,-1.33387519196
ACH-000935,-1.58916691275
ACH-000936,-1.65183146665
ACH-000937,-1.27866573267
ACH-000938,-1.38999046318
ACH-000939,-1.46840365503
ACH-000941,-1.56431146067
ACH-000943,-1.64216587622
ACH-000946,-1.29995217453
ACH-000947,-1.47553275085
ACH-000948,-1.5785183738600002
ACH-000950,-1.1279781289200002
ACH-000953,-1.35042043549
ACH-000957,-1.24622670102
ACH-000958,-1.36472542479
ACH-000960,-1.40030297534
ACH-000963,-1.28285906263
ACH-000968,-1.56681695188
ACH-000969,-1.3853643779499998
ACH-000973,-1.4714521328799999
ACH-000974,-1.40766946979
ACH-000975,-1.29589281798
ACH-000976,-1.28760469241
ACH-000978,-1.41744721905
ACH-000980,-1.27435757257
ACH-000984,-1.31872199775
ACH-000986,-1.31185615469
ACH-000988,-1.6390274630300001
ACH-000993,-1.40981673898
ACH-000994,-1.77422887482
ACH-000996,-1.39217835936
ACH-001001,-1.45398471238
ACH-001020,-1.4383911928100002
ACH-001028,-1.53355840944
ACH-001031,-1.68060386933
ACH-001038,-1.35090436183
ACH-001048,-1.54863125181
ACH-001050,-1.3362240670799999
ACH-001053,-1.3749478940600002
ACH-001054,-0.8997035179970001
ACH-001061,-1.20292229242
ACH-001067,-1.24107250249
ACH-001075,-1.5201480408799999
ACH-001096,-1.38843545945
ACH-001128,-1.5153667713999999
ACH-001134,-1.2246425186299998
ACH-001151,-1.35777261246
ACH-001163,-1.1791364985500001
ACH-001164,-1.6020939739500002
ACH-001173,-1.2647499661700001
ACH-001183,-1.38372836685
ACH-001184,-1.4856150796899998
ACH-001190,-1.06966538552
ACH-001192,-1.70418086614
ACH-001193,-1.3713491875600001
ACH-001196,-1.4225576150600001
ACH-001197,-1.6280952807700002
ACH-001205,-1.37587374266
ACH-001211,-1.72396959248
ACH-001212,-1.9291266763599997
ACH-001228,-1.72733926506
ACH-001232,-1.49263180794
ACH-001239,-1.67062248807
ACH-001274,-1.54226290356
ACH-001275,-1.5579363292500001
ACH-001277,-1.42225716918
ACH-001278,-1.7110205557700002
ACH-001280,-1.41781324027
ACH-001283,-1.3078624058200001
ACH-001289,-1.5013242842899999
ACH-001295,-1.50458654897
ACH-001300,-1.2877828797
ACH-001301,-1.32987550189
ACH-001302,-1.56627827324
ACH-001303,-1.29540978031
ACH-001306,-1.2878031110400001
ACH-001318,-1.6586492411000002
ACH-001322,-1.30964839811
ACH-001328,-1.57362904116
ACH-001332,-1.3833087721700001
ACH-001333,-1.3922066587600002
ACH-001336,-1.24959978791
ACH-001340,-1.21594558334
ACH-001346,-1.40637169753
ACH-001353,-1.4202980295200003
ACH-001354,-1.07970708255
ACH-001367,-1.4501937804700002
ACH-001368,-1.35145108553
ACH-001374,-0.833218432527
ACH-001375,-1.4331029401299997
ACH-001377,-1.3114108660500001
ACH-001380,-1.4945797014200002
ACH-001391,-1.44049259972
ACH-001407,-1.59547819058
ACH-001408,-1.6882832673500001
ACH-001413,-1.0836316395799999
ACH-001430,-1.36694444377
ACH-001431,-1.39481081896
ACH-001450,-1.46935911264
ACH-001496,-1.51461343581
ACH-001500,-1.4353710449000001
ACH-001521,-1.53930824549
ACH-001523,-1.46215839852
ACH-001532,-1.6204558204700001
ACH-001536,-1.51117484995
ACH-001550,-1.35482640667
ACH-001552,-1.4891652272799998
ACH-001554,-1.7543876675299999
ACH-001645,-1.44058175244
ACH-001654,-1.17267550244
ACH-001715,-1.29259571311
ACH-001735,-1.4564917702000002
ACH-001736,-1.37093226361
ACH-001737,-1.58701845085
ACH-001740,-1.78264461162
ACH-001745,-1.31928810451
ACH-001750,-1.54836858636
ACH-001765,-1.63415265683
ACH-001956,-1.26176226555
ACH-001957,-1.25032687629
