,TAX1BP1 (8887)
ACH-000004,0.103670950143
ACH-000007,0.0416295868474
ACH-000009,-0.154323663481
ACH-000011,-0.4455120998899999
ACH-000012,-0.39667166432499995
ACH-000013,-0.35002797918399997
ACH-000014,-0.17965506262400002
ACH-000015,-0.151160353081
ACH-000017,-0.018150645732599998
ACH-000018,-0.33556987958000006
ACH-000019,-0.172532578777
ACH-000021,-0.14486724502599999
ACH-000022,-0.225769819857
ACH-000025,-0.8319434969149999
ACH-000028,-0.33800571290299997
ACH-000030,-0.311968796544
ACH-000035,-0.252959188704
ACH-000036,-0.29406939208099997
ACH-000037,-0.155036233992
ACH-000039,-0.07008453137569999
ACH-000040,-0.14936574930500002
ACH-000041,-0.22270291732099998
ACH-000042,-0.299164580844
ACH-000045,-0.14406650495999998
ACH-000047,-0.18157270360999997
ACH-000052,-0.307558426723
ACH-000053,-0.188786610493
ACH-000054,-0.227015807429
ACH-000055,-0.100277234701
ACH-000060,-0.041064427605199995
ACH-000067,-0.5258309168299999
ACH-000070,-0.07158266804130001
ACH-000075,-0.118669152275
ACH-000078,-0.171491496582
ACH-000082,-0.18824218327599998
ACH-000085,-0.138546444884
ACH-000086,-0.143759579705
ACH-000087,-0.135276256458
ACH-000092,-0.203941258015
ACH-000095,-0.13684553883199999
ACH-000097,-0.049103236918000004
ACH-000098,-0.38540751802100004
ACH-000099,-0.0940779025093
ACH-000108,-0.161411330624
ACH-000113,-0.10460240780999999
ACH-000115,-0.294181164036
ACH-000116,-0.133360548254
ACH-000118,-0.10327451954299999
ACH-000120,-0.223536728444
ACH-000123,-0.2460103879
ACH-000127,-0.341278047975
ACH-000128,-0.459303327074
ACH-000132,-0.0989111389644
ACH-000133,-0.282474992601
ACH-000137,-0.214630195746
ACH-000138,-0.0809226434507
ACH-000142,-0.365016200986
ACH-000143,-0.151045524304
ACH-000146,-0.053651130892
ACH-000148,-0.055898814133099994
ACH-000150,-0.049329896294900005
ACH-000152,-0.022325622264400005
ACH-000153,-0.231541643661
ACH-000159,-0.14051592524599998
ACH-000160,-0.245409400176
ACH-000163,-0.178040657446
ACH-000167,-0.525836340113
ACH-000168,-0.12314691138499999
ACH-000169,-0.027827971183099997
ACH-000178,-0.22638006977800001
ACH-000182,-0.224183576945
ACH-000183,-0.044818607060199994
ACH-000188,-0.133098122486
ACH-000189,-0.19403995045400002
ACH-000190,-0.426655993003
ACH-000198,-0.106396993348
ACH-000204,-0.000906968077878
ACH-000206,-0.0141365592234
ACH-000207,-0.154002340943
ACH-000211,-0.31982984873000003
ACH-000215,-0.035823992791499996
ACH-000221,-0.04910491492380001
ACH-000222,-0.09851679869789999
ACH-000223,-0.13492275024800002
ACH-000226,-0.173493529353
ACH-000227,-0.205134298671
ACH-000228,-0.35855629630999997
ACH-000231,-0.20468857417599998
ACH-000232,-0.0264756251427
ACH-000233,-0.292259566862
ACH-000234,-0.393749273472
ACH-000235,-0.139090579811
ACH-000237,-0.536896309222
ACH-000238,-0.413829586122
ACH-000243,-0.0825475147655
ACH-000244,-0.327583094827
ACH-000246,-0.271730873194
ACH-000248,-0.138178204469
ACH-000250,-0.33288200493000003
ACH-000251,-0.130498630628
ACH-000253,0.00710895759473
ACH-000255,-0.37024874948799996
ACH-000256,-0.101779293576
ACH-000257,-0.168333993669
ACH-000258,0.152956998833
ACH-000259,-0.218160451078
ACH-000260,-0.09830443429369999
ACH-000261,-0.0495152541143
ACH-000262,-0.42342911739100003
ACH-000263,-0.009305582332059999
ACH-000264,-0.242550996859
ACH-000265,-0.102918517955
ACH-000266,-0.357567477265
ACH-000272,-0.123195812518
ACH-000273,-0.048135014480900004
ACH-000274,-0.157761178064
ACH-000277,-0.144915272004
ACH-000278,-0.292787123012
ACH-000279,-0.232151462865
ACH-000280,-0.188624344705
ACH-000281,-0.043862387664900006
ACH-000288,-0.162269528682
ACH-000291,-0.25644277681600003
ACH-000293,-0.28890882679900004
ACH-000294,-0.04518320199609999
ACH-000295,-0.185473325353
ACH-000296,-0.398969201681
ACH-000302,-0.0851495781738
ACH-000304,-0.2531210417
ACH-000307,-0.0960295114489
ACH-000308,-0.22920517328
ACH-000310,-0.211213309484
ACH-000311,-0.20905096705600001
ACH-000312,-0.278682189797
ACH-000315,-0.028642877066700004
ACH-000316,-0.35932292285800005
ACH-000317,-0.0717324218052
ACH-000318,-0.238169164297
ACH-000319,-0.139609785859
ACH-000320,-0.11838619908399999
ACH-000322,-0.180485573012
ACH-000323,-0.0904063998568
ACH-000324,-0.38440461795100006
ACH-000329,-0.155433697741
ACH-000330,0.07841679421400001
ACH-000331,0.0352622925173
ACH-000332,-0.27027184071800003
ACH-000334,0.213675552537
ACH-000335,-0.461259236745
ACH-000336,-0.21126777442699998
ACH-000337,-0.258629920707
ACH-000339,-0.475541842939
ACH-000341,-0.293999423452
ACH-000348,-0.056089184319
ACH-000350,-0.30153990774399997
ACH-000352,-0.0816704865338
ACH-000356,-0.238602526744
ACH-000361,0.038279978995800004
ACH-000362,-0.18778437955
ACH-000363,-0.162465385965
ACH-000364,-0.270738980954
ACH-000365,-0.0825948497237
ACH-000366,0.119015478549
ACH-000368,-0.0917367222827
ACH-000374,-0.0760083346689
ACH-000375,-0.299592539318
ACH-000376,-0.029290865364700002
ACH-000381,-0.112896814562
ACH-000383,-0.1840216948
ACH-000387,-0.150805058985
ACH-000389,-0.361832379901
ACH-000390,-0.136257848397
ACH-000393,-0.271974032396
ACH-000395,-0.349631891175
ACH-000397,-0.320407959529
ACH-000401,-0.213560747617
ACH-000402,-0.401311288664
ACH-000403,-0.16053213875
ACH-000404,-0.7598973017280001
ACH-000406,-0.04372540546130001
ACH-000407,0.006181125770810001
ACH-000408,-0.0138763853351
ACH-000410,0.0185231611208
ACH-000411,-0.327135572679
ACH-000414,-0.04221238068369999
ACH-000415,-0.46154452711099997
ACH-000416,-0.24449267004
ACH-000420,-0.0839523081823
ACH-000421,-0.0981996269862
ACH-000424,0.0675274536633
ACH-000425,-0.289962761497
ACH-000426,-0.319400267173
ACH-000427,-0.288584604749
ACH-000433,-0.254318042414
ACH-000436,0.00945171974779
ACH-000444,-0.0921727496648
ACH-000445,-0.130165835601
ACH-000448,-0.119760895261
ACH-000450,-0.0562462613754
ACH-000452,-0.22850406420000002
ACH-000454,-0.40256230075599997
ACH-000458,-0.074233762218
ACH-000459,-0.41617496184
ACH-000460,-0.16912994685
ACH-000461,-0.256998300846
ACH-000463,-0.18576983606199998
ACH-000464,0.175158644222
ACH-000466,-0.328551797505
ACH-000467,-0.0980330004293
ACH-000468,-0.252611306152
ACH-000469,-0.17153143307500002
ACH-000470,-0.60096246756
ACH-000471,-0.272421955627
ACH-000472,-0.114123004662
ACH-000473,-0.259325120551
ACH-000475,-0.17261224885899998
ACH-000476,-0.23120261575399997
ACH-000477,-0.307626595613
ACH-000480,-0.193884470942
ACH-000481,-0.355411610541
ACH-000483,-0.027000803783
ACH-000484,-0.307171639792
ACH-000485,-0.471772705771
ACH-000486,-0.23030280814800003
ACH-000487,-0.0984308509309
ACH-000488,-0.225089683578
ACH-000490,-0.39208221168000007
ACH-000491,-0.041069939912900005
ACH-000495,-0.308162628665
ACH-000496,-0.313696128584
