,TAX1BP1 (8887)
ACH-000499,-0.016815229595899997
ACH-000500,0.393484148459
ACH-000502,-0.596187150381
ACH-000503,-0.10045713753499999
ACH-000505,-0.171929978255
ACH-000507,-0.201366898783
ACH-000510,-0.282929929615
ACH-000511,-0.166782971849
ACH-000512,-0.0891245082065
ACH-000516,-0.0423513125519
ACH-000517,-0.053677767953699995
ACH-000518,-0.288531635981
ACH-000520,-0.289151459859
ACH-000521,-0.24239394200999997
ACH-000522,-0.0899840132358
ACH-000524,-0.397853511135
ACH-000527,-0.188504466999
ACH-000528,-0.154266926049
ACH-000537,-0.21675665359000001
ACH-000541,-0.06258236012230001
ACH-000542,-0.25375793579
ACH-000544,-0.36239365714599997
ACH-000545,-0.294122815748
ACH-000547,-0.18075245469
ACH-000548,-0.174633897999
ACH-000549,-0.236082844953
ACH-000550,-0.262608547464
ACH-000552,-0.305214588266
ACH-000556,-0.208463057017
ACH-000557,-0.048459798468699994
ACH-000570,-0.287754848823
ACH-000571,-0.182835432419
ACH-000573,-0.240943292681
ACH-000576,-0.200446494993
ACH-000580,-0.23311608621
ACH-000584,-0.0936094711612
ACH-000585,-0.024409531890400002
ACH-000588,-0.10730323705299999
ACH-000589,-0.31040842641800004
ACH-000591,-0.115336701241
ACH-000593,-0.0636383563411
ACH-000600,-0.539189857091
ACH-000601,-0.21363129118000002
ACH-000604,-0.177755318356
ACH-000605,-0.052936172964500004
ACH-000606,-0.17820136480300003
ACH-000608,-0.268314373155
ACH-000614,-0.560549081064
ACH-000616,-0.26444949183899996
ACH-000618,-0.33739133322899995
ACH-000619,-0.122426375517
ACH-000620,-0.17843348617199997
ACH-000621,-0.13194620072000002
ACH-000622,-0.545881299639
ACH-000623,0.0975877862068
ACH-000624,-0.131824437096
ACH-000627,-0.258667199088
ACH-000630,-0.19489880045699998
ACH-000632,-0.22111990094099998
ACH-000633,-0.196489632755
ACH-000637,-0.13091718679199998
ACH-000638,-0.152350993165
ACH-000646,-0.321136146279
ACH-000647,-0.053975665665600005
ACH-000648,-0.7440522952509999
ACH-000649,-0.221268543087
ACH-000651,-0.123225148897
ACH-000652,-0.223716726211
ACH-000653,-0.251834424589
ACH-000657,-0.094774703884
ACH-000658,-0.24123304549400001
ACH-000661,-0.34188360032399995
ACH-000662,-0.0808759651886
ACH-000663,-0.898514559207
ACH-000665,-0.280986858006
ACH-000671,-0.153139741564
ACH-000673,-0.28808848322299996
ACH-000676,-0.367648043333
ACH-000677,-0.182722741981
ACH-000681,-0.0831841862562
ACH-000682,-0.288030714359
ACH-000683,0.0828937975858
ACH-000684,-0.528832085568
ACH-000688,0.200793086699
ACH-000693,-0.0860230439742
ACH-000694,-0.22243828638000002
ACH-000695,-0.0705452554175
ACH-000696,-0.36887294699600004
ACH-000697,-0.171001418409
ACH-000699,-0.253895019806
ACH-000701,-0.057317502246000004
ACH-000706,-0.151828752156
ACH-000711,-0.228688296248
ACH-000713,-0.61059318567
ACH-000714,0.0701927842645
ACH-000718,-0.183731445597
ACH-000720,-0.139267324962
ACH-000721,-0.140837217836
ACH-000724,0.011212968475399999
ACH-000725,0.310070729611
ACH-000732,-0.18850653950500001
ACH-000734,-0.0755676037379
ACH-000735,-0.19370587409899997
ACH-000736,-0.275915351422
ACH-000738,-0.0421778589702
ACH-000746,0.0935888804782
ACH-000747,-0.18097761657900002
ACH-000748,-0.148875716445
ACH-000753,-0.26421939882199996
ACH-000756,-0.235410926757
ACH-000757,-0.21244971535799997
ACH-000758,-0.27552645167
ACH-000760,-0.163320549067
ACH-000763,-0.154510907882
ACH-000764,-0.33864169514200004
ACH-000765,-0.131170215802
ACH-000766,-0.0835471218042
ACH-000767,0.174397107422
ACH-000768,-0.285467992908
ACH-000769,-0.24290657863600001
ACH-000770,-0.13606138514
ACH-000771,-0.2545872141
ACH-000773,-0.265394081893
ACH-000776,-0.23111882632599998
ACH-000777,-0.014655860014799998
ACH-000778,-0.24127433083
ACH-000781,-0.239282034379
ACH-000782,-0.170812382175
ACH-000783,-0.277375859326
ACH-000784,-0.043851800438
ACH-000785,-0.218045236092
ACH-000787,-0.0723867266572
ACH-000788,-0.20562090298900002
ACH-000791,-0.07181279026560002
ACH-000792,-0.158711517031
ACH-000794,-0.30937262950100003
ACH-000796,-0.38189501973000006
ACH-000799,-0.12482499552300001
ACH-000800,-0.10885376498600001
ACH-000802,-0.0658823140592
ACH-000804,-0.34170221088799996
ACH-000805,-0.160338430068
ACH-000809,-0.0981849097312
ACH-000810,-0.354044778167
ACH-000811,-0.5877223326150001
ACH-000817,-0.029835272626099998
ACH-000819,-0.0902812945126
ACH-000820,-0.797423154068
ACH-000821,-0.00957265231217
ACH-000822,-0.174528705701
ACH-000823,-0.0781994062155
ACH-000824,-0.133303041501
ACH-000827,-0.257449693658
ACH-000829,-0.17786980170000002
ACH-000831,-0.18670895637499998
ACH-000832,-0.08963434517850001
ACH-000833,0.299474526255
ACH-000834,-0.234069127282
ACH-000835,-0.312684717902
ACH-000836,-0.282330916313
ACH-000837,-0.45440165571099994
ACH-000838,-0.09777401785749999
ACH-000839,-0.31728390194899997
ACH-000840,-0.341968292883
ACH-000841,-0.324387532616
ACH-000843,-0.423832306741
ACH-000846,0.0779449929985
ACH-000847,-0.10949238054000002
ACH-000848,-0.114067218828
ACH-000849,-0.196988831448
ACH-000851,-0.282173688096
ACH-000855,0.137222468525
ACH-000856,-0.627802656811
ACH-000858,-0.245599662577
ACH-000859,-0.26283567524
ACH-000861,-0.34797757683499997
ACH-000862,-0.037455740947699996
ACH-000865,-0.0879739105472
ACH-000866,-0.0905540360072
ACH-000867,-0.15797297363399998
ACH-000869,-0.0014570210692300002
ACH-000872,-0.177605791052
ACH-000873,-0.140153533081
ACH-000876,-0.131325197675
ACH-000878,0.0225134109815
ACH-000880,-0.07653926706610001
ACH-000881,-0.319715878883
ACH-000882,-0.150725980164
ACH-000884,-0.31397175496
ACH-000885,-0.344261475148
ACH-000887,-0.23559227373599997
ACH-000888,-0.3289437929
ACH-000889,-0.115806645854
ACH-000890,-0.11675625342399999
ACH-000896,-0.305034284374
ACH-000898,-0.32188074492400004
ACH-000900,-0.223248039997
ACH-000901,-0.23228826861699997
ACH-000905,-0.31981512898200004
ACH-000906,-0.25404007847800003
ACH-000907,-0.0603802944302
ACH-000910,-0.15805105705800002
ACH-000911,-0.193121735017
ACH-000912,-0.0350788000147
ACH-000913,-0.0730144917628
ACH-000915,-0.205880633235
ACH-000916,-0.5326269162030001
ACH-000917,-0.155986824586
ACH-000921,-0.10590036808299999
ACH-000924,-0.303010387486
ACH-000926,0.00826739664761
ACH-000928,-0.30553717808200004
ACH-000929,-0.276637549788
ACH-000932,-0.06389547377780001
ACH-000935,-0.333274685182
ACH-000936,-0.422056019581
ACH-000937,-0.146410865631
ACH-000938,0.0881211852178
ACH-000939,-0.25465997391999995
ACH-000941,-0.047117286217
ACH-000943,-0.14175961215900001
ACH-000946,-0.12967499844799998
ACH-000947,-0.127313622139
ACH-000948,-0.231050120621
ACH-000950,-0.104607817677
ACH-000953,-0.044656704814400004
ACH-000957,-0.130835641939
ACH-000958,-0.43191600296599997
ACH-000960,-0.17980417551
ACH-000963,0.00755297455886
ACH-000968,-0.276363146442
ACH-000969,-0.472470506401
ACH-000973,-0.310094518029
ACH-000974,-0.339893445047
ACH-000975,-0.0724600251959
ACH-000976,-0.14740246411900002
ACH-000978,-0.35068555617299996
ACH-000980,-0.0907091600098
ACH-000984,-0.100044924774
ACH-000986,-0.28757508393000003
ACH-000988,-0.141735116436
ACH-000993,-0.30637806387899996
ACH-000994,-0.102334082575
ACH-000996,-0.271258572539
ACH-001001,-0.256951653789
ACH-001020,-0.24811514640000001
ACH-001028,-0.258028766603
ACH-001031,-0.0653909417062
ACH-001038,-0.258803885897
ACH-001048,-0.244022345035
ACH-001050,-0.156875653655
ACH-001053,-0.100572730615
ACH-001054,-0.09347918948999999
ACH-001061,-0.598446917914
ACH-001067,-0.213697252585
ACH-001075,-0.08861074153449999
ACH-001096,-0.14044973575
ACH-001128,-0.282683081677
ACH-001134,-0.104710198826
ACH-001151,-0.055297664441599996
ACH-001163,-0.465184965558
ACH-001164,-0.227940261809
ACH-001173,-0.067854203719
ACH-001183,-0.196207437612
ACH-001184,-0.095377827589
ACH-001190,-0.412303559529
ACH-001192,-0.023141750562900004
ACH-001193,-0.274972469276
ACH-001196,-0.11237271761199999
ACH-001197,-0.140382790123
ACH-001205,-0.30356386353
ACH-001211,-0.265992749934
ACH-001212,-0.00171389093042
ACH-001228,-0.08707007370389999
ACH-001232,-0.148765826145
ACH-001239,-0.21928870409200002
ACH-001274,-0.361502605456
ACH-001275,-0.169820693054
ACH-001277,-0.0564808724575
ACH-001278,-0.20560765301800002
ACH-001280,-0.149759496917
ACH-001283,-0.271792960917
ACH-001289,-0.228053101015
ACH-001295,-0.0200613129969
ACH-001300,-0.20463259957000002
ACH-001301,-0.00635549305007
ACH-001302,0.11247477899599999
ACH-001303,0.051613062960099994
ACH-001306,-0.23804391371
ACH-001318,-0.0562751873049
ACH-001322,0.00283412487066
ACH-001328,-0.35734101677599994
ACH-001332,-0.138724383894
ACH-001333,-0.313774055675
ACH-001336,-0.129472266932
ACH-001340,-0.358483142828
ACH-001346,-0.21147890492899998
ACH-001353,-0.22304697893800002
ACH-001354,-0.253393169933
ACH-001367,-0.19078094126800002
ACH-001368,-0.273065253082
ACH-001374,-0.48305480961999997
ACH-001375,-0.333134554154
ACH-001377,-0.242993369486
ACH-001380,-0.07142426286730001
ACH-001391,-0.259533619366
ACH-001407,-0.038146355538
ACH-001408,-0.165541845612
ACH-001413,-0.235551236807
ACH-001430,-0.38237811094499996
ACH-001431,-0.104674607978
ACH-001450,-0.299718045814
ACH-001496,-0.31814008114500003
ACH-001500,-0.0775689630348
ACH-001521,-0.00163889802066
ACH-001523,-0.218084362143
ACH-001532,-0.38471782850599995
ACH-001536,-0.27706016801
ACH-001550,-0.293677384484
ACH-001552,-0.282871720115
ACH-001554,-0.24440389386300002
ACH-001645,-0.38097047570200004
ACH-001654,-0.146018208419
ACH-001715,-0.332276346272
ACH-001735,-0.307915694633
ACH-001736,-0.259689617137
ACH-001737,-0.193245217071
ACH-001740,0.0236740006475
ACH-001745,-0.08416298259999999
ACH-001750,-0.0559662730774
ACH-001765,-0.125575188504
ACH-001956,-0.20049358967599998
ACH-001957,-0.38661148895999997
