,CBLC (23624)
ACH-000004,-0.0616265717418
ACH-000007,0.0373722489798
ACH-000009,-0.346333827454
ACH-000011,0.09905641350880001
ACH-000012,-0.00235313556496
ACH-000013,-0.20369676744000004
ACH-000014,-0.09623737161160001
ACH-000015,-0.195183962385
ACH-000017,0.0440521292146
ACH-000018,-0.253518436368
ACH-000019,-0.09758879380060001
ACH-000021,-0.240142216261
ACH-000022,-0.0730551823323
ACH-000025,-0.00204944355765
ACH-000028,0.023502553344799997
ACH-000030,-0.153035186357
ACH-000035,-0.0298833879818
ACH-000036,-0.119780822272
ACH-000037,0.032327101984599996
ACH-000039,-0.11619449599000001
ACH-000040,0.07883034122
ACH-000041,-0.0994705090252
ACH-000042,-0.0686464490485
ACH-000045,-0.182944797461
ACH-000047,-0.045189293382400006
ACH-000052,-0.18630769546300002
ACH-000053,-0.356144849697
ACH-000054,-0.0792113604789
ACH-000055,-0.179308545766
ACH-000060,0.033008073304
ACH-000067,-0.34027781646300004
ACH-000070,-0.0968473139839
ACH-000075,0.0687187600474
ACH-000078,0.0146044339405
ACH-000082,-0.184640667373
ACH-000085,-0.144535803544
ACH-000086,-0.133178316358
ACH-000087,0.0418008614122
ACH-000092,-0.16990017504299998
ACH-000095,-0.021382521217200003
ACH-000097,-0.225625738248
ACH-000098,-0.142090832395
ACH-000099,-0.0780468049545
ACH-000108,-0.228798149771
ACH-000113,-0.12800080196900002
ACH-000115,-0.05904497065019999
ACH-000116,-0.0639207543155
ACH-000118,-0.11427822068499999
ACH-000120,-0.060104802750699994
ACH-000123,-0.18766693959699998
ACH-000127,-0.07537503469210001
ACH-000128,-0.0191408948039
ACH-000132,0.00479321835196
ACH-000133,-0.22359545071999998
ACH-000137,-0.427894402301
ACH-000138,-0.20368628099599997
ACH-000142,-0.19647273315299998
ACH-000143,-0.15596930914100002
ACH-000146,-0.198295171415
ACH-000148,-0.0199692519707
ACH-000150,-0.05999731575180001
ACH-000152,-0.0819487773476
ACH-000153,-0.647259289428
ACH-000159,-0.125458900415
ACH-000160,-0.261102988067
ACH-000163,-0.051636315379800006
ACH-000167,0.170669596262
ACH-000168,-0.2030227142
