,ENAH (55740)
ACH-000004,0.12697481433900001
ACH-000007,0.20877658806
ACH-000009,0.014043164209799999
ACH-000011,-0.158795350968
ACH-000012,0.012177245890299998
ACH-000013,-0.16390015995100002
ACH-000014,0.25280303696999995
ACH-000015,0.0911042329459
ACH-000017,0.035225337800099996
ACH-000018,0.0223672718656
ACH-000019,-0.060924018409799996
ACH-000021,-0.0661295848838
ACH-000022,-0.0110656748186
ACH-000025,-0.0940713238648
ACH-000028,0.0012091452459500002
ACH-000030,-0.034640232034
ACH-000035,0.23174572893000003
ACH-000036,-0.042030672891300004
ACH-000037,-0.00441061200357
ACH-000039,0.31269414524
ACH-000040,-0.015569997969
ACH-000041,-0.117374848381
ACH-000042,0.0241735800707
ACH-000045,0.0446771233478
ACH-000047,-0.012539174268200002
ACH-000052,-0.0983574271173
ACH-000053,0.22727842312199997
ACH-000054,-0.128608222937
ACH-000055,-0.0447947025855
ACH-000060,-0.10658105413699999
ACH-000067,0.0242232138801
ACH-000070,-0.144274797601
ACH-000075,-0.191695307075
ACH-000078,0.129055986798
ACH-000082,-0.025748820285
ACH-000085,-0.112870074135
ACH-000086,0.060344205915999996
ACH-000087,0.018071870645
ACH-000092,-0.09192315742650001
ACH-000095,-0.029388812673299996
ACH-000097,-0.028793558207900003
ACH-000098,-0.0525513890706
ACH-000099,0.0010355122449
ACH-000108,0.0265440275789
ACH-000113,0.0952011218193
ACH-000115,0.0143422676939
ACH-000116,-0.20445904905
ACH-000118,0.0882350424186
ACH-000120,0.021000238710599996
ACH-000123,-0.00323059339849
ACH-000127,0.0583486232823
ACH-000128,0.0871828873551
ACH-000132,-0.0294234084102
ACH-000133,0.07894481788879999
ACH-000137,0.393110970043
ACH-000138,0.10538055056199999
ACH-000142,0.0232267929189
ACH-000143,0.00801554448797
ACH-000146,0.014836291864499999
ACH-000148,-0.00738015841824
ACH-000150,-0.010940210164299998
ACH-000152,0.0257773952092
ACH-000153,-0.0104283106238
ACH-000159,-0.046720880643
ACH-000160,-0.07831364728120001
ACH-000163,-0.00936756236712
ACH-000167,-0.0164939265814
ACH-000168,0.0638832219954
ACH-000169,-0.030407731503400003
ACH-000178,0.0139911573598
ACH-000182,0.0945548214501
ACH-000183,0.123400809943
ACH-000188,-0.06619094475359999
ACH-000189,0.25311448934
ACH-000190,-0.021587608165199997
ACH-000198,0.151332349542
ACH-000204,-0.257326331556
ACH-000206,0.033726495299100004
ACH-000207,0.041100140571
ACH-000211,0.11429869768100001
ACH-000215,0.0949945173498
ACH-000221,0.20708522993099998
ACH-000222,0.177498545099
ACH-000223,-0.111373893331
ACH-000226,-0.028903254998599998
ACH-000227,-0.07473380111189999
ACH-000228,0.030220878293
ACH-000231,0.05114737749480001
ACH-000232,0.168194671954
ACH-000233,0.19991913806400002
ACH-000234,-0.110519796874
ACH-000235,0.09371052688470001
ACH-000237,-0.049475041204500005
ACH-000238,-0.14222271764900002
ACH-000243,0.032978328357299996
ACH-000244,-0.0472147014078
ACH-000246,-0.0940443019882
ACH-000248,-0.289777232845
ACH-000250,0.0407004059321
ACH-000251,-0.0340317198094
ACH-000253,0.049354906622400004
