,TINAG (27283)
ACH-000004,0.161385646069
ACH-000007,0.181240005551
ACH-000009,0.10718343669199999
ACH-000011,0.07171825118260002
ACH-000012,0.197039999703
ACH-000013,0.14529723401699998
ACH-000014,0.08851014497860002
ACH-000015,0.252419286776
ACH-000017,0.00528491217392
ACH-000018,0.19795446806800002
ACH-000019,0.19019593318
ACH-000021,0.103652622016
ACH-000022,0.038432023483000004
ACH-000025,0.24951128750799997
ACH-000028,0.167448480001
ACH-000030,0.117020662068
ACH-000035,-0.014761138269200001
ACH-000036,0.166780383557
ACH-000037,0.39489778714199997
ACH-000039,0.0573842030434
ACH-000040,0.047525306699
ACH-000041,-0.174609171201
ACH-000042,8.52697548637e-05
ACH-000045,0.13003681404200002
ACH-000047,0.0218719522677
ACH-000052,0.0539592934711
ACH-000053,0.13212925628
ACH-000054,0.0859948382682
ACH-000055,-0.21969854926899998
ACH-000060,0.216557754637
ACH-000067,0.133299307464
ACH-000070,-0.0504541470684
ACH-000075,0.0583103894377
ACH-000078,0.0104434577805
ACH-000082,0.12405877592900001
ACH-000085,0.134291259407
ACH-000086,0.261593498959
ACH-000087,0.379989095523
ACH-000092,0.164525066133
ACH-000095,0.144784103066
ACH-000097,-0.0746779190696
ACH-000098,0.0830686414175
ACH-000099,0.158121648026
ACH-000108,0.0838464255915
ACH-000113,0.072481366645
ACH-000115,-0.08971518330469999
ACH-000116,-0.060802169231
ACH-000118,0.09227114977489999
ACH-000120,-0.10247762161599999
ACH-000123,0.14004703951199998
ACH-000127,0.0931644292826
ACH-000128,0.186558697733
ACH-000132,0.18289029747299998
ACH-000133,0.000463050526361
ACH-000137,0.134031142051
ACH-000138,0.153663108611
ACH-000142,0.10640836224
ACH-000143,0.06667304041989999
ACH-000146,0.22670550234200001
ACH-000148,0.10764665701500001
ACH-000150,0.253422193135
ACH-000152,0.111545691176
ACH-000153,-0.00654723717005
ACH-000159,0.19596783361200001
ACH-000160,-0.0411322540601
ACH-000163,-0.030376283787099997
ACH-000167,0.0532741975816
ACH-000168,0.09948915276489999
ACH-000169,-0.07458399116810001
ACH-000178,0.056223073348
ACH-000182,0.09654989247689999
ACH-000183,0.23374047437399997
ACH-000188,0.21416398971700001
ACH-000189,-0.06362367618669999
ACH-000190,0.33813205889
ACH-000198,-0.0168127914695
ACH-000204,0.34306685633199996
ACH-000206,0.201278739556
ACH-000207,-0.117724730623
ACH-000211,0.140474463913
ACH-000215,0.157665405397
ACH-000221,0.0682574298891
ACH-000222,0.031565767517499996
ACH-000223,0.061528698238900004
ACH-000226,0.183340804864
ACH-000227,-0.11781838040999999
ACH-000228,-0.39108465869599995
ACH-000231,0.19260143920699999
ACH-000232,0.104819594071
ACH-000233,0.06606856179819999
ACH-000234,-0.0122398271281
ACH-000235,0.0728210621744
ACH-000237,0.20789868917999998
ACH-000238,-0.053656073448000004
ACH-000243,0.11502242453299999
ACH-000244,0.2824799649
ACH-000246,0.09754581535660001
ACH-000248,-0.0334309436325
ACH-000250,0.07007753280899999
ACH-000251,0.22922691905
ACH-000253,0.128078327234
ACH-000255,-0.0118068836026
ACH-000256,0.130729290972
ACH-000257,0.386694311264
ACH-000258,0.232033799185
ACH-000259,0.0225355640327
ACH-000260,0.0507323949034
ACH-000261,0.11048874367900001
ACH-000262,0.399623472318
ACH-000263,0.423512239071
ACH-000264,-0.08423857815439999
ACH-000265,0.030951137067700002
ACH-000266,0.162083413665
ACH-000272,-0.0488194646836
ACH-000273,0.161825805914
ACH-000274,0.14680413000999998
ACH-000277,0.0819156343732
ACH-000278,0.215195459165
ACH-000279,0.113966129157
ACH-000280,0.169177975208
ACH-000281,0.197734490546
ACH-000288,0.11145231657400001
ACH-000291,0.141630122312
ACH-000293,0.0801319831897
ACH-000294,0.196454916659
ACH-000295,0.371432823328
ACH-000296,-0.0402555070977
ACH-000302,0.169691956444
ACH-000304,0.17196623623100002
ACH-000307,-0.110229526538
ACH-000308,0.07560365418710001
ACH-000310,0.201539300726
ACH-000311,0.147494790037
ACH-000312,0.12384730807
ACH-000315,0.17100966767
ACH-000316,0.301974314142
ACH-000317,-0.031240534497099997
ACH-000318,0.0078921066379
ACH-000319,0.27215295184300003
ACH-000320,0.220354385931
ACH-000322,-0.0365100281671
ACH-000323,0.195432803384
ACH-000324,0.102199937475
ACH-000329,0.290754158054
ACH-000330,0.029517283338900004
ACH-000331,-0.0607053639359
ACH-000332,-0.019899610560999998
ACH-000334,-0.186513695034
ACH-000335,0.259190284393
ACH-000336,0.101598036478
ACH-000337,0.22484252660300003
ACH-000339,0.016880500735299998
ACH-000341,0.166021403482
ACH-000348,0.138491395498
ACH-000350,0.187530720295
ACH-000352,-0.0174204589402
ACH-000356,0.12970532150800002
ACH-000361,0.0272104624659
ACH-000362,0.295530240772
ACH-000363,0.0791228135636
ACH-000364,0.162287410654
ACH-000365,0.0626812113225
ACH-000366,0.174133154776
ACH-000368,-0.0383289756714
ACH-000374,0.17932297037999997
ACH-000375,0.15388372780200002
ACH-000376,0.0261350599057
ACH-000381,0.315217921736
ACH-000383,0.12360063544399999
ACH-000387,0.147067789588
ACH-000389,0.067677222273
ACH-000390,-0.0356372107644
ACH-000393,-0.198966721931
ACH-000395,0.0718014151768
ACH-000397,0.10257411688899999
ACH-000401,0.611038401485
ACH-000402,-0.35034623892899996
ACH-000403,0.138147714009
ACH-000404,0.0652658318061
ACH-000406,0.14431436379899998
ACH-000407,-0.0183488054239
ACH-000408,0.161208130603
ACH-000410,-0.0173309772033
ACH-000411,0.12445991002999998
ACH-000414,0.185299861358
ACH-000415,0.166286364897
ACH-000416,0.143126155683
ACH-000420,0.114891354628
ACH-000421,-0.0339172320629
ACH-000424,-0.0774183800887
ACH-000425,-0.0425294326975
ACH-000426,0.19033980879999998
ACH-000427,0.0644997015806
