,LENEP (55891)
ACH-000004,0.12478729099199999
ACH-000007,0.0535051855664
ACH-000009,0.044347408139000004
ACH-000011,0.10467236150499999
ACH-000012,0.10211753071
ACH-000013,0.271919925904
ACH-000014,0.105886642519
ACH-000015,0.27174555992800004
ACH-000017,0.396886183135
ACH-000018,0.21416039286400002
ACH-000019,0.09614609992889998
ACH-000021,0.23318525527199999
ACH-000022,0.164379950188
ACH-000025,-0.142886397918
ACH-000028,0.036923847845199996
ACH-000030,0.12179157460899999
ACH-000035,0.155227854762
ACH-000036,0.0168278292445
ACH-000037,-0.09264086412769999
ACH-000039,0.09922098231389999
ACH-000040,0.0285779166287
ACH-000041,0.0934819470982
ACH-000042,0.11695785360099999
ACH-000045,0.0886908399329
ACH-000047,0.275434734294
ACH-000052,0.223295714964
ACH-000053,0.09740727176380001
ACH-000054,0.257558407141
ACH-000055,0.127557212866
ACH-000060,0.221229916114
ACH-000067,0.11359255420099999
ACH-000070,0.344815398918
ACH-000075,0.141559089385
ACH-000078,0.21282915749499998
ACH-000082,0.10240640620699999
ACH-000085,0.331824510254
ACH-000086,0.13681399842800002
ACH-000087,0.08775999768650002
ACH-000092,0.0412145232432
ACH-000095,0.0689912976972
ACH-000097,0.173955802621
ACH-000098,0.226030490904
ACH-000099,0.22476239133900003
ACH-000108,0.07443700542369999
ACH-000113,0.263441263785
ACH-000115,-0.21387319022999998
ACH-000116,0.405088628751
ACH-000118,0.138182484451
ACH-000120,0.0424397802899
ACH-000123,0.169719873276
ACH-000127,0.313617923485
ACH-000128,0.28936556350299997
ACH-000132,0.19381134803
ACH-000133,0.0125108114601
ACH-000137,0.144492992639
ACH-000138,-0.0259727743717
ACH-000142,0.377295874439
ACH-000143,0.041541718266
ACH-000146,0.11308500662000001
ACH-000148,0.0771489154369
ACH-000150,0.297204651052
ACH-000152,0.263054936552
ACH-000153,0.511686626653
ACH-000159,0.043653209748300004
ACH-000160,0.215131744255
ACH-000163,0.100381776385
ACH-000167,0.378634951672
ACH-000168,0.049711232383699996
ACH-000169,0.35478381695100003
ACH-000178,0.329482310477
ACH-000182,0.177705435641
ACH-000183,-0.0100756729497
ACH-000188,0.171965798711
ACH-000189,-0.04547305281280001
ACH-000190,0.497137792555
ACH-000198,0.08688840897019999
ACH-000204,-0.238320261487
ACH-000206,-0.00185521337249
ACH-000207,0.271664975032
ACH-000211,0.231990711865
ACH-000215,0.0286301735354
ACH-000221,0.23464301848000002
ACH-000222,-0.037699562189
ACH-000223,0.0978024784423
ACH-000226,-0.05758909347919999
ACH-000227,0.0973482883674
ACH-000228,0.038440428549599996
ACH-000231,0.15597222655200002
ACH-000232,0.117983153676
ACH-000233,0.130611848313
ACH-000234,0.0372856296421
ACH-000235,0.151996050187
ACH-000237,0.11799568598200001
ACH-000238,0.22219042504500003
