,LIF (3976)
ACH-000004,-0.249529793235
ACH-000007,0.09581457298189999
ACH-000009,-0.100512480287
ACH-000011,-0.104918452687
ACH-000012,-0.0758181749926
ACH-000013,-0.09647528976700001
ACH-000014,-0.440506247307
ACH-000015,-0.14153356813100001
ACH-000017,-0.0787560835038
ACH-000018,-0.05234654519859999
ACH-000019,-0.0391965226907
ACH-000021,0.0696511795173
ACH-000022,-0.0560431036003
ACH-000025,-0.30582161479200004
ACH-000028,-0.218640687218
ACH-000030,-0.165815144091
ACH-000035,-0.181205946615
ACH-000036,-0.28173672121599996
ACH-000037,-0.272261416206
ACH-000039,0.101346635458
ACH-000040,0.052943392496
ACH-000041,-0.15920726875900001
ACH-000042,-0.274313402062
ACH-000045,-0.106971489958
ACH-000047,0.0174392995295
ACH-000052,-0.294061960614
ACH-000053,-0.0171897377095
ACH-000054,0.0408064313494
ACH-000055,0.09433150667950001
ACH-000060,-0.126423528761
ACH-000067,0.037348446048699996
ACH-000070,-0.046410239999099996
ACH-000075,-0.280133044319
ACH-000078,0.023294715258400003
ACH-000082,0.061465364985699995
ACH-000085,-0.0717662508992
ACH-000086,0.20457000584
ACH-000087,0.0350349615774
ACH-000092,-0.102133692122
ACH-000095,-0.020275898275699998
ACH-000097,-0.09127696354149999
ACH-000098,-0.0764949146034
ACH-000099,-0.15053516259400002
ACH-000108,-0.00419261977587
ACH-000113,-0.03480881445319999
ACH-000115,0.172597082236
ACH-000116,-0.09518609874749999
ACH-000118,0.07257048341689999
ACH-000120,0.021660367046300002
ACH-000123,-0.035377747246
ACH-000127,-0.0026530068469399998
ACH-000128,-0.191651651242
ACH-000132,0.00405631530544
ACH-000133,-0.0535630604146
ACH-000137,-0.024598805379300002
ACH-000138,0.252738244889
ACH-000142,0.0677992428453
ACH-000143,-0.23316857611900002
ACH-000146,-0.0859583088036
ACH-000148,0.124167014899
ACH-000150,-0.005019898000930001
ACH-000152,-0.0412032595364
ACH-000153,0.260849387642
ACH-000159,0.047656923998600005
ACH-000160,0.274131080264
ACH-000163,-0.0314068820736
ACH-000167,0.535741965414
ACH-000168,-0.204949312421
ACH-000169,-0.126860228968
ACH-000178,-0.107568924717
ACH-000182,0.171498039457
ACH-000183,-0.0301767999339
ACH-000188,0.0703151481585
ACH-000189,0.0803116736637
ACH-000190,0.275121857764
ACH-000198,-0.007955916574689999
ACH-000204,-0.116050199116
ACH-000206,-0.148433597388
ACH-000207,-0.37985397188500003
ACH-000211,0.00903907883352
ACH-000215,0.0390277693082
ACH-000221,0.029226570010099998
ACH-000222,0.14995413029500002
ACH-000223,-0.125037217045
ACH-000226,-0.0429253403242
ACH-000227,-0.16305946842
ACH-000228,-0.131193093642
ACH-000231,-0.0854265199332
ACH-000232,-0.0699711295682
ACH-000233,-0.0693794749584
ACH-000234,0.19634471219
ACH-000235,0.152738524864
ACH-000237,0.0332459240702
ACH-000238,-0.0279776243184
ACH-000243,-0.0436262849367
ACH-000244,-0.0726292253482
ACH-000246,-0.102703100597
ACH-000248,-0.00582668573377
ACH-000250,0.0255138229416
ACH-000251,0.0753451116583
ACH-000253,0.0752656835146
ACH-000255,0.0183677014627
ACH-000256,-0.09379178121989999
