,GSDMD (79792)
ACH-000004,-0.38100972030999997
ACH-000007,-0.139454875959
ACH-000009,-0.057591918230099994
ACH-000011,-0.24401330080800002
ACH-000012,-0.0990036812368
ACH-000013,-0.06893510783239999
ACH-000014,-0.110786368808
ACH-000015,-0.15189068156500002
ACH-000017,-0.44970948047200004
ACH-000018,0.19396815240899998
ACH-000019,-0.0676566965192
ACH-000021,-0.24178522975800001
ACH-000022,-0.37463457707599995
ACH-000025,-0.000829855287436
ACH-000028,-0.050797468684
ACH-000030,-0.0786193158788
ACH-000035,0.140455550776
ACH-000036,-0.362918267187
ACH-000037,-0.16457936413
ACH-000039,-0.477383011836
ACH-000040,-0.5345857971010001
ACH-000041,-0.133266748002
ACH-000042,-0.22898505474599998
ACH-000045,-0.225530491111
ACH-000047,-0.273595557639
ACH-000052,-0.0380216854693
ACH-000053,-0.211013166505
ACH-000054,-0.32749923091600003
ACH-000055,-0.448957819939
ACH-000060,-0.35241581875100003
ACH-000067,-0.20226792407699998
ACH-000070,-0.258813656427
ACH-000075,-0.151489078824
ACH-000078,-0.472945262029
ACH-000082,-0.140265115204
ACH-000085,-0.341804983364
ACH-000086,-0.12015910416400001
ACH-000087,-0.20408433854699998
ACH-000092,-0.399032186379
ACH-000095,-0.11584671108200001
ACH-000097,-0.23364495265000002
ACH-000098,-0.166781937064
ACH-000099,-0.133843504684
ACH-000108,-0.38369053991400004
ACH-000113,-0.19310911795299998
ACH-000115,-0.518095906117
ACH-000116,-0.008206517974359999
ACH-000118,-0.159440158263
ACH-000120,0.0647695346537
ACH-000123,-0.30232371574
ACH-000127,-0.0349007308052
ACH-000128,-0.08009481669
ACH-000132,-0.0949596144385
ACH-000133,-0.249793596659
ACH-000137,0.041942160040599995
ACH-000138,-0.290904654269
ACH-000142,-0.273227946339
ACH-000143,-0.39406473306199996
ACH-000146,-0.176369930658
ACH-000148,-0.227810227033
ACH-000150,-0.7509838328849999
ACH-000152,-0.412940227707
ACH-000153,-0.444795651331
ACH-000159,-0.091699382848
ACH-000160,-0.352890661383
ACH-000163,-0.276179626637
ACH-000167,-0.0867550702629
ACH-000168,-0.07447234456989998
ACH-000169,-0.282630647456
ACH-000178,-0.43357034813999995
ACH-000182,-0.333649765743
ACH-000183,-0.272798416551
ACH-000188,-0.152374311049
ACH-000189,-0.394302594232
ACH-000190,-0.148802661806
ACH-000198,-0.162914689156
ACH-000204,0.222630616989
ACH-000206,-0.218436978072
ACH-000207,-0.28609321798099996
ACH-000211,-0.238917218341
ACH-000215,-0.291942419952
ACH-000221,-0.244793846436
ACH-000222,-0.29595101462400003
ACH-000223,-0.29975134078000004
ACH-000226,-0.432575381605
ACH-000227,-0.304250000525
ACH-000228,-0.200582399784
ACH-000231,-0.226340869753
ACH-000232,-0.368814867905
ACH-000233,-0.113486509678
ACH-000234,-0.764509335703
ACH-000235,-0.24878979147
ACH-000237,-0.369572522195
ACH-000238,-0.28587584919799996
ACH-000243,-0.0162698041991
ACH-000244,-0.334265569888
ACH-000246,-0.36127905750600003
ACH-000248,-0.12604729852399998
ACH-000250,-0.411746213571
ACH-000251,0.0333066731642
ACH-000253,-0.141247887242
ACH-000255,-0.132765107105
ACH-000256,-0.362473229555
ACH-000257,-0.0995856217163
ACH-000258,-0.050385482920399995
ACH-000259,-0.20723919283199999
ACH-000260,-0.220823698653
ACH-000261,-0.19795553161200002
ACH-000262,-0.37924025799000005
ACH-000263,-0.37041583657899996
ACH-000264,-0.280510857589
ACH-000265,-0.116480797889
ACH-000266,-0.28692833942699997
ACH-000272,-0.06052289348119999
ACH-000273,-0.141766582357
ACH-000274,-0.361573737885
ACH-000277,-0.49985239324600006
ACH-000278,-0.0403703809089
ACH-000279,-0.307128401731
ACH-000280,-0.494349328452
ACH-000281,-0.22985644173500003
ACH-000288,-0.0909147248595
ACH-000291,-0.222737225909
ACH-000293,-0.0357424360412
ACH-000294,-0.319529582664
ACH-000295,-0.6228099209969999
ACH-000296,-0.401919986048
ACH-000302,-0.16779832293299998
ACH-000304,-0.10846058741699999
ACH-000307,-0.21568561442200002
ACH-000308,-0.254561205732
ACH-000310,-0.08407833687560001
ACH-000311,-0.045219030204800004
ACH-000312,-0.0830387706729
ACH-000315,-0.10711595066400001
ACH-000316,-0.134991164504
ACH-000317,-0.175150025445
ACH-000318,-0.387238425222
ACH-000319,-0.151628308329
ACH-000320,0.131887303407
ACH-000322,-0.46562086032
ACH-000323,-0.12481887243499999
ACH-000324,-0.128866679732
ACH-000329,-0.264555792334
ACH-000330,-0.404638604445
ACH-000331,-0.171487395504
ACH-000332,-0.141915720723
ACH-000334,-0.104413068586
ACH-000335,-0.241022523657
ACH-000336,-0.38986523810900003
ACH-000337,-0.154916370253
ACH-000339,-0.15892777152
ACH-000341,-0.376499032831
ACH-000348,-0.322483158462
ACH-000350,-0.20195072351100002
ACH-000352,-0.250915783892
ACH-000356,-0.21373838414700003
ACH-000361,-0.231801421584
ACH-000362,-0.313383591732
ACH-000363,-0.31780288116
ACH-000364,-0.175123335074
ACH-000365,-0.296328723327
ACH-000366,-0.11502286129599999
ACH-000368,-0.14722810267300002
ACH-000374,-0.230584011205
ACH-000375,-0.380097089394
ACH-000376,-0.206552806747
ACH-000381,-0.125481889112
ACH-000383,-0.26046326195
ACH-000387,-0.252112739363
ACH-000389,-0.155600263155
ACH-000390,-0.461164234517
ACH-000393,-0.440481061066
ACH-000395,-0.469148777035
ACH-000397,-0.10959136879100001
ACH-000401,-0.41042775323799996
ACH-000402,-0.08636635832
ACH-000403,-0.379829331197
ACH-000404,0.0558556491137
ACH-000406,-0.264365459324
ACH-000407,-0.38467593773599995
ACH-000408,-0.25264387694400003
ACH-000410,-0.121177704916
ACH-000411,-0.20881685745499998
ACH-000414,-0.21270395687600002
ACH-000415,-0.242230517522
ACH-000416,-0.219069631581
ACH-000420,-0.296785578021
ACH-000421,-0.270722764941
ACH-000424,-0.170333296184
ACH-000425,-0.305977413976
ACH-000426,-0.267746984937
ACH-000427,-0.698178160245
ACH-000433,-0.00444033787093
ACH-000436,-0.27202017078699997
ACH-000444,-0.151925968453
ACH-000445,-0.09144802109580001
ACH-000448,-0.333000515311
ACH-000450,-0.10232586855499999
ACH-000452,-0.232521366561
ACH-000454,0.011219478271000002
ACH-000458,-0.18187981264400002
ACH-000459,3.69002670117e-05
ACH-000460,-0.11683262557
ACH-000461,-0.209774332673
ACH-000463,-0.168851066129
ACH-000464,-0.22670938482500003
ACH-000466,-0.250697665607
ACH-000467,-0.206061932643
ACH-000468,-0.379736446285
ACH-000469,0.00170283405899
ACH-000470,-0.208509369556
ACH-000471,-0.256168234289
ACH-000472,-0.253590033907
ACH-000473,-0.322369639888
ACH-000475,-0.22383722823899999
ACH-000476,-0.37260529970600004
ACH-000477,-0.025020396139700002
ACH-000480,-0.0246296975587
ACH-000481,-0.173461276144
ACH-000483,-0.10344508529100001
ACH-000484,-0.494819044709
ACH-000485,-0.473766062993
ACH-000486,-0.447494710606
ACH-000487,-0.223862105466
ACH-000488,-0.250393272614
ACH-000490,-0.17452607324799999
ACH-000491,-0.164354307428
ACH-000495,-0.109270751396
ACH-000496,-0.013794858553899999
ACH-000499,-0.193395637176
ACH-000500,0.0124364417329
ACH-000502,-0.242425055171
ACH-000503,-0.327032228244
ACH-000505,-0.36833541132200004
ACH-000507,0.00036951230606
ACH-000510,-0.293618137061
ACH-000511,-0.08130826585789999
ACH-000512,-0.411494987843
ACH-000516,-0.502119845355
ACH-000517,-0.350935777756
ACH-000518,-0.552954427335
ACH-000520,-0.151969293105
ACH-000521,-0.386445777681
ACH-000522,-0.129383127916
ACH-000524,-0.391231455111
ACH-000527,-0.146863249269
ACH-000528,-0.107280400403
ACH-000537,-0.210816883841
ACH-000541,0.00834915266153
ACH-000542,-0.266364760982
ACH-000544,-0.141674288629
ACH-000545,-0.193634132978
ACH-000547,-0.18095976610999998
ACH-000548,-0.214089060342
ACH-000549,-0.438515431962
ACH-000550,-0.0482390610101
ACH-000552,-0.403794654735
ACH-000556,-0.161531979264
ACH-000557,-0.501474273272
ACH-000570,-0.13801607422700002
ACH-000571,-0.465784156523
ACH-000573,-0.130138393788
ACH-000576,-0.32512866655699996
ACH-000580,0.131433497659
ACH-000584,-0.312576653988
ACH-000585,-0.274993118198
ACH-000588,-0.323692598801
ACH-000589,-0.223571789644
ACH-000591,-0.040833891254
ACH-000593,-0.171884832778
ACH-000600,-0.219864570801
ACH-000601,-0.135494483598
ACH-000604,-0.46922438121000004
ACH-000605,-0.214031752542
