,PNPT1 (87178)
ACH-000004,-0.6834746557860001
ACH-000007,-0.777045599217
ACH-000009,-0.7771152287819999
ACH-000011,-0.638621746778
ACH-000012,-0.916159021075
ACH-000013,-1.01878685994
ACH-000014,-0.7819378146179999
ACH-000015,-0.8701705770479999
ACH-000017,-0.8338858202189999
ACH-000018,-0.923119453643
ACH-000019,-1.25044465295
ACH-000021,-0.9211811997700001
ACH-000022,-0.760971341211
ACH-000025,-0.717953774787
ACH-000028,-0.8940820317739999
ACH-000030,-0.8544529341920001
ACH-000035,-1.06374862956
ACH-000036,-0.626842929864
ACH-000037,-1.02413577827
ACH-000039,-0.791604742475
ACH-000040,-0.55317896509
ACH-000041,-0.8078548253290001
ACH-000042,-0.890508798439
ACH-000045,-0.708548708613
ACH-000047,-0.8318040256679999
ACH-000052,-0.6013086386100001
ACH-000053,-0.964126373893
ACH-000054,-0.938049231189
ACH-000055,-0.594973333842
ACH-000060,-0.6809519462970001
ACH-000067,-0.984490059842
ACH-000070,-0.824853995271
ACH-000075,-0.83081146105
ACH-000078,-0.817426376571
ACH-000082,-0.549309187922
ACH-000085,-1.15148861077
ACH-000086,-0.896691032719
ACH-000087,-0.9986273597640001
ACH-000092,-0.640364090514
ACH-000095,-0.692899669977
ACH-000097,-0.7268587820479999
ACH-000098,-0.715694003942
ACH-000099,-1.08741553658
ACH-000108,-0.715809973591
ACH-000113,-0.9601124870919999
ACH-000115,-0.712091726776
ACH-000116,-1.0374639456399999
ACH-000118,-1.1152790473
ACH-000120,-0.6853730820020001
ACH-000123,-0.789117479008
ACH-000127,-0.9256986574250001
ACH-000128,-1.33248316783
ACH-000132,-0.8321321357520001
ACH-000133,-0.918010285177
ACH-000137,-0.7448042267880001
ACH-000138,-1.0357418499
ACH-000142,-0.740164025902
ACH-000143,-1.10699788652
ACH-000146,-0.7778377193539999
ACH-000148,-0.8909867287950001
ACH-000150,-1.14990270008
ACH-000152,-0.995272025053
ACH-000153,-0.727603873038
ACH-000159,-0.431977229164
ACH-000160,-1.22456031971
ACH-000163,-0.583220116936
ACH-000167,-0.782874949909
ACH-000168,-0.835961630288
ACH-000169,-0.9627511557430001
ACH-000178,-0.917096684254
ACH-000182,-1.00492856313
ACH-000183,-0.814561244666
ACH-000188,-0.959326513286
