,TSSC4 (10078)
ACH-000004,0.08735799000880001
ACH-000007,-0.136061402454
ACH-000009,-0.0107401229285
ACH-000011,0.0206060215001
ACH-000012,0.08619068234999999
ACH-000013,0.0730672434449
ACH-000014,-0.0444437358806
ACH-000015,0.122713812399
ACH-000017,0.153484471388
ACH-000018,0.28534811188700004
ACH-000019,0.0792192476782
ACH-000021,0.038795484902300004
ACH-000022,0.0292812861032
ACH-000025,0.09996542592919999
ACH-000028,-0.0535332020766
ACH-000030,-0.00030043359944
ACH-000035,-0.22528373866700002
ACH-000036,0.08066752251260001
ACH-000037,-0.0642152532571
ACH-000039,0.363990318916
ACH-000040,0.0767111078147
ACH-000041,0.127936487207
ACH-000042,-0.130678236632
ACH-000045,-0.005791324482279999
ACH-000047,0.05272056442340001
ACH-000052,0.14705225731799998
ACH-000053,-0.031880396183599995
ACH-000054,0.0415671383035
ACH-000055,0.30790459134500003
ACH-000060,0.19133652826499997
ACH-000067,0.336628871096
ACH-000070,-0.12406455773700001
ACH-000075,0.0121405596648
ACH-000078,-0.043832218863399997
ACH-000082,-0.130479006083
ACH-000085,-0.04730800841519999
ACH-000086,0.14327742923800002
ACH-000087,0.133193347645
ACH-000092,0.17615718235999997
ACH-000095,0.004934817073810001
ACH-000097,0.0965650780508
ACH-000098,0.0580135838911
ACH-000099,0.0514727403469
ACH-000108,0.122033706385
ACH-000113,0.0073071573078
ACH-000115,0.0659315818472
ACH-000116,0.0800724383841
ACH-000118,0.09690134373539999
ACH-000120,-0.0952446279074
ACH-000123,0.143988457086
ACH-000127,0.157251319794
ACH-000128,0.111898247894
ACH-000132,0.230670111466
ACH-000133,0.109689732106
ACH-000137,0.034532330062
ACH-000138,-0.0959488954462
ACH-000142,0.153019633096
ACH-000143,0.13086341119
ACH-000146,0.0315568235975
ACH-000148,0.00254139623934
ACH-000150,0.12607765145400002
ACH-000152,0.14502670395
ACH-000153,0.0403964021842
ACH-000159,0.159941034019
ACH-000160,0.09689716388
ACH-000163,0.027309321403099995
ACH-000167,0.150019096955
ACH-000168,-0.16324104619899998
ACH-000169,0.151431765341
ACH-000178,0.194229019824
ACH-000182,0.0829577399762
ACH-000183,0.0302689056533
ACH-000188,0.127585836341
ACH-000189,0.181778215825
ACH-000190,0.33221057034400003
ACH-000198,0.15045822424
ACH-000204,0.42734170069300004
ACH-000206,0.38658351078000003
ACH-000207,0.0690328002807
ACH-000211,0.137648023906
ACH-000215,0.124883118016
ACH-000221,0.12046153677799999
ACH-000222,-0.116197088988
ACH-000223,0.04498298227130001
ACH-000226,0.07756424451510001
ACH-000227,-0.0767195261239
ACH-000228,0.289313812889
ACH-000231,0.046755493134300004
ACH-000232,-0.00865219307209
ACH-000233,0.109388208328
ACH-000234,0.0670201328996
ACH-000235,-0.0177246940952
ACH-000237,0.0568947365396
ACH-000238,-0.0335913681015
ACH-000243,0.138775415364
ACH-000244,0.255051746809
ACH-000246,0.065908321941
ACH-000248,0.146757949182
ACH-000250,0.102282043136
ACH-000251,0.551990035424
ACH-000253,-0.0327957313823
ACH-000255,0.268466853605
ACH-000256,-0.119828312974
ACH-000257,0.122417056328
ACH-000258,-0.028907086896299998
ACH-000259,0.07385403812630001
ACH-000260,0.00809138150664
ACH-000261,0.013510524174799999
ACH-000262,0.180877124706
ACH-000263,0.0589911485549
ACH-000264,-0.0496114708459
ACH-000265,0.0089723295882
ACH-000266,0.0693235232915
ACH-000272,-0.0266691215067
ACH-000273,0.0239973415111
ACH-000274,0.20931586786800002
ACH-000277,-0.00672629376407
ACH-000278,0.0643272369147
ACH-000279,0.199022340636
ACH-000280,0.060466998224099996
ACH-000281,-0.149499196038
ACH-000288,0.0883448303234
ACH-000291,-0.0358045960578
ACH-000293,0.006655696951340001
ACH-000294,0.10159410967299999
ACH-000295,0.129373086598
ACH-000296,-0.121383696758
ACH-000302,0.055993035362
ACH-000304,0.029301803911799998
ACH-000307,0.115945355956
ACH-000308,0.167782255115
ACH-000310,-0.0121552104697
ACH-000311,-0.054007916031400004
ACH-000312,0.16607625900800002
ACH-000315,0.11035843186899999
ACH-000316,-0.229867390565
ACH-000317,0.121780189666
ACH-000318,0.270641460636
ACH-000319,-0.187874618323
ACH-000320,0.0339065809949
ACH-000322,0.173004237377
ACH-000323,-0.03936803508430001
ACH-000324,0.08456365449650001
ACH-000329,-0.0210016987621
ACH-000330,-0.155393807971
ACH-000331,0.08680196916110001
ACH-000332,0.113618911667
ACH-000334,0.015692672667399998
ACH-000335,0.08840318900739999
ACH-000336,0.100965079354
ACH-000337,0.446781815081
ACH-000339,0.047652254112400004
ACH-000341,0.260360800225
ACH-000348,0.123506211743
ACH-000350,0.0157042029207
ACH-000352,0.141533319009
ACH-000356,-0.0166319383986
ACH-000361,0.0148626610863
ACH-000362,-0.00336449400616
ACH-000363,0.0405617804362
ACH-000364,0.0131663837463
ACH-000365,0.117238270019
ACH-000366,0.08056331911419999
ACH-000368,0.00811342381458
ACH-000374,-0.100965890846
ACH-000375,-0.00491888011008
ACH-000376,0.144057545667
ACH-000381,0.117758281799
ACH-000383,0.07427818636410001
ACH-000387,0.0526645471606
ACH-000389,0.012935346940799997
ACH-000390,0.05822181481219999
ACH-000393,0.17096925332199997
ACH-000395,-0.0237908946648
ACH-000397,0.015813704507
ACH-000401,0.123061445736
ACH-000402,0.150948597321
ACH-000403,0.046544400756800004
ACH-000404,0.389098710382
ACH-000406,-0.00224544909326
ACH-000407,0.093445187016
ACH-000408,0.0736954193376
ACH-000410,0.046689320201500004
ACH-000411,0.120360954569
ACH-000414,0.0164744663272
ACH-000415,-0.0263756501322
ACH-000416,0.0697404467264
ACH-000420,-0.00023252035055
ACH-000421,-0.00311780561131
ACH-000424,0.229639260527
ACH-000425,0.16346877826300002
ACH-000426,0.09012596973829999
ACH-000427,0.07662663785360001
ACH-000433,-0.243496408814
