,MEAF6 (64769)
ACH-000004,-0.580112006151
ACH-000007,-0.5252453178050001
ACH-000009,-0.43277348997500004
ACH-000011,0.33126492613
ACH-000012,-0.119919112885
ACH-000013,-0.5197957831059999
ACH-000014,-0.26242558810100003
ACH-000015,-0.520417104598
ACH-000017,-0.17468598254700002
ACH-000018,-0.369011900106
ACH-000019,-1.2072491323399999
ACH-000021,-0.364883719644
ACH-000022,-0.6934315207070001
ACH-000025,-0.36075521278300005
ACH-000028,-0.312587707982
ACH-000030,-0.308936642247
ACH-000035,-0.755628611371
ACH-000036,-0.321421511134
ACH-000037,-0.18905763909099998
ACH-000039,-0.415251105744
ACH-000040,-0.008309001072629999
ACH-000041,-0.19751224559799999
ACH-000042,-0.608405035563
ACH-000045,-0.733715596796
ACH-000047,-0.247917302886
ACH-000052,-0.37442995487899994
ACH-000053,0.113630885446
ACH-000054,-0.30882670919
ACH-000055,-0.058437318986400005
ACH-000060,-0.514185390897
ACH-000067,0.17920030325199998
ACH-000070,-0.7179707294609999
ACH-000075,-0.288843132988
ACH-000078,-0.245424853873
ACH-000082,-0.16334385815400002
ACH-000085,-0.696581419509
ACH-000086,-0.19326211232999999
ACH-000087,-0.46592767315899997
ACH-000092,-0.40141098642800005
ACH-000095,-0.22329791221999998
ACH-000097,-0.893889652767
ACH-000098,-0.41619299551
ACH-000099,0.00755099923451
ACH-000108,-0.44679326229500005
ACH-000113,-0.682090225756
ACH-000115,-0.879127341894
ACH-000116,-0.5348780743399999
ACH-000118,-0.5324232424409999
ACH-000120,-0.975486751126
ACH-000123,-0.551714053045
ACH-000127,-0.258692091615
ACH-000128,-0.398220220668
ACH-000132,-0.41240635649499996
ACH-000133,-0.187048845225
ACH-000137,-0.7241331673260001
ACH-000138,-0.272453514469
ACH-000142,-0.110670658746
ACH-000143,-0.37010314395099997
ACH-000146,-0.45334630919200003
ACH-000148,-0.140753011071
ACH-000150,-0.41343918074
ACH-000152,-0.458661504719
ACH-000153,-0.375405952514
ACH-000159,-0.58482635907
ACH-000160,-0.0443126717731
ACH-000163,-0.192765053717
ACH-000167,0.21613531276200001
ACH-000168,-0.590325828898
ACH-000169,-0.389083615598
ACH-000178,-0.433049892496
ACH-000182,-0.423639130687
ACH-000183,-0.469002846505
ACH-000188,-0.450488024492
ACH-000189,-0.117882459444
ACH-000190,0.210577524973
ACH-000198,-0.759698701242
ACH-000204,-0.837684206715
ACH-000206,-0.270157789124
ACH-000207,-0.489193137858
ACH-000211,-0.424355208838
ACH-000215,-0.14772547737800001
ACH-000221,-0.25652755498
ACH-000222,-0.34155734832400003
ACH-000223,-0.534802847558
ACH-000226,-0.313906006725
ACH-000227,-0.0251922525675
ACH-000228,-0.272338052514
ACH-000231,-0.189133448222
ACH-000232,-0.407596541213
ACH-000233,-0.0962237664779
ACH-000234,-0.0850802403877
ACH-000235,-0.559647006592
ACH-000237,-0.297000246294
ACH-000238,-0.42983748639799996
ACH-000243,-0.509916831876
ACH-000244,-0.631343839111
ACH-000246,-0.5848648668990001
ACH-000248,-0.23434743647599998
ACH-000250,-0.40791975386999996
ACH-000251,-0.800865924488
ACH-000253,-0.484061603498
ACH-000255,-0.460156480827
ACH-000256,-0.345036586792
ACH-000257,-0.625538576876
ACH-000258,-0.46138925231000005
ACH-000259,-0.644714516797
ACH-000260,-0.44085488177
ACH-000261,-0.38299799145
ACH-000262,-0.39483210518399997
ACH-000263,-0.574946033821
ACH-000264,-0.455430071338
ACH-000265,-0.427114754778
ACH-000266,-0.40422761430299997
ACH-000272,-0.390984404728
ACH-000273,-0.284807481088
ACH-000274,-0.289214908635
ACH-000277,-0.21326626264899998
ACH-000278,-0.26338238790999996
ACH-000279,-0.038417615256199994
ACH-000280,-0.13860736911399998
ACH-000281,-0.199596535654
ACH-000288,-0.265263091164
ACH-000291,-0.221287454342
ACH-000293,-0.813867143688
ACH-000294,-0.38609105746600003
ACH-000295,-0.336993317056
ACH-000296,-0.22819324803100002
ACH-000302,-0.190453039775
ACH-000304,-0.64964989178
ACH-000307,-0.435146469233
ACH-000308,-0.31973499216999995
ACH-000310,-0.468168777429
ACH-000311,-0.739732812309
ACH-000312,-0.476102630172
ACH-000315,-0.741575904588
ACH-000316,-0.546149791454
ACH-000317,-0.616557216292
ACH-000318,-0.510716116335
ACH-000319,-0.550387353966
ACH-000320,-0.411838406721
ACH-000322,-0.486460270014
ACH-000323,-0.167062058955
ACH-000324,-0.271034863207
ACH-000329,-0.0733989589925
ACH-000330,-0.902491598414
ACH-000331,-0.727346269644
ACH-000332,-0.40710371964500003
ACH-000334,-1.16113547198
ACH-000335,-0.406876136478
ACH-000336,-0.564513742179
ACH-000337,-0.140535282514
ACH-000339,-0.552878351426
ACH-000341,-0.140906557303
ACH-000348,-0.301787404536
ACH-000350,-0.5097393297689999
ACH-000352,-0.32245696411999997
ACH-000356,-0.0276048185971
ACH-000361,-0.5229429104600001
ACH-000362,-0.7168306168809999
ACH-000363,-0.699542774747
ACH-000364,-0.462154278436
ACH-000365,-0.653070501511
ACH-000366,-0.350898243002
ACH-000368,-0.434515800153
ACH-000374,-0.343525935823
ACH-000375,-0.328469981444
ACH-000376,-0.42628372425
ACH-000381,-0.09556741043860001
ACH-000383,-0.373214702056
ACH-000387,-0.587581676395
ACH-000389,-0.129686597072
ACH-000390,-0.384498953513
ACH-000393,-0.38285933399899996
ACH-000395,-0.316536177603
ACH-000397,-0.321658771109
ACH-000401,-0.370052438695
ACH-000402,-0.156367166003
ACH-000403,-0.525613359821
ACH-000404,-0.556478612482
ACH-000406,-0.450678214938
ACH-000407,-0.673439742373
ACH-000408,-0.6109726860920001
ACH-000410,-0.540085074725
ACH-000411,-0.267693585972
ACH-000414,-0.158438485233
ACH-000415,-0.22638241567200001
ACH-000416,-0.319335805554
ACH-000420,-0.47944603089599996
ACH-000421,-0.7765412146840001
ACH-000424,-0.22767586603700002
ACH-000425,-0.594250596665
ACH-000426,-1.15728246846
ACH-000427,-0.22540484361299998
ACH-000433,-0.356833783432
ACH-000436,-0.607313435919
ACH-000444,-0.542481532572
ACH-000445,-0.643512562266
ACH-000448,-0.480750770812
ACH-000450,-0.287341594224
ACH-000452,-0.46772853177199997
ACH-000454,-0.399704042528
ACH-000458,-0.507193091099
ACH-000459,-0.773338747574
ACH-000460,-0.573478105876
ACH-000461,-0.408344383436
ACH-000463,-0.314665109436
ACH-000464,-0.5415597935
ACH-000466,-0.31750343292399996
ACH-000467,-0.719575276177
ACH-000468,-0.564118536287
ACH-000469,0.232562559791
ACH-000470,-0.482158381831
ACH-000471,-0.605443299688
ACH-000472,-0.550105918335
ACH-000473,-0.378385048948
ACH-000475,-0.32300731612100003
ACH-000476,-0.3611959395
ACH-000477,-0.537001840349
ACH-000480,0.25582983120700004
ACH-000481,-0.42023520388700003
ACH-000483,-0.502274998983
ACH-000484,0.382365442038
ACH-000485,-0.5840141690439999
ACH-000486,-0.222563125866
ACH-000487,-0.303587635216
ACH-000488,-0.380138647699
ACH-000490,-0.542426580772
ACH-000491,-0.647353327807
ACH-000495,-0.495499216703
ACH-000496,-0.0023971097921700003
ACH-000499,-0.244195793281
ACH-000500,-0.376093009811
ACH-000502,-0.756619880035
ACH-000503,-0.711597430048
ACH-000505,-0.405824151379
ACH-000507,-0.455874386927
ACH-000510,-0.44523953860200005
ACH-000511,-0.550199972345
ACH-000512,-0.47213374273100006
ACH-000516,-0.140545854504
ACH-000517,-0.2855157266
ACH-000518,-0.369861693073
ACH-000520,-0.496173607046
ACH-000521,-0.378070648655
ACH-000522,-0.153860637051
ACH-000524,-0.521443319217
ACH-000527,-0.486546065899
ACH-000528,-0.536402972426
ACH-000537,-0.392691528696
ACH-000541,-0.32045044719099997
ACH-000542,-0.348471861016
ACH-000544,-0.323587989747
ACH-000545,-0.153853556308
ACH-000547,-0.578344535604
ACH-000548,-0.428177575155
ACH-000549,-0.328852616555
ACH-000550,-0.423097673201
ACH-000552,-0.36160780848800006
ACH-000556,-0.423255958556
ACH-000557,-0.59309568459
ACH-000570,-0.47648057339100003
ACH-000571,-0.454164425391
ACH-000573,-0.234470137313
ACH-000576,-0.761254528063
ACH-000580,-0.30699163949999997
ACH-000584,-0.581063756927
ACH-000585,-0.726341292475
ACH-000588,-0.545297747717
ACH-000589,-0.42659281757600004
ACH-000591,-0.127746390821
ACH-000593,-0.454210170123
ACH-000600,-0.60311779247
ACH-000601,-0.285081315669
ACH-000604,-0.39392572507
ACH-000605,-0.508778923934
ACH-000606,-0.154507408871
ACH-000608,0.0244404167949
ACH-000614,-0.54863133209
ACH-000616,-0.700341162993
ACH-000618,-0.0725230475128
ACH-000619,-0.37137510491
ACH-000620,-0.49470144159400004
ACH-000621,-0.260296640845
ACH-000622,-0.8155404911049999
ACH-000623,-0.7342967347849999
ACH-000624,-0.436140375683
ACH-000627,-0.7106784776989999
ACH-000630,-0.829853433357
ACH-000632,-0.528561096591
ACH-000633,-0.27718474911200003
ACH-000637,-0.182600570414
ACH-000638,-0.492027223143
ACH-000646,0.134996730091
ACH-000647,-0.25919278591999995
ACH-000648,-0.0359125206904
ACH-000649,-0.506897633883
ACH-000651,-0.338668443116
ACH-000652,-0.5743251406409999
ACH-000653,-0.729708632684
ACH-000657,-0.299190143823
ACH-000658,-1.06783973667
ACH-000661,-0.276989246957
ACH-000662,-0.41337733974
ACH-000663,-0.0982394247488
ACH-000665,-0.19558511606600001
ACH-000671,-0.317771859578
ACH-000673,-0.0644902372147
ACH-000676,-0.49972999159500003
ACH-000677,-0.690584141011
ACH-000681,-0.427341516926
ACH-000682,-0.273818383487
ACH-000683,-0.530350180158
ACH-000684,-0.7348407924879999
ACH-000688,-0.19498715973
ACH-000693,-0.300744410352
ACH-000694,-0.322059634975
ACH-000695,-0.392623028605
ACH-000696,-0.321920509569
ACH-000697,-0.37689378220299996
ACH-000699,-0.279481195731
ACH-000701,-0.24355350235800002
ACH-000706,-0.623857861571
ACH-000711,-0.534982969394
ACH-000713,-0.26527127322099997
ACH-000714,-0.75327786758
ACH-000718,-0.36520710405699996
ACH-000720,-0.552413993726
ACH-000721,-0.344445723275
ACH-000724,-0.212862706569
ACH-000725,-0.26601116165399996
ACH-000732,-0.418119224346
ACH-000734,0.09442409747310002
ACH-000735,-0.28958571121599996
ACH-000736,0.145879955761
ACH-000738,-0.26712824498300003
ACH-000746,-0.235871490738
ACH-000747,-0.663834530352
ACH-000748,-0.07924880322389999
ACH-000753,-0.19834743906100002
ACH-000756,-0.648969676902
ACH-000757,-0.349954923284
ACH-000758,-0.293919237012
ACH-000760,-0.37431316170699996
ACH-000763,-0.9568494668970001
ACH-000764,-0.375215473049
ACH-000765,-0.288793525955
ACH-000766,-0.574438081615
ACH-000767,-0.34126733784999996
ACH-000768,-0.411351303929
ACH-000769,-0.678367740208
ACH-000770,-0.7980570894269999
ACH-000771,-0.266830156325
ACH-000773,0.240155228898
ACH-000776,-0.26445647929099997
ACH-000777,-0.17155750809999998
ACH-000778,-0.682114585317
ACH-000781,-0.173912003318
ACH-000782,-0.6471872024090001
ACH-000783,-0.9198214296160001
ACH-000784,-0.159921284725
ACH-000785,-0.472477402372
ACH-000787,-0.7026054234289999
ACH-000788,-0.432703182864
ACH-000791,-0.665723370411
ACH-000792,-0.598306477699
ACH-000794,-0.33890606256300004
ACH-000796,-0.611842218689
ACH-000799,-0.683636264497
ACH-000800,-0.173439575714
