,PTP4A3 (11156)
ACH-000004,0.00675400576517
ACH-000007,-0.09382782249260001
ACH-000009,-0.0535574887161
ACH-000011,0.0243859598105
ACH-000012,-0.137704674739
ACH-000013,-0.040456471661800004
ACH-000014,-0.23742251213799997
ACH-000015,0.0951338617702
ACH-000017,-0.242920432504
ACH-000018,-0.144482488674
ACH-000019,-0.250579349734
ACH-000021,-0.0228523010459
ACH-000022,-0.241089510559
ACH-000025,-0.197661417646
ACH-000028,-0.06702348523490001
ACH-000030,-0.0966450436813
ACH-000035,-0.15493113048
ACH-000036,-0.305086350333
ACH-000037,-0.0200264710337
ACH-000039,0.020477746720799998
ACH-000040,-0.256554732346
ACH-000041,0.000191884432324
ACH-000042,-0.17534544965799997
ACH-000045,-0.277687199235
ACH-000047,-0.235786542091
ACH-000052,-0.0811302014041
ACH-000053,-0.24026845836999997
ACH-000054,-0.46182012532399996
ACH-000055,-0.127254260571
ACH-000060,-0.275356534701
ACH-000067,-0.181615495432
ACH-000070,-0.148511049248
ACH-000075,-0.124072191884
ACH-000078,-0.25245462200999996
ACH-000082,-0.364135533971
ACH-000085,0.243169212275
ACH-000086,-0.26437134433000004
ACH-000087,0.32938543313499996
ACH-000092,-0.228738362497
ACH-000095,-0.135237597387
ACH-000097,-0.24603261602899998
ACH-000098,-0.20472271155699998
ACH-000099,0.0191961962514
ACH-000108,-0.146966035494
ACH-000113,-0.107136995189
ACH-000115,0.0086678976465
ACH-000116,-0.156723677674
ACH-000118,-0.029427819972799998
ACH-000120,-0.167029061173
ACH-000123,-0.11227807518300001
ACH-000127,-0.115382704229
ACH-000128,-0.197042296846
ACH-000132,0.0810701397293
ACH-000133,-0.046550502136900006
ACH-000137,-0.09825641004789999
ACH-000138,-0.153491210187
ACH-000142,-0.500571190252
ACH-000143,-0.112729610638
ACH-000146,-0.12462447331700001
ACH-000148,-0.28482906477200004
ACH-000150,-0.41286062471199997
ACH-000152,-0.22469262145899999
ACH-000153,0.018328622054299998
ACH-000159,-0.192844462322
ACH-000160,-0.21631258540399997
ACH-000163,-0.310882282248
ACH-000167,-0.078564232902
ACH-000168,-0.276939161317
ACH-000169,0.0336883185226
ACH-000178,-0.0906567954259
ACH-000182,-0.0670998650564
ACH-000183,-0.108957855622
ACH-000188,-0.304433030607
ACH-000189,-0.362184755864
ACH-000190,-0.268495974404
ACH-000198,-0.260035348886
ACH-000204,-0.28107440496999997
ACH-000206,-0.531563890241
ACH-000207,-0.245746629706
ACH-000211,-0.117948363619
ACH-000215,-0.351730428895
ACH-000221,0.0821166148978
ACH-000222,-0.07180573083380001
ACH-000223,-0.08080438557360001
ACH-000226,-0.14800501883199998
ACH-000227,-0.19772319940000002
ACH-000228,-0.114665271384
ACH-000231,-0.232636723763
ACH-000232,-0.270604076215
ACH-000233,-0.22575655939
ACH-000234,-0.367864805205
ACH-000235,-0.0911708534459
ACH-000237,-0.110074708953
ACH-000238,-0.332636961756
ACH-000243,-0.0831211475531
ACH-000244,-0.159707893081
ACH-000246,-0.07444231976410001
ACH-000248,-0.038128678904499995
ACH-000250,-0.442607844799
ACH-000251,-0.314240349585
ACH-000253,-0.210749573962
ACH-000255,-0.07118582035
ACH-000256,-0.335746518517
ACH-000257,-0.381429235065
ACH-000258,-0.201875840776
ACH-000259,-0.198603985165
ACH-000260,-0.16381358307399999
ACH-000261,-0.19640984476599999
ACH-000262,-0.164589464576
ACH-000263,-0.0660836428973
ACH-000264,0.0015961481458
ACH-000265,-0.0722725943704
ACH-000266,-0.0755068846088
ACH-000272,-0.013504992144500001
ACH-000273,-0.267708871621
ACH-000274,-0.397029430998
ACH-000277,-0.286845082402
ACH-000278,-0.309681246498
ACH-000279,-0.0773971271134
ACH-000280,-0.258229671937
ACH-000281,-0.11439615494000001
ACH-000288,-0.218104474326
ACH-000291,-0.19322480200599998
ACH-000293,-0.226966650057
ACH-000294,0.0257505938747
ACH-000295,-0.0884795951763
ACH-000296,-0.30797102583700003
ACH-000302,-0.032772412497099994
ACH-000304,-0.06618229535680001
ACH-000307,-0.20939194049100002
ACH-000308,-0.0754111733607
ACH-000310,-0.09500600592219999
ACH-000311,-0.26218822473000003
ACH-000312,-0.011831086102
ACH-000315,-0.170091014903
ACH-000316,-0.0811281698642
ACH-000317,0.0740297110843
ACH-000318,-0.37526961814800003
ACH-000319,-0.011047498175500001
ACH-000320,-0.0289597742966
ACH-000322,-0.279953398455
ACH-000323,-0.18427130967099997
ACH-000324,-0.0713934456417
ACH-000329,-0.16886290865400003
ACH-000330,0.119230045996
ACH-000331,-0.08859472450570001
ACH-000332,-0.129678209453
ACH-000334,-0.415143999199
ACH-000335,0.0493692304984
ACH-000336,0.06379125478690001
ACH-000337,-0.451229505114
ACH-000339,-0.135414125013
ACH-000341,0.464817651624
ACH-000348,-0.0893027068795
ACH-000350,-0.03825459131430001
ACH-000352,-0.0775793017354
ACH-000356,-0.190049003424
ACH-000361,-0.332451364921
ACH-000362,-0.281587402861
ACH-000363,-0.277437145958
ACH-000364,0.033898477310500004
ACH-000365,-0.164694531585
ACH-000366,-0.00364631053101
ACH-000368,-0.291126455545
ACH-000374,-0.247450932696
ACH-000375,0.08562297384169999
ACH-000376,-0.39335517897600003
ACH-000381,-0.05971232923769999
ACH-000383,-0.306127547361
ACH-000387,-0.233380478597
ACH-000389,-0.18700442356600003
ACH-000390,-0.13245385654300001
ACH-000393,-0.26568668608199997
ACH-000395,-0.31055955225299997
ACH-000397,-0.188881735557
ACH-000401,-0.211689430097
ACH-000402,-0.440276703609
ACH-000403,-0.38550283758500004
ACH-000404,-0.037995219794
ACH-000406,-0.101052680361
ACH-000407,-0.23323038274
