,MOV10L1 (54456)
ACH-000004,-0.216873311098
ACH-000007,-0.026455809262299998
ACH-000009,-0.181139237405
ACH-000011,-0.0298493168541
ACH-000012,-0.13123570014799998
ACH-000013,-0.008816049440399999
ACH-000014,0.19594515135899998
ACH-000015,-0.0359653703446
ACH-000017,-0.102373598192
ACH-000018,0.00692344094901
ACH-000019,0.149772266682
ACH-000021,-0.004091102650570001
ACH-000022,-0.049379436571199996
ACH-000025,-0.256374307693
ACH-000028,-0.06097805484780001
ACH-000030,-0.256434828106
ACH-000035,0.003987288618849999
ACH-000036,-0.058513262565599994
ACH-000037,-0.168845286457
ACH-000039,-0.282483650606
ACH-000040,-0.156476661652
ACH-000041,-0.062349418227699994
ACH-000042,-0.07816110099410001
ACH-000045,0.0375911087621
ACH-000047,-0.07804795411189999
ACH-000052,-0.0253576935316
ACH-000053,-0.116902134684
ACH-000054,-0.12336691242100001
ACH-000055,-0.203217576142
ACH-000060,-0.16920108395
ACH-000067,0.06841701768349999
ACH-000070,0.0509347259566
ACH-000075,-0.188314894036
ACH-000078,-0.182112529008
ACH-000082,-0.0758770960956
ACH-000085,-0.256516050224
ACH-000086,0.195840020781
ACH-000087,-0.160605558944
ACH-000092,0.125082910354
ACH-000095,-0.07258108493210001
ACH-000097,0.11387484919299999
ACH-000098,-0.108428631403
ACH-000099,-0.188507890372
ACH-000108,-0.110000526824
ACH-000113,-0.0418850362261
ACH-000115,0.141434601512
ACH-000116,0.05717647847230001
ACH-000118,-0.039896959578999996
ACH-000120,0.00624922915653
ACH-000123,-0.180681685562
ACH-000127,-0.0631246827948
ACH-000128,-0.0730062344825
ACH-000132,0.105039555111
ACH-000133,0.119599000469
ACH-000137,-0.034340067233700006
ACH-000138,-0.020568210997900002
ACH-000142,0.07133538191330001
ACH-000143,-0.293185155282
ACH-000146,-0.0712822045652
ACH-000148,0.000382022501034
ACH-000150,0.0419217003632
ACH-000152,0.052777200307099995
ACH-000153,-0.139807643937
ACH-000159,0.055460594567200004
ACH-000160,-0.0798673210428
ACH-000163,0.035094353404599994
ACH-000167,0.162392074246
ACH-000168,-0.18159999011599998
ACH-000169,-0.00636499449995
ACH-000178,-0.09400624151699999
ACH-000182,0.10816156578
ACH-000183,-0.122913561274
ACH-000188,0.10060672989
ACH-000189,0.0710121609482
ACH-000190,-0.012904910667700002
ACH-000198,0.122778677291
ACH-000204,-0.127699874296
ACH-000206,0.06567143429809999
ACH-000207,-0.113985787729
ACH-000211,-0.0323872352321
ACH-000215,-0.047669076588300004
ACH-000221,-0.20383448930599998
ACH-000222,-0.0667735803436
ACH-000223,0.0854579432364
ACH-000226,0.0816402226229
ACH-000227,-0.165741077865
ACH-000228,-0.235877225978
ACH-000231,-0.111150866719
ACH-000232,-0.116989015996
ACH-000233,-0.059591749431
ACH-000234,0.312175533364
ACH-000235,0.027674735109000002
ACH-000237,-0.0331626415919
ACH-000238,-0.029078018446499997
ACH-000243,0.0259383251046
ACH-000244,-0.397757977347
ACH-000246,-0.0609969322122
ACH-000248,-0.115851448739
ACH-000250,0.0245265237891
ACH-000251,0.367443556535
ACH-000253,-0.021212601387999998
ACH-000255,-0.0969662963578
ACH-000256,-0.100406228268
ACH-000257,0.08283438592419999
ACH-000258,0.101902346478
ACH-000259,0.015358221298
ACH-000260,-0.0548113085975
ACH-000261,-0.0953593328833
ACH-000262,-0.26403400471099997
ACH-000263,0.035223629737199995
ACH-000264,-0.0428646079689
ACH-000265,-0.0566752942777
ACH-000266,-0.0506617707996
ACH-000272,0.019026355808000002
ACH-000273,-0.0458915417682
ACH-000274,-0.148288647137
ACH-000277,-0.00734336680744
ACH-000278,-0.11111032855999999
ACH-000279,0.00477073683362
ACH-000280,0.0505737989351
ACH-000281,-0.09648709691749999
ACH-000288,-0.0229848718948
ACH-000291,0.0163898208044
ACH-000293,-0.115973534232
ACH-000294,0.0963928420696
ACH-000295,-0.0936304493498
ACH-000296,0.04609019192480001
ACH-000302,0.0332327669787
ACH-000304,-0.43778534578999995
ACH-000307,0.09164151926789998
ACH-000308,-0.033295115909
ACH-000310,-0.105094018172
ACH-000311,-0.0621291209371
ACH-000312,-0.110684007786
ACH-000315,0.0249986165717
ACH-000316,-0.0820537837549
ACH-000317,-0.26424502769200003
ACH-000318,0.0668332029093
ACH-000319,-0.0751079036732
ACH-000320,0.0547112939689
ACH-000322,-0.311555586725
ACH-000323,0.08851696545280001
ACH-000324,-0.06936943533310001
ACH-000329,-0.023679012296700004
ACH-000330,-0.288285379131
ACH-000331,0.194668719207
