,SEMA4F (10505)
ACH-000004,0.08133874877410001
ACH-000007,0.018184364061900004
ACH-000009,0.13722579303500002
ACH-000011,-0.09908833901789998
ACH-000012,-0.059953911768300006
ACH-000013,-0.0036494023783499997
ACH-000014,-0.0693792160166
ACH-000015,-0.011479663874899999
ACH-000017,-0.0527914999676
ACH-000018,0.00745201757138
ACH-000019,0.0163276643
ACH-000021,-0.155691764899
ACH-000022,-0.10561471333999999
ACH-000025,0.0447204477949
ACH-000028,-0.15023817956399999
ACH-000030,-0.005654092455880001
ACH-000035,-0.123115437682
ACH-000036,-0.0670528650991
ACH-000037,-0.156211863975
ACH-000039,-0.124476544604
ACH-000040,-0.025191275405799997
ACH-000041,0.052183604407400004
ACH-000042,-0.070728963743
ACH-000045,-0.050370042976
ACH-000047,-0.09755221878310001
ACH-000052,-0.110063930493
ACH-000053,-0.0098259997907
ACH-000054,-0.175254619277
ACH-000055,0.234035288801
ACH-000060,-0.055907762614
ACH-000067,0.048068713017600004
ACH-000070,-0.0441253923864
ACH-000075,-0.08775634183139998
ACH-000078,-0.157380995144
ACH-000082,-0.00978570809721
ACH-000085,-0.0518578687182
ACH-000086,0.0367065831366
ACH-000087,-0.214641574202
ACH-000092,-0.203662934924
ACH-000095,-0.00205886068048
ACH-000097,-0.09491348235739999
ACH-000098,0.11467419158299999
ACH-000099,-0.12410081030200001
ACH-000108,-0.030334665853499997
ACH-000113,0.00521181565697
ACH-000115,0.0677555404345
ACH-000116,-0.14383388252499998
ACH-000118,-0.08677189047469999
ACH-000120,-0.0946280897866
ACH-000123,0.0651707996807
ACH-000127,-0.061052943094300004
ACH-000128,-0.08250363895539999
ACH-000132,0.0168367777189
ACH-000133,-0.175656177823
ACH-000137,-0.117137448483
ACH-000138,-0.016394471978
ACH-000142,-0.124797938293
ACH-000143,-0.21293664508699997
ACH-000146,0.0487151342132
ACH-000148,-0.0808107783857
ACH-000150,-0.00841607982362
ACH-000152,-0.192755608037
ACH-000153,-0.0827868492752
ACH-000159,-0.0853849269104
ACH-000160,-0.13028782299699998
ACH-000163,-0.0386061438961
ACH-000167,0.00318152621676
ACH-000168,0.112694196075
ACH-000169,-0.0546991244208
ACH-000178,0.105510813486
ACH-000182,0.0665179873355
ACH-000183,-0.147190031805
