,ISYNA1 (51477)
ACH-000329,-0.28253477467599997
ACH-000330,-0.156427438519
ACH-000331,-0.320233724301
ACH-000332,-0.301101649549
ACH-000334,-0.476084820389
ACH-000335,-0.37108898257100004
ACH-000336,-0.06310787688630001
ACH-000337,-0.56374975714
ACH-000339,-0.389512270494
ACH-000341,-0.877273337543
ACH-000348,-0.264273303946
ACH-000350,-0.379166733162
ACH-000352,-0.42602783199
ACH-000356,-0.6707482834440001
ACH-000361,-0.27003984872
ACH-000362,-0.372380839268
ACH-000363,-0.27530695526099996
ACH-000364,-0.34137943709799995
ACH-000365,-0.193485826539
ACH-000366,-0.452958077818
ACH-000368,-0.414544782258
ACH-000374,-0.524069093494
ACH-000375,-0.359172676323
ACH-000376,-0.0362068336412
ACH-000381,-0.22968789086599997
ACH-000383,-0.5101212407519999
ACH-000387,-0.267238624919
ACH-000389,-0.33297551645
ACH-000390,-0.352010218082
ACH-000393,-0.451925157161
ACH-000395,-0.541347037433
ACH-000397,-0.171742268119
ACH-000401,-0.307461975002
ACH-000402,-0.591608865779
ACH-000403,-0.366287626333
ACH-000404,-0.32137940464000003
ACH-000406,-0.443107799331
ACH-000407,-0.40389353751
ACH-000408,-0.417218524591
ACH-000410,-0.334816758507
ACH-000411,-0.393413684019
ACH-000414,-0.357565491646
ACH-000415,-0.58708963058
ACH-000416,-0.422061836997
ACH-000420,-0.20743192392999998
ACH-000421,-0.20925509225299999
ACH-000424,-0.694037508658
ACH-000425,-0.295056572285
ACH-000426,-0.32250202898200003
ACH-000427,-0.6918866970119999
ACH-000433,-0.627912817284
ACH-000436,-0.302858862967
ACH-000444,-0.22126686571899998
ACH-000445,-0.29153794836999997
ACH-000448,-0.474513423613
ACH-000450,-0.176425903821
ACH-000452,-0.666111679421
ACH-000454,-0.574942765493
ACH-000458,-0.459665106664
ACH-000459,-0.25483692498300003
ACH-000460,-0.25082815915600004
ACH-000461,-0.6211928143559999
ACH-000463,-0.261170081886
ACH-000464,-0.078317016993
ACH-000466,-0.48117294164999996
ACH-000467,-0.43438979720700005
ACH-000468,-0.615078927665
ACH-000469,-0.254335765318
ACH-000470,-0.462244655696
ACH-000471,-0.37963403879
ACH-000472,-0.327204369481
ACH-000473,-0.454447676752
ACH-000475,-0.386653475123
ACH-000476,-0.264814435667
ACH-000477,-0.138833412656
ACH-000480,-0.246096618664
ACH-000481,-0.5047825375980001
ACH-000483,-0.148367889363
ACH-000484,-0.0318644757069
ACH-000485,-0.304665519216
ACH-000486,-0.413116225389
ACH-000487,-0.34820663294799997
ACH-000488,-0.403666773125
ACH-000490,-0.354811347162
ACH-000491,-0.395934068634
ACH-000495,-0.209033777737
ACH-000496,-0.138996546548
ACH-000499,-0.55791406643
ACH-000500,-0.267725623894
ACH-000502,-0.570422771971
ACH-000503,-0.5595150357590001
ACH-000505,-0.5879039380409999
ACH-000507,-0.249870201609
ACH-000510,-0.299034521823
ACH-000511,-0.243745666344
ACH-000512,-0.237798779276
ACH-000516,-0.382269763591
ACH-000517,-0.219198447742
ACH-000518,-0.17731863977899998
ACH-000520,-0.599322201738
ACH-000521,-0.431935995648
ACH-000522,-0.492486468006
ACH-000524,-0.262463379073
ACH-000527,-0.359297813559
ACH-000528,-0.178244639692
ACH-000537,-0.559227765158
ACH-000541,-0.31832566379
ACH-000542,-0.341939486765
ACH-000544,-0.495014335368
ACH-000545,-0.474826857838
ACH-000547,-0.16667167445999997
ACH-000548,-0.453147430362
ACH-000549,-0.378628409965
ACH-000550,-0.19253324628199997
ACH-000552,-0.46611986516500004
ACH-000556,-0.530161593707
ACH-000557,-0.343619321771
ACH-000570,-0.216445788146
ACH-000571,-0.333653720215
ACH-000573,-0.249271878321
ACH-000576,-0.45920945841300004
ACH-000580,-0.28954368686299997
ACH-000584,-0.42157131477
ACH-000585,-0.435627247349
ACH-000588,-0.314226602317
ACH-000589,-0.343246909408
ACH-000591,-0.346619895629
ACH-000593,-0.546849590738
ACH-000600,-0.525198666027
ACH-000601,-0.42607128136100003
ACH-000604,-0.26931150176199997
ACH-000605,-0.511919192351
ACH-000606,-0.537830944138
ACH-000608,-0.419958136947
ACH-000614,-0.016749432555200002
ACH-000616,-0.294963605204
ACH-000618,-0.35922257529299995
ACH-000619,-0.440395522617
ACH-000620,-0.5092084533110001
ACH-000621,-0.181041799169
ACH-000622,-0.463040575743
ACH-000623,-0.49567578973399995
ACH-000624,-0.307107935239
ACH-000627,-0.36180484093099996
ACH-000630,-0.490551657271
ACH-000632,-0.481015267372
ACH-000633,-0.675706558052
ACH-000637,-0.18276814797200003
ACH-000638,-0.417761020912
ACH-000646,-0.27867891397100003
ACH-000647,-0.267318774215
ACH-000648,-0.5599655360970001
ACH-000649,-0.34245140055600004
ACH-000651,-0.265377912917
ACH-000652,-0.262534391371
ACH-000653,-0.338661407576
ACH-000657,-0.37533194983999996
ACH-000658,-0.00859522579425
ACH-000661,-0.5825075497209999
ACH-000662,-0.110019060325
ACH-000663,-0.275334597191
ACH-000665,-0.614601475273
ACH-000671,-0.206030296752
ACH-000673,-0.389452975882
ACH-000676,-0.20157231168499998
ACH-000677,-0.594061824184
ACH-000681,-0.422290415215
ACH-000682,-0.471495305036
ACH-000683,-0.47011916886000005
ACH-000684,-0.319293499904
ACH-000688,-0.256963894986
ACH-000693,-0.443867503724
ACH-000694,-0.485954933505
ACH-000695,0.0325016289837
ACH-000696,-0.362557614894
ACH-000697,-0.241586227358
ACH-000699,-0.122131778125
ACH-000701,-0.41686776810099996
ACH-000706,-0.304527969984
ACH-000711,-0.33261991222
ACH-000713,-0.541574509754
ACH-000714,-0.23212321056200003
ACH-000718,-0.160446288848
ACH-000720,-0.494865807909
ACH-000721,-0.557022847096
ACH-000724,-0.418392252219
ACH-000725,-0.43867272151299996
ACH-000732,-0.461298735266
ACH-000734,-0.539586745904
ACH-000735,-0.309080619368
ACH-000736,-0.293978894994
ACH-000738,-0.275082424027
ACH-000746,-0.46098210256800004
ACH-000747,-0.437943592173
ACH-000748,-0.27974489091
ACH-000753,-0.351771095252
ACH-000756,-0.4079289063
ACH-000757,-0.453991496145
ACH-000758,-0.265851159823
ACH-000760,-0.146456397
ACH-000763,-0.030954361118299998
ACH-000764,-0.342096996288
ACH-000765,-0.36044555818199997
ACH-000766,-0.38911181382
ACH-000767,-0.132416580745
ACH-000768,-0.513109919253
ACH-000769,-0.45669383796999996
ACH-000770,-0.386943873617
ACH-000771,-0.272974677443
ACH-000773,-0.316820607271
ACH-000776,-0.581063507591
ACH-000777,-0.36987093097400003
ACH-000778,-0.39829810502499996
ACH-000781,-0.36509768865099995
ACH-000782,-0.352008490145
ACH-000783,-0.25915780030200003
ACH-000784,-0.39357485056100006
ACH-000785,-0.410406853661
ACH-000787,-0.43671298616000004
ACH-000788,-0.286836229144
ACH-000791,-0.39668944961499997
ACH-000792,-0.617595082431
ACH-000794,-0.638355116917
ACH-000796,-0.241087241844
ACH-000799,-0.7592076682790001
ACH-000800,-0.12088999603499999
ACH-000802,-0.33574837259199997
ACH-000804,-0.518122620094
ACH-000805,-0.39860272460999996
ACH-000809,-0.646789395505
ACH-000810,-0.281312677957
ACH-000811,-0.344431462504
ACH-000817,-0.45238862306500005
ACH-000819,-0.501925644513
ACH-000820,-0.458969061636
ACH-000821,-0.446161362866
ACH-000822,-0.372787649852
ACH-000823,-0.666560920905
ACH-000824,-0.27700207052700004
ACH-000827,-0.47025167124
ACH-000829,-0.35563411386200006
ACH-000831,-0.363751975208
ACH-000832,-0.300840317889
ACH-000833,-0.06465971803880001
ACH-000834,-0.493504098162
ACH-000835,-0.181648329794
ACH-000836,-0.602828415683
ACH-000837,-0.490225706021
ACH-000838,-0.458275831731
ACH-000839,-0.369947083953
ACH-000840,-0.5267857040339999
ACH-000841,-0.43403020978600004
ACH-000843,-0.23071863215
ACH-000846,-0.335106173701
ACH-000847,-0.248415071455
ACH-000848,-0.455293948943
ACH-000849,-0.267875329314
ACH-000851,-0.35562553672700004
ACH-000855,-0.24533067955899998
ACH-000856,-0.180935994439
ACH-000858,-0.499595108554
ACH-000859,-0.39788887255500005
ACH-000861,-0.202126782645
ACH-000862,-0.30006549946100003
ACH-000865,-0.225235951648
ACH-000866,-0.289080411464
ACH-000867,-0.36881499033299997
ACH-000869,-0.361080850656
ACH-000872,-0.427696478485
ACH-000873,-0.273160615858
ACH-000876,-0.295621922759
ACH-000878,-0.113371254969
ACH-000880,-0.427188656369
ACH-000881,-0.297559947553
ACH-000882,-0.34050225196
ACH-000884,-0.234509010662
ACH-000885,-0.220433563931
ACH-000887,-0.563432752648
ACH-000888,-0.387251475409
ACH-000889,-0.233735665148
ACH-000890,-0.305433904673
ACH-000896,-0.52783082935
ACH-000898,-0.36776741330300006
ACH-000900,-0.7757256272399999
ACH-000901,-0.273032260002
ACH-000905,-0.181792324289
ACH-000906,-0.377783599746
ACH-000907,-0.296546924181
ACH-000910,-0.08589918707000001
ACH-000911,-0.28475749021200003
ACH-000912,-0.344522353979
ACH-000913,-0.14669525560799998
ACH-000915,-0.31577389566799996
ACH-000916,-0.7707063469059999
ACH-000917,-0.534790367469
ACH-000921,-0.31830237755999996
ACH-000924,-0.147577136281
ACH-000926,-0.238893273287
ACH-000928,-0.463597537126
ACH-000929,-0.027194326638700004
ACH-000932,-0.413923326528
ACH-000935,-0.055353729666599995
ACH-000936,-0.496918189686
ACH-000937,-0.45977170363799996
ACH-000938,-0.246702924107
ACH-000939,-0.829465718336
ACH-000941,-0.673068907307
ACH-000943,-0.30793053054
ACH-000946,-0.494101730789
ACH-000947,-0.239690068083
ACH-000948,-0.5382318247860001
ACH-000950,-0.43990235283600004
ACH-000953,-0.607288144843
ACH-000957,-0.429698192136
ACH-000958,-0.40657915292499996
ACH-000960,-0.280109488916
ACH-000963,-0.30947924883
ACH-000968,-0.336268227719
ACH-000969,-0.339506051192
ACH-000973,-0.0516708928126
ACH-000974,-0.26958844773400004
ACH-000975,-0.329519516344
ACH-000976,-0.30646376794700003
ACH-000978,-0.5412785126959999
ACH-000980,-0.38051356847499995
ACH-000984,-0.46016877874300005
ACH-000986,-0.48761437945600006
ACH-000988,-0.474953992916
ACH-000993,-0.9571716639550001
ACH-000994,-0.252505038046
ACH-000996,-0.33962694863700005
ACH-001001,-0.238604914375
ACH-001020,-0.369933627451
ACH-001028,-0.48668147445200005
ACH-001031,-0.362254677839
ACH-001038,-0.424406364591
ACH-001048,-0.376305776364
ACH-001050,-0.48789477993999997
ACH-001053,-0.36397519716
ACH-001054,-0.276245807372
ACH-001061,-0.281195734152
ACH-001067,-0.51450038139
ACH-001075,-0.410560699643
ACH-001096,-0.175115750313
ACH-001128,-0.554789644593
ACH-001134,-0.40077829236900003
ACH-001151,-0.398697528271
ACH-001163,-0.194151272377
ACH-001164,-0.08666723306980001
ACH-001173,-0.403482811188
ACH-001183,-0.581440638697
ACH-001184,-0.514401834363
ACH-001190,-0.494739200344
ACH-001192,-0.059058533674400004
ACH-001193,-0.28129729934799996
ACH-001196,-0.43062546821099995
ACH-001197,-0.40413247638000005
ACH-001205,-0.277690822294
ACH-001211,-0.485302524412
ACH-001212,-0.5415859807469999
ACH-001228,-0.643274034397
ACH-001232,-0.304759702436
ACH-001239,-0.209728326981
ACH-001274,-0.559922743891
ACH-001275,-0.428757287116
ACH-001277,-0.135772936413
ACH-001278,-0.353262895075
ACH-001280,-0.34224973813299997
ACH-001283,-0.304984546456
ACH-001289,-0.382598983376
ACH-001295,-0.372897383556
ACH-001300,-0.261126253006
ACH-001301,-0.250946442013
ACH-001302,-0.60072809368
ACH-001303,-0.32451866214
ACH-001306,-0.608671304307
ACH-001318,-0.44828637805200006
ACH-001322,-0.345628859739
ACH-001328,-0.45723609641699997
ACH-001332,-0.231080211567
ACH-001333,-0.47052477847499996
ACH-001336,-0.325222342439
ACH-001340,-0.21790788123799998
ACH-001346,-0.5125189831
ACH-001353,-0.482534523416
ACH-001354,-0.142599761484
ACH-001367,-0.21529553404
ACH-001368,-0.500040409334
ACH-001374,-0.25061907039500003
ACH-001375,-0.402158272767
ACH-001377,-0.43089605396700004
ACH-001380,-0.380303333864
ACH-001391,-0.5224924625680001
ACH-001407,-0.482980381296
ACH-001408,-0.292335139425
ACH-001413,-0.358688107063
ACH-001430,-0.395656930261
ACH-001431,-0.486973933558
ACH-001450,-0.43752741087700003
ACH-001496,-0.30763562334899996
ACH-001500,-0.379524924104
ACH-001521,-0.333408659321
ACH-001523,-0.31017434637200003
ACH-001532,-0.267950269236
ACH-001536,-0.427394378393
ACH-001550,-0.515315647918
ACH-001552,-0.38950824234700004
ACH-001554,-0.390703346318
ACH-001645,-0.154748910907
ACH-001654,-0.482175480385
ACH-001715,-0.40165489336800003
ACH-001735,-0.267985637083
ACH-001736,-0.363671208746
ACH-001737,0.243101865509
ACH-001740,-0.395571792768
ACH-001745,-0.43190987812799997
ACH-001750,-0.531880028646
ACH-001765,-0.26197883934
ACH-001956,-0.391689201668
ACH-001957,-0.206591786105
