,MICALL2 (79778)
ACH-000004,-0.21561364286999996
ACH-000007,-0.0132725901473
ACH-000009,0.0032399012809200003
ACH-000011,-0.12934261036800002
ACH-000012,-0.16564669554199998
ACH-000013,-0.045937397535100004
ACH-000014,-0.026180615510900004
ACH-000015,0.0005751925662919999
ACH-000017,-0.196339270196
ACH-000018,0.07317720728910002
ACH-000019,0.0570861849182
ACH-000021,0.0349157732888
ACH-000022,-0.0332065493134
ACH-000025,-0.0548262304401
ACH-000028,-0.0367647832876
ACH-000030,0.021672603505000002
ACH-000035,-0.163836451075
ACH-000036,-0.17112802094300003
ACH-000037,-0.129515520202
ACH-000039,-0.0065907381347699995
ACH-000040,0.0228643795597
ACH-000041,0.103245932277
ACH-000042,-0.0352191149318
ACH-000045,0.105856221698
ACH-000047,-0.199002201912
ACH-000052,-0.18123855484200002
ACH-000053,-0.048447510591400005
ACH-000054,-0.038883439292800005
ACH-000055,0.0512833417475
ACH-000060,-0.0577453752809
ACH-000067,0.27426264554900004
ACH-000070,-0.045315199207100004
ACH-000075,-0.0168156052304
ACH-000078,-0.181328791876
ACH-000082,-0.0812702516915
ACH-000085,0.040888012456900005
ACH-000086,0.166933904341
ACH-000087,0.11847691406199999
ACH-000092,-0.027266137604499998
ACH-000095,-0.038970460376499996
ACH-000097,-0.159759060519
ACH-000098,0.184262577176
ACH-000099,-0.152000488971
ACH-000108,0.0339442794391
ACH-000113,0.12254499929500001
ACH-000115,-0.0230369647077
ACH-000116,-0.08110873680200001
ACH-000118,0.120489666183
ACH-000120,0.056251756716900005
ACH-000123,0.0163900602349
ACH-000127,-0.09745778681510002
ACH-000128,-0.058929370083999996
ACH-000132,0.0584586927308
ACH-000133,-0.0891097896077
ACH-000137,-0.0175797919695
ACH-000138,0.179161414288
ACH-000142,-0.22963713364100002
ACH-000143,-0.0303575995305
ACH-000146,0.0235873798611
ACH-000148,-0.08335330569419999
ACH-000150,-0.0213044010552
ACH-000152,-0.0922322659994
ACH-000153,0.14728072738
ACH-000159,-0.009512690430580001
ACH-000160,0.0122978176291
ACH-000163,-0.107234398169
ACH-000167,-0.242460097759
ACH-000168,0.0991039886592
ACH-000169,-0.208596092652
ACH-000178,-0.0801939383901
ACH-000182,0.12311562804300001
ACH-000183,0.022655042067
ACH-000188,-0.0241882437289
ACH-000189,-0.0563284824413
ACH-000190,0.129053267272
ACH-000198,-0.0289429894911
ACH-000204,0.0890938317272
ACH-000206,0.185130490657
ACH-000207,0.103924383036
ACH-000211,-0.0268908392111
ACH-000215,-0.009693282002569999
ACH-000221,-0.00210982008276
ACH-000222,0.056518544314000004
ACH-000223,0.00549765390483
ACH-000226,0.113653075727
ACH-000227,-0.11132666163100001
ACH-000228,-0.021041852731400003
ACH-000231,-0.098644867195
ACH-000232,0.0157960550501
ACH-000233,-0.163903607336
ACH-000234,-0.102726524335
ACH-000235,0.0252961140774
ACH-000237,-0.0792861120132
ACH-000238,-0.073798091551
ACH-000243,0.0713441122921
ACH-000244,-0.0532849475238
ACH-000246,-0.0826559356426
ACH-000248,-0.12195880001599999
ACH-000250,-0.149627736853
ACH-000251,0.03702769233809999
ACH-000253,-0.10302166423
ACH-000255,-0.04625426690000001
ACH-000256,-0.08441647183260001
ACH-000257,-0.0158172341635
ACH-000258,0.35289767537
ACH-000259,-0.145083040789
ACH-000260,-0.11262510894500001
ACH-000261,-0.033522326345099995
ACH-000262,0.199913633621
ACH-000263,-0.169275009936
ACH-000264,-0.047115986100699996
ACH-000265,0.120753205801
ACH-000266,-0.120432321208
ACH-000272,0.100651344664
ACH-000273,-0.129948985189
ACH-000274,-0.31163473648
ACH-000277,-0.08495575129239999
ACH-000278,0.11440482036499999
ACH-000279,0.08060130635919999
ACH-000280,-0.19183376366799998
ACH-000281,-0.367552736581
