,IDH3B (3420)
ACH-000004,-0.12091834716600001
ACH-000007,0.109463367785
ACH-000009,0.166673070128
ACH-000011,0.0466925985759
ACH-000012,0.18809879336
ACH-000013,0.130929359893
ACH-000014,-0.031195129561000002
ACH-000015,0.19604778406800002
ACH-000017,0.18403752954100003
ACH-000018,0.126059324986
ACH-000019,0.459243608697
ACH-000021,0.0727634087575
ACH-000022,0.034864369085800005
ACH-000025,0.30680888527600003
ACH-000028,0.07709730092139999
ACH-000030,0.081085684144
ACH-000035,0.296550506146
ACH-000036,-0.028557655229099997
ACH-000037,-0.0243145049216
ACH-000039,0.068692542693
ACH-000040,-0.129930429553
ACH-000041,-0.10860640011499999
ACH-000042,-0.17952596083500003
ACH-000045,0.166684420596
ACH-000047,0.0268545716285
ACH-000052,0.0623734977785
ACH-000053,0.0477596654944
ACH-000054,0.111444011259
ACH-000055,0.41869440941799996
ACH-000060,-0.00804948515867
ACH-000067,0.126546616965
ACH-000070,0.10508734215500001
ACH-000075,0.213233716652
ACH-000078,0.03797189499030001
ACH-000082,0.260743105337
ACH-000085,0.042435477283800004
ACH-000086,0.253692538968
ACH-000087,0.187061636586
ACH-000092,0.208950981983
ACH-000095,0.031954568889599994
ACH-000097,-0.02018990881
ACH-000098,0.19312467639800002
ACH-000099,0.040219723742
ACH-000108,0.157291970461
ACH-000113,0.27158316725000003
ACH-000115,0.147774575788
ACH-000116,0.0014824024173699997
ACH-000118,-0.051535266608100004
ACH-000120,0.16491062987400001
ACH-000123,0.166459328611
ACH-000127,0.0799923272399
ACH-000128,-0.148041600995
ACH-000132,0.232241417224
ACH-000133,0.0110848421063
ACH-000137,0.146016553082
ACH-000138,0.21182184331
ACH-000142,0.23383599022799997
ACH-000143,0.0665486665541
ACH-000146,0.0442434557846
ACH-000148,0.27460913479800003
ACH-000150,0.121085565762
ACH-000152,0.0440038196736
ACH-000153,0.0588576409148
ACH-000159,0.23861676839899998
ACH-000160,0.523129641013
ACH-000163,0.188834393395
ACH-000167,0.464470894514
ACH-000168,-0.0781298133272
ACH-000169,0.105416964978
ACH-000178,-0.0028209158879000003
ACH-000182,-0.0149280399184
ACH-000183,0.106921655458
ACH-000188,0.20960727276799998
ACH-000189,-0.205737343268
ACH-000190,0.61726303172
ACH-000198,0.10455915711899999
ACH-000204,0.126988523796
ACH-000206,0.0782934150289
ACH-000207,0.09447847246539999
ACH-000211,0.23219816882599997
ACH-000215,0.296836379752
ACH-000221,0.24893122938099999
ACH-000222,-0.0732231940748
ACH-000223,0.049159451686899995
ACH-000226,0.21900974195300002
ACH-000227,0.11459179416099999
ACH-000228,0.153515480422
ACH-000231,0.105695269713
ACH-000232,0.123927701041
ACH-000233,-0.0617258903406
ACH-000234,0.215306408675
ACH-000235,-0.0172153002199
ACH-000237,0.34485574263999996
ACH-000238,0.0749494941598
ACH-000243,0.034630448662999996
ACH-000244,0.360779060238
ACH-000246,0.10740479534000001
ACH-000248,-0.05298603044369999
ACH-000250,0.0732214043627
ACH-000251,0.249843612453
ACH-000253,0.255351294303
ACH-000255,0.134292600261
ACH-000256,0.309861007323
ACH-000257,-0.026790065853400002
ACH-000258,0.0985405286878
ACH-000259,0.0506946083984
ACH-000260,0.102173919628
ACH-000261,0.17800918566399998
ACH-000262,-0.043832328075
ACH-000263,-0.138690031953
ACH-000264,0.16083383947000002
ACH-000265,-0.103515456061
ACH-000266,0.058898037614799996
ACH-000272,-0.0187664182472
ACH-000273,0.130857550167
ACH-000274,0.103505007717
ACH-000277,0.00414958847157
ACH-000278,0.0934733016477
ACH-000279,0.142025108089
ACH-000280,0.16779881363
ACH-000281,-0.0288228692419
ACH-000288,0.12762786329700002
ACH-000291,0.0146314788273
ACH-000293,0.261520126003
ACH-000294,-0.11927919333900001
ACH-000295,-0.20260299861699999
ACH-000296,-0.10901363074100001
ACH-000302,0.027438502247099997
ACH-000304,0.273487323693
ACH-000307,0.109852396875
ACH-000308,0.153736962854
ACH-000310,-0.148906297091
ACH-000311,-0.120468780658
ACH-000312,0.236966185317
ACH-000315,0.144253917494
ACH-000316,-0.00484711409751
ACH-000317,0.0718034833627
ACH-000318,0.000823288677476
ACH-000319,0.536987089598
ACH-000320,0.18178382832400003
ACH-000322,0.0690174461177
ACH-000323,0.23426754530699997
ACH-000324,0.15518481900599998
ACH-000329,-0.133411478002
ACH-000330,0.104351667312
ACH-000331,0.166507252073
ACH-000332,0.08779268760410001
ACH-000334,0.132334757475
ACH-000335,0.014009083534600002
ACH-000336,0.48224562022100004
ACH-000337,0.31172174159000005
ACH-000339,0.18079684685699998
ACH-000341,0.0129652314419
ACH-000348,0.29654243901599997
ACH-000350,0.113130794232
ACH-000352,-0.105916424276
ACH-000356,-0.020669962808
ACH-000361,0.129649990627
ACH-000362,0.0904477518906
ACH-000363,0.136810868059
ACH-000364,-0.0206913435741
ACH-000365,0.053132346028
ACH-000366,0.07091917756360001
ACH-000368,0.262145917793
ACH-000374,0.18189199400699999
ACH-000375,0.243459578013
ACH-000376,0.0680728436157
ACH-000381,-0.00868248543515
ACH-000383,0.13223762532
ACH-000387,-0.06952657704630001
ACH-000389,0.09397137564300001
ACH-000390,0.260437559326
ACH-000393,0.00533266773514
ACH-000395,0.0306856959626
