,GGN (199720)
ACH-000274,-0.16662577919000002
ACH-000277,-0.148005991033
ACH-000278,-0.161378022544
ACH-000279,-0.241068328933
ACH-000280,-0.389240558222
ACH-000281,-0.0341396945523
ACH-000288,-0.359842152123
ACH-000291,-0.484035008461
ACH-000293,-0.67320684294
ACH-000294,-0.190376401803
ACH-000295,-0.215925357863
ACH-000296,-0.23886102970800002
ACH-000302,-0.328346725022
ACH-000304,-0.12974331788899998
ACH-000307,-0.239689613819
ACH-000308,-0.42615647499399995
ACH-000310,-0.201621831375
ACH-000311,-0.292495762535
ACH-000312,-0.179004565015
ACH-000315,-0.250310406086
ACH-000316,-0.189140077895
ACH-000317,-0.160820248372
ACH-000318,-0.150970817383
ACH-000319,-0.312881941303
ACH-000320,-0.27095487044100003
ACH-000322,-0.196053899842
ACH-000323,-0.212279643806
ACH-000324,-0.39148370961499995
ACH-000329,-0.282655457546
ACH-000330,-0.392763716123
ACH-000331,-0.158106362239
ACH-000332,-0.27729597429
ACH-000334,-0.15029950242100001
ACH-000335,-0.174904581162
ACH-000336,-0.414918810972
ACH-000337,-0.07644677638
ACH-000339,-0.332583283439
ACH-000341,-0.29321895537500003
ACH-000348,-0.274275290564
ACH-000350,-0.15816465994200002
ACH-000352,-0.255691565726
ACH-000356,-0.37799734273900004
ACH-000361,-0.46150261134099996
ACH-000362,-0.201348227245
ACH-000363,-0.23587489226599997
ACH-000364,-0.278335149709
ACH-000365,-0.23162820356199998
ACH-000366,-0.568913941448
ACH-000368,-0.340983626035
ACH-000374,-0.147671495367
ACH-000375,-0.244463853939
ACH-000376,-0.21396321865600001
ACH-000381,-0.0952797328166
ACH-000383,-0.318221816862
ACH-000387,-0.339623720626
ACH-000389,-0.226532007319
ACH-000390,-0.268736230595
ACH-000393,-0.287671503482
ACH-000395,-0.413871378538
ACH-000397,-0.273746153648
ACH-000401,-0.026964357423900003
ACH-000402,-0.0800468842387
ACH-000403,-0.0804252974651
ACH-000404,0.046006015710699996
ACH-000406,-0.2281191491
ACH-000407,-0.41479291637599996
ACH-000408,-0.16139049843599998
ACH-000410,-0.23887705337600001
ACH-000411,-0.34688259851
ACH-000414,-0.283781096126
ACH-000415,-0.300311901353
ACH-000416,-0.212430324992
ACH-000420,-0.416760235543
ACH-000421,-0.186005263528
ACH-000424,-0.439154707711
ACH-000425,-0.311958375598
ACH-000426,-0.263789643447
ACH-000427,-0.426683979954
ACH-000433,-0.279213331953
ACH-000436,-0.35458774953100003
ACH-000444,-0.123441260394
ACH-000445,-0.36118515771799997
ACH-000448,-0.21362378414900002
ACH-000450,-0.47332722098700003
ACH-000452,-0.264163165361
ACH-000454,-0.46210120094499996
ACH-000458,-0.31883885792100003
ACH-000459,-0.134004857234
ACH-000460,-0.283592742995
ACH-000461,-0.22564964650699998
ACH-000463,-0.251927589379
ACH-000464,-0.170163840557
ACH-000466,-0.213688435176
ACH-000467,-0.259601979884
ACH-000468,-0.288688056391
ACH-000469,-0.319808604702
ACH-000470,-0.256549898813
ACH-000471,-0.31733107141600003
ACH-000472,-0.24026219644299998
ACH-000473,-0.31941334026900003
ACH-000475,-0.196546882113
ACH-000476,-0.22211087333299998
ACH-000477,-0.517795052551
ACH-000480,0.0351944475914
ACH-000481,-0.302960445521
ACH-000483,-0.10934530634000002
ACH-000484,-0.475319498952
ACH-000485,-0.271353100535
ACH-000486,-0.47658877443899994
ACH-000487,-0.076357751778
ACH-000488,-0.030108791061800002
ACH-000490,-0.28153526009
ACH-000491,-0.286339364045
ACH-000495,-0.287698672766
ACH-000496,-0.436083797268
ACH-000499,-0.42302634118
ACH-000500,0.207872425035
ACH-000502,-0.472710480772
ACH-000503,-0.024980710331099998
ACH-000505,-0.369891358112
ACH-000507,-0.153660524676
ACH-000510,-0.36728340178400004
ACH-000511,-0.273356376595
ACH-000512,-0.624653375866
ACH-000516,-0.423992015798
ACH-000517,-0.354075930466
ACH-000518,-0.0205723283025
ACH-000520,-0.31942443395
ACH-000521,-0.24618372705299998
ACH-000522,-0.24949983800099998
ACH-000524,-0.307725092916
ACH-000527,-0.4342012713600001
ACH-000528,-0.082860681606
ACH-000537,-0.239505383264
ACH-000541,-0.45817796723000004
ACH-000542,-0.303994218595
ACH-000544,-0.416933279186
ACH-000545,-0.138191776877
ACH-000547,-0.10411986200099999
ACH-000548,-0.21334823225900001
ACH-000549,-0.41944550796700003
ACH-000550,-0.370592973715
ACH-000552,-0.268529128456
ACH-000556,-0.429300661866
ACH-000557,-0.191161392854
ACH-000570,-0.0653714690714
ACH-000571,-0.36125247998599996
ACH-000573,-0.216460454619
ACH-000576,-0.108243598046
ACH-000580,-0.0316320037641
ACH-000584,-0.330619228373
ACH-000585,-0.31106149529
ACH-000588,-0.24223459110399997
ACH-000589,-0.170341500627
ACH-000591,-0.59542193635
ACH-000593,-0.295064564929
ACH-000600,-0.444372009787
ACH-000601,-0.285273679245
ACH-000604,-0.538800253247
ACH-000605,-0.259031622387
ACH-000606,-0.185817241997
ACH-000608,-0.343891256424
ACH-000614,-0.29036954981999996
ACH-000616,-0.41312456967600003
ACH-000618,-0.09981218716810002
ACH-000619,-0.234733621008
ACH-000620,-0.236148752249
ACH-000621,-0.48286677913500003
ACH-000622,-0.376594019512
ACH-000623,-0.24578489794
ACH-000624,-0.221150393173
ACH-000627,-0.08638724111719999
ACH-000630,-0.215069466873
ACH-000632,-0.290089844179
ACH-000633,-0.419886114173
ACH-000637,-0.429683676906
ACH-000638,-0.295124647684
ACH-000646,-0.658911371283
ACH-000647,-0.047319671374699994
ACH-000648,-0.38609473648000003
ACH-000649,-0.341455678577
ACH-000651,-0.201086170337
ACH-000652,-0.0382746462456
ACH-000653,-0.284207030255
ACH-000657,-0.435019437645
ACH-000658,0.0036650385105
ACH-000661,-0.536576390958
ACH-000662,-0.138158443549
ACH-000663,-0.346394048988
ACH-000665,-0.22370367991999998
ACH-000671,-0.258831028923
ACH-000673,-0.313804943365
ACH-000676,-0.171359994934
ACH-000677,-0.270071378754
ACH-000681,-0.360518392243
ACH-000682,-0.16723296027100001
ACH-000683,-0.09935629151809999
ACH-000684,-0.235737878618
ACH-000688,-0.222537183394
ACH-000693,-0.270411862585
ACH-000694,-0.0275612187837
ACH-000695,-0.412814882191
ACH-000696,-0.453233136797
ACH-000697,-0.137592200731
ACH-000699,-0.258095878147
ACH-000701,-0.265288373854
ACH-000706,-0.19126984090399998
ACH-000711,-0.21700908805100003
ACH-000713,-0.505646440402
ACH-000714,-0.25399950454799997
ACH-000718,-0.504955009092
ACH-000720,-0.21384203919300002
ACH-000721,-0.169284223773
ACH-000724,-0.774900397096
ACH-000725,-0.32021043971200003
ACH-000732,-0.372057504634
ACH-000734,-0.333310952253
ACH-000735,-0.295225893525
ACH-000736,-0.090978054356
ACH-000738,-0.35225019940700003
ACH-000746,-0.018876903658499998
ACH-000747,-0.165058351284
ACH-000748,-0.10099154113600001
ACH-000753,-0.163565423513
ACH-000756,-0.24922711290600003
ACH-000757,-0.339035742638
ACH-000758,-0.22714678799600002
ACH-000760,-0.259897533433
ACH-000763,-0.0122012490869
ACH-000764,-0.055322932857999996
ACH-000765,-0.435393320081
ACH-000766,-0.290232546351
ACH-000767,-0.18138208987399998
ACH-000768,-0.325714537971
ACH-000769,-0.170176907382
ACH-000770,-0.317353748971
ACH-000771,-0.328285275518
ACH-000773,-0.765844758414
ACH-000776,-0.23389736801199998
ACH-000777,-0.49039745192
ACH-000778,-0.416639336538
ACH-000781,-0.30085005851
ACH-000782,-0.25886709844
ACH-000783,-0.28372872219
ACH-000784,-0.230804515466
ACH-000785,-0.252131130115
ACH-000787,-0.602068461049
ACH-000788,-0.167786608581
ACH-000791,-0.188480006092
ACH-000792,-0.35561893896200003
ACH-000794,-0.16250183466499998
ACH-000796,-0.12875590629
ACH-000799,-0.310664858711
ACH-000800,-0.233045271268
ACH-000802,-0.272971053869
ACH-000804,-0.35550930178199996
ACH-000805,-0.465603203266
ACH-000809,-0.243040777262
ACH-000810,0.479720460683
ACH-000811,-0.333203453658
ACH-000817,-0.299208691305
ACH-000819,-0.48620465579899996
ACH-000820,0.333961972894
ACH-000821,-0.550870610589
ACH-000822,-0.528952112577
ACH-000823,-0.377610579328
ACH-000824,-0.405257653683
ACH-000827,-0.282699947025
ACH-000829,-0.370698354279
ACH-000831,-0.29709974013
ACH-000832,-0.450667396518
ACH-000833,-0.168599835881
ACH-000834,-0.487870627811
ACH-000835,-0.346019951532
ACH-000836,-0.161917331911
ACH-000837,-0.16806341283
ACH-000838,-0.218809000712
ACH-000839,-0.13230804554099998
ACH-000840,-0.31595734188200003
ACH-000841,-0.6669921727520001
ACH-000843,-0.272516654919
ACH-000846,-0.197449767548
ACH-000847,-0.291319625983
ACH-000848,-0.296869318457
ACH-000849,-0.369656339851
ACH-000851,-0.260212356881
ACH-000855,-0.17213841207000002
ACH-000856,-0.481622068601
ACH-000858,-0.344811645238
ACH-000859,-0.279627897256
ACH-000861,-0.502467247831
ACH-000862,-0.289257613155
ACH-000865,-0.403862024644
ACH-000866,-0.22764931640900002
ACH-000867,-0.20695176295099998
ACH-000869,-0.21873867501299998
ACH-000872,-0.31452607948000005
ACH-000873,-0.163614255374
ACH-000876,-0.289823582093
ACH-000878,-0.225550173077
ACH-000880,-0.494963705149
ACH-000881,-0.290956595641
ACH-000882,-0.292373578827
ACH-000884,-0.18525264573300002
ACH-000885,-0.371242631346
ACH-000887,-0.117540261059
ACH-000888,-0.377710804469
ACH-000889,-0.222779052371
ACH-000890,-0.29385203524500003
ACH-000896,-0.23001207024099998
ACH-000898,-0.543112529872
ACH-000900,-0.1727006816
ACH-000901,-0.390502920423
ACH-000905,-0.349596665384
ACH-000906,-0.37272490775300005
ACH-000907,-0.19469671144099998
ACH-000910,-0.18032009725200002
ACH-000911,-0.300001521831
ACH-000912,-0.37691419836900003
ACH-000913,-0.300758257154
ACH-000915,-0.292711529333
ACH-000916,-0.108374605987
ACH-000917,-0.235343064214
ACH-000921,-0.22965846355099998
ACH-000924,-0.248604786635
ACH-000926,-0.262473916095
ACH-000928,-0.285814886891
ACH-000929,-0.6951291108869999
ACH-000932,-0.499425148699
ACH-000935,-0.00602609361686
ACH-000936,-0.461639572122
ACH-000937,-0.262006243378
ACH-000938,-0.149564090063
ACH-000939,-0.37422107017399997
ACH-000941,-0.415462222193
ACH-000943,-0.281099214416
ACH-000946,-0.43902179656999996
ACH-000947,-0.288057790059
ACH-000948,-0.28681337504500004
ACH-000950,-0.28847238398
ACH-000953,-0.517693038511
ACH-000957,-0.34440058659199996
ACH-000958,-0.49838743518399997
ACH-000960,-0.148774711724
ACH-000963,-0.26767835004900004
ACH-000968,-0.42278302388300004
ACH-000969,-0.404803751509
ACH-000973,-0.259965574002
ACH-000974,-0.318117848544
ACH-000975,-0.284367546219
ACH-000976,-0.38343233034900004
ACH-000978,-0.27347193439399997
ACH-000980,-0.20289281954100002
ACH-000984,-0.332322485044
ACH-000986,-0.290701303659
ACH-000988,-0.354920827646
ACH-000993,-0.373174502785
ACH-000994,-0.254405823742
ACH-000996,-0.125426215491
ACH-001001,-0.0390732475479
ACH-001020,-0.209972607427
ACH-001028,-0.111847117947
ACH-001031,-0.25500248333299996
ACH-001038,-0.118632830407
ACH-001048,-0.320594658463
ACH-001050,-0.214194294457
ACH-001053,-0.30096892403000003
ACH-001054,-0.176515621669
ACH-001061,-0.118999424484
ACH-001067,-0.23344763479699998
ACH-001075,-0.400986385454
ACH-001096,-0.24910859586999998
ACH-001128,-0.33496215698000004
ACH-001134,-0.37769046190300004
ACH-001151,-0.332829333705
ACH-001163,-0.210333545476
ACH-001164,-0.399632875058
ACH-001173,-0.335926374976
ACH-001183,-0.28304668109299996
ACH-001184,-0.147940747914
ACH-001190,-0.398789639404
ACH-001192,0.00434121313633
ACH-001193,0.0494482914902
ACH-001196,-0.128043996122
ACH-001197,-0.271564403051
ACH-001205,-0.18723568852800002
ACH-001211,-0.5804608341790001
ACH-001212,-0.363980295643
ACH-001228,-0.203404584205
ACH-001232,-0.16666202254100002
ACH-001239,-0.062299726869199996
ACH-001274,-0.301169675215
ACH-001275,-0.25422087514499997
ACH-001277,-0.266994578874
ACH-001278,-0.40601564869
ACH-001280,-0.328393187278
ACH-001283,-0.247454871423
ACH-001289,-0.34272576157799994
ACH-001295,-0.333955424945
ACH-001300,-0.210334435709
ACH-001301,-0.277144091504
ACH-001302,-0.6966432572460001
ACH-001303,-0.269941398065
ACH-001306,-0.162435107581
ACH-001318,-0.210223297088
ACH-001322,-0.423070443843
ACH-001328,-0.249238544236
ACH-001332,-0.17506545826499997
ACH-001333,-0.321127710949
ACH-001336,-0.309046056816
ACH-001340,-0.276306367071
ACH-001346,-0.35926769638800005
ACH-001353,-0.303032862623
ACH-001354,-0.275484907942
ACH-001367,-0.280295690119
ACH-001368,-0.191924299574
ACH-001374,-0.538841131881
ACH-001375,-0.20264290767999998
ACH-001377,-0.234176609004
ACH-001380,-0.182934854771
ACH-001391,-0.00960800064424
ACH-001407,-0.29754784936
ACH-001408,-0.270859980468
ACH-001413,-0.45823632846100004
ACH-001430,0.126649537765
ACH-001431,-0.127867032969
ACH-001450,0.030330063459900004
ACH-001496,-0.156984034397
ACH-001500,-0.467954471875
ACH-001521,-0.7277841806990001
ACH-001523,-0.256205143575
ACH-001532,-0.394262099973
ACH-001536,-0.256997171427
ACH-001550,-0.24321999766199998
ACH-001552,-0.341098869156
ACH-001554,-0.036628150212800005
ACH-001645,-0.225812867497
ACH-001654,-0.298467299791
ACH-001715,0.021279945874999998
ACH-001735,-0.18997903232500002
ACH-001736,-0.286116681973
ACH-001737,-0.398107210534
ACH-001740,-0.403912928493
ACH-001745,-0.260190925439
ACH-001750,-0.473292275317
ACH-001765,-0.53482300803
ACH-001956,-0.260476073324
ACH-001957,-0.301871475585
