,MGA (23269)
ACH-000348,-0.25083030561
ACH-000350,-0.287175214376
ACH-000352,-0.396792196831
ACH-000356,-0.348427507139
ACH-000361,-0.17598919770399998
ACH-000362,-0.0218611869477
ACH-000363,-0.140352022701
ACH-000364,-0.22463938289700003
ACH-000365,-0.164744776127
ACH-000366,-0.241688831699
ACH-000368,-0.260329374252
ACH-000374,-0.287250606266
ACH-000375,-0.0611984066116
ACH-000376,-0.395182508557
ACH-000381,-0.25275714936099997
ACH-000383,-0.40519881254199996
ACH-000387,-0.19059549184799998
ACH-000389,0.106445890172
ACH-000390,-0.358746520141
ACH-000393,-0.294683545247
ACH-000395,-0.49314336306100004
ACH-000397,-0.339597931373
ACH-000401,-0.0976228015233
ACH-000402,-0.578419386206
ACH-000403,-0.151295037858
ACH-000404,-0.0201534648575
ACH-000406,-0.197105537768
ACH-000407,-0.17028000515900002
ACH-000408,-0.1497848327
ACH-000410,-0.357195188069
ACH-000411,-0.25596252915600004
ACH-000414,-0.354656042397
ACH-000415,-0.345062781234
ACH-000416,-0.268709996268
ACH-000420,-0.608004221717
ACH-000421,-0.324118133159
ACH-000424,0.0134679924077
ACH-000425,-0.24889337530000002
ACH-000426,-0.22509842876299999
ACH-000427,-0.527310380416
ACH-000433,-0.246946660086
ACH-000436,-0.45758739508100005
ACH-000444,-0.407614705582
ACH-000445,-0.314988908604
ACH-000448,-0.870225527744
ACH-000450,-0.259057578294
ACH-000452,-0.573925742471
ACH-000454,-0.531118455793
ACH-000458,-0.314557437369
ACH-000459,-0.258079227442
ACH-000460,-0.24957045401
ACH-000461,-0.14560457404899999
ACH-000463,-0.290685157295
ACH-000464,-0.628592347923
ACH-000466,-0.23535729255399998
ACH-000467,-0.212679020917
ACH-000468,-0.320407268862
ACH-000469,-0.419416509235
ACH-000470,-0.392383209648
ACH-000471,-0.160432103643
ACH-000472,-0.246102986323
ACH-000473,-0.24051490116799998
ACH-000475,-0.560008700577
ACH-000476,-0.0629327389384
ACH-000477,-0.17003564052099998
ACH-000480,-0.201136647311
ACH-000481,-0.312677876548
ACH-000483,-0.346230010677
ACH-000484,0.10536583473
ACH-000485,-0.561283009505
ACH-000486,-0.273748707022
ACH-000487,-0.278918201502
ACH-000488,-0.329591626456
ACH-000490,-0.246977686166
ACH-000491,0.0026793397857600002
ACH-000495,-0.331012167114
ACH-000496,-0.491066071827
ACH-000499,-0.361050581206
ACH-000500,-0.577277062971
ACH-000502,-0.09669875278540001
ACH-000503,-0.552894534488
ACH-000505,-0.255166743573
ACH-000507,-0.34332237453599995
ACH-000510,-0.21283867828699998
ACH-000511,-0.41137805676
ACH-000512,-0.7795903483040001
ACH-000516,-0.21095899821800002
ACH-000517,-0.42939473773599995
ACH-000518,-0.526246051191
ACH-000520,-0.46603054021799994
ACH-000521,-0.26879838644299997
ACH-000522,-0.307838803708
ACH-000524,-0.16353344647
ACH-000527,-0.20469064465
ACH-000528,-0.310622716822
ACH-000537,-0.430262948873
ACH-000541,-0.699143318699
ACH-000542,-0.398213064392
ACH-000544,-0.8087356175489999
ACH-000545,-0.5192643297940001
ACH-000547,-0.489966338033
ACH-000548,-0.226955512203
ACH-000549,-0.299003759402
ACH-000550,-0.19356946270300002
ACH-000552,-0.177332140771
ACH-000556,-0.351990007384
ACH-000557,-0.196253637663
ACH-000570,-0.197590347337
ACH-000571,0.037227178419300004
ACH-000573,-0.36806712743500003
ACH-000576,-0.308793355557
ACH-000580,-0.40390239849299997
ACH-000584,-0.250050266462
ACH-000585,-0.542895617836
ACH-000588,-0.39866517348
ACH-000589,-0.54411551602
ACH-000591,-0.398178024142
ACH-000593,-0.266777573921
ACH-000600,-0.308028561142
ACH-000601,-0.399577653943
ACH-000604,-0.11403590812000002
ACH-000605,-0.316880851917
ACH-000606,-0.46741087428000005
ACH-000608,-0.33818962481200004
ACH-000614,0.180374309909
ACH-000616,-0.15757301234
ACH-000618,-0.412653778335
ACH-000619,-0.57001467474
ACH-000620,-0.299129794536
ACH-000621,-0.107720950246
ACH-000622,-0.0781390491625
ACH-000623,-0.06686509718830001
ACH-000624,-0.132611877888
ACH-000627,-0.158166658608
ACH-000630,-0.32861371824
ACH-000632,-0.418007606676
ACH-000633,-0.07556556990430001
ACH-000637,-0.300532020684
ACH-000638,-0.393833505993
ACH-000646,-0.29692987266
ACH-000647,-0.278808129565
ACH-000648,0.0381163483701
ACH-000649,-0.375234394977
ACH-000651,-0.310425411747
ACH-000652,-0.08412923735310002
ACH-000653,-0.350072897861
ACH-000657,-0.21016709315499998
ACH-000658,-0.34309805548
ACH-000661,-0.073941321335
ACH-000662,-0.575817433221
ACH-000663,-0.24874876283199998
ACH-000665,-0.339520684344
ACH-000671,-0.335426344169
ACH-000673,-0.29920264435800004
ACH-000676,-0.206052655511
ACH-000677,-0.36780514547300003
ACH-000681,-0.217136022392
ACH-000682,-0.308625959281
ACH-000683,-0.17520307771
ACH-000684,-0.29719941888900003
ACH-000688,-0.0660943252923
ACH-000693,-0.296905911566
ACH-000694,-0.37524447115500004
ACH-000695,-0.262750885685
ACH-000696,-0.306978976752
ACH-000697,-0.441758897513
ACH-000699,-0.305677796178
ACH-000701,0.0219422009583
ACH-000706,-0.27324098530900004
ACH-000711,-0.314953669954
ACH-000713,-0.301037453519
ACH-000714,-0.175604301606
ACH-000718,-0.5351090498659999
ACH-000720,-0.33378046612100004
ACH-000721,-0.255176697552
ACH-000724,-0.35419071876900005
ACH-000725,-0.28856171133499997
ACH-000732,-0.44745291316299995
ACH-000734,-0.183209595811
ACH-000735,-0.460251978749
ACH-000736,-0.36491011641599996
ACH-000738,-0.136271596283
ACH-000746,-0.40629397579000004
ACH-000747,-0.487484585802
ACH-000748,-0.21991371394
ACH-000753,-0.246789605346
ACH-000756,-0.140854367003
ACH-000757,-0.627444870743
ACH-000758,-0.44158167204599996
ACH-000760,-0.224041962192
ACH-000763,-0.629186691225
ACH-000764,-0.306558307307
ACH-000765,-0.192487284961
ACH-000766,-0.581640874905
ACH-000767,-0.47032272418000004
ACH-000768,-0.299026765247
ACH-000769,-0.253771231956
ACH-000770,-0.268687039331
ACH-000771,-0.31752639381700004
ACH-000773,-0.12261114186
ACH-000776,-0.49294048305699995
ACH-000777,-0.333320702235
ACH-000778,-0.37301749670199996
ACH-000781,-0.228341169731
ACH-000782,-0.271588808329
ACH-000783,-0.119918552515
ACH-000784,-0.33978290228
ACH-000785,-0.237177236658
ACH-000787,-0.328689952719
ACH-000788,-0.101935909024
ACH-000791,-0.41972853931599996
ACH-000792,-0.270249220828
ACH-000794,-0.528384886615
ACH-000796,-0.171940736708
ACH-000799,-0.152666328786
ACH-000800,-0.592810266411
ACH-000802,-0.15223943348
ACH-000804,-0.37755356721100003
ACH-000805,-0.42468164090800004
ACH-000809,-0.341149487085
ACH-000810,-0.08347961579049999
ACH-000811,-0.30886082072
ACH-000817,0.12982872729699999
ACH-000819,-0.352481614281
ACH-000820,-0.623144808816
ACH-000821,-0.49773282154700005
ACH-000822,0.012104154211899998
ACH-000823,-0.21451463893599998
ACH-000824,-0.301828121712
ACH-000827,-0.10003118001700001
ACH-000829,-0.16348410407400002
ACH-000831,-0.36735300589599995
ACH-000832,-0.375277888503
ACH-000833,0.0122408016439
ACH-000834,-0.487982670669
ACH-000835,-0.333215084419
ACH-000836,-0.0772514767063
ACH-000837,-0.18220451922699998
ACH-000838,-0.0415085731744
ACH-000839,-0.575054530615
ACH-000840,-0.5074682497699999
ACH-000841,-0.4759599179899999
ACH-000843,-0.277822662968
ACH-000846,-0.36870150166599996
ACH-000847,-0.328894660667
ACH-000848,-0.401003001596
ACH-000849,-0.320924696297
ACH-000851,-0.35122614439000005
ACH-000855,-0.48115901148400003
ACH-000856,-0.27989693440200003
ACH-000858,-0.144395630156
ACH-000859,-0.10759258722500001
ACH-000861,-0.24283102452799998
ACH-000862,-0.292279938561
ACH-000865,-0.39095688921899996
ACH-000866,-0.38365810537100004
ACH-000867,-0.374618860499
ACH-000869,-0.496904327114
ACH-000872,-0.46813123469499995
ACH-000873,-0.312435895539
ACH-000876,-0.101105107785
ACH-000878,-0.40981347931400003
ACH-000880,-0.12059953065199999
ACH-000881,-0.0651455132508
ACH-000882,-0.20316219165999996
ACH-000884,-0.08651729758980001
ACH-000885,-0.631618070206
ACH-000887,-0.255449092464
ACH-000888,-0.291276113153
ACH-000889,-0.041406361533
ACH-000890,-0.0604289687213
ACH-000896,-0.39850728975199995
ACH-000898,-0.287611958724
ACH-000900,-0.49716910345
ACH-000901,-0.41924766779600003
ACH-000905,-0.488113067346
ACH-000906,-0.299637316817
ACH-000907,-0.469874387416
ACH-000910,-0.0768911101156
ACH-000911,-0.416900204507
ACH-000912,-0.43575159166500005
ACH-000913,-0.208893228464
ACH-000915,-0.09267943527349999
ACH-000916,-0.0217735843145
ACH-000917,-0.21453260414
ACH-000921,-0.204945111206
ACH-000924,-0.34278870400300004
ACH-000926,-0.41253323822899995
ACH-000928,-0.511126917914
ACH-000929,-0.347145419114
ACH-000932,-0.319318434064
ACH-000935,-0.118658798729
ACH-000936,-0.421827524604
ACH-000937,-0.338125256663
ACH-000938,-0.09472686518889999
ACH-000939,0.19521420739999998
ACH-000941,-0.341459924647
ACH-000943,-0.188373178914
ACH-000946,-0.5373891097860001
ACH-000947,-0.415621195724
ACH-000948,0.00181226827325
ACH-000950,-0.273777455696
ACH-000953,-0.16371089406
ACH-000957,-0.451873002649
ACH-000958,-0.417374970251
ACH-000960,-0.19488799573499999
ACH-000963,-0.556610391174
ACH-000968,-0.210492985317
ACH-000969,-0.12442413409900001
ACH-000973,-0.304571668261
ACH-000974,-0.243568665859
ACH-000975,-0.131557458841
ACH-000976,-0.13443515919500001
ACH-000978,-0.610215413821
ACH-000980,-0.132640907661
ACH-000984,-0.33518050996
ACH-000986,-0.271762711337
ACH-000988,-0.314234722027
ACH-000993,-0.523747738584
ACH-000994,-0.39028995420400003
ACH-000996,-0.531762531917
ACH-001001,-0.39404568092500003
ACH-001020,-0.00952261121578
ACH-001028,-0.224189425027
ACH-001031,-0.266645331081
ACH-001038,-0.174478879683
ACH-001048,-0.215369094611
ACH-001050,-0.23643414248199998
ACH-001053,-0.5572951208320001
ACH-001054,-0.385680172431
ACH-001061,-0.237179712511
ACH-001067,-0.582385009241
ACH-001075,-0.36923527444
ACH-001096,-0.012780029251800001
ACH-001128,0.849240744905
ACH-001134,-0.21722514967599998
ACH-001151,-0.42432707223099997
ACH-001163,-0.306459115999
ACH-001164,0.242559809704
ACH-001173,-0.429203832391
ACH-001183,-0.47577133940899996
ACH-001184,-0.169256918139
ACH-001190,-0.49047559642899996
ACH-001192,-0.0149183211065
ACH-001193,-0.275209214696
ACH-001196,-0.215677734063
ACH-001197,-0.1883204062
ACH-001205,-0.13375271115499998
ACH-001211,-0.100275022381
ACH-001212,-0.18307088498500002
ACH-001228,0.24803840376999997
ACH-001232,-0.28210370897
ACH-001239,-0.306068451089
ACH-001274,-0.180003819897
ACH-001275,-0.0606285383706
ACH-001277,-0.08949062764070001
ACH-001278,-0.48875426358900004
ACH-001280,-0.135607364353
ACH-001283,-0.25855368892700004
ACH-001289,-0.125923400672
ACH-001295,-0.262142992896
ACH-001300,-0.37018947247699996
ACH-001301,-0.378578611289
ACH-001302,-0.579110633196
ACH-001303,-0.165052347604
ACH-001306,-0.269547439413
ACH-001318,-0.5777338241219999
ACH-001322,-0.378890088455
ACH-001328,-0.342777424898
ACH-001332,-0.401996298858
ACH-001333,-0.49791237317599996
ACH-001336,-0.20793485053
ACH-001340,-0.317415399572
ACH-001346,-0.431627713521
ACH-001353,-0.40983966238799996
ACH-001354,-0.908874724392
ACH-001367,-0.564963887924
ACH-001368,-0.237884504184
ACH-001374,-0.044034214916
ACH-001375,-0.36620735696900003
ACH-001377,-0.227314956199
ACH-001380,-0.46702948077699996
ACH-001391,-0.19392984788400003
ACH-001407,-0.390122757284
ACH-001408,-0.355828865299
ACH-001413,-0.215448246306
ACH-001430,-0.282439404986
ACH-001431,-0.11011848409000002
ACH-001450,-0.0388597785263
ACH-001496,-0.0559605243449
ACH-001500,-0.295453788493
ACH-001521,-0.300494686071
ACH-001523,-0.12061683473200001
ACH-001532,-0.506530321987
ACH-001536,-0.369255692509
ACH-001550,-0.0444529041905
ACH-001552,-0.0953385682912
ACH-001554,-0.263422103338
ACH-001645,-0.0849718295322
ACH-001654,-0.464535786856
ACH-001715,-0.35540778030599995
ACH-001735,-0.35501170794799997
ACH-001736,0.0687296418122
ACH-001737,-0.450830020866
ACH-001740,-0.1954959979
ACH-001745,-0.45319397999
ACH-001750,-0.4306435367
ACH-001765,-0.305941002847
ACH-001956,-0.30123746778
ACH-001957,-0.123587573867
