,ARHGAP11A (9824)
ACH-000350,-0.230654079962
ACH-000352,-0.343762690492
ACH-000356,-0.11407272744699999
ACH-000361,-0.50804721947
ACH-000362,-0.301684527647
ACH-000363,-0.18631467823
ACH-000364,-0.302082848681
ACH-000365,-0.165285392675
ACH-000366,-0.07210428564789999
ACH-000368,-0.35863761556900003
ACH-000374,-0.312397346799
ACH-000375,-0.440898340611
ACH-000376,-0.316865709555
ACH-000381,-0.21850680780999998
ACH-000383,-0.23737050427099998
ACH-000387,-0.366457704376
ACH-000389,-0.246169829905
ACH-000390,-0.261252917824
ACH-000393,-0.47606732479099995
ACH-000395,-0.28018619774500003
ACH-000397,-0.13387005478800001
ACH-000401,-0.190004241404
ACH-000402,0.226731429413
ACH-000403,-0.363091929942
ACH-000404,-0.703185946268
ACH-000406,-0.239344358528
ACH-000407,-0.517276189023
ACH-000408,-0.11395256249199999
ACH-000410,-0.348425638393
ACH-000411,-0.291568185087
ACH-000414,-0.380004352517
ACH-000415,-0.149359795661
ACH-000416,-0.125337033327
ACH-000420,-0.35715576287399997
ACH-000421,-0.152853487706
ACH-000424,-0.08968556548170001
ACH-000425,-0.366118891506
ACH-000426,-0.08908253167989999
ACH-000427,-0.21688081815699997
ACH-000433,-0.524270899472
ACH-000436,-0.510689864674
ACH-000444,-0.31076172954500003
ACH-000445,-0.580261288106
ACH-000448,-0.240582740136
ACH-000450,-0.194025360863
ACH-000452,-0.143988176315
ACH-000454,-0.239472415739
ACH-000458,-0.306444887683
ACH-000459,-0.165770279756
ACH-000460,-0.458581079388
ACH-000461,-0.5317726757419999
ACH-000463,-0.196916120077
ACH-000464,-0.514244314549
ACH-000466,-0.14279635975
ACH-000467,-0.203718792863
ACH-000468,-0.341272729791
ACH-000469,-0.29242207012800003
ACH-000470,-0.338008004759
ACH-000471,-0.157704493188
ACH-000472,-0.17860481537999998
ACH-000473,-0.32673761808699997
ACH-000475,-0.0114863266547
ACH-000476,-0.551696455906
ACH-000477,-0.434337835797
ACH-000480,-0.37386818684900003
ACH-000481,-0.402907883214
ACH-000483,-0.793015560449
ACH-000484,-0.38346137090300003
ACH-000485,-0.448365325734
ACH-000486,-0.27314030101799996
ACH-000487,-0.224000818267
ACH-000488,-0.234892425673
ACH-000490,-0.405542946994
ACH-000491,-0.203703897111
ACH-000495,-0.612165219175
ACH-000496,-0.28133606339
ACH-000499,-0.174510688301
ACH-000500,-0.20524702049000002
ACH-000502,-0.436855948886
ACH-000503,-0.254730924692
ACH-000505,-0.408560622148
ACH-000507,-0.403620749208
ACH-000510,-0.166477229041
ACH-000511,-0.345569692466
ACH-000512,-0.567655839806
ACH-000516,-0.322554959696
ACH-000517,-0.304446546502
ACH-000518,-0.300016308919
ACH-000520,-0.491996848392
ACH-000521,-0.21349558057300003
ACH-000522,-0.230709074803
ACH-000524,-0.029002540187300002
ACH-000527,-0.287528345658
ACH-000528,-0.112147531939
ACH-000537,-0.310944699734
ACH-000541,-0.519050559608
ACH-000542,-0.270024180715
ACH-000544,-0.228924909097
ACH-000545,-0.270357656626
ACH-000547,-0.263716217111
ACH-000548,-0.195879770256
ACH-000549,-0.07219330181089999
ACH-000550,-0.142038904351
ACH-000552,-0.40924018963
ACH-000556,-0.196157675314
ACH-000557,-0.398532159138
ACH-000570,-0.401676262158
ACH-000571,-0.277579262051
ACH-000573,-0.177723166611
ACH-000576,-0.314230843719
ACH-000580,-0.279470020531
ACH-000584,-0.367421140492
ACH-000585,-0.301001123347
ACH-000588,-0.266069132935
ACH-000589,-0.219304544503
ACH-000591,-0.451462079992
ACH-000593,-0.211916350463
ACH-000600,-0.242427655086
ACH-000601,-0.41521819843
ACH-000604,-0.024935215656599997
ACH-000605,-0.11042900539799999
ACH-000606,-0.0990230664312
ACH-000608,-0.38186823281099996
ACH-000614,-0.5871071749050001
ACH-000616,-0.13800893390000002
ACH-000618,-0.198897736395
ACH-000619,-0.322298675426
ACH-000620,-0.21335891613699998
ACH-000621,-0.34546786579800004
ACH-000622,-0.131285768481
ACH-000623,-0.22735727646899997
ACH-000624,-0.13748015135299999
ACH-000627,-0.5536329046490001
ACH-000630,-0.271843804778
ACH-000632,-0.531954760958
ACH-000633,-0.217447260658
ACH-000637,-0.179529995629
ACH-000638,-0.426944402736
ACH-000646,-0.143479036733
ACH-000647,-0.28249892625100004
ACH-000648,-0.199143715787
ACH-000649,-0.5979173695359999
ACH-000651,-0.421183993697
ACH-000652,-0.165985057525
ACH-000653,-0.239471453691
ACH-000657,-0.292936686036
ACH-000658,-0.11007995478299999
ACH-000661,-0.533498439077
ACH-000662,-0.182665684432
ACH-000663,-0.34518924520000005
ACH-000665,-0.455213543216
ACH-000671,-0.290168885994
ACH-000673,-0.290533033797
ACH-000676,-0.262914661097
ACH-000677,-0.172490608412
ACH-000681,-0.455953413056
ACH-000682,-0.136667682781
ACH-000683,-0.21354603379700002
ACH-000684,-0.39278913471
ACH-000688,-0.358204359982
ACH-000693,-0.19015135454
ACH-000694,-0.183981256812
ACH-000695,-0.26069533024700003
ACH-000696,-0.32740020666700004
ACH-000697,-0.724311589706
ACH-000699,-0.132508308422
ACH-000701,-0.340654201372
ACH-000706,-0.21743393327799998
ACH-000711,-0.234780408316
ACH-000713,-0.637182957241
ACH-000714,-0.998761496901
ACH-000718,-0.356523067911
ACH-000720,-0.305840334355
ACH-000721,-0.564295626186
ACH-000724,-0.20222156399900001
ACH-000725,-0.13247453085000002
ACH-000732,-0.207204578044
ACH-000734,-0.363700635242
ACH-000735,-0.191220430127
ACH-000736,-0.209431618312
ACH-000738,-0.35670581282799996
ACH-000746,-0.173415018676
ACH-000747,-0.7537282221230001
ACH-000748,-0.16432953285000002
ACH-000753,-0.426518872945
ACH-000756,-0.621322313619
ACH-000757,-0.51671221819
ACH-000758,-0.2750558808
ACH-000760,-0.168510324049
ACH-000763,-0.297938180229
ACH-000764,-0.384058685734
ACH-000765,-0.24324481172899998
ACH-000766,-0.6822856198489999
ACH-000767,-0.24251059912099998
ACH-000768,-0.30087510456300004
ACH-000769,-0.149151904762
ACH-000770,-0.228856953138
ACH-000771,-0.051201059330699995
ACH-000773,-0.624595265796
ACH-000776,-0.42844455853600005
ACH-000777,-0.25631771555599997
ACH-000778,-0.212546884228
ACH-000781,-0.429164433955
ACH-000782,-0.264637888965
ACH-000783,-0.467399082078
ACH-000784,-0.35933367403099997
ACH-000785,-0.289622226344
ACH-000787,-0.316331225072
ACH-000788,-0.359395328554
ACH-000791,-0.303344268656
ACH-000792,-0.108489330122
ACH-000794,-0.245188752937
ACH-000796,-0.281167956444
ACH-000799,-0.55753893446
ACH-000800,-0.166373258785
ACH-000802,-0.127916430173
ACH-000804,-0.374216941852
ACH-000805,-0.6242109980830001
ACH-000809,-0.18483249541400001
ACH-000810,-0.326243723341
ACH-000811,-0.20169858969700002
ACH-000817,-0.609277552481
ACH-000819,-0.150913662413
ACH-000820,-0.121022615249
ACH-000821,-0.351928455639
ACH-000822,-0.346487852803
ACH-000823,-0.21668948322700002
ACH-000824,-0.23509076224599998
ACH-000827,-0.365034972346
ACH-000829,-0.06719029906719999
ACH-000831,-0.269180232271
ACH-000832,-0.245516916297
ACH-000833,-0.23060974844300003
ACH-000834,-0.322188694529
ACH-000835,-0.22706147019200001
ACH-000836,-0.199161122247
ACH-000837,-0.24719269233199997
ACH-000838,-0.33667948278000004
ACH-000839,-0.140361147322
ACH-000840,-0.37595612678900003
ACH-000841,-0.514574969814
ACH-000843,-0.264792827719
ACH-000846,-0.0693575661139
ACH-000847,-0.43849262777599995
ACH-000848,-0.0196249208276
ACH-000849,-0.166522795146
ACH-000851,-0.243787273904
ACH-000855,-0.0700153080267
ACH-000856,-0.13794602464199998
ACH-000858,-0.173992141533
ACH-000859,-0.38940848998000005
ACH-000861,-0.44892621978200004
ACH-000862,0.0164610747276
ACH-000865,-0.20694497940200002
ACH-000866,-0.18634056542599997
ACH-000867,-0.468776353279
ACH-000869,-0.169654973593
ACH-000872,-0.300848628493
ACH-000873,-0.307363324966
ACH-000876,-0.122277573487
ACH-000878,-0.48238867040100003
ACH-000880,-0.225126875845
ACH-000881,-0.677162966566
ACH-000882,-0.564989546339
ACH-000884,-0.278563085154
ACH-000885,-0.0150323850193
ACH-000887,-0.138267258408
ACH-000888,-0.280087533082
ACH-000889,-0.23819729258699998
ACH-000890,-0.298213873197
ACH-000896,-0.234594374566
ACH-000898,-0.251421383484
ACH-000900,-0.625766806729
ACH-000901,-0.272724985407
ACH-000905,-0.354862245348
ACH-000906,-0.179196151384
ACH-000907,-0.568417634023
ACH-000910,-0.32360564362
ACH-000911,-0.45614035253799995
ACH-000912,-0.40569166649800004
ACH-000913,-0.482362058016
ACH-000915,-0.329387013774
ACH-000916,-0.37605511947
ACH-000917,-0.154260131056
ACH-000921,-0.41696282699799997
ACH-000924,-0.209897187793
ACH-000926,-0.305015059811
ACH-000928,-0.24743181976300002
ACH-000929,-0.47998129706
ACH-000932,-0.31238957094700004
ACH-000935,-0.23812716515000001
ACH-000936,-0.285115802957
ACH-000937,-0.043502030198300005
ACH-000938,-0.253893113129
ACH-000939,-0.302136130272
ACH-000941,-0.10528783207
ACH-000943,-0.339507394571
ACH-000946,-0.167002485365
ACH-000947,-0.19924106833799998
ACH-000948,-0.407246546654
ACH-000950,-0.457991747087
ACH-000953,-0.218781776195
ACH-000957,-0.164815454393
ACH-000958,-0.237260266232
ACH-000960,-0.126266369592
ACH-000963,-0.436827431497
ACH-000968,-0.418112291035
ACH-000969,-0.154245511828
ACH-000973,-0.20871614271400002
ACH-000974,-0.164613531354
ACH-000975,-0.522750963001
ACH-000976,-0.261488276327
ACH-000978,-0.815472031707
ACH-000980,-0.25178402397599997
ACH-000984,-0.20746192298399999
ACH-000986,-0.27812248389000005
ACH-000988,-0.29215709535
ACH-000993,-0.12168457788499999
ACH-000994,-0.233532294226
ACH-000996,-0.3911850279
ACH-001001,-0.21398036924000002
ACH-001020,-0.387908148643
ACH-001028,-0.36084772881300003
ACH-001031,-0.05323904364080001
ACH-001038,-0.252781340636
ACH-001048,-0.214231690135
ACH-001050,-0.31026455954599996
ACH-001053,-0.0409357555471
ACH-001054,-0.353794608763
ACH-001061,-0.31661539216999995
ACH-001067,-0.303938628149
ACH-001075,-0.29993947057
ACH-001096,-0.423021292044
ACH-001128,-0.811196948424
ACH-001134,-0.07296723066819999
ACH-001151,-0.220051597128
ACH-001163,-0.554189210287
ACH-001164,-0.162389013914
ACH-001173,-0.209294541399
ACH-001183,-0.287970427379
ACH-001184,-0.257146753244
ACH-001190,-0.8144851240690001
ACH-001192,-0.058727068733900004
ACH-001193,-0.21449012050500002
ACH-001196,-0.335502801969
ACH-001197,-0.353294231909
ACH-001205,-0.173683052845
ACH-001211,-0.384347531739
ACH-001212,-0.252690527337
ACH-001228,-0.381309873239
ACH-001232,-0.403215046058
ACH-001239,-0.3838576622
ACH-001274,-0.28598822729
ACH-001275,-0.29679248215
ACH-001277,-0.15266177614600002
ACH-001278,-0.41169573085199995
ACH-001280,-0.451885116299
ACH-001283,-0.114234866063
ACH-001289,-0.34178679920599997
ACH-001295,-0.397932862658
ACH-001300,-0.10284728680400002
ACH-001301,-0.207164607136
ACH-001302,-0.129718759556
ACH-001303,-0.19737247487100001
ACH-001306,-0.541547776598
ACH-001318,-0.214691338998
ACH-001322,-0.204232474153
ACH-001328,-0.106482321958
ACH-001332,-0.317063905406
ACH-001333,-0.178169798861
ACH-001336,-0.20155761562600003
ACH-001340,-0.24183620949
ACH-001346,-0.253461792698
ACH-001353,-0.308848245851
ACH-001354,-0.317895845757
ACH-001367,-0.25528802769299996
ACH-001368,-0.22569397352499998
ACH-001374,-0.19242760979
ACH-001375,-0.22538718761999998
ACH-001377,-0.059479262504
ACH-001380,-0.26256191493500003
ACH-001391,-0.43335021253899997
ACH-001407,-0.592784427177
ACH-001408,-0.28052133244399996
ACH-001413,-0.359308861862
ACH-001430,-0.39195091433
ACH-001431,-0.25496358670200003
ACH-001450,-0.0756510152058
ACH-001496,-0.45171477793700004
ACH-001500,-0.1637545524
ACH-001521,-0.34313665642200003
ACH-001523,0.061608418035500004
ACH-001532,-0.287048786662
ACH-001536,-0.890707310687
ACH-001550,-0.26320803886599997
ACH-001552,-0.312425349766
ACH-001554,-0.309177911413
ACH-001645,-0.275218643116
ACH-001654,-0.386532475275
ACH-001715,-0.46622509134900003
ACH-001735,-0.0377863512531
ACH-001736,-0.167782057528
ACH-001737,0.0279988402873
ACH-001740,-0.362639456429
ACH-001745,-0.307520359372
ACH-001750,-0.486038729229
ACH-001765,-0.263683960121
ACH-001956,-0.36486492047700003
ACH-001957,-0.53623711682
