,ACTR3C (653857)
ACH-000004,-0.32756017036400004
ACH-000007,-0.24306692612599998
ACH-000009,-0.19047867064100002
ACH-000011,-0.307686472556
ACH-000012,-0.354910462437
ACH-000013,-0.15508129657199998
ACH-000014,-0.202382431083
ACH-000015,-0.249924712022
ACH-000017,-0.11519553419399998
ACH-000018,-0.0575756958349
ACH-000019,-0.253435579024
ACH-000021,-0.257254058153
ACH-000022,-0.144115630237
ACH-000025,-0.0442094372333
ACH-000028,-0.09468509596930001
ACH-000030,-0.171870414108
ACH-000035,-0.10391279255699999
ACH-000036,-0.342155214446
ACH-000037,-0.387295088068
ACH-000039,-0.257211524071
ACH-000040,-0.0362241917379
ACH-000041,-0.19525180241999998
ACH-000042,-0.125371485863
ACH-000045,-0.295167428559
ACH-000047,-0.308277512782
ACH-000052,-0.205688325218
ACH-000053,-0.200429465342
ACH-000054,-0.311689986833
ACH-000055,-0.07829979126969999
ACH-000060,-0.136110161363
ACH-000067,-0.38983121563900003
ACH-000070,-0.15828705175799998
ACH-000075,-0.117682353935
ACH-000078,-0.229781997264
ACH-000082,-0.0319218734583
ACH-000085,0.11864823511499999
ACH-000086,-0.243915495756
ACH-000087,-0.122465642651
ACH-000092,-0.15061412085
ACH-000095,-0.295077104653
ACH-000097,-0.20793571979800002
ACH-000098,-0.23274420590300002
ACH-000099,-0.266981460972
ACH-000108,-0.262383098503
ACH-000113,-0.128584188729
ACH-000115,-0.40199966723499997
ACH-000116,-0.186184544123
ACH-000118,-0.041221093295999996
ACH-000120,-0.107650434135
ACH-000123,-0.229422340852
ACH-000127,-0.22812332304000002
ACH-000128,-0.210981364389
ACH-000132,-0.112003050642
ACH-000133,-0.20413162002500002
ACH-000137,-0.0971335376592
ACH-000138,-0.08233385723299999
ACH-000142,-0.10457852925899999
ACH-000143,-0.170680741376
ACH-000146,-0.24921528389199998
ACH-000148,-0.110217836768
ACH-000150,-0.32854356153299996
ACH-000152,-0.0841625270366
ACH-000153,-0.050727809134
ACH-000159,-0.278127019194
ACH-000160,-0.16049801890499998
ACH-000163,-0.135170885867
ACH-000167,-0.17876412055799998
ACH-000168,0.022617817518500002
ACH-000169,-0.10435008344699999
ACH-000178,-0.0930048643361
ACH-000182,-0.153923502582
ACH-000183,-0.211047918533
ACH-000188,-0.08166544418669999
ACH-000189,0.164693548805
ACH-000190,-0.0319977679365
ACH-000198,-0.193780588373
ACH-000204,-0.18902724150199998
ACH-000206,-0.0575702161509
ACH-000207,-0.216975083515
ACH-000211,-0.08000120277589999
ACH-000215,-0.216286645043
ACH-000221,-0.331562685581
ACH-000222,-0.290425355205
ACH-000223,-0.144327866088
ACH-000226,-0.0870270042224
ACH-000227,0.0245983502653
ACH-000228,-0.273984023961
ACH-000231,-0.108854946692
ACH-000232,-0.303631465173
ACH-000233,-0.12605156267200002
ACH-000234,-0.137691554701
ACH-000235,-0.106602484637
ACH-000237,-0.239551293551
ACH-000238,-0.14566791822699998
ACH-000243,-0.16780361149099998
ACH-000244,-0.039759161825
ACH-000246,-0.181915965049
ACH-000248,-0.0338103602671
ACH-000250,-0.126207894072
ACH-000251,-0.0627654414683
ACH-000253,-0.166568614116
ACH-000255,-0.08698979067859999
ACH-000256,-0.152961509291
ACH-000257,-0.202606270776
ACH-000258,-0.416572481743
ACH-000259,-0.132184391924
ACH-000260,-0.21022029971099998
ACH-000261,-0.251397829567
ACH-000262,-0.11668529484899999
ACH-000263,-0.496682350687
ACH-000264,-0.06173959758119999
ACH-000265,-0.12473117372999999
ACH-000266,-0.257364789587
ACH-000272,-0.156527665255
ACH-000273,-0.21388219885899998
ACH-000274,-0.20897469749800002
ACH-000277,-0.236430038321
ACH-000278,-0.196359104441
ACH-000279,-0.26716444832499997
ACH-000280,-0.0830671940522
ACH-000281,-0.315937855793
ACH-000288,-0.147102572686
ACH-000291,-0.07853852084730001
ACH-000293,-0.20677562177099998
ACH-000294,-0.0188396793322
ACH-000295,-0.161521460088
ACH-000296,-0.264146544551
ACH-000302,-0.271313707694
ACH-000304,0.0878527999382
ACH-000307,-0.17184794594
ACH-000308,-0.166979666306
ACH-000310,-0.365176228042
ACH-000311,-0.18677719282400002
ACH-000312,-0.16346338417300002
ACH-000315,-0.267836937982
ACH-000316,-0.141703867174
ACH-000317,-0.04923857055369999
ACH-000318,-0.221117039584
ACH-000319,-0.162466186672
ACH-000320,-0.301539478144
ACH-000322,-0.147869540435
ACH-000323,-0.327613402622
ACH-000324,-0.17884737385299998
ACH-000329,-0.0295575997627
ACH-000330,0.0215551741985
ACH-000331,-0.17234538969000002
ACH-000332,-0.08819921398450001
ACH-000334,-0.153581711724
ACH-000335,-0.23364290113000002
ACH-000336,-0.386380568283
ACH-000337,-0.0789051716948
ACH-000339,-0.195671973922
ACH-000341,-0.22491202396899998
ACH-000348,-0.19025813389000001
ACH-000350,-0.319359428933
ACH-000352,-0.303679202919
ACH-000356,-0.00696848911743
ACH-000361,-0.330299226841
ACH-000362,-0.203834495712
ACH-000363,-0.080170020292
ACH-000364,-0.35053967449100004
ACH-000365,-0.152461144724
ACH-000366,-0.191921798262
ACH-000368,-0.324653290346
ACH-000374,-0.07232847451419999
ACH-000375,-0.36892504605400006
ACH-000376,-0.10328833186799999
ACH-000381,-0.205930818904
ACH-000383,-0.183142100212
ACH-000387,-0.284696622274
ACH-000389,-0.35582039298600004
ACH-000390,-0.22427505500999997
ACH-000393,-0.22187880384199998
ACH-000395,-0.236077898228
ACH-000397,-0.20452069630699998
ACH-000401,-0.519097096067
ACH-000402,0.073014119082
ACH-000403,-0.21134319191599998
ACH-000404,-0.342852477061
ACH-000406,-0.218257420782
ACH-000407,-0.159807115809
ACH-000408,-0.159387974361
ACH-000410,-0.050022810139
ACH-000411,-0.126286613806
ACH-000414,-0.21750330265700002
ACH-000415,-0.186172344671
ACH-000416,-0.176603047771
ACH-000420,-0.350985293014
ACH-000421,-0.142758951406
ACH-000424,-0.122779929156
ACH-000425,-0.0681002078392
ACH-000426,0.0585434482223
ACH-000427,-0.317830493277
ACH-000433,-0.238156484635
ACH-000436,-0.29178929779
ACH-000444,-0.24762249137200001
ACH-000445,-0.077321517636
ACH-000448,-0.251816524087
ACH-000450,-0.08316484956839999
ACH-000452,-0.239931806204
ACH-000454,-0.139619363331
ACH-000458,-0.116563616528
ACH-000459,-0.0716315232913
ACH-000460,-0.160018921354
ACH-000461,-0.16429246634199998
ACH-000463,-0.218023871697
ACH-000464,-0.23180910042599998
ACH-000466,-0.24848562116
ACH-000467,-0.134730370214
ACH-000468,-0.36708123081
ACH-000469,-0.0758664730879
ACH-000470,-0.253334929023
ACH-000471,-0.162823300416
ACH-000472,-0.15307949465
ACH-000473,-0.224658216171
ACH-000475,-0.16871388136
ACH-000476,-0.14754731903100002
ACH-000477,-0.283772587267
ACH-000480,-0.037077822895199994
ACH-000481,-0.00547745415795
ACH-000483,0.0978613218077
ACH-000484,-0.155525957156
ACH-000485,-0.312547695573
ACH-000486,-0.180232802857
ACH-000487,-0.241664995313
ACH-000488,-0.207083510732
ACH-000490,-0.0658282659742
ACH-000491,-0.20431653511599998
ACH-000495,-0.337170393172
ACH-000496,-0.280410136443
ACH-000499,-0.0357617397427
ACH-000500,-0.537378014478
ACH-000502,-0.0803999932184
ACH-000503,-0.193383246684
ACH-000505,-0.248708666121
ACH-000507,-0.113711955653
ACH-000510,-0.102489369057
ACH-000511,-0.19977231600200002
ACH-000512,-0.16887449313499997
ACH-000516,-0.101343587585
ACH-000517,-0.155199411029
ACH-000518,-0.181147253922
ACH-000520,-0.273284225544
ACH-000521,-0.337811174275
ACH-000522,-0.15869648968
ACH-000524,-0.194966572232
ACH-000527,-0.234059483387
ACH-000528,-0.192225663551
ACH-000537,-0.29217492523099997
ACH-000541,-0.0167754092882
ACH-000542,-0.248157218627
ACH-000544,0.0159401881297
ACH-000545,-0.27295455112399997
ACH-000547,-0.127454469675
ACH-000548,-0.112437577629
ACH-000549,-0.0299750516822
ACH-000550,-0.165550360459
ACH-000552,-0.17704930180599998
ACH-000556,-0.04642349748869999
ACH-000557,-0.0989043285338
ACH-000570,-0.0417274476145
ACH-000571,-0.120174757608
ACH-000573,-0.161122030784
ACH-000576,-0.15896062823100002
ACH-000580,-0.539329699659
ACH-000584,-0.145021209593
ACH-000585,-0.28068096911
ACH-000588,-0.10036280657600001
ACH-000589,-0.210537730195
ACH-000591,-0.19754200430100002
ACH-000593,-0.17561534206300003
ACH-000600,-0.322304531618
ACH-000601,-0.10731692384199999
ACH-000604,-0.37609331317199995
ACH-000605,-0.183382166021
ACH-000606,-0.23383879962600002
ACH-000608,-0.0955099890893
ACH-000614,-0.405942264651
ACH-000616,-0.0320166661729
ACH-000618,-0.23466555182100002
ACH-000619,-0.329110889762
ACH-000620,-0.160634696961
ACH-000621,-0.138115556441
ACH-000622,-0.292855428842
ACH-000623,-0.157777544602
ACH-000624,-0.171560595583
ACH-000627,-0.19392163948
ACH-000630,-0.206008801468
ACH-000632,-0.191545682669
ACH-000633,-0.182324795259
ACH-000637,-0.220396923658
ACH-000638,-0.0590716849058
ACH-000646,-0.145761268991
ACH-000647,-0.133447235021
ACH-000648,-0.20246292268
ACH-000649,-0.223146477326
ACH-000651,-0.211810485942
ACH-000652,-0.432503156402
ACH-000653,-0.289178422765
ACH-000657,-0.17140910255800001
ACH-000658,-0.285694767379
ACH-000661,-0.132351946206
ACH-000662,0.103729425062
ACH-000663,-0.229739518596
ACH-000665,-0.130350028658
ACH-000671,-0.297169213422
ACH-000673,-0.225129504219
ACH-000676,-0.0896628990461
ACH-000677,-0.208640101209
ACH-000681,-0.29494816040800004
ACH-000682,-0.246959395207
ACH-000683,-0.235881217975
ACH-000684,-0.309371874825
ACH-000688,-0.0954860438077
ACH-000693,-0.244046974153
ACH-000694,-0.08547554858880001
ACH-000695,0.223188198234
ACH-000696,-0.18020876655
ACH-000697,-0.125017328782
ACH-000699,-0.09845341551010002
ACH-000701,-0.270591100653
ACH-000706,-0.212786570972
ACH-000711,-0.141099149989
ACH-000713,-0.0875875153359
ACH-000714,-0.334942294235
ACH-000718,-0.027602797344299997
ACH-000720,-0.10472546803999999
ACH-000721,-0.18023324254
ACH-000724,-0.19923123024300002
ACH-000725,-0.0192388371042
ACH-000732,-0.303548833118
ACH-000734,-0.162006157012
ACH-000735,-0.207301323498
ACH-000736,-0.249501118555
ACH-000738,-0.108625643477
ACH-000746,-0.40086351515699997
ACH-000747,-0.228373087955
ACH-000748,0.0030665022045999997
ACH-000753,-0.20517007676399998
ACH-000756,-0.061175323195400005
ACH-000757,-0.19104307476799998
