,COMTD1 (118881)
ACH-000528,-0.184615089505
ACH-000537,-0.169932553123
ACH-000541,-0.37594810124
ACH-000542,-0.231879564994
ACH-000544,-0.118390741728
ACH-000545,-0.05282787093090001
ACH-000547,-0.0807427504622
ACH-000548,-0.251250567568
ACH-000549,-0.137903228748
ACH-000550,-0.116179524032
ACH-000552,-0.060514266326199995
ACH-000556,-0.0704910691038
ACH-000557,0.0647848100776
ACH-000570,-0.180812829708
ACH-000571,-0.0079673598754
ACH-000573,-0.148310849318
ACH-000576,-0.0833375385419
ACH-000580,-0.106105409704
ACH-000584,-0.14427509042099998
ACH-000585,-0.223521593491
ACH-000588,-0.175963432962
ACH-000589,0.00879944763866
ACH-000591,-0.40235674267399996
ACH-000593,-0.029164385027900003
ACH-000600,-0.334338368649
ACH-000601,0.037179381758800006
ACH-000604,0.10089052503399999
ACH-000605,-0.083782198553
ACH-000606,-0.25091909707
ACH-000608,-0.0083910801509
ACH-000614,0.0675891885189
ACH-000616,-0.0227003710066
ACH-000618,-0.186599114142
ACH-000619,-0.0939163272899
ACH-000620,-0.12267407419000001
ACH-000621,-0.113291699922
ACH-000622,0.163612986937
ACH-000623,-0.29467907910999996
ACH-000624,-0.213495690141
ACH-000627,-0.05454207998169999
ACH-000630,-0.39179706060999997
ACH-000632,-0.12547316286
ACH-000633,-0.105873105338
ACH-000637,-0.0789729989007
ACH-000638,-0.353595798525
ACH-000646,0.137792759209
ACH-000647,-0.260151464307
ACH-000648,-0.10629171482899999
ACH-000649,-0.217976254566
ACH-000651,-0.170416497407
ACH-000652,0.0237903682943
ACH-000653,0.0141948078195
ACH-000657,-0.0643590000863
ACH-000658,-0.199040922237
ACH-000661,-0.161304347701
ACH-000662,-0.218089319638
ACH-000663,-0.0232040639142
ACH-000665,-0.287620281749
ACH-000671,-0.198141859321
ACH-000673,-0.29314058613
ACH-000676,0.0386441785524
ACH-000677,-0.0687057428811
ACH-000681,-0.055758532638800005
ACH-000682,-0.0613665001979
ACH-000683,-0.294080259301
ACH-000684,-0.454479078559
ACH-000688,-0.485130327895
ACH-000693,-0.385133163432
ACH-000694,-0.11451536853599999
ACH-000695,-0.00586407991335
ACH-000696,-0.0687700529798
ACH-000697,-0.276434544382
ACH-000699,-0.104723996726
ACH-000701,-0.146281840956
ACH-000706,-0.0249318022473
ACH-000711,-0.20256348659600001
ACH-000713,-0.0320027172571
ACH-000714,-0.246386791259
ACH-000718,-0.07630265672339999
ACH-000720,-0.153425243358
ACH-000721,-0.0591758229023
ACH-000724,-0.0202406014007
ACH-000725,-0.171206951023
ACH-000732,-0.010847246480000001
ACH-000734,-0.11746180977
ACH-000735,-0.28002100927900003
ACH-000736,-0.41395638369599996
ACH-000738,-0.24357029763799998
ACH-000746,-0.17487718652399997
ACH-000747,-0.21772136033199999
ACH-000748,-0.172338711158
ACH-000753,-0.237199295184
ACH-000756,-0.0670877182995
ACH-000757,0.0666009034155
ACH-000758,-0.12325616587799999
ACH-000760,-0.184504470812
ACH-000763,-0.0110855882458
ACH-000764,-0.211427738112
ACH-000765,-0.11825127117499999
ACH-000766,-0.242072302973
ACH-000767,-0.0108695531449
ACH-000768,-0.0792173745779
ACH-000769,-0.358555078775
ACH-000770,-0.128495981432
ACH-000771,-0.157977117113
ACH-000773,-0.253599217587
ACH-000776,-0.278555378673
ACH-000777,-0.188749581732
ACH-000778,-0.016425130625
ACH-000781,0.013331016541799998
ACH-000782,-0.015172428462200002
ACH-000783,-0.10868772810999999
ACH-000784,-0.00202724805174
ACH-000785,-0.161142177706
ACH-000787,-0.0830837333267
ACH-000788,-0.157832785858
ACH-000791,0.034598844508699995
ACH-000792,0.0757528437861
ACH-000794,-0.1385774873
ACH-000796,-0.09893393507680001
ACH-000799,-0.318644044845
ACH-000800,-0.0495668659526
ACH-000802,-0.0200102633516
ACH-000804,-0.28068362000999997
ACH-000805,0.028738469037700002
ACH-000809,-0.10088480634
ACH-000810,0.26643463272
ACH-000811,-0.042551538796300005
ACH-000817,-0.07568074420139999
ACH-000819,-0.206504340058
ACH-000820,-0.10935496426300001
ACH-000821,0.045455564559500006
ACH-000822,-0.123554170993
ACH-000823,-0.136017106193
ACH-000824,-0.05836864433680001
ACH-000827,-0.0964557428381
ACH-000829,-0.320568196943
ACH-000831,-0.23166908034800002
ACH-000832,-0.26581299703600003
ACH-000833,0.027608864461400002
ACH-000834,-0.233771923798
ACH-000835,-0.060538332581099995
ACH-000836,-0.197084104046
ACH-000837,-0.227019800898
ACH-000838,-0.216811338686
ACH-000839,-0.162660587607
ACH-000840,-0.19590948471500003
ACH-000841,-0.0154748872206
ACH-000843,0.04481530651380001
ACH-000846,-0.04502199765480001
ACH-000847,-0.21953416612799997
ACH-000848,-0.169544693513
ACH-000849,-0.276820178337
ACH-000851,-0.07494992616510002
ACH-000855,-0.0277805965916
ACH-000856,-0.191200967085
ACH-000858,-0.12755913652599998
ACH-000859,-0.118305271305
ACH-000861,-0.430330404063
ACH-000862,-0.129476812866
ACH-000865,-0.0957845845195
ACH-000866,-0.133609022148
ACH-000867,-0.195376243179
ACH-000869,-0.0824843478496
ACH-000872,-0.121658278827
ACH-000873,-0.260687823325
ACH-000876,-0.223636717429
ACH-000878,-0.0999550825133
ACH-000880,-0.19733534048700002
ACH-000881,-0.10576705786
ACH-000882,-0.201436261836
ACH-000884,-0.138892292017
ACH-000885,-0.27775385165600003
ACH-000887,-0.08919736891660002
ACH-000888,-0.27494174062300003
ACH-000889,0.0661097732947
ACH-000890,-0.06397358737639999
ACH-000896,-0.14462124386
ACH-000898,-0.226120111791
ACH-000900,-0.129723790675
ACH-000901,-0.153836845902
ACH-000905,-0.168013880315
ACH-000906,-0.0775456666894
ACH-000907,-0.09213869110020001
ACH-000910,-0.0630640731368
ACH-000911,-0.21792437558299999
ACH-000912,-0.21833475114300002
ACH-000913,-0.027401503922299997
ACH-000915,-0.0713911627026
ACH-000916,0.0181356859112
ACH-000917,-0.12132496438
ACH-000921,-0.0695649035218
ACH-000924,-0.226677227865
ACH-000926,0.024904846022700003
ACH-000928,-0.13683636067
ACH-000929,-0.134725047926
ACH-000932,0.0250494376795
ACH-000935,-0.08077298445780001
ACH-000936,-0.107026236137
ACH-000937,-0.0371250816868
ACH-000938,-0.065617352088
ACH-000939,-0.160024940649
ACH-000941,-0.140413000519
ACH-000943,-0.15097464739299998
ACH-000946,-0.113103649595
ACH-000947,-0.134817879771
ACH-000948,0.0572306759497
ACH-000950,-0.10399339160599999
ACH-000953,-0.0432832291278
ACH-000957,-0.259942711939
ACH-000958,-0.08738650433520001
ACH-000960,-0.225066262302
ACH-000963,-0.0931490214226
ACH-000968,-0.159409359498
ACH-000969,-0.21171918853
ACH-000973,-0.164216024592
ACH-000974,-0.14489563955499998
ACH-000975,-0.332312542883
ACH-000976,-0.0431856408022
ACH-000978,-0.327305583326
ACH-000980,-0.171113551973
ACH-000984,-0.318149079648
ACH-000986,-0.305112146109
ACH-000988,-0.43060705734
ACH-000993,-0.306200083457
ACH-000994,-0.026331300205599997
ACH-000996,-0.375223210483
ACH-001001,-0.051774014676400006
ACH-001020,-0.214922363935
ACH-001028,-0.257910597933
ACH-001031,-0.11387695857999999
ACH-001038,-0.09152081960359999
ACH-001048,-0.0305955977269
ACH-001050,-0.127611492703
ACH-001053,-0.261292397904
ACH-001054,-0.0794186454685
ACH-001061,-0.18397952442200002
ACH-001067,-0.253412419885
ACH-001075,-0.113408914475
ACH-001096,-0.130447448334
ACH-001128,-0.153800215626
ACH-001134,-0.144006203203
ACH-001151,-0.056707540685599994
ACH-001163,-0.045359558753599996
ACH-001164,-0.410689326095
ACH-001173,-0.216958524468
ACH-001183,-0.21691340492
ACH-001184,-0.06500590760580001
ACH-001190,-0.0266704382185
ACH-001192,-0.0834643314028
ACH-001193,-0.30223471001200003
ACH-001196,-0.10557134544199999
ACH-001197,-0.29780654814
ACH-001205,-0.010773035982299999
ACH-001211,-0.157339973996
ACH-001212,-0.175513297016
ACH-001228,-0.19286792928399998
ACH-001232,-0.24494203517299998
ACH-001239,-0.21918469604600002
ACH-001274,-0.206004635794
ACH-001275,-0.0862994422712
ACH-001277,-0.17956075853599998
ACH-001278,-0.131947621288
ACH-001280,-0.08630600352630001
ACH-001283,-0.212105049289
ACH-001289,-0.10306690895199999
ACH-001295,-0.0652043528223
ACH-001300,-0.0425947589035
ACH-001301,-0.224537595904
ACH-001302,-0.021689687338099995
ACH-001303,-0.0819088342723
ACH-001306,-0.237413440183
ACH-001318,-0.22331200278299998
ACH-001322,-0.26713598792800003
ACH-001328,-0.23207953738499998
ACH-001332,-0.226987283821
ACH-001333,-0.24530728852800002
ACH-001336,-0.132847494268
ACH-001340,-0.24443591757599997
ACH-001346,0.00425539782037
ACH-001353,-0.121442692276
ACH-001354,-0.198785739299
ACH-001367,-0.223092905306
ACH-001368,-0.0182310682638
ACH-001374,-0.17576593293900003
ACH-001375,-0.043063801190800007
ACH-001377,-0.152874523687
ACH-001380,-0.154005957837
ACH-001391,-0.034769481932
ACH-001407,-0.304143246292
ACH-001408,-0.212299087925
ACH-001413,-0.331736052303
ACH-001430,-0.34508792253799997
ACH-001431,0.025421405651700004
ACH-001450,-0.05823784348540001
ACH-001496,-0.136783588838
ACH-001500,-0.0461650060793
ACH-001521,-0.443483503749
ACH-001523,-0.276260728274
ACH-001532,-0.12464787836100001
ACH-001536,0.0749548048803
ACH-001550,-0.146151865661
ACH-001552,-0.12180518583799999
ACH-001554,-0.181445832745
ACH-001645,0.026387901050200002
ACH-001654,-0.189097121802
ACH-001715,-0.33596871056999994
ACH-001735,0.13327181432
ACH-001736,0.0230634422657
ACH-001737,-0.0162658034057
ACH-001740,-0.110499805184
ACH-001745,0.047672799531199996
ACH-001750,-0.0736255170393
ACH-001765,-0.047878579765800004
ACH-001956,-0.023668527332599998
ACH-001957,-0.168688869192
