,OBSL1 (23363)
ACH-000004,-0.309657804199
ACH-000007,-0.17460322436200001
ACH-000009,-0.299481471074
ACH-000011,-0.426009636186
ACH-000012,-0.101465102125
ACH-000013,-0.153432453272
ACH-000014,-0.283293544402
ACH-000015,-0.282294686114
ACH-000017,-0.146919471986
ACH-000018,-0.264459718171
ACH-000019,-0.36277545518
ACH-000021,0.00503201110758
ACH-000022,-0.310921596616
ACH-000025,-0.0895472028133
ACH-000028,-0.214122355527
ACH-000030,-0.282066552063
ACH-000035,-0.077558903175
ACH-000036,-0.42915039656
ACH-000037,-0.332149816499
ACH-000039,-0.127141555877
ACH-000040,-0.181314834749
ACH-000041,-0.269030134579
ACH-000042,-0.23769157380199998
ACH-000045,-0.295244195811
ACH-000047,-0.30143388729000004
ACH-000052,-0.40362225497500004
ACH-000053,-0.13268193957
ACH-000054,-0.294891087998
ACH-000055,-0.5440409509040001
ACH-000060,-0.30506247119
ACH-000067,-0.323742935871
ACH-000070,-0.234447157266
ACH-000075,-0.665530203609
ACH-000078,-0.279303305557
ACH-000082,-0.434926424029
ACH-000085,-0.454700646877
ACH-000086,-0.16066332064799999
ACH-000087,-0.283769187569
ACH-000092,-0.409273869638
ACH-000095,-0.385760127089
ACH-000097,-0.264458339018
ACH-000098,-0.46710493402
ACH-000099,-0.22981919735
ACH-000108,-0.24494533594700002
ACH-000113,-0.385781834619
ACH-000115,-0.52570191977
ACH-000116,-0.15569678579600002
ACH-000118,-0.144185736361
ACH-000120,-0.2797723782
ACH-000123,-0.124039287567
ACH-000127,-0.26192862762200003
ACH-000128,-0.236103094684
ACH-000132,-0.212598499082
ACH-000133,-0.382996223843
ACH-000137,-0.46381679541799997
ACH-000138,-0.16887854633299998
ACH-000142,-0.114942616826
ACH-000143,-0.19909123370999998
ACH-000146,-0.112086572941
ACH-000148,-0.191648727563
ACH-000150,-0.0910112052228
ACH-000152,-0.286422713538
ACH-000153,0.121985174083
ACH-000159,-0.151543562273
ACH-000160,-0.332374719098
ACH-000163,-0.174337751217
ACH-000167,0.05893328129369999
ACH-000168,0.056634692719099995
ACH-000169,-0.39196142999899997
ACH-000178,-0.320158071242
ACH-000182,-0.297440555493
ACH-000183,-0.274892588911
ACH-000188,-0.361751768628
ACH-000189,-0.278708777757
ACH-000190,-0.140829922816
ACH-000198,-0.300223531122
ACH-000204,-0.5394828499750001
ACH-000206,-0.0992854086785
ACH-000207,-0.269402244404
ACH-000211,-0.354730208238
ACH-000215,-0.164212768196
ACH-000221,-0.34806867438199995
ACH-000222,-0.302612792688
ACH-000223,-0.154276560951
ACH-000226,-0.355180957774
ACH-000227,-0.381956348984
ACH-000228,-0.38866152172799995
ACH-000231,-0.275002814943
ACH-000232,-0.286315198458
ACH-000233,-0.22013925161400003
ACH-000234,-0.423034824793
ACH-000235,-0.217257227178
ACH-000237,-0.300852597903
ACH-000238,-0.125166742231
ACH-000243,-0.107790770829
ACH-000244,-0.114294771671
ACH-000246,-0.28473662816100004
ACH-000248,-0.351517867151
ACH-000250,-0.231426789384
ACH-000251,-0.52509867109
ACH-000253,-0.29971477325
ACH-000255,-0.309711672298
ACH-000256,0.0347429611736
ACH-000257,-0.308445549586
ACH-000258,-0.035568003696199994
ACH-000259,-0.261340400875
ACH-000260,-0.356731338212
ACH-000261,-0.283078102889
ACH-000262,-0.201626714795
ACH-000263,-0.299413168239
ACH-000264,-0.185298586549
ACH-000265,-0.155677900356
ACH-000266,-0.17359445976799998
ACH-000272,-0.138230032716
ACH-000273,-0.43941823629199994
ACH-000274,-0.346276288886
ACH-000277,-0.387320695158
ACH-000278,-0.236820322976
ACH-000279,-0.106064871122
ACH-000280,-0.0532798526695
ACH-000281,-0.130320309173
ACH-000288,-0.486246542246
ACH-000291,-0.338759061504
ACH-000293,-0.158949943421
ACH-000294,0.0107167071058
ACH-000295,-0.330104506978
ACH-000296,0.07048031999139999
ACH-000302,-0.332766793184
ACH-000304,0.000341374975827
ACH-000307,-0.11483896231799999
ACH-000308,-0.108451812847
ACH-000310,-0.09199745261289999
ACH-000311,-0.0843547312184
ACH-000312,-0.202290203277
ACH-000315,-0.32007164404599997
ACH-000316,-0.045345181523
ACH-000317,-0.0700112607619
ACH-000318,-0.22368902431899998
ACH-000319,0.0652913437467
ACH-000320,-0.1816023487
ACH-000322,-0.376279422073
ACH-000323,-0.179128414585
ACH-000324,-0.302978749108
ACH-000329,-0.595801974287
ACH-000330,-0.39381911351300003
ACH-000331,-0.372360094463
ACH-000332,-0.149331440689
ACH-000334,0.120026966381
ACH-000335,-0.284665527146
ACH-000336,-0.5975207536689999
ACH-000337,-0.195050036408
ACH-000339,-0.154928989505
ACH-000341,0.113018062996
ACH-000348,-0.274966586884
ACH-000350,-0.0846226261657
ACH-000352,-0.239011715961
ACH-000356,-0.239958911718
ACH-000361,-0.16900346179499998
ACH-000362,-0.102467621465
ACH-000363,-0.243693689557
ACH-000364,-0.399186366794
ACH-000365,-0.269447663861
ACH-000366,-0.310691695572
ACH-000368,-0.277122576197
ACH-000374,-0.369871094885
ACH-000375,-0.31937453212699995
ACH-000376,-0.25957624707
ACH-000381,-0.293554953593
ACH-000383,-0.195885328043
ACH-000387,-0.163461074528
ACH-000389,-0.312228343128
ACH-000390,-0.339354307548
ACH-000393,-0.17749278795899998
ACH-000395,0.00635570806882
ACH-000397,-0.444712225554
ACH-000401,-0.24906071666
ACH-000402,-0.48643275329499996
ACH-000403,-0.368951989213
ACH-000404,-0.191828131681
ACH-000406,-0.11683871705900001
ACH-000407,-0.36290933842399997
ACH-000408,-0.21596994212200002
ACH-000410,-0.519068639076
ACH-000411,-0.243414359125
ACH-000414,-0.288696830141
ACH-000415,-0.382499210435
ACH-000416,-0.203160731982
ACH-000420,-0.424227652385
ACH-000421,-0.263898885569
ACH-000424,0.0381976522995
ACH-000425,-0.41507563974
ACH-000426,-0.0471783371433
ACH-000427,-0.42537876902599997
ACH-000433,-0.0982393504974
ACH-000436,-0.25608374004
ACH-000444,-0.243165856115
ACH-000445,-0.402595143192
ACH-000448,-0.0870806183933
ACH-000450,0.056061019975300004
ACH-000452,-0.14322531975199998
ACH-000454,-0.0985750767148
ACH-000458,-0.198647647746
ACH-000459,-0.27946348581
ACH-000460,-0.186283623545
ACH-000461,-0.016090675502
ACH-000463,-0.149878224447
ACH-000464,-0.257345299081
ACH-000466,-0.143586406488
ACH-000467,-0.14601566148700001
ACH-000468,-0.03518037813719999
ACH-000469,-0.380979880089
ACH-000470,-0.027893328340300002
ACH-000471,-0.127542383128
ACH-000472,-0.345911373059
ACH-000473,-0.19796953173
ACH-000475,-0.31738985472
ACH-000476,-0.589313997957
ACH-000477,-0.6799653630149999
ACH-000480,-0.34791723946099995
ACH-000481,-0.197241285535
ACH-000483,-0.24280229541099999
ACH-000484,-0.7256345714560001
ACH-000485,-0.243160966885
ACH-000486,-0.15303782079000003
ACH-000487,-0.23928994409899998
ACH-000488,-0.39159853473300005
ACH-000490,-0.213421985625
ACH-000491,-0.124443174147
ACH-000495,0.0409340627831
ACH-000496,-0.16826239467
ACH-000499,-0.0752339926849
ACH-000500,0.0529447931941
ACH-000502,-0.29822080923300004
ACH-000503,-0.35453772189000005
ACH-000505,-0.167030846571
ACH-000507,-0.27976051242
ACH-000510,-0.28702828078299997
ACH-000511,-0.25094086645999997
ACH-000512,-0.639374677015
ACH-000516,-0.434224919684
ACH-000517,-0.280459573543
ACH-000518,-0.381437790807
ACH-000520,-0.131007578683
ACH-000521,-0.445694637105
ACH-000522,-0.205103560818
ACH-000524,-0.239542940259
ACH-000527,-0.08504567979210001
ACH-000528,-0.223929440813
ACH-000537,-0.325333115696
ACH-000541,-0.113564046754
ACH-000542,-0.123307604738
ACH-000544,0.011298733911299999
ACH-000545,-0.36436849563699997
ACH-000547,-0.5231675503109999
ACH-000548,-0.345024292299
ACH-000549,-0.209279120612
ACH-000550,-0.357655592153
ACH-000552,-0.33934185098999997
ACH-000556,-0.40016024252
ACH-000557,-0.361040693711
ACH-000570,-0.252115237178
ACH-000571,-0.123156450941
ACH-000573,-0.467695899006
ACH-000576,-0.256999968073
ACH-000580,-0.434884984495
ACH-000584,-0.099829046557
ACH-000585,-0.272111681235
ACH-000588,-0.274557861763
ACH-000589,-0.143247791392
ACH-000591,-0.28510116207499997
ACH-000593,-0.28668973975900003
ACH-000600,-0.374264033992
ACH-000601,-0.08963782593080001
ACH-000604,-0.159692697479
ACH-000605,-0.276142102677
ACH-000606,-0.382341368592
ACH-000608,-0.319921856109
ACH-000614,0.0650188325788
ACH-000616,-0.369990451685
ACH-000618,-0.236190093765
ACH-000619,-0.417595626153
ACH-000620,-0.200212203274
ACH-000621,-0.217830563834
ACH-000622,-0.389185980617
ACH-000623,-0.21731473664599998
ACH-000624,-0.24868202355
ACH-000627,-0.354205621697
ACH-000630,-0.17928629238699997
ACH-000632,-0.21086142719300002
ACH-000633,-0.45844533581999997
ACH-000637,-0.3690460621
ACH-000638,-0.259119565294
ACH-000646,-0.033780877326000006
ACH-000647,-0.12488439399199999
ACH-000648,-0.263786245004
ACH-000649,-0.42926407095299995
ACH-000651,-0.12193595171499999
ACH-000652,-0.25718736378199997
ACH-000653,-0.317785458926
ACH-000657,-0.17918840562
ACH-000658,-0.13378022011600002
ACH-000661,-0.25207955590500003
ACH-000662,-0.519226491111
ACH-000663,-0.4606173922
ACH-000665,-0.274424084312
ACH-000671,-0.348600371906
ACH-000673,-0.321994297816
ACH-000676,-0.20449515957000003
ACH-000677,-0.0801042850051
ACH-000681,-0.201893516603
ACH-000682,-0.152002658202
ACH-000683,-0.245715842505
ACH-000684,-0.314085540103
ACH-000688,0.0012684952709300001
ACH-000693,-0.24635360600200001
ACH-000694,-0.20908892522
ACH-000695,-0.498700970905
ACH-000696,-0.14320728423
ACH-000697,-0.131538605908
ACH-000699,-0.167830224515
ACH-000701,-0.253560586508
ACH-000706,-0.0621206314183
ACH-000711,-0.188093432707
ACH-000713,-0.0798395446417
ACH-000714,-0.241941245623
ACH-000718,-0.22290882461999997
ACH-000720,-0.323082989665
