,PRKRIP1 (79706)
ACH-000004,-0.669023232645
ACH-000007,-0.514204225701
ACH-000009,-0.558265570887
ACH-000011,-0.0808580724676
ACH-000012,-0.647605030182
ACH-000013,-0.614550533123
ACH-000014,-0.542191935289
ACH-000015,-0.43995720744499994
ACH-000017,-0.451400248786
ACH-000018,-0.40873300365099996
ACH-000019,-0.541885541656
ACH-000021,-0.827379462978
ACH-000022,-0.9173608350319999
ACH-000025,-0.8992752677660001
ACH-000028,-0.605953350646
ACH-000030,-0.70943013405
ACH-000035,-0.81598563719
ACH-000036,-0.6885194126
ACH-000037,-0.8626599421969999
ACH-000039,-0.592569855298
ACH-000040,-0.649864566473
ACH-000041,-0.650296477753
ACH-000042,-0.79605129323
ACH-000045,-0.45902051032700003
ACH-000047,-0.53662488486
ACH-000052,-0.44022610068
ACH-000053,-0.409785695713
ACH-000054,-0.35582554616400003
ACH-000055,-0.9241381203489999
ACH-000060,-0.718180980561
ACH-000067,-0.809090092828
ACH-000070,-0.690577605386
ACH-000075,-0.7810132705159999
ACH-000078,-0.599213442192
ACH-000082,-0.5682876355390001
ACH-000085,-0.727122032209
ACH-000086,-0.49131834697099996
ACH-000087,-0.75839304597
ACH-000092,-0.38898798047
ACH-000095,-0.6321975999930001
ACH-000097,-0.28574432608100003
ACH-000098,-0.531377131328
ACH-000099,-0.597700313591
ACH-000108,-0.8623151130750001
ACH-000113,-0.613057323099
ACH-000115,-0.6280415457949999
ACH-000116,-0.447061845104
ACH-000118,-0.753610082045
ACH-000120,-0.817436092924
ACH-000123,-0.48640710991
ACH-000127,-0.7426362510060001
ACH-000128,-0.659093818668
ACH-000132,-0.686298360627
ACH-000133,-0.4788313257
ACH-000137,-0.617462138238
ACH-000138,-0.651477293829
ACH-000142,-0.60318931958
ACH-000143,-0.797239528313
ACH-000146,-0.325090566982
ACH-000148,-0.743447843246
ACH-000150,-0.9175531083759999
ACH-000152,-0.615465011792
ACH-000153,-0.6901834906700001
ACH-000159,-0.47177888551299996
ACH-000160,-1.0233614482200002
ACH-000163,-0.7281547950280001
ACH-000167,-0.812467579287
ACH-000168,-0.448929297715
ACH-000169,-0.517164258682
ACH-000178,-0.7393171331849999
ACH-000182,-0.41395523810900003
ACH-000183,-0.993743360117
ACH-000188,-0.8441582264390001
ACH-000189,-0.879089354075
ACH-000190,-0.889278343387
ACH-000198,-0.496321163745
ACH-000204,-0.7326304856110001
ACH-000206,-0.456454253815
ACH-000207,-0.545027904166
ACH-000211,-0.8443181664849999
ACH-000215,-0.410007100034
ACH-000221,-0.681942633688
ACH-000222,-0.648094466488
ACH-000223,-0.48357664800899997
ACH-000226,-0.876080457254
ACH-000227,-0.6647645327939999
ACH-000228,-0.500831466197
ACH-000231,-0.665612357908
ACH-000232,-0.453058688895
ACH-000233,-0.6937101524600001
ACH-000234,-0.483031110604
ACH-000235,-0.48924344080300003
ACH-000237,-0.7950500218100001
ACH-000238,-0.756902736995
ACH-000243,-0.7208383090180001
ACH-000244,-0.832740994809
ACH-000246,-0.51991988668
ACH-000248,-0.477484927545
ACH-000250,-0.6679833800680001
ACH-000251,-0.637544604024
ACH-000253,-0.633638771806
ACH-000255,-1.03088279014
ACH-000256,-0.497568075844
ACH-000257,-0.406604221708
ACH-000258,-1.04930461358
ACH-000259,-0.593015708784
ACH-000260,-1.0001642116299998
ACH-000261,-0.705432784782
ACH-000262,-0.8165289806370001
ACH-000263,-0.6438145055510001
ACH-000264,-0.578535816893
ACH-000265,-0.6886367473170001
ACH-000266,-0.602177614302
ACH-000272,-0.366888663274
ACH-000273,-0.912398898872
ACH-000274,-0.37180861211099997
ACH-000277,-0.258117922924
ACH-000278,-0.876079983962
ACH-000279,-0.728482914417
ACH-000280,-0.607252665329
ACH-000281,-0.632743316159
ACH-000288,-0.7057051708230001
ACH-000291,-0.39662365977499997
ACH-000293,-0.6028561797649999
ACH-000294,-0.609723641411
ACH-000295,-0.658865402402
ACH-000296,-0.506615972776
ACH-000302,-0.692792605226
ACH-000304,-0.57218908816
ACH-000307,-0.679924773822
ACH-000308,-0.40077686860699996
ACH-000310,-0.522281596431
ACH-000311,-0.504666147229
ACH-000312,-0.7540456492990001
ACH-000315,-0.478875497514
ACH-000316,-0.644549167952
ACH-000317,-0.7359491275130001
ACH-000318,-0.506616402641
ACH-000319,-0.695549328567
ACH-000320,-0.877118696717
ACH-000322,-0.584756139441
ACH-000323,-0.628680151122
ACH-000324,-0.62551385587
ACH-000329,-0.536648718918
ACH-000330,-0.85090981379
ACH-000331,-0.7172350526119999
ACH-000332,-0.464309295062
ACH-000334,-0.659215890587
ACH-000335,-0.5591235084130001
ACH-000336,-0.666356840721
ACH-000337,-0.7179410050049999
ACH-000339,-0.865792160595
ACH-000341,-0.520575861796
ACH-000348,-0.879112408101
ACH-000350,-0.500415516096
ACH-000352,-0.41480384765199996
ACH-000356,-0.658683427881
ACH-000361,-0.597490785989
ACH-000362,-0.247774911641
ACH-000363,-0.568799367742
ACH-000364,-0.735792285526
ACH-000365,-0.699195017044
ACH-000366,-0.689447779373
ACH-000368,-0.861532590274
ACH-000374,-1.13757786925
ACH-000375,-0.534342526901
ACH-000376,-0.585936260316
ACH-000381,-0.663799624329
ACH-000383,-0.856474606948
ACH-000387,-0.49341063304300004
ACH-000389,-0.36398767318999997
ACH-000390,-0.6252848917989999
ACH-000393,-0.554778135678
ACH-000395,-0.44378268564900003
ACH-000397,-0.42340862799900003
ACH-000401,-0.538556411236
ACH-000402,-0.915240047039
ACH-000403,-0.521308538851
ACH-000404,-0.7574956425499999
ACH-000406,-0.7753927563070001
ACH-000407,-0.729970170258
ACH-000408,-1.08792170491
ACH-000410,-0.335841464617
ACH-000411,-0.664856450371
ACH-000414,-0.41084016965400005
ACH-000415,-1.0621978446
ACH-000416,-0.49154934571000003
ACH-000420,-0.43868532555900003
ACH-000421,-0.614059352937
ACH-000424,-0.7001301434839999
ACH-000425,-0.41654085112899997
ACH-000426,-0.406833959758
ACH-000427,-0.7881409738490001
ACH-000433,-0.688298998278
ACH-000436,-0.600686298034
ACH-000444,-0.811993102778
ACH-000445,-0.888795029083
ACH-000448,-0.39910595446099995
ACH-000450,-0.42883382645499996
ACH-000452,-0.9412199808299999
ACH-000454,-0.853471117773
ACH-000458,-0.748586692735
ACH-000459,-0.936503569612
ACH-000460,-0.6131654218320001
ACH-000461,-0.803632777099
ACH-000463,-0.801078882289
ACH-000464,-0.550654163367
ACH-000466,-0.554988030418
