,PDE6H (5149)
ACH-000004,0.39328721213
ACH-000007,0.374580905176
ACH-000009,0.29150610984700004
ACH-000011,0.241782087658
ACH-000012,0.385159434045
ACH-000013,0.339716849505
ACH-000014,0.325036464043
ACH-000015,0.154909843183
ACH-000017,0.245084424577
ACH-000018,0.296429287338
ACH-000019,0.361656514019
ACH-000021,0.285722953832
ACH-000022,0.24452972572599999
ACH-000025,0.20972872131499998
ACH-000028,0.45439992738000007
ACH-000030,0.30173160588000003
ACH-000035,0.266142759944
ACH-000036,0.274798869298
ACH-000037,0.17056339695099998
ACH-000039,0.192338748755
ACH-000040,0.300514802204
ACH-000041,0.241729887822
ACH-000042,0.37090200972599996
ACH-000045,0.0887740741656
ACH-000047,0.172786690023
ACH-000052,0.267447138584
ACH-000053,0.327083563782
ACH-000054,0.331818376199
ACH-000055,0.210034519956
ACH-000060,0.320230930113
ACH-000067,0.707136969034
ACH-000070,0.251502041277
ACH-000075,-0.0109345070171
ACH-000078,0.452079354694
ACH-000082,0.172138672745
ACH-000085,-0.04853552929819999
ACH-000086,0.38033807430600003
ACH-000087,0.317417361778
ACH-000092,0.306389167282
ACH-000095,0.333396597851
ACH-000097,0.308797417718
ACH-000098,0.371458492541
ACH-000099,0.380689755525
ACH-000108,0.642948651413
ACH-000113,0.162147719471
ACH-000115,0.303567478577
ACH-000116,0.39989392377
ACH-000118,0.307798148254
ACH-000120,0.242265234498
ACH-000123,0.287476757826
ACH-000127,0.299983564383
ACH-000128,0.22983580212299998
ACH-000132,0.400432609178
ACH-000133,0.254559250666
ACH-000137,0.32276023687
ACH-000138,0.244349279328
ACH-000142,0.24954041920699999
ACH-000143,0.445550282994
ACH-000146,0.374426877613
ACH-000148,0.304693650024
ACH-000150,0.406927439529
ACH-000152,0.264050474173
ACH-000153,0.252317572643
ACH-000159,0.247736207683
ACH-000160,0.4028897901
ACH-000163,0.295364519287
ACH-000167,0.292381826191
ACH-000168,0.334905428511
ACH-000169,0.44182169945699995
ACH-000178,0.309157840691
ACH-000182,0.338181472058
ACH-000183,0.270072473079
ACH-000188,0.248146802185
ACH-000189,0.507513688764
ACH-000190,0.0894830815429
ACH-000198,0.325165220715
ACH-000204,0.289755890258
ACH-000206,0.258664626036
ACH-000207,0.34520141567100004
ACH-000211,0.169896953311
ACH-000215,0.241129148653
ACH-000221,0.240520790639
ACH-000222,0.321507178055
ACH-000223,0.21684788005300001
ACH-000226,0.271828102124
ACH-000227,0.297014945528
ACH-000228,0.13457387511399999
