,MANF (7873)
ACH-000771,-0.5114743801739999
ACH-000773,-0.589891154035
ACH-000776,-0.539319937615
ACH-000777,-0.563360381092
ACH-000778,-0.8335812237469999
ACH-000781,-0.416244113885
ACH-000782,-0.638357196015
ACH-000783,-0.304273610356
ACH-000784,-0.474794065243
ACH-000785,-0.635359585417
ACH-000787,-0.669618401932
ACH-000788,-0.489345333459
ACH-000791,-0.570959978892
ACH-000792,-0.503670061567
ACH-000794,-0.45727596384400004
ACH-000796,-0.533117261044
ACH-000799,-0.27176903260699997
ACH-000800,-0.546634672649
ACH-000802,-0.4841507681600001
ACH-000804,-0.7206812857379999
ACH-000805,-0.39374069125699995
ACH-000809,-0.417274149836
ACH-000810,-0.603543871624
ACH-000811,-0.6887076139849999
ACH-000817,-1.1470591775
ACH-000819,-0.42350800841200004
ACH-000820,-0.603137781619
ACH-000821,-1.41885680839
ACH-000822,-0.825266683722
ACH-000823,-0.535834578689
ACH-000824,-0.30136032636300003
ACH-000827,-0.517539904862
ACH-000829,-0.835842997113
ACH-000831,-0.581578923269
ACH-000832,-0.544533837717
ACH-000833,-0.354584455633
ACH-000834,-0.42721963510899996
ACH-000835,-0.516967741914
ACH-000836,-0.700309568755
ACH-000837,-0.692528248143
ACH-000838,-1.0074349403899998
ACH-000839,-0.515902785074
ACH-000840,-0.7148420555949999
ACH-000841,-0.640664243162
ACH-000843,-0.335158333112
ACH-000846,-0.387393817713
ACH-000847,-0.8738989108319999
ACH-000848,-0.585972064893
ACH-000849,-0.653419013038
ACH-000851,-0.399763021374
ACH-000855,-0.514903095386
ACH-000856,-0.561793002446
ACH-000858,-0.6811968942100001
ACH-000859,-0.412009241295
ACH-000861,-0.567584142896
ACH-000862,-0.398511060565
ACH-000865,-0.484833467765
ACH-000866,-0.43375224339699997
ACH-000867,-0.42809424985600003
ACH-000869,-0.8690602157790001
ACH-000872,-0.63741879794
ACH-000873,-0.36894913919699995
ACH-000876,-0.579522955286
ACH-000878,-0.485382689657
ACH-000880,-0.439361540506
ACH-000881,-0.7121525663860001
ACH-000882,-0.25747442909
ACH-000884,-0.520639013627
ACH-000885,-0.643606480813
ACH-000887,-0.621868561701
ACH-000888,-0.48844127290899997
ACH-000889,-0.562729978217
ACH-000890,-0.761912089458
ACH-000896,-0.48544442666500004
ACH-000898,-0.304143188786
ACH-000900,-0.5771914320279999
ACH-000901,-0.6872772705410001
ACH-000905,-0.37581342674
ACH-000906,-0.45507876681299997
ACH-000907,-0.610254197681
ACH-000910,-0.33330754516399996
ACH-000911,-0.447952686845
ACH-000912,-0.48041475808999995
ACH-000913,-0.553614648917
ACH-000915,-0.728670291929
ACH-000916,-0.05134149643080001
ACH-000917,-0.760953776049
ACH-000921,-0.646008366929
ACH-000924,-0.730676584417
ACH-000926,-0.506487853757
ACH-000928,-0.544853825978
ACH-000929,-0.489083116092
ACH-000932,-0.48472104291100004
ACH-000935,-0.544564009346
ACH-000936,-0.41913431349200003
ACH-000937,-0.831119563377
ACH-000938,-0.8774924175229999
ACH-000939,-0.6209809904510001
ACH-000941,-0.64440187388
ACH-000943,-0.40581819605499997
ACH-000946,-0.620040885733
ACH-000947,-0.470731900577
ACH-000948,-0.572711367314
ACH-000950,-0.441988122584
ACH-000953,-0.41673700694
ACH-000957,-0.815348798917
ACH-000958,-0.558476478568
ACH-000960,-0.791322973742
ACH-000963,-0.621049913761
ACH-000968,-0.6721754272149999
ACH-000969,-0.258379221112
ACH-000973,-0.591263785916
ACH-000974,-0.6241645620340001
ACH-000975,-0.692275386365
ACH-000976,-0.40979274212800004
ACH-000978,-1.01211712186
ACH-000980,-0.442443675295
ACH-000984,-0.410726066131
ACH-000986,-0.356764102785
ACH-000988,-0.6865786021879999
ACH-000993,-0.6894118961579999
ACH-000994,-0.332271169525
ACH-000996,-0.569663779461
ACH-001001,-0.579424974655
ACH-001020,-0.6476455280269999
ACH-001028,-0.573836647478
ACH-001031,-0.513506506471
ACH-001038,-0.545699664894
ACH-001048,-0.650059644472
ACH-001050,-0.666066665469
ACH-001053,-0.551865865256
ACH-001054,-0.400744091502
ACH-001061,-0.460599315502
ACH-001067,-0.436043677028
ACH-001075,-0.436607926877
ACH-001096,-0.363098856446
ACH-001128,-0.409530638138
ACH-001134,-0.609310529409
ACH-001151,-0.5454966136289999
ACH-001163,-0.804095936339
ACH-001164,-0.8175944197380001
ACH-001173,-0.6210111336509999
ACH-001183,-0.173556351058
ACH-001184,-0.47548439563100003
ACH-001190,-0.508327330808
ACH-001192,-0.5872995064150001
ACH-001193,-0.344098205394
ACH-001196,-0.621970008442
ACH-001197,-0.574248914809
ACH-001205,-0.515251901796
ACH-001211,-0.793906999484
ACH-001212,-0.7826749238230001
ACH-001228,-0.478365665733
ACH-001232,-0.7955230591399999
ACH-001239,-0.7649309143
ACH-001274,-0.491791864352
ACH-001275,-0.37539510814800003
ACH-001277,-0.20777251310800002
ACH-001278,-0.333080479368
ACH-001280,-0.527480275339
ACH-001283,-0.464377225607
ACH-001289,-0.46727526583000006
ACH-001295,-0.685233416292
ACH-001300,-0.52212955477
ACH-001301,-0.527654366969
ACH-001302,-0.365223591702
ACH-001303,-0.721303821274
ACH-001306,-0.569800895089
ACH-001318,-0.517912580895
ACH-001322,-0.60642979179
ACH-001328,-0.572747077604
ACH-001332,-0.36484400879199996
ACH-001333,-0.787332261102
ACH-001336,-0.6783547498260001
ACH-001340,-0.6511111896630001
ACH-001346,-0.38246178531999997
ACH-001353,-0.659161453579
ACH-001354,-0.762796964901
ACH-001367,-0.603665670756
ACH-001368,-0.426946558157
ACH-001374,-0.491056518555
ACH-001375,-0.462833900961
ACH-001377,-0.542181358926
ACH-001380,-0.79250257365
ACH-001391,-0.519786901695
ACH-001407,-0.715031560237
ACH-001408,-0.40144740317500005
ACH-001413,-0.685034258386
ACH-001430,-0.428308384887
ACH-001431,-0.400162827768
ACH-001450,-1.35177059317
ACH-001496,-0.580969090212
ACH-001500,-0.576636291401
ACH-001521,-0.656456892718
ACH-001523,-0.386140538956
ACH-001532,-0.550176716924
ACH-001536,-0.7800105465639999
ACH-001550,-0.395471264112
ACH-001552,-0.74811103281
ACH-001554,-0.6317114966290001
ACH-001645,-0.48130501529299996
ACH-001654,-0.45397353288099995
ACH-001715,-0.45477430325
ACH-001735,-0.665407946231
ACH-001736,-0.65034047813
ACH-001737,-0.811860063685
ACH-001740,-0.608349383443
ACH-001745,-0.614328679875
ACH-001750,-0.789135884785
ACH-001765,-0.524408371799
ACH-001956,-0.44274100944399997
ACH-001957,-0.491894065879
