,MANBAL (63905)
ACH-000004,0.0445687369778
ACH-000007,-0.17785500175299998
ACH-000009,-0.23624313463100002
ACH-000011,-0.0640824219907
ACH-000012,0.08538908467140001
ACH-000013,-0.013214013290799999
ACH-000014,-0.11470234954700001
ACH-000015,-0.0201342266881
ACH-000017,-0.244627542523
ACH-000018,-0.133588248896
ACH-000019,-0.447961695252
ACH-000021,-0.0963893879765
ACH-000022,-0.0729701278681
ACH-000025,-0.0466797815726
ACH-000028,-0.116245170582
ACH-000030,-0.215909343847
ACH-000035,0.0474395709668
ACH-000036,-0.0559029196605
ACH-000037,-0.20366259065
ACH-000039,0.00400844114019
ACH-000040,-0.083256867454
ACH-000041,-0.11409567993200001
ACH-000042,-0.113929484471
ACH-000045,0.081198167005
ACH-000047,-0.0812871018688
ACH-000052,-0.151423227253
ACH-000053,-0.08619871471580001
ACH-000054,-0.187720223371
ACH-000055,-0.156308300003
ACH-000060,-0.29392850725499997
ACH-000067,0.00502279085335
ACH-000070,-0.0329587250781
ACH-000075,-0.131533543937
ACH-000078,0.139212037834
ACH-000082,0.009779349096989999
ACH-000085,0.220349247159
ACH-000086,-0.027248858948499998
ACH-000087,0.008766459104570001
ACH-000092,-0.26340691019900003
ACH-000095,-0.0758248687577
ACH-000097,-0.11059010711200001
ACH-000098,0.0261291622733
ACH-000099,-0.204534876525
ACH-000108,-0.071113245788
ACH-000113,0.0257495259563
ACH-000115,-0.207868029831
ACH-000116,-0.06441570044030001
ACH-000118,-0.0720766008699
ACH-000120,-0.21264085492899998
ACH-000123,-0.145336533947
ACH-000127,-0.17441045965100002
ACH-000128,-0.10358174487999999
ACH-000132,0.098323098779
ACH-000133,-0.17434243570900002
ACH-000137,-0.0847706222039
ACH-000138,-0.0805433724473
ACH-000142,0.0635882633325
ACH-000143,-0.101058349648
ACH-000146,-0.0394258427346
ACH-000148,-0.11443731097899999
ACH-000150,-0.036934508474
ACH-000152,0.0240918430762
ACH-000153,0.194586080141
ACH-000159,-0.174508782717
ACH-000160,0.081623263964
ACH-000163,-0.14821661576
ACH-000167,-0.256041673336
ACH-000168,-0.151267431436
ACH-000169,-0.172649750261
ACH-000178,-0.21890590508299998
ACH-000182,-0.142807961053
ACH-000183,-0.183740871371
ACH-000188,-0.06473149405730001
ACH-000189,0.205549857812
ACH-000190,-0.30250962068799997
ACH-000198,-0.180473047832
ACH-000204,0.117753309903
ACH-000206,-0.144970306792
ACH-000207,0.029548101502799996
ACH-000211,-0.32922211181999994
ACH-000215,-0.172330961528
ACH-000221,-0.061367116728699996
ACH-000222,-0.0655452801251
ACH-000223,-0.21624659864999998
ACH-000226,-0.135559972973
ACH-000227,-0.186876275344
ACH-000228,-0.05925829775909999
ACH-000231,-0.254260501086
ACH-000232,-0.133158242579
ACH-000233,-0.06105843770830001
ACH-000234,-0.211322055408
ACH-000235,-0.06876810307910002
ACH-000237,-0.237047641428
ACH-000238,-0.046768634132000005
ACH-000243,-0.0518272334612
ACH-000244,0.164726342103
ACH-000246,-0.0173559493054
ACH-000248,-0.20363014701499998
ACH-000250,-0.137808615312
ACH-000251,-0.061956940758600004
ACH-000253,0.055052530050099996
ACH-000255,-0.122710069855
ACH-000256,0.130948506278
ACH-000257,-0.292778553855
ACH-000258,0.214864183829
ACH-000259,-0.0327445241617
ACH-000260,-0.168704459289
ACH-000261,-0.07245157059669999
ACH-000262,-0.10471895074
ACH-000263,0.0145385691952
ACH-000264,-0.150799900174
ACH-000265,0.0182277875992
ACH-000266,-0.0548921482156
ACH-000272,-0.27487642459899997
ACH-000273,-0.160332987874
ACH-000274,-0.435836281488
ACH-000277,-0.393877475279
ACH-000278,0.148886756764
ACH-000279,0.0499944156505
ACH-000280,-0.268770535225
ACH-000281,-0.27794303433
ACH-000288,0.0258991768653
ACH-000291,-0.231995698981
ACH-000293,-0.270363912389
ACH-000294,-0.131374432012
ACH-000295,-0.03622448502740001
ACH-000296,0.104314661788
ACH-000302,-0.0929204246222
ACH-000304,-0.178067300154
ACH-000307,-0.17193973478799998
ACH-000308,-0.183984129258
ACH-000310,-0.07644650124130001
ACH-000311,-0.25824166655
ACH-000312,0.00323496714327
ACH-000315,-0.0742529285134
ACH-000316,-0.19341251527199999
ACH-000317,-0.196257577988
ACH-000318,-0.07778674593
ACH-000319,0.0473498318717
ACH-000320,0.103157516776
ACH-000322,-0.080527639567
ACH-000323,-0.048836539462699995
ACH-000324,-0.125613312651
ACH-000329,-0.162662727816
ACH-000330,-0.18166290696100001
ACH-000331,-0.108575956056
ACH-000332,-0.206612734009
ACH-000334,0.0140314802608
ACH-000335,-0.120968079955
ACH-000336,-0.148619700033
ACH-000337,-0.4149088677
ACH-000339,-0.0995759137295
ACH-000341,-0.0646347637632
ACH-000348,-0.062050255143099996
ACH-000350,-0.26502899258400003
ACH-000352,-0.0433124593549
ACH-000356,-0.055314970404699994
ACH-000361,-0.135384739133
ACH-000362,-0.07749470212949999
ACH-000363,0.0113431448673
ACH-000364,-0.04818312961619999
ACH-000365,-0.04594304002730001
ACH-000366,0.009104962792
ACH-000368,-0.13386833251
ACH-000374,-0.249790407225
ACH-000375,-0.10342778788999998
ACH-000376,-0.104806479031
ACH-000381,0.12899361939999998
ACH-000383,-0.0982797292712
ACH-000387,-0.114551786132
ACH-000389,-0.124748479019
ACH-000390,-0.191692884743
ACH-000393,0.100453246266
ACH-000395,-0.20474067739000001
ACH-000397,-0.0974519960826
ACH-000401,-0.0504830613834
ACH-000402,-0.305158107957
ACH-000403,-0.203190286444
ACH-000404,-0.0671686906218
ACH-000406,0.0313082116233
ACH-000407,0.00574852537729
ACH-000408,0.13467741469900002
ACH-000410,-0.083523662424
ACH-000411,-0.0402876347708
ACH-000414,0.184983163202
ACH-000415,0.0819990396093
ACH-000416,-0.149128685807
ACH-000420,-0.140846027885
ACH-000421,-0.168179043556
ACH-000424,-0.35780162344300004
ACH-000425,-0.136336112388
ACH-000426,-0.26135971233000005
ACH-000427,-0.15734978107699998
ACH-000433,0.09561308294389999
ACH-000436,-0.193790307555
ACH-000444,-0.0629635887161
ACH-000445,-0.17866757517999998
ACH-000448,-0.283499926686
ACH-000450,-0.236080526807
ACH-000452,-0.08601910119619999
ACH-000454,0.0836982915304
ACH-000458,-0.219671958857
ACH-000459,0.0514244497333
ACH-000460,-0.185158405046
ACH-000461,-0.11499960199
ACH-000463,-0.126248281888
ACH-000464,-0.08675620157130001
ACH-000466,-0.0864878965219
ACH-000467,-0.0488756517403
ACH-000468,-0.173969070746
ACH-000469,-0.136244152321
ACH-000470,-0.08547721129079999
ACH-000471,-0.128946765574
ACH-000472,-0.037913181066
ACH-000473,-0.20594061552
ACH-000475,-0.134447725037
ACH-000476,0.008580943041180001
ACH-000477,0.0530504317471
ACH-000480,-0.21367374980700002
ACH-000481,-0.0624170499979
ACH-000483,-0.0783397907175
ACH-000484,-0.377068946871
ACH-000485,-0.153077274821
ACH-000486,0.00652272552668
ACH-000487,-0.151964472732
ACH-000488,-0.15228964602700001
ACH-000490,-0.22151067637699998
ACH-000491,-0.108872796071
ACH-000495,-0.154948323171
ACH-000496,-0.17369156463399998
ACH-000499,-0.0714376471369
ACH-000500,-0.298265434981
ACH-000502,-0.0269474242644
ACH-000503,0.012237962504100001
ACH-000505,0.021054810764000002
ACH-000507,-0.192600447962
ACH-000510,-0.316477002775
ACH-000511,-0.14197556615999998
ACH-000512,-0.029170557513900002
ACH-000516,0.0476888118107
ACH-000517,-0.190213196241
ACH-000518,-0.15033519785399999
ACH-000520,-0.150002296031
ACH-000521,-0.021313214944599996
ACH-000522,0.00250257581989
ACH-000524,-0.15475622973099998
ACH-000527,-0.09260550616900001
ACH-000528,-0.04942633691480001
ACH-000537,-0.182077558128
ACH-000541,-0.141071519205
ACH-000542,-0.146498094665
ACH-000544,-0.204098204977
ACH-000545,0.0089193810558
ACH-000547,-0.223433425471
ACH-000548,-0.159012725613
ACH-000549,-0.17973531864199999
ACH-000550,-0.249914260664
ACH-000552,-0.00633922907738
ACH-000556,-0.139734233012
ACH-000557,-0.202939319529
ACH-000570,-0.0447497449185
ACH-000571,0.0303238854168
ACH-000573,-0.164408630434
ACH-000576,-0.15873865066600001
ACH-000580,-0.109478210076
ACH-000584,-0.187235499753
ACH-000585,0.016422718202200003
ACH-000588,0.12213240034000002
ACH-000589,-0.318081033858
ACH-000591,-0.325068038065
ACH-000593,0.0065971061977500006
ACH-000600,0.010972077339299998
ACH-000601,-0.16953435735199998
ACH-000604,0.076954584388
