,TRIB3 (57761)
ACH-000004,0.0747654954214
ACH-000007,0.0238188187968
ACH-000009,0.22064103276799998
ACH-000011,0.0260077382644
ACH-000012,0.21605603620900002
ACH-000013,-0.00393294148798
ACH-000014,0.0973571284883
ACH-000015,0.11443865604699999
ACH-000017,0.06101099134790001
ACH-000018,0.010626055034100001
ACH-000019,0.11543525005699999
ACH-000021,0.14626999722
ACH-000022,-0.078111391308
ACH-000025,0.18294113964000003
ACH-000028,0.139529529385
ACH-000030,0.123511792228
ACH-000035,0.221918259606
ACH-000036,0.130325696415
ACH-000037,-0.10320452574
ACH-000039,0.342343827835
ACH-000040,0.18411764318
ACH-000041,0.0167474214605
ACH-000042,-0.021960814274
ACH-000045,-0.0538983277457
ACH-000047,0.215217531752
ACH-000052,0.322489284909
ACH-000053,0.158626722983
ACH-000054,-0.0443714480623
ACH-000055,0.0362071760726
ACH-000060,0.031450527923900004
ACH-000067,-0.22333101088100002
ACH-000070,0.0782363940274
ACH-000075,0.201910885109
ACH-000078,0.153779817145
ACH-000082,0.16515082268
ACH-000085,-0.06272429779
ACH-000086,0.101514324414
ACH-000087,0.28291201349399997
ACH-000092,0.0899304276785
ACH-000095,0.044139176257800006
ACH-000097,0.139303241051
ACH-000098,0.14974227474500001
ACH-000099,0.007989565028689999
ACH-000108,0.114954293667
ACH-000113,0.10443325208599999
ACH-000115,0.040674233901300004
ACH-000116,0.143897746269
ACH-000118,0.07290722483239999
ACH-000120,-0.0668272960386
ACH-000123,0.20490325544799998
ACH-000127,0.11349329803300001
ACH-000128,0.116178572743
ACH-000132,0.207222765638
ACH-000133,0.147081912622
ACH-000137,0.144507202986
ACH-000138,0.267588028007
ACH-000142,0.218474737765
ACH-000143,0.0338890661194
ACH-000146,0.142338264607
ACH-000148,0.142831335059
ACH-000150,-0.102202228097
ACH-000152,0.166849586789
ACH-000153,-0.0393960243003
ACH-000159,0.08916539072049999
ACH-000160,0.334896352867
ACH-000163,0.141333180099
ACH-000167,0.491911105589
ACH-000168,0.359322559572
ACH-000169,0.013858749247900001
ACH-000178,0.15331210507200002
ACH-000182,0.11459135794099999
ACH-000183,-0.00359420126083
ACH-000188,0.11410632432
ACH-000189,-0.12003343556099999
ACH-000190,0.48877489877999997
ACH-000198,0.0869230407353
ACH-000204,0.0199276398474
ACH-000206,0.0392702656819
ACH-000207,0.0298698196386
ACH-000211,0.16802740159200003
ACH-000215,0.103079047728
ACH-000221,-0.39529760165399996
ACH-000222,0.225973385836
ACH-000223,0.136740099532
ACH-000226,0.14126111516599998
ACH-000227,0.23705445722
ACH-000228,0.22820872364999997
ACH-000231,0.043188426250300005
ACH-000232,0.09591649785360001
ACH-000233,0.0701213743117
ACH-000234,-0.238219869418
ACH-000235,0.08960443494010001
ACH-000237,0.08473334146360001
ACH-000238,0.0136551052549
ACH-000243,0.10311999955
ACH-000244,-0.219411455268
ACH-000246,0.21428175077199998
ACH-000248,0.247775739383
ACH-000250,0.058174675738199996
ACH-000251,0.0866674797397
ACH-000253,0.0387919081704
ACH-000255,0.21625313937399998
ACH-000256,0.068681633879
ACH-000257,0.215045409199
ACH-000258,0.161521698267
ACH-000259,0.0289038731458
ACH-000260,0.12659714578700001
ACH-000261,0.155292275246
ACH-000262,0.0990391307705
ACH-000263,0.22908724300099997
ACH-000264,0.046380216645
ACH-000265,0.18413848564100002
ACH-000266,0.138717001099
ACH-000272,0.171244253439
ACH-000273,0.14028259476
ACH-000274,0.056109294556800006
ACH-000277,0.139437154919
ACH-000278,-0.0160986765567
ACH-000279,0.0165216367549
ACH-000280,0.10648839164799999
ACH-000281,0.0750171233753
ACH-000288,0.12775389361300002
ACH-000291,0.07179115856210001
ACH-000293,0.0950966038193
ACH-000294,0.116711588203
ACH-000295,-0.204272078153
ACH-000296,0.10923764445
ACH-000302,0.10040002161699998
ACH-000304,-0.0805503634711
ACH-000307,0.0929687931832
ACH-000308,0.13272799559499998
ACH-000310,0.261534900024
ACH-000311,0.0445344111522
ACH-000312,0.19819999519099998
ACH-000315,0.13591228499000002
ACH-000316,0.184480642078
ACH-000317,0.115203079005
ACH-000318,-0.0359464992869
ACH-000319,0.216061955233
ACH-000320,0.042424317124500004
ACH-000322,0.0284005067748
ACH-000323,0.0610674426959
ACH-000324,0.0804069777255
ACH-000329,0.0853815938275
ACH-000330,0.39182925996299994
