,RPA3 (6119)
ACH-000004,-1.4641902311700001
ACH-000007,-1.05961720377
ACH-000009,-1.4009918394999998
ACH-000011,-1.19469430385
ACH-000012,-1.2765947114
ACH-000013,-1.27524157385
ACH-000014,-1.18316509202
ACH-000015,-1.08255630469
ACH-000017,-1.10200726579
ACH-000018,-1.17132634929
ACH-000019,-1.4328594850799998
ACH-000021,-1.02067231981
ACH-000022,-1.26095752816
ACH-000025,-1.35096621622
ACH-000028,-0.9143111398129999
ACH-000030,-1.22154066089
ACH-000035,-0.999937685989
ACH-000036,-1.09748329346
ACH-000037,-1.16796554734
ACH-000039,-1.2876411255
ACH-000040,-1.2119046761499999
ACH-000041,-1.38012181632
ACH-000042,-1.2698435563600001
ACH-000045,-1.32400207801
ACH-000047,-0.9300319266529999
ACH-000052,-1.3895815617200002
ACH-000053,-1.4211379025600002
ACH-000054,-1.5442328194100001
ACH-000055,-1.34542454291
ACH-000060,-1.15210774934
ACH-000067,-1.2356029557200001
ACH-000070,-1.3581647025299999
ACH-000075,-1.37758194583
ACH-000078,-1.40009086606
ACH-000082,-1.87205514944
ACH-000085,-0.921962643133
ACH-000086,-1.0524172677899999
ACH-000087,-1.2249870747
ACH-000092,-1.2569934173200001
ACH-000095,-1.24394529264
ACH-000097,-1.1146557528299998
ACH-000098,-1.2302825852600001
ACH-000099,-1.44313722657
ACH-000108,-0.955700728719
ACH-000113,-1.0842769152200002
ACH-000115,-1.66834253366
ACH-000116,-1.06245104026
ACH-000118,-1.02597816666
ACH-000120,-1.17945537172
ACH-000123,-1.24576156348
ACH-000127,-1.1209466687
ACH-000128,-1.23487121987
ACH-000132,-1.18192443351
ACH-000133,-1.3415614977099999
ACH-000137,-1.41919246768
ACH-000138,-1.1712497900399998
ACH-000142,-1.18167526846
ACH-000143,-1.0442419029799999
ACH-000146,-1.6501146534
ACH-000148,-1.36749627713
ACH-000150,-0.918640971664
ACH-000152,-1.27360081781
ACH-000153,-0.860308961474
ACH-000159,-1.55812474738
ACH-000160,-1.3435693274200002
ACH-000163,-0.793927377316
ACH-000167,-1.6281314836399998
ACH-000168,-1.3410602572399999
ACH-000169,-1.18492237798
ACH-000178,-1.2342373192
ACH-000182,-1.2932054390999999
ACH-000183,-1.2854989777899999
ACH-000188,-1.30660364641
ACH-000189,-1.54605458248
ACH-000190,-1.3227007481
ACH-000198,-1.11246457632
ACH-000204,-1.0709570601
ACH-000206,-1.10929564351
ACH-000207,-1.26080521605
ACH-000211,-1.5123288254
ACH-000215,-1.24557282958
ACH-000221,-1.45302741085
ACH-000222,-1.0096307404
ACH-000223,-1.23428047408
ACH-000226,-1.22637338105
ACH-000227,-1.7234992455400002
ACH-000228,-0.9397693218150001
ACH-000231,-1.4293614484900001
ACH-000232,-1.13492265706
ACH-000233,-1.06706035059
ACH-000234,-1.19539055154
ACH-000235,-1.1887276783299998
ACH-000237,-1.347067578
ACH-000238,-1.19829608219
ACH-000243,-1.13466455212
ACH-000244,-0.78633822794
ACH-000246,-1.26477280399
ACH-000248,-1.02695316845
ACH-000250,-1.37363985349
ACH-000251,-1.13955209013
ACH-000253,-1.3887369179499998
ACH-000255,-1.30955054893
ACH-000256,-1.11676297824
ACH-000257,-1.44618107093
ACH-000258,-1.2843589364599999
ACH-000259,-0.981150600414
ACH-000260,-1.18656898633
ACH-000261,-1.3183022498399999
ACH-000262,-1.01526830531
ACH-000263,-1.6528613327700001
ACH-000264,-1.62975108419
ACH-000265,-0.867549598236
ACH-000266,-1.26131579499
ACH-000272,-1.36134885359
ACH-000273,-1.01971149311
ACH-000274,-1.46397308651
ACH-000277,-1.2745344657
ACH-000278,-1.34509766569
ACH-000279,-1.41967428403
ACH-000280,-1.3362252879
ACH-000281,-1.10057898536
ACH-000288,-1.11191102753
ACH-000291,-1.26482943388
ACH-000293,-1.4298228395500001
ACH-000294,-1.2263737347600001
ACH-000295,-1.1824719074099999
ACH-000296,-1.08953822863
ACH-000302,-1.2021913200499998
ACH-000304,-1.48354415008
ACH-000307,-1.43529579413
ACH-000308,-1.30968833351
ACH-000310,-1.6133924962200001
ACH-000311,-1.06202401557
ACH-000312,-1.21898966134
ACH-000315,-1.15755699566
ACH-000316,-1.39009714685
ACH-000317,-0.926145746529
ACH-000318,-1.0859356747700002
ACH-000319,-1.3794807035299999
ACH-000320,-1.24399467793
ACH-000322,-1.10151555325
ACH-000323,-1.38161418926
ACH-000324,-1.22509035471
ACH-000329,-1.5915691136
ACH-000330,-1.10926003878
ACH-000331,-1.2092523420299999
ACH-000332,-1.14116650553
ACH-000334,-0.9746444461689999
ACH-000335,-1.52833533136
ACH-000336,-1.6244738054899999
ACH-000337,-1.20773852345
ACH-000339,-1.45521406912
ACH-000341,-1.39634299692
ACH-000348,-1.1723180927399999
ACH-000350,-1.3187909838
ACH-000352,-1.2253312630500002
ACH-000356,-1.34834859694
ACH-000361,-1.2472732877
ACH-000362,-1.13141674933
ACH-000363,-1.43669434375
ACH-000364,-1.1054792133700002
ACH-000365,-0.924320216187
ACH-000366,-1.44137196019
ACH-000368,-1.31283772695
ACH-000374,-1.19808859594
ACH-000375,-1.31871287982
ACH-000376,-1.27946764694
ACH-000381,-1.0254372664799998
ACH-000383,-1.63019544934
ACH-000387,-1.37103501156
ACH-000389,-1.07132498901
ACH-000390,-1.26317016827
ACH-000393,-1.4223733622299999
ACH-000395,-1.2911185887799999
ACH-000397,-1.21588038897
ACH-000401,-0.9300857203749999
ACH-000402,-1.24409509084
ACH-000403,-1.4377034727000002
ACH-000404,-1.21745372802
ACH-000406,-1.02259336832
ACH-000407,-1.43778448907
ACH-000408,-1.0951468052
ACH-000410,-1.41392773024
ACH-000411,-1.38262585152
ACH-000414,-1.18545979142
ACH-000415,-1.3762049562399998
ACH-000416,-1.12792930384
ACH-000420,-1.5477478623899998
ACH-000421,-1.16419869441
ACH-000424,-1.3083491807799998
ACH-000425,-0.7413071565870001
ACH-000426,-1.40220631855
ACH-000427,-1.2348495343
ACH-000433,-0.9588401769730001
ACH-000436,-1.2041089827
ACH-000444,-1.12752821736
ACH-000445,-0.917065916941
ACH-000448,-1.4562105834
ACH-000450,-1.44534084275
ACH-000452,-1.36400537984
ACH-000454,-0.959705359277
ACH-000458,-1.0444798839
ACH-000459,-0.5820545634350001
ACH-000460,-1.14316431622
ACH-000461,-1.36360680643
ACH-000463,-1.1696572270799999
ACH-000464,-1.3425375295700002
ACH-000466,-1.32627622595
ACH-000467,-1.01350489649
ACH-000468,-1.00816931279
ACH-000469,-1.40022615958
ACH-000470,-1.11902430034
ACH-000471,-1.4630143999899998
ACH-000472,-1.3207826648799998
ACH-000473,-1.12916952528
ACH-000475,-1.20187582328
ACH-000476,-1.2293616732500001
ACH-000477,-1.22534750225
ACH-000480,-1.30137281569
ACH-000481,-1.3659040467899999
ACH-000483,-0.9817232660490001
ACH-000484,-1.3973054917200003
ACH-000485,-1.3603888212600002
ACH-000486,-1.0995561932100002
ACH-000487,-1.5070249084
ACH-000488,-1.02421691296
ACH-000490,-1.4217540909600002
ACH-000491,-1.11656337122
ACH-000495,-1.05308364967
ACH-000496,-0.985716642767
ACH-000499,-1.26085965162
ACH-000500,-1.3638055518799999
ACH-000502,-1.40669229558
ACH-000503,-0.80905327348
ACH-000505,-1.21308015721
ACH-000507,-1.15373161873
ACH-000510,-1.23775527778
ACH-000511,-1.3475808891999999
ACH-000512,-1.4365180725100002
ACH-000516,-1.67215506722
ACH-000517,-1.17940208153
ACH-000518,-1.05249451527
ACH-000520,-1.40313758081
ACH-000521,-1.20585056216
ACH-000522,-1.4099842787
ACH-000524,-1.32171047307
ACH-000527,-0.9942531277969999
ACH-000528,-1.0389172371
ACH-000537,-1.12705026556
ACH-000541,-1.57547143042
ACH-000542,-1.27824665164
ACH-000544,-1.14863914861
ACH-000545,-1.1429945480600001
ACH-000547,-0.984862540354
ACH-000548,-1.25826734685
ACH-000549,-0.8184195880189999
ACH-000550,-1.17776373131
ACH-000552,-1.01870538878
ACH-000556,-1.3418221027200001
ACH-000557,-1.6307024270800001
ACH-000570,-1.25106070058
ACH-000571,-1.67964940222
ACH-000573,-1.2094495813500001
ACH-000576,-1.11912287329
ACH-000580,-1.70170305593
ACH-000584,-1.48488621195
ACH-000585,-1.2464990929100002
ACH-000588,-1.2742566385
ACH-000589,-1.06686285386
ACH-000591,-1.16103013447
ACH-000593,-1.3696854159799998
ACH-000600,-1.1141155496200001
ACH-000601,-1.11600641206
ACH-000604,-1.05930875355
ACH-000605,-1.07079769509
ACH-000606,-1.0473959906799999
ACH-000608,-1.46565119643
ACH-000614,-1.12347565698
ACH-000616,-1.23140404215
ACH-000618,-1.1118357384100002
ACH-000619,-1.27854289049
ACH-000620,-1.23963955692
ACH-000621,-1.27279350657
ACH-000622,-1.2527240909100001
ACH-000623,-1.32147991537
ACH-000624,-1.189412813
ACH-000627,-1.13479158734
ACH-000630,-1.23539421657
ACH-000632,-1.42919887415
ACH-000633,-1.16192211165
ACH-000637,-0.947006081418
