,PIK3R2 (5296)
ACH-000004,-0.41604157472
ACH-000007,-0.21577519192400002
ACH-000009,-0.0639075328666
ACH-000011,-0.32973743522599996
ACH-000012,-0.25183636917
ACH-000013,-0.0855251417623
ACH-000014,-0.319125352115
ACH-000015,-0.45277855529700006
ACH-000017,-0.09661586533239999
ACH-000018,-0.27017072021099997
ACH-000019,-0.346039782192
ACH-000021,-0.235746353928
ACH-000022,-0.374111058585
ACH-000025,-0.22550907923099997
ACH-000028,-0.406294725809
ACH-000030,-0.262778120716
ACH-000035,-0.503684249476
ACH-000036,0.0666154039161
ACH-000037,-0.462271201079
ACH-000039,-0.306401189347
ACH-000040,-0.114017131183
ACH-000041,-0.289358483809
ACH-000042,-0.43752275982199995
ACH-000045,-0.323882248182
ACH-000047,-0.26467830099399997
ACH-000052,-0.612119365062
ACH-000053,-0.315488125297
ACH-000054,-0.24332526826099998
ACH-000055,-0.40396066817599996
ACH-000060,-0.315207901897
ACH-000067,-0.0956471706449
ACH-000070,-0.27935484591299997
ACH-000075,-0.123853720863
ACH-000078,-0.22948845510899998
ACH-000082,-0.304405073328
ACH-000085,-0.20006362685600002
ACH-000086,-0.276514681759
ACH-000087,-0.156271172774
ACH-000092,-0.39353841184
ACH-000095,-0.253098777051
ACH-000097,-0.204617898671
ACH-000098,-0.10894299707699999
ACH-000099,-0.239595103444
ACH-000108,-0.316258321969
ACH-000113,-0.19073520074900002
ACH-000115,-0.45363811296400003
ACH-000116,-0.268026139011
ACH-000118,-0.214558956347
ACH-000120,-0.141672713258
ACH-000123,-0.18910355359
ACH-000127,-0.275993010624
ACH-000128,-0.306674556446
ACH-000132,-0.0452404987256
ACH-000133,-0.132102950964
ACH-000137,-0.21610533067899998
ACH-000138,-0.402141070885
ACH-000142,-0.297406342573
ACH-000143,-0.18073897163400002
ACH-000146,-0.31392045851399997
ACH-000148,-0.08100865080960001
ACH-000150,-0.34368522708099997
ACH-000152,-0.132736617939
ACH-000153,-0.308010372875
ACH-000159,-0.336740164544
ACH-000160,-0.00405691509242
ACH-000163,-0.191192579201
ACH-000167,-0.356096272322
ACH-000168,-0.24630935205899998
ACH-000169,-0.25591331201699996
ACH-000178,-0.297418306014
ACH-000182,-0.32407185835999996
ACH-000183,-0.30469322231400003
ACH-000188,-0.356346660585
ACH-000189,-0.199653762941
ACH-000190,-0.130324745794
ACH-000198,-0.5459581476650001
ACH-000204,-0.201530168085
ACH-000206,-0.0322897616866
ACH-000207,-0.5199289556059999
ACH-000211,-0.0117688084303
ACH-000215,-0.07132722412110001
ACH-000221,-0.20347273890999998
ACH-000222,-0.208668318336
ACH-000223,-0.07301032836910001
ACH-000226,-0.233925278634
ACH-000227,-0.262919534785
ACH-000228,-0.26706373935
ACH-000231,-0.10028421204
ACH-000232,-0.0403703422428
ACH-000233,-0.171784025323
ACH-000234,-0.45490186252899995
ACH-000235,-0.326239917964
ACH-000237,-0.28676755009
ACH-000238,-0.186147533704
ACH-000243,-0.116064337558
ACH-000244,-0.435863221211
ACH-000246,-0.350964297536
ACH-000248,-0.210579207645
ACH-000250,-0.414417363679
ACH-000251,0.070765236158
ACH-000253,-0.26694166576699996
ACH-000255,-0.459175966652
ACH-000256,-0.184878064334
