,NTSR2 (23620)
ACH-000004,-0.11924068479199999
ACH-000007,-0.100116323277
ACH-000009,-0.135419756051
ACH-000011,-0.165817572015
ACH-000012,-0.1592378474
ACH-000013,-0.122592971362
ACH-000014,0.0650802299808
ACH-000015,-0.180556642099
ACH-000017,-0.247860846373
ACH-000018,-0.147715126381
ACH-000019,-0.394108664956
ACH-000021,-0.0200258398433
ACH-000022,-0.201438579586
ACH-000025,-0.20970202193300003
ACH-000028,0.071747986126
ACH-000030,-0.00540144320171
ACH-000035,0.0449904156929
ACH-000036,-0.167824789984
ACH-000037,-0.709351338454
ACH-000039,0.08387435173510001
ACH-000040,-0.31546688069
ACH-000041,-0.357342878705
ACH-000042,-0.168255331384
ACH-000045,0.0587663699192
ACH-000047,-0.279108960179
ACH-000052,-0.260052817784
ACH-000053,-0.156283685057
ACH-000054,-0.048429725040300006
ACH-000055,-0.334182064941
ACH-000060,-0.0651881517
ACH-000067,-0.19182486045000002
ACH-000070,-0.292555123979
ACH-000075,-0.22003320515
ACH-000078,-0.283669597547
ACH-000082,-0.16910983655900003
ACH-000085,0.0619280486602
ACH-000086,-0.0968264067751
ACH-000087,-0.09102068301899999
ACH-000092,-0.33722326275200004
ACH-000095,0.00833414523354
ACH-000097,-0.0228983650623
ACH-000098,0.0164503843571
ACH-000099,-0.0703318068429
ACH-000108,-0.13290528893200002
ACH-000113,-0.314421140787
ACH-000115,-0.412028443059
ACH-000116,-0.12386355495899999
ACH-000118,-0.043178617340900005
ACH-000120,-0.144050160404
ACH-000123,-0.260214773354
ACH-000127,-0.231102112813
ACH-000128,-0.31424650968
ACH-000132,0.0797424703907
ACH-000133,-0.216049228923
ACH-000137,0.0342481418975
ACH-000138,-0.11713027157299999
ACH-000142,-0.0877652217692
ACH-000143,-0.356307017685
ACH-000146,-0.230582186963
ACH-000148,-0.23013459509599998
ACH-000150,-0.010896533100000001
ACH-000152,-0.23904986989399998
ACH-000153,-0.444492165305
ACH-000159,-0.162109315186
ACH-000160,-0.05465914882780001
ACH-000163,-0.197118704982
ACH-000167,-0.320353976872
ACH-000168,-0.409370428679
ACH-000169,-0.0668764922644
ACH-000178,-0.159929615009
ACH-000182,-0.206708636837
ACH-000183,-0.140065489082
ACH-000188,-0.32546938716400003
ACH-000189,-0.019167505083
ACH-000190,-0.294573256903
ACH-000198,-0.11464513572000001
ACH-000204,-0.477864953582
ACH-000206,-0.12153414571599999
ACH-000207,-0.138461778629
ACH-000211,-0.0998163140302
ACH-000215,-0.181001662717
ACH-000221,0.06949156268180001
ACH-000222,-0.25147403297800003
ACH-000223,0.00442298198326
ACH-000226,-0.0947274920774
ACH-000227,-0.13114010182
ACH-000228,-0.12160982150699999
ACH-000231,-0.029273329523
ACH-000232,-0.081442067848
ACH-000233,-0.222836146644
ACH-000234,-0.29032264060199997
ACH-000235,-0.077317570219
ACH-000237,-0.172546582766
ACH-000238,-0.17309397884199998
ACH-000243,0.018401118580599996
ACH-000244,-0.0101414194554
ACH-000246,-0.017443548885400003
ACH-000248,-0.13755752181800002
ACH-000250,-0.28986259156599997
ACH-000251,-0.23029603933200002
ACH-000253,-0.258799859591
ACH-000255,-0.0907810304705
ACH-000256,-0.193686100731
ACH-000257,-0.04647905662190001
ACH-000258,0.125280856645
ACH-000259,-0.274102948313
ACH-000260,-0.16573585348300002
ACH-000261,-0.22411086500799998
ACH-000262,-0.263585345427
ACH-000263,-0.13743396658600002
ACH-000264,-0.150340967641
ACH-000265,-0.033448531311
ACH-000266,-0.118434259234
ACH-000272,-0.199589137928
ACH-000273,-0.219153177887
ACH-000274,-0.21378399880999996
ACH-000277,-0.189822237782
ACH-000278,0.0677436905334
ACH-000279,-0.144431041926
ACH-000280,-0.09181652380519999
ACH-000281,-0.06695069891080001
ACH-000288,-0.24164341816999999
ACH-000291,-0.09563083212410001
ACH-000293,0.0164769610048
ACH-000294,-0.0252826864038
ACH-000295,0.122874845943
ACH-000296,-0.28400731246399996
ACH-000302,-0.141108437519
ACH-000304,0.0438698978874
ACH-000307,-0.16924409891399997
ACH-000308,-0.14230728182900002
ACH-000310,0.012641834117199999
ACH-000311,-0.0323937202044
ACH-000312,-0.322693707577
ACH-000315,-0.261824851126
ACH-000316,-0.104040758418
ACH-000317,-0.15161161394300002
ACH-000318,-0.056239909588
ACH-000319,-0.09916042579430001
ACH-000320,-0.148770907732
ACH-000322,-0.305587079328
ACH-000323,-0.20392295708900002
ACH-000324,-0.0997143968011
ACH-000329,-0.239837062711
ACH-000330,-0.048566420276699995
ACH-000331,-0.272507868528
ACH-000332,-0.190763131396
