,SNED1 (25992)
ACH-000243,-0.22612700403900002
ACH-000244,-0.480878043323
ACH-000246,-0.21305545339499998
ACH-000248,-0.349823605775
ACH-000250,-0.364589444468
ACH-000251,-0.247893652859
ACH-000253,-0.21960021559300003
ACH-000255,-0.154453525084
ACH-000256,-0.33272007537799997
ACH-000257,-0.443721151436
ACH-000258,-0.121980144017
ACH-000259,-0.267370752416
ACH-000260,-0.297296035851
ACH-000261,-0.162626875322
ACH-000262,-0.316488201166
ACH-000263,0.0291945064353
ACH-000264,-0.0112652328622
ACH-000265,-0.24629325629
ACH-000266,-0.355552942162
ACH-000272,-0.218802041119
ACH-000273,-0.279283043455
ACH-000274,-0.18286124965999997
ACH-000277,-0.291322613224
ACH-000278,-0.138943896141
ACH-000279,-0.227364310037
ACH-000280,-0.216138497564
ACH-000281,-0.34978590744099997
ACH-000288,-0.25872735295000004
ACH-000291,-0.377849446649
ACH-000293,-0.36995722799099995
ACH-000294,-0.224870695928
ACH-000295,-0.533244328756
ACH-000296,0.049195597636
ACH-000302,-0.255735240619
ACH-000304,-0.371440970325
ACH-000307,-0.333320988353
ACH-000308,-0.294293781899
ACH-000310,-0.41699361776999994
ACH-000311,-0.283229168049
ACH-000312,-0.38683706031099996
ACH-000315,-0.167879581086
ACH-000316,-0.270671578792
ACH-000317,-0.306628277307
ACH-000318,-0.131975909871
ACH-000319,-0.135006259969
ACH-000320,-0.297299482835
ACH-000322,-0.538509575449
ACH-000323,-0.269429614481
ACH-000324,-0.310290141941
ACH-000329,-0.202560565891
ACH-000330,-0.246938344929
ACH-000331,-0.15743411759
ACH-000332,-0.321088648849
ACH-000334,0.184916461831
ACH-000335,-0.0621937467036
ACH-000336,0.40837798958899996
ACH-000337,-0.382717954834
ACH-000339,-0.236533987264
ACH-000341,-0.133574929378
ACH-000348,-0.232063370647
ACH-000350,-0.47990647930299996
ACH-000352,-0.360323358714
ACH-000356,-0.149585748168
ACH-000361,-0.0631606858093
ACH-000362,-0.20729154444800002
ACH-000363,-0.421084965986
ACH-000364,-0.199989630779
ACH-000365,-0.130715504026
ACH-000366,-0.201246048752
ACH-000368,-0.228202018148
ACH-000374,-0.163555768651
ACH-000375,-0.170339761688
ACH-000376,-0.325165381397
ACH-000381,-0.409801064789
ACH-000383,-0.342458257057
ACH-000387,-0.185514224209
ACH-000389,-0.31400399669
ACH-000390,-0.174029133803
ACH-000393,-0.290075631846
ACH-000395,-0.212630061462
ACH-000397,-0.23704319903700002
ACH-000401,-0.235808451262
ACH-000402,-0.12281579594900001
ACH-000403,-0.291457412554
ACH-000404,-0.37538773565
ACH-000406,-0.21867376090500001
ACH-000407,-0.397366961486
ACH-000408,-0.284868818603
ACH-000410,-0.383399601597
ACH-000411,-0.18843105351199999
ACH-000414,-0.366205855625
ACH-000415,-0.147759376478
ACH-000416,-0.303545112437
ACH-000420,-0.319908984989
ACH-000421,-0.19871783732
ACH-000424,-0.450321493072
ACH-000425,-0.396105894488
ACH-000426,-0.342535612314
ACH-000427,-0.154323375893
ACH-000433,-0.21666224492699998
ACH-000436,-0.35247249824199994
ACH-000444,-0.249065432252
ACH-000445,-0.371733725654
ACH-000448,-0.414814973825
ACH-000450,-0.23377920433000002
ACH-000452,-0.125764750058
ACH-000454,-0.165328497835
ACH-000458,-0.0635369734765
ACH-000459,0.0110525705097
ACH-000460,-0.185356674423
ACH-000461,-0.20316770607
ACH-000463,-0.11201502362600001
ACH-000464,-0.0267991612849
ACH-000466,-0.277731703046
ACH-000467,-0.226418592575
ACH-000468,-0.287730849815
ACH-000469,-0.38430909569899996
ACH-000470,-0.277121348132
ACH-000471,-0.21738183555799998
ACH-000472,-0.0796724702374
ACH-000473,-0.340374570484
ACH-000475,-0.24607159971200002
ACH-000476,-0.253350175045
ACH-000477,-0.332469237615
ACH-000480,-0.303138765302
ACH-000481,-0.221122032537
ACH-000483,-0.195238912889
ACH-000484,-0.429073782041
ACH-000485,-0.34743421267499996
ACH-000486,-0.11117577588
ACH-000487,-0.242127342804
ACH-000488,-0.24492359760000001
ACH-000490,-0.378512423059
ACH-000491,-0.091587086862
ACH-000495,-0.36930376266599996
ACH-000496,-0.24965824847800003
ACH-000499,-0.434659794635
ACH-000500,-0.34242875824
ACH-000502,-0.23353328631099998
ACH-000503,-0.129252859798
ACH-000505,-0.318530628981
ACH-000507,-0.162597319055
ACH-000510,-0.18784480878600002
ACH-000511,-0.240218518053
ACH-000512,-0.07257123974280001
ACH-000516,-0.21768043216400002
ACH-000517,-0.23948647641600002
ACH-000518,-0.216942151233
ACH-000520,-0.265876071435
ACH-000521,-0.306373533855
ACH-000522,-0.183477779087
ACH-000524,-0.325399421424
ACH-000527,-0.20026662478100002
ACH-000528,-0.29405218511500003
ACH-000537,-0.289796616738
ACH-000541,-0.202642841694
ACH-000542,-0.377330390775
ACH-000544,-0.148153079933
ACH-000545,-0.300901421078
ACH-000547,-0.12391238897500001
ACH-000548,-0.446799875312
ACH-000549,-0.346278990076
ACH-000550,-0.28118480419799996
ACH-000552,-0.25541737401799997
ACH-000556,-0.171736589971
ACH-000557,-0.29073800763700003
ACH-000570,-0.16250547830499998
ACH-000571,-0.101459516342
ACH-000573,-0.16582395965
ACH-000576,-0.22464732575500002
ACH-000580,-0.22858799159600002
ACH-000584,-0.223865653092
ACH-000585,-0.25696258188099996
ACH-000588,-0.18241380604000001
ACH-000589,-0.318695842579
ACH-000591,-0.314652064263
ACH-000593,-0.105045494946
ACH-000600,-0.329512891626
ACH-000601,-0.26815862493500003
ACH-000604,-0.161885854606
ACH-000605,-0.24434205306200002
ACH-000606,-0.216507145928
ACH-000608,-0.125389135047
ACH-000614,-0.0800328071969
ACH-000616,-0.196676484287
ACH-000618,-0.08427249531889999
ACH-000619,-0.37435453720399997
ACH-000620,-0.24851921954
ACH-000621,-0.317141693623
ACH-000622,-0.5476424341749999
ACH-000623,-0.144546248705
ACH-000624,-0.278516857163
ACH-000627,-0.294378529998
ACH-000630,-0.18159873753400002
ACH-000632,-0.166971921153
ACH-000633,-0.411409781461
ACH-000637,-0.40211808944300004
ACH-000638,-0.0370872735572
ACH-000646,-0.5148057467130001
ACH-000647,-0.235660708332
ACH-000648,-0.421554173029
ACH-000649,-0.30840899004
ACH-000651,-0.181325839767
ACH-000652,-0.332590694922
ACH-000653,-0.329033471095
ACH-000657,-0.194480021773
ACH-000658,0.194504907093
ACH-000661,-0.312430225773
ACH-000662,-0.23189970388199999
ACH-000663,-0.23293952077799998
ACH-000665,-0.163184756801
ACH-000671,-0.337286010295
ACH-000673,-0.311947481553
ACH-000676,-0.253182031088
ACH-000677,-0.20724797466400002
ACH-000681,-0.221853743592
ACH-000682,-0.291314901457
ACH-000683,-0.391881427174
ACH-000684,-0.322428272943
ACH-000688,-0.12197983415699999
ACH-000693,-0.20628431697299998
ACH-000694,-0.24197082134700001
ACH-000695,-0.379031120187
ACH-000696,-0.199269625852
ACH-000697,-0.400162727097
ACH-000699,-0.405821275294
ACH-000701,-0.506171480257
ACH-000706,-0.2442836658
ACH-000711,-0.16768493975999998
ACH-000713,-0.254418300913
ACH-000714,-0.259814162741
ACH-000718,-0.22949954261100003
ACH-000720,-0.0550221824126
ACH-000721,-0.299981615826
ACH-000724,-0.481413997675
ACH-000725,-0.046130355619700004
ACH-000732,-0.211538268524
ACH-000734,-0.142155028201
ACH-000735,-0.25923984819400003
ACH-000736,-0.14834385648600001
ACH-000738,-0.294980833983
ACH-000746,-0.453631416427
ACH-000747,-0.22514722182100003
ACH-000748,-0.212494467553
ACH-000753,-0.341006753456
ACH-000756,-0.44691143977
ACH-000757,-0.310714833513
ACH-000758,-0.28040736350400003
ACH-000760,-0.494510394116
ACH-000763,-0.10506528949300001
ACH-000764,-0.157836212185
ACH-000765,-0.40503937474299995
ACH-000766,-0.306394507592
ACH-000767,-0.439723706215
ACH-000768,-0.148021454216
ACH-000769,-0.11438677049000001
ACH-000770,-0.153983511086
ACH-000771,-0.28361803364
ACH-000773,-0.2012111987
ACH-000776,-0.43106340653999997
ACH-000777,-0.217387135619
ACH-000778,-0.152725419026
ACH-000781,-0.326194601997
ACH-000782,-0.49157931601000004
ACH-000783,-0.516135686343
ACH-000784,-0.173672907821
ACH-000785,-0.255648755316
ACH-000787,-0.299221036293
ACH-000788,-0.256241510553
ACH-000791,-0.303886462488
ACH-000792,-0.230297576849
ACH-000794,-0.353721517186
ACH-000796,-0.416547038055
ACH-000799,-0.151549419124
ACH-000800,-0.202901300506
ACH-000802,-0.37351546567500005
ACH-000804,-0.2304573868
ACH-000805,-0.604116830347
ACH-000809,-0.335537284457
ACH-000810,-0.457334161836
ACH-000811,-0.162626717656
ACH-000817,-0.220374972685
ACH-000819,-0.286051843282
ACH-000820,-0.401137990995
ACH-000821,-0.412238810174
ACH-000822,-0.295856096588
ACH-000823,-0.23241734119899998
ACH-000824,-0.274332296305
ACH-000827,-0.156434344236
ACH-000829,-0.291459052819
ACH-000831,-0.388448871162
ACH-000832,-0.11751510694499999
ACH-000833,-0.336735045208
ACH-000834,-0.0821225986007
ACH-000835,-0.25261228702599997
ACH-000836,-0.285142512319
ACH-000837,-0.209024310046
ACH-000838,-0.46156366667
ACH-000839,-0.09172332454910001
ACH-000840,-0.09390148342150001
ACH-000841,-0.33221646499
ACH-000843,-0.231270774807
ACH-000846,-0.24742701158000002
ACH-000847,-0.285682814612
ACH-000848,-0.21904830251999996
ACH-000849,-0.11373159546700001
ACH-000851,-0.0864676702259
ACH-000855,-0.443170285678
ACH-000856,-0.302454506782
ACH-000858,-0.155168747741
ACH-000859,-0.25174431423599997
ACH-000861,-0.280212442169
ACH-000862,-0.30103613511300004
ACH-000865,-0.224844103145
ACH-000866,-0.212345888871
ACH-000867,-0.266414175321
ACH-000869,-0.250408754428
ACH-000872,-0.34634977221
ACH-000873,-0.0018617573303499999
ACH-000876,-0.0641657889566
ACH-000878,-0.223904316701
ACH-000880,-0.32231910315
ACH-000881,-0.404188293389
ACH-000882,-0.264773996206
ACH-000884,-0.242851562728
ACH-000885,-0.267901771518
ACH-000887,-0.21844702524300003
ACH-000888,-0.340904027415
ACH-000889,-0.327814662531
ACH-000890,-0.378724986774
ACH-000896,-0.0594315896215
ACH-000898,-0.07629711100839999
ACH-000900,-0.126881740648
ACH-000901,-0.311058240572
ACH-000905,-0.217896364158
ACH-000906,-0.28659329398899996
ACH-000907,-0.163333983535
ACH-000910,-0.184874957418
ACH-000911,-0.157942098867
ACH-000912,-0.191224928873
ACH-000913,-0.44863675490500005
ACH-000915,-0.224018046546
ACH-000916,-0.11599103149800001
ACH-000917,-0.07554536025360001
ACH-000921,-0.376450244241
ACH-000924,-0.35961828022200004
ACH-000926,-0.247586319483
ACH-000928,-0.0193997214373
ACH-000929,-0.436199268168
ACH-000932,-0.244945022053
ACH-000935,-0.22449576160100002
ACH-000936,-0.12005837418099999
ACH-000937,-0.272833225255
ACH-000938,-0.081981545113
ACH-000939,-0.234649866208
ACH-000941,-0.11306603626499999
ACH-000943,-0.254922737854
ACH-000946,-0.279264904578
ACH-000947,-0.297415066771
ACH-000948,-0.184909174305
ACH-000950,-0.116733468967
ACH-000953,-0.170230621348
ACH-000957,-0.47302144723000006
ACH-000958,-0.161651472711
ACH-000960,-0.140991428044
ACH-000963,-0.255942899818
ACH-000968,-0.205746493849
ACH-000969,-0.10440170632000001
ACH-000973,-0.215054057657
ACH-000974,-0.121398104518
ACH-000975,-0.434116448706
ACH-000976,-0.385869271446
ACH-000978,-0.489474966807
ACH-000980,-0.123391736712
ACH-000984,-0.07527946608660001
ACH-000986,-0.26261113043699996
ACH-000988,-0.25763160331
ACH-000993,-0.563435121179
ACH-000994,-0.366997019062
ACH-000996,-0.374542813085
ACH-001001,-0.25668158094300003
ACH-001020,-0.431633881122
ACH-001028,-0.130101028707
ACH-001031,-0.285413419139
ACH-001038,-0.185896664064
ACH-001048,-0.295256470955
ACH-001050,-0.372450350387
ACH-001053,-0.26098424147599997
ACH-001054,-0.215610991802
ACH-001061,-0.222291616138
ACH-001067,-0.136721739279
ACH-001075,-0.195843951543
ACH-001096,-0.236346361091
ACH-001128,-0.394547600873
ACH-001134,-0.293970737431
ACH-001151,-0.297981699989
ACH-001163,-0.189436055823
ACH-001164,-0.246721413819
ACH-001173,-0.152231661509
ACH-001183,-0.425200233735
ACH-001184,-0.5387887900020001
ACH-001190,-0.23690168692
ACH-001192,0.10514589513
ACH-001193,-0.00989093754326
ACH-001196,-0.307140933694
ACH-001197,-0.25702922169799997
ACH-001205,-0.0780812617657
ACH-001211,-0.0610681062402
ACH-001212,-0.277808512812
ACH-001228,-0.152137876249
ACH-001232,-0.09106106545489999
ACH-001239,-0.40129212914499995
ACH-001274,-0.41865308064499995
ACH-001275,-0.358305019643
ACH-001277,-0.574782448235
ACH-001278,-0.135114795404
ACH-001280,0.07051389802510001
ACH-001283,-0.138931787261
ACH-001289,-0.45065606665700003
ACH-001295,-0.20043051315699997
ACH-001300,-0.303239007791
ACH-001301,-0.221424030434
ACH-001302,-0.34658162718
ACH-001303,-0.634858224417
ACH-001306,-0.209733904284
ACH-001318,0.0668559248514
ACH-001322,-0.172928131564
ACH-001328,-0.36934726514
ACH-001332,-0.41194376102700003
ACH-001333,-0.25240971447099997
ACH-001336,-0.20918721893800002
ACH-001340,-0.192863200013
ACH-001346,-0.398446830973
ACH-001353,-0.264337637656
ACH-001354,-0.39371198388000006
ACH-001367,-0.526401079805
ACH-001368,-0.322852893193
ACH-001374,-0.309640196183
ACH-001375,-0.440616485828
ACH-001377,-0.34476272705899996
ACH-001380,-0.19333192629
ACH-001391,-0.48890037678599996
ACH-001407,-0.405117792795
ACH-001408,-0.248623831593
ACH-001413,-0.211169053415
ACH-001430,-0.199287035687
ACH-001431,-0.364803290031
ACH-001450,-0.00348622021388
ACH-001496,-0.0767956782179
ACH-001500,-0.20632290120900001
ACH-001521,-0.643937398179
ACH-001523,-0.37428691598499997
ACH-001532,-0.322778756095
ACH-001536,-0.34371250533200004
ACH-001550,-0.223685909779
ACH-001552,-0.193030376123
ACH-001554,-0.275423603309
ACH-001645,-0.114447931508
ACH-001654,-0.316988178356
ACH-001715,0.00154473880038
ACH-001735,-0.235840982856
ACH-001736,-0.304364046853
ACH-001737,-0.0437124144927
ACH-001740,-0.08958188084799999
ACH-001745,-0.09074334186889998
ACH-001750,-0.20551504771600002
ACH-001765,-0.144053533127
ACH-001956,-0.23099978868
ACH-001957,-0.251914306028
