,TXN2 (25828)
ACH-000004,-0.250503541897
ACH-000007,-0.32682890626999994
ACH-000009,-0.333344661547
ACH-000011,-0.0748082487506
ACH-000012,-0.458881416824
ACH-000013,-0.51375703108
ACH-000014,-0.40698975715999997
ACH-000015,-0.351895318703
ACH-000017,-0.192631041312
ACH-000018,-0.390043308661
ACH-000019,-0.314616529692
ACH-000021,-0.289678243149
ACH-000022,-0.463882192016
ACH-000025,-0.5096698706239999
ACH-000028,-0.473989271452
ACH-000030,-0.368474130287
ACH-000035,-0.55962246766
ACH-000036,-0.110083264068
ACH-000037,-0.466709824726
ACH-000039,-0.21935176013500002
ACH-000040,-0.149195935451
ACH-000041,-0.354125205278
ACH-000042,-0.336163102168
ACH-000045,-0.435803805207
ACH-000047,-0.6525859986029999
ACH-000052,-0.534393215293
ACH-000053,-0.25588672832
ACH-000054,-0.120896197802
ACH-000055,-0.390949566488
ACH-000060,-0.47181032186399996
ACH-000067,-0.449713856349
ACH-000070,-0.606112919537
ACH-000075,-0.339662474873
ACH-000078,-0.019348162068900002
ACH-000082,-0.200688754041
ACH-000085,-0.532587134007
ACH-000086,-0.22980379265200002
ACH-000087,-0.509921179922
ACH-000092,-0.311455979206
ACH-000095,-0.142558726745
ACH-000097,-0.148531278024
ACH-000098,-0.325176770474
ACH-000099,-0.182900697786
ACH-000108,-0.332276828438
ACH-000113,-0.730581424178
ACH-000115,-0.359103971819
ACH-000116,-0.291986712469
ACH-000118,-0.466516436988
ACH-000120,-0.141246764398
ACH-000123,-0.456570114191
ACH-000127,-0.17458692605599999
ACH-000128,-0.44679893948700006
ACH-000132,-0.249707253252
ACH-000133,-0.509481640891
ACH-000137,-0.248047205647
ACH-000138,-0.018211750693900002
ACH-000142,-0.16472475724000002
ACH-000143,-0.49792358489200006
ACH-000146,-0.21072721123399998
ACH-000148,-0.39422497354099995
ACH-000150,-0.45045857311899995
ACH-000152,-0.303802110455
ACH-000153,-0.289153863622
ACH-000159,-0.290518237772
ACH-000160,-0.539448753174
ACH-000163,-0.341145992714
ACH-000167,-0.44303427509099996
ACH-000168,-0.10594737237
ACH-000169,-0.463053849107
ACH-000178,-0.279198692847
ACH-000182,-0.273996666125
ACH-000183,-0.477410491642
ACH-000188,-0.261872175372
ACH-000189,-0.385596701144
ACH-000190,-0.769125937415
ACH-000198,-0.358216917504
ACH-000204,-0.455090587491
ACH-000206,-0.500394013697
ACH-000207,-0.48528148641900004
ACH-000211,-0.174660608238
ACH-000215,-0.25250076362199997
ACH-000221,-0.7418320011849999
ACH-000222,-0.0806809409612
ACH-000223,-0.33494901654599996
ACH-000226,-0.26948755723
ACH-000227,-0.33918624302
ACH-000228,-0.11825301490000001
ACH-000231,-0.334678167222
ACH-000232,-0.392812454813
ACH-000233,-0.207354513651
ACH-000234,-0.191210419795
ACH-000235,-0.1563808847
ACH-000237,-0.46975535217000003
ACH-000238,-0.467515712476
ACH-000243,-0.358107300198
ACH-000244,-0.7418169413169999
ACH-000246,-0.334843018368
ACH-000248,-0.267299419625
ACH-000250,-0.204507999221
ACH-000251,0.0856633563336
ACH-000253,-0.07846256701160001
ACH-000255,-0.419469073939
ACH-000256,-0.318957653838
ACH-000257,-0.42110846861
ACH-000258,-0.184143496851
ACH-000259,-0.18303513859099999
ACH-000260,-0.172734687513
ACH-000261,-0.309551165308
ACH-000262,-0.46996634955
ACH-000263,-0.233953512724
ACH-000264,-0.34877755291999996
ACH-000265,-0.569622060154
ACH-000266,-0.161215737305
ACH-000272,-0.379224112188
ACH-000273,-0.285995464905
ACH-000274,-0.320960095185
ACH-000277,-0.319431839954
ACH-000278,-0.42573980670999995
ACH-000279,-0.391040462155
ACH-000280,-0.39353904251599997
ACH-000281,-0.201157032185
ACH-000288,-0.441266991645
ACH-000291,-0.34114332762500005
ACH-000293,-0.415080302347
ACH-000294,0.0314526518763
ACH-000295,0.061649318893
ACH-000296,-0.365166585101
ACH-000302,-0.476032076325
ACH-000304,-0.513086943336
ACH-000307,-0.292696690733
ACH-000308,-0.338623883525
ACH-000310,-0.29185179457800003
ACH-000311,-0.139022394913
ACH-000312,-0.193962388631
ACH-000315,-0.32678768871999997
ACH-000316,-0.219774529969
ACH-000317,-0.33006855923399997
ACH-000318,-0.34467043725100005
ACH-000319,-0.214835995589
ACH-000320,-0.145824163252
ACH-000322,-0.702440856473
ACH-000323,-0.5713780426089999
ACH-000324,-0.204542097796
ACH-000329,-0.18804820523899998
ACH-000330,-0.291755139806
ACH-000331,-0.0580365636228
ACH-000332,-0.237065856547
ACH-000334,-0.22336993843800002
ACH-000335,-0.328374768581
ACH-000336,-0.229766971294
ACH-000337,-0.07293064981000001
ACH-000339,-0.259494494213
ACH-000341,-0.161877343704
ACH-000348,-0.386202078362
ACH-000350,-0.147077167068
ACH-000352,-0.205560774577
ACH-000356,-0.318495638554
ACH-000361,-0.49731933807800005
ACH-000362,-0.178823826378
ACH-000363,-0.314909809361
ACH-000364,-0.437858471306
ACH-000365,-0.22967008459000002
ACH-000366,-0.153385688888
ACH-000368,-0.279900027659
ACH-000374,-0.240694805388
ACH-000375,-0.433402856364
ACH-000376,-0.399497580111
ACH-000381,-0.332458603327
ACH-000383,-0.25762619202799997
ACH-000387,-0.413138074957
ACH-000389,-0.26661450849199997
ACH-000390,-0.0865370505397
ACH-000393,-0.315749197359
ACH-000395,-0.313819760424
ACH-000397,-0.171146585318
ACH-000401,-0.18945552195
ACH-000402,-0.21298630464499999
ACH-000403,-0.23856850223700002
ACH-000404,-0.33644801592699997
ACH-000406,-0.38632163089
ACH-000407,-0.221910449141
ACH-000408,-0.632029771271
ACH-000410,-0.407243876559
ACH-000411,-0.226095623313
ACH-000414,-0.37259370331200004
ACH-000415,-0.295353196479
ACH-000416,-0.3751918393
ACH-000420,-0.458933312203
ACH-000421,-0.315122792426
ACH-000424,-0.25355636909699997
ACH-000425,-0.271157865762
ACH-000426,-0.29934740086399997
ACH-000427,-0.44858824233000005
ACH-000433,-0.328870392071
ACH-000436,-0.31362903281
ACH-000444,-0.37130779546400006
ACH-000445,-0.274464703157
ACH-000448,-0.312358098932
ACH-000450,-0.812624803396
ACH-000452,-0.237186427116
ACH-000454,-0.418344841425
ACH-000458,-0.5865007076959999
ACH-000459,-0.999929201146
ACH-000460,-0.25536477315
ACH-000461,-0.513563114892
ACH-000463,-0.122399752164
ACH-000464,-0.237531734955
ACH-000466,-0.0684951478493
ACH-000467,-0.344651073005
ACH-000468,-0.33709119906900004
ACH-000469,-0.36802702909999996
ACH-000470,-0.331934276012
ACH-000471,-0.27826880611099997
ACH-000472,-0.354813050678
ACH-000473,-0.26781402328299997
ACH-000475,-0.27187499044
ACH-000476,0.00957071566663
ACH-000477,-0.645717517196
ACH-000480,-0.49223210079400004
ACH-000481,-0.239643671897
ACH-000483,-0.5392386224979999
ACH-000484,0.153563149256
ACH-000485,-0.136171671197
ACH-000486,-0.47869791015600005
ACH-000487,-0.381251708588
ACH-000488,-0.416347028276
ACH-000490,-0.35532463702
ACH-000491,-0.361926986262
ACH-000495,-0.20706975641
ACH-000496,-0.11946940131200001
ACH-000499,-0.560135431461
ACH-000500,-0.0269264308463
ACH-000502,-0.138716667924
ACH-000503,-0.214413023477
ACH-000505,-0.314632321259
ACH-000507,-0.412339669132
ACH-000510,-0.42589050448700005
ACH-000511,-0.361306672322
ACH-000512,-0.46332893743299997
ACH-000516,-0.282281112293
ACH-000517,-0.328553993205
ACH-000518,-0.3070506377
ACH-000520,-0.365008819933
ACH-000521,-0.10265103926899999
ACH-000522,-0.34278040902900003
ACH-000524,-0.337127654314
ACH-000527,-0.377065757954
ACH-000528,-0.331636331971
ACH-000537,-0.332445374026
ACH-000541,-0.160242831555
ACH-000542,-0.34887416914
ACH-000544,-0.453076290217
ACH-000545,-0.33961170438500005
ACH-000547,-0.270128983334
ACH-000548,-0.264706134828
ACH-000549,-0.26923333835700003
ACH-000550,-0.0824448287686
ACH-000552,-0.24667653263599998
ACH-000556,-0.27609580021499996
ACH-000557,-0.294255342481
ACH-000570,-0.607202034283
ACH-000571,-0.313544102698
ACH-000573,-0.37323644785599996
ACH-000576,-0.24946431305599998
ACH-000580,-0.12356479044600001
ACH-000584,-0.289617743734
ACH-000585,-0.0433973718561
ACH-000588,-0.447366863217
ACH-000589,-0.407744639651
ACH-000591,-0.322096412038
ACH-000593,-0.171768830735
ACH-000600,-0.26423319048
ACH-000601,-0.38370189358900003
ACH-000604,-0.220638262936
ACH-000605,-0.40214612740999994
ACH-000606,-0.41459323474699994
ACH-000608,-0.342600105207
ACH-000614,-0.396994377468
ACH-000616,-0.190612650979
ACH-000618,-0.744352315358
ACH-000619,-0.249575704772
ACH-000620,-0.08067445163260001
ACH-000621,-0.34591653789899995
ACH-000622,-0.32770847221500005
ACH-000623,-0.286956687459
ACH-000624,-0.35244750992799995
ACH-000627,-0.422469014167
ACH-000630,-0.462017886254
ACH-000632,-0.296986545471
ACH-000633,-0.199723169181
ACH-000637,-0.442110359013
ACH-000638,-0.315626886916
ACH-000646,-0.42247831022699994
ACH-000647,-0.433314746513
ACH-000648,-0.278203715304
ACH-000649,-0.265243866132
ACH-000651,-0.5390836162579999
ACH-000652,-0.349634330016
ACH-000653,0.049010012296
ACH-000657,-0.43879958299099997
