,LBP (3929)
ACH-000004,-0.252759596558
ACH-000007,0.0627853058496
ACH-000009,0.00150833063131
ACH-000011,0.173996880632
ACH-000012,0.136779500747
ACH-000013,0.0444371259109
ACH-000014,0.0127424092655
ACH-000015,0.024098713309
ACH-000017,-0.21487023755800003
ACH-000018,-0.103511184625
ACH-000019,0.243937745828
ACH-000021,0.0420074410896
ACH-000022,0.0547657786544
ACH-000025,0.015498898224
ACH-000028,0.177047092874
ACH-000030,-0.186035808858
ACH-000035,-0.050867351920499994
ACH-000036,0.0677511264451
ACH-000037,0.0438642541226
ACH-000039,0.268053840596
ACH-000040,0.177884428705
ACH-000041,0.10393172749500001
ACH-000042,-0.249260165977
ACH-000045,0.166949606785
ACH-000047,-0.19956328050099997
ACH-000052,-0.03528340937069999
ACH-000053,-0.026832546312099997
ACH-000054,0.0596959532191
ACH-000055,0.0694205603358
ACH-000060,-0.0782290643115
ACH-000067,0.0498155905495
ACH-000070,-0.0532461304579
ACH-000075,0.20086875567600002
ACH-000078,-0.0140710493713
ACH-000082,0.0306456431622
ACH-000085,-0.0520752969343
ACH-000086,-0.0668804356859
ACH-000087,-0.174630381106
ACH-000092,0.020404228126299998
ACH-000095,0.10115547149
ACH-000097,0.133410457786
ACH-000098,0.141735821677
ACH-000099,-0.0362498541274
ACH-000108,-0.0369954016975
ACH-000113,0.11467607740800001
ACH-000115,-0.25624410612599996
ACH-000116,0.0403677772478
ACH-000118,-0.00294214659055
ACH-000120,0.020177649857
ACH-000123,-0.101570397177
ACH-000127,0.022753097004299998
ACH-000128,-0.033048883846
ACH-000132,0.203416157927
ACH-000133,-0.17773757238
ACH-000137,-0.20434244802
ACH-000138,-0.156039327176
ACH-000142,-0.043273678388300006
ACH-000143,-0.091091836414
ACH-000146,-0.0242146529125
ACH-000148,-0.0162030072938
ACH-000150,0.0858007937597
ACH-000152,0.0933711029453
ACH-000153,-0.275552765591
ACH-000159,0.0646603205476
ACH-000160,0.145219610394
ACH-000163,0.0840859857815
ACH-000167,0.0025218943699299996
ACH-000168,-0.0018420754906199998
ACH-000169,-0.06288211500730001
ACH-000178,0.056076179910399995
ACH-000182,-0.106653800029
ACH-000183,-0.22522869045699997
ACH-000188,0.09779179598549999
ACH-000189,0.14575403380899998
ACH-000190,-0.0675805676536
ACH-000198,0.08552551746649999
ACH-000204,-0.256782691623
ACH-000206,-0.033703859114
ACH-000207,-0.0525636162811
ACH-000211,-0.0624340013718
ACH-000215,-0.0955151823154
ACH-000221,-0.0524756859748
ACH-000222,-0.0971971732076
ACH-000223,0.0791183751853
ACH-000226,0.00385165785799
ACH-000227,-0.166610720347
ACH-000228,0.00177064883626
ACH-000231,-0.046484812770100005
ACH-000232,-0.00708523308084
ACH-000233,-0.0519767301269
ACH-000234,0.0699532056978
ACH-000235,0.0357907943042
ACH-000237,0.08680062871889999
ACH-000238,-0.08497553274910001
ACH-000243,-0.05754339142519999
ACH-000244,-0.117972748604
ACH-000246,0.0598780523898
ACH-000248,0.0632484094116
ACH-000250,-0.04642605798069999
ACH-000251,0.34125328390199994
ACH-000253,-0.120284866161
ACH-000255,0.0603405886986
ACH-000256,-0.162691703497
ACH-000257,0.33060714273
ACH-000258,-0.105652008374
ACH-000259,-0.0448343102747
ACH-000260,-0.0598254135551
ACH-000261,-0.24665624079100001
ACH-000262,-0.093220412625
ACH-000263,0.0218106784795
ACH-000264,0.041678610520800005
ACH-000265,0.0163128538121
ACH-000266,0.0472597873078
ACH-000272,-0.096781982558
ACH-000273,0.0337039481845
ACH-000274,-0.159011191577
ACH-000277,-0.125549630341
ACH-000278,0.0812006136533
ACH-000279,0.0796973035262
ACH-000280,-0.0755612498688
ACH-000281,-0.186279432147
ACH-000288,0.125941743672
ACH-000291,0.055290764810000004
