,KIF2C (11004)
ACH-000004,-0.49760584925499995
ACH-000007,-0.6567812097119999
ACH-000009,-0.7653156538860001
ACH-000011,-1.3987572019
ACH-000012,-0.31932165032
ACH-000013,-0.377768600254
ACH-000014,-0.787460714823
ACH-000015,-0.463571903624
ACH-000017,-0.144577021875
ACH-000018,-0.627187685908
ACH-000019,-0.203304501747
ACH-000021,-0.38694795798
ACH-000022,-0.7493457944249999
ACH-000025,-0.408675605814
ACH-000028,-0.528336004537
ACH-000030,-0.60541038199
ACH-000035,-0.309671376411
ACH-000036,-0.54455198831
ACH-000037,-1.21051004586
ACH-000039,-0.165706141275
ACH-000040,-0.8268207552969999
ACH-000041,-0.233015005218
ACH-000042,-0.507110183238
ACH-000045,-0.624410420133
ACH-000047,-0.7391229070209999
ACH-000052,-0.448926029644
ACH-000053,-0.179804832725
ACH-000054,-0.878717801188
ACH-000055,-0.32422853603
ACH-000060,-0.427700672981
ACH-000067,-1.10009060154
ACH-000070,-0.42799106789
ACH-000075,-0.752514118392
ACH-000078,-0.455365906351
ACH-000082,-0.622591255995
ACH-000085,-0.519176291351
ACH-000086,-0.8049487179770001
ACH-000087,-0.666368636274
ACH-000092,-0.42214141502499997
ACH-000095,-0.322064106547
ACH-000097,-0.807577644835
ACH-000098,-0.738561394587
ACH-000099,-0.22896669540800002
ACH-000108,-0.451211831367
ACH-000113,-0.453880632362
ACH-000115,-0.46994736555100003
ACH-000116,-0.614435731066
ACH-000118,-0.376823934227
ACH-000120,-0.7616685169140001
ACH-000123,-0.496936877071
ACH-000127,-0.428862202128
ACH-000128,-0.40509527961999997
ACH-000132,-0.454933316862
ACH-000133,-0.672162820772
ACH-000137,-0.332237688219
ACH-000138,-0.299483550876
ACH-000142,-0.536088329485
ACH-000143,-0.391799435066
ACH-000146,-0.253887028723
ACH-000148,-0.582395247799
ACH-000150,-0.7077906493330001
ACH-000152,-0.35686111761699996
ACH-000153,-0.461962755535
ACH-000159,-0.620405117833
ACH-000160,-0.798043929641
ACH-000163,-0.382396787288
ACH-000167,-0.484264048565
ACH-000168,-0.449249298111
ACH-000169,-0.212081648742
ACH-000178,-0.5269920540559999
ACH-000182,-0.505491325388
ACH-000183,-0.5515906480430001
ACH-000188,-0.530482210027
ACH-000189,-0.996726507667
ACH-000190,-0.526979138539
ACH-000198,-0.35123411633
ACH-000204,-0.449859277675
ACH-000206,-0.787153289463
ACH-000207,-0.6004467013
ACH-000211,-0.29046440816999997
ACH-000215,-0.586633140863
ACH-000221,-0.294274963525
ACH-000222,-0.6760493196230001
ACH-000223,-0.620116250234
ACH-000226,-0.135002475584
ACH-000227,-0.34078426937399997
ACH-000228,-1.0151851830299998
ACH-000231,-0.437412144741
ACH-000232,-0.47327962603699997
ACH-000233,-0.243868249229
ACH-000234,-0.9102004580580001
ACH-000235,-0.669423547037
ACH-000237,-0.931631003503
ACH-000238,-1.0354024298
ACH-000243,-0.5900845935100001
ACH-000244,-0.9661869012909999
ACH-000246,-0.48087154707099994
ACH-000248,-0.5876180085
ACH-000250,-0.797563222842
ACH-000251,-0.593815009505
ACH-000253,-0.46337069334299996
ACH-000255,-0.493142496364
ACH-000256,-0.257935366236
ACH-000257,-0.13995653392100002
ACH-000258,-0.937575037446
ACH-000259,-0.455491837703
ACH-000260,0.0221896306944
ACH-000261,-0.411284815944
ACH-000262,-1.0368217415
ACH-000263,-0.7403375788619999
ACH-000264,-0.699011780617
ACH-000265,-0.483437317398
ACH-000266,-0.31857030247699997
ACH-000272,-0.600546252958
ACH-000273,-0.401467962334
ACH-000274,-0.639176584639
ACH-000277,-0.43720350219400006
ACH-000278,-0.386790769038
ACH-000279,-0.323735579428
ACH-000280,-0.332379962452
ACH-000281,-0.19919083011100003
ACH-000288,-0.795918371944
ACH-000291,-0.536894890598
ACH-000293,-0.33235294173
ACH-000294,-0.33929693842200004
ACH-000295,0.0540620576676
ACH-000296,-0.4114557029
ACH-000302,-0.836190264746
ACH-000304,-0.40199585940800003
ACH-000307,-0.49132744220299995
ACH-000308,-0.146203379654
ACH-000310,-0.44060570669200005
ACH-000311,-0.822671538567
ACH-000312,-0.660063755027
ACH-000315,0.0266789933973
ACH-000316,-0.693983290898
ACH-000317,-0.37286319535400003
ACH-000318,-0.622984890774
ACH-000319,-0.214941870346
ACH-000320,-0.23496099347
ACH-000322,-0.552059529135
ACH-000323,-0.37719904834
ACH-000324,-0.725860464552
ACH-000329,-0.877355490423
ACH-000330,-0.28311423343000003
ACH-000331,-0.527746276332
ACH-000332,-0.37720776665399997
ACH-000334,-0.458495595503
ACH-000335,-0.594056041367
ACH-000336,-0.788579103154
ACH-000337,-0.148312821452
ACH-000339,-0.36361734528899997
ACH-000341,-0.590438150944
ACH-000348,-0.302086540126
ACH-000350,-0.252245742301
ACH-000352,-0.377103364537
ACH-000356,-0.5485878969
ACH-000361,-0.429369526476
ACH-000362,-0.40221593597599997
ACH-000363,-0.348063302047
ACH-000364,-0.264246572999
ACH-000365,-0.484602213928
ACH-000366,-0.33576927860699995
ACH-000368,-0.637223033515
ACH-000374,-0.594610097345
ACH-000375,-0.485890958933
ACH-000376,-0.650737829928
ACH-000381,-0.358607898593
ACH-000383,-0.28527530059
ACH-000387,-0.248275968328
ACH-000389,-0.483460046803
ACH-000390,-0.41658766963699995
ACH-000393,-0.582554941437
ACH-000395,-0.39122457019100004
ACH-000397,-0.293583847695
ACH-000401,-0.535806412443
ACH-000402,-0.658166209535
ACH-000403,-0.218539578744
ACH-000404,-1.03787458956
ACH-000406,-0.39712453572800005
ACH-000407,-0.489093983663
ACH-000408,-0.922456128787
ACH-000410,-0.229680676646
ACH-000411,-0.646695696609
ACH-000414,-0.6789441873909999
ACH-000415,-0.5803563307590001
ACH-000416,-0.304290184351
ACH-000420,-0.661391613783
ACH-000421,-0.315888259251
ACH-000424,-0.0945270955862
ACH-000425,-0.66521483211
ACH-000426,-0.0619608722124
ACH-000427,-0.791117047609
ACH-000433,-0.449671286038
ACH-000436,-0.169484663149
ACH-000444,-0.21488277055
ACH-000445,-0.755847648012
ACH-000448,-0.487667515812
ACH-000450,-0.401758940938
ACH-000452,-0.298479697119
ACH-000454,-0.64082152658
ACH-000458,-0.6730873547830001
ACH-000459,-0.106671289798
ACH-000460,-0.8487441125030001
ACH-000461,-0.871816640532
ACH-000463,-0.514991828457
ACH-000464,-0.8910103628839999
ACH-000466,-0.48062235337399994
ACH-000467,-0.317802001337
ACH-000468,-0.334582633618
ACH-000469,-0.9778703072149999
ACH-000470,-0.136008344768
ACH-000471,-0.40907775186800005
ACH-000472,-0.540207438783
ACH-000473,-0.196721954556
ACH-000475,-0.642740351664
ACH-000476,-0.9393086772560001
ACH-000477,-0.6914872861460001
ACH-000480,-0.397410605802
ACH-000481,-0.31707529102299997
ACH-000483,-0.4430348030100001
ACH-000484,-0.754344388779
ACH-000485,-0.233923313626
ACH-000486,-0.448495799912
ACH-000487,-0.233927621607
ACH-000488,-0.384625668112
