,LTC4S (4056)
ACH-000004,0.09719802611199999
ACH-000007,0.09401270320710002
ACH-000009,-0.020895964625500002
ACH-000011,-0.0291622931242
ACH-000012,-0.150264438354
ACH-000013,0.020688659646599997
ACH-000014,-0.20528962857299998
ACH-000015,-0.124007005223
ACH-000017,-0.0613062258684
ACH-000018,-0.0597661588554
ACH-000019,-0.114428724998
ACH-000021,-0.035184125206400005
ACH-000022,-0.124325698691
ACH-000025,-0.019432700026599997
ACH-000028,-0.061466421424
ACH-000030,0.057415456325199996
ACH-000035,-0.14113827807
ACH-000036,-0.22094152521
ACH-000037,-0.167643011598
ACH-000039,-0.114340174527
ACH-000040,-0.116401540797
ACH-000041,0.172734653009
ACH-000042,-0.0333567191201
ACH-000045,-0.130458694854
ACH-000047,-0.0129024029443
ACH-000052,-0.251118056651
ACH-000053,-0.0232755921522
ACH-000054,-0.159948371235
ACH-000055,0.0244632024807
ACH-000060,-0.10284098010399999
ACH-000067,-0.0066436162907399995
ACH-000070,-0.0810301779732
ACH-000075,0.033354339137400005
ACH-000078,0.08963716694530001
ACH-000082,0.0783311072262
ACH-000085,0.21695723116
ACH-000086,0.0138413879168
ACH-000087,-0.194268460161
ACH-000092,-0.07892490308450001
ACH-000095,-0.0675449459726
ACH-000097,-0.0764164104237
ACH-000098,-0.13768531505200002
ACH-000099,-0.0269546710532
ACH-000108,-0.171403705786
ACH-000113,-0.08729376397050001
ACH-000115,-0.038880921617800004
ACH-000116,-0.028490990457599997
ACH-000118,-0.0037671035452
ACH-000120,-0.0298040760537
ACH-000123,0.05859076260940001
ACH-000127,-0.005538555499890001
ACH-000128,-0.244192389533
ACH-000132,-0.276183564364
ACH-000133,0.198095327441
ACH-000137,-0.145312365853
ACH-000138,0.009429343043059998
ACH-000142,-0.06944323752249999
ACH-000143,0.0675242795022
ACH-000146,-0.198978992828
ACH-000148,0.085376103126
ACH-000150,-0.1822601473
ACH-000152,-0.128767574489
ACH-000153,-0.130987864756
ACH-000159,-0.0372724475166
ACH-000160,0.08320580088610001
ACH-000163,0.0551624092313
ACH-000167,-0.477182729198
ACH-000168,-0.041518324849400004
ACH-000169,-0.0028689583428400003
ACH-000178,-0.132501105615
ACH-000182,-0.0142836400296
ACH-000183,-0.0648469602692
ACH-000188,-0.09778824327610001
ACH-000189,-0.0375124256669
ACH-000190,-0.163008085671
ACH-000198,-0.167689380103
ACH-000204,0.037052009064199996
ACH-000206,0.00534505035453
ACH-000207,-0.0892925413566
ACH-000211,-0.0733587360255
ACH-000215,-0.0985853930361
ACH-000221,0.149075491249
ACH-000222,0.116814221422
ACH-000223,-0.12353882290200001
ACH-000226,-0.04927915317480001
ACH-000227,0.199736375121
ACH-000228,0.014777680061500001
ACH-000231,-0.102681581392
ACH-000232,-0.252831156434
ACH-000233,-0.21961435788000003
ACH-000234,-0.19459859602899998
ACH-000235,-0.0013709416467
ACH-000237,-0.04915070126209999
ACH-000238,-0.127472456742
ACH-000243,-0.00512857287984
ACH-000244,-0.0196257664669
ACH-000246,0.060569822117999994
ACH-000248,0.0580239142945
ACH-000250,0.0363913014526
ACH-000251,-0.150387622967
ACH-000253,-0.0153467458099
ACH-000255,0.0564411864996
ACH-000256,-0.131798507431
ACH-000257,0.0601402863801
ACH-000258,0.015233043309799998
ACH-000259,-0.121306006556
ACH-000260,0.111981764904
ACH-000261,-0.0010309224315900002
ACH-000262,0.11421986033800001
ACH-000263,-0.0478600461191
ACH-000264,-0.0368203286318
ACH-000265,-0.007254977378390001
ACH-000266,-0.09262945336549999
ACH-000272,-0.052284561156400004
ACH-000273,-0.162288482312
ACH-000274,-0.117390286662
ACH-000277,-0.178463366238
ACH-000278,-0.198839197427
ACH-000279,-0.0111874419464
ACH-000280,-0.09623511280500001
ACH-000281,0.0789644145765
ACH-000288,-0.133916635722
ACH-000291,0.0476290411144
ACH-000293,-0.45932287904299995
ACH-000294,0.12164377334000001
ACH-000295,-0.147264754332
ACH-000296,-0.055757926556900005
ACH-000302,0.0190304715161
ACH-000304,-0.127651555033
ACH-000307,-0.11790528724199999
ACH-000308,-0.0763011154545
ACH-000310,-0.09918882037480001
ACH-000311,-0.18263413238600001
ACH-000312,-0.117862493402
ACH-000315,0.0937867924217
ACH-000316,-0.054191937670900005
ACH-000317,-0.140680114471
ACH-000318,3.76386093652e-05
ACH-000319,-0.138287857966
ACH-000320,-0.1963781827
ACH-000322,-0.0188066609515
ACH-000323,-0.0473525026183
ACH-000324,0.0707449276649
ACH-000329,0.0179829141699
ACH-000330,0.053787456539500005
ACH-000331,-0.138288871253
ACH-000332,0.0035823532779499997
ACH-000334,0.312355533945
ACH-000335,-0.021380568862
ACH-000336,-0.283081473919
ACH-000337,-0.5240960327049999
ACH-000339,-0.08410687789219999
ACH-000341,-0.0781123881668
ACH-000348,-0.163677984558
ACH-000350,-0.126184146
ACH-000352,-0.0795308322122
ACH-000356,-0.00926701703893
ACH-000361,0.11195559950799999
ACH-000362,-0.0698547840021
ACH-000363,-0.063593420957
ACH-000364,0.012072241793400001
ACH-000365,0.0540826210934
ACH-000366,0.06743115557780001
ACH-000368,-0.0168999797435
ACH-000374,-0.0674488613014
ACH-000375,0.229634186074
ACH-000376,-0.00417309618794
ACH-000381,-0.009107106898389998
ACH-000383,-0.065119239593
ACH-000387,0.105306581577
ACH-000389,0.116224522362
ACH-000390,-0.11615008211
ACH-000393,-0.029538222822599998
ACH-000395,-0.09378219014019999
ACH-000397,-0.20009757396699998
ACH-000401,0.134007029112
ACH-000402,-0.179897878581
ACH-000403,-0.09158240438239999
ACH-000404,0.0749866099082
ACH-000406,0.0611783046931
ACH-000407,-0.157413691637
ACH-000408,-0.226012128437
ACH-000410,0.058458584640800004
ACH-000411,-0.00245954821899
ACH-000414,-0.021911472464099996
ACH-000415,0.0775932369627
ACH-000416,-0.11127904859099999
ACH-000420,-0.0143539686262
ACH-000421,0.106326531609
ACH-000424,0.07358245192019999
ACH-000425,0.020719466303400002
ACH-000426,-0.38251734758100003
ACH-000427,-0.207271804021
ACH-000433,0.138268670997
ACH-000436,-0.107149710145
ACH-000444,0.056593772260300004
ACH-000445,0.00210380776477
ACH-000448,-0.052136961715400006
ACH-000450,0.132602492789
ACH-000452,-0.021348402021400002
ACH-000454,-0.136865307737
ACH-000458,-0.17394875073399998
ACH-000459,0.134787154035
ACH-000460,-0.08553534337339999
ACH-000461,-0.21502085199
ACH-000463,-0.13906398647399998
ACH-000464,-0.17390668310199997
ACH-000466,-0.12476808229599999
ACH-000467,-0.0670957972806
ACH-000468,0.0987863191518
ACH-000469,0.120256839001
ACH-000470,-0.33809731254000003
ACH-000471,-0.0475838206274
ACH-000472,0.0266659955166
ACH-000473,-0.105247913566
ACH-000475,-0.179405866916
ACH-000476,-0.0842983661978
ACH-000477,0.108970165349
ACH-000480,-0.0516476030957
ACH-000481,-0.028641739522
ACH-000483,-0.0625774276919
ACH-000484,0.041860602396699996
ACH-000485,-0.061435459918499996
ACH-000486,0.0025057447474000002
ACH-000487,0.059675024825
ACH-000488,-0.00658750026345
ACH-000490,-0.04687824122280001
ACH-000491,0.0661548778548
ACH-000495,-0.031405550357599996
ACH-000496,0.04067963972040001
ACH-000499,0.276621803258
ACH-000500,-0.229204283169
ACH-000502,-0.0763078123927
ACH-000503,0.22371254951400002
ACH-000505,-0.166950824876
ACH-000507,0.154767979482
ACH-000510,-0.04646382484
ACH-000511,-0.043392728315900006
ACH-000512,-0.34689121029299996
ACH-000516,-0.0946444113863
ACH-000517,-0.0255033067893
ACH-000518,-0.08636228317500001
ACH-000520,-0.143439308008
ACH-000521,-0.06799413566580001
ACH-000522,0.025800101775700003
ACH-000524,-0.019734938507599997
ACH-000527,-0.0007113477662449999
ACH-000528,-0.033838526471000004
ACH-000537,-0.17379107215700001
ACH-000541,-0.053203212807700004
ACH-000542,0.0378860004533
ACH-000544,-0.0505009499776
ACH-000545,0.060972388427800006
ACH-000547,0.04747238797
ACH-000548,-0.0789050107933
ACH-000549,-0.242683854256
ACH-000550,-0.212246303632
ACH-000552,-0.058948902534900004
ACH-000556,0.036133770137
ACH-000557,-0.06935524379750001
ACH-000570,-0.056286163017
ACH-000571,-0.34039325658299996
ACH-000573,-0.19600006641399997
ACH-000576,-0.049034504904899995
ACH-000580,0.340144347897
ACH-000584,-0.00402238855365
ACH-000585,-0.028175535156700002
ACH-000588,0.08691462464810001
ACH-000589,-0.000662196488978
ACH-000591,-0.136023168817
ACH-000593,-0.0886427018464
ACH-000600,-0.0694747753193
ACH-000601,-0.14315733716600001
ACH-000604,0.026480884490499998
ACH-000605,0.151656628767
ACH-000606,0.03646800927
ACH-000608,-0.0203011594228
ACH-000614,-0.121025095001
ACH-000616,-0.0176433681883
ACH-000618,0.029010214919599996
ACH-000619,-0.0463593336647
ACH-000620,-0.0685328573353
ACH-000621,-0.164234197321
ACH-000622,-0.09148417204789999
ACH-000623,-0.17341658850699998
ACH-000624,-0.040138866772
ACH-000627,-0.0894601095817
ACH-000630,-0.08526445364219999
ACH-000632,0.0227676781683
ACH-000633,-0.144968316089
ACH-000637,0.15228660690999998
ACH-000638,0.06887496935189999
ACH-000646,-0.00802372752924
ACH-000647,-0.0235571764378
ACH-000648,-0.17279191165600002
ACH-000649,-0.0240664079569
ACH-000651,0.0016878630369100002
ACH-000652,-0.00800674366207
ACH-000653,-0.04477308762619999
ACH-000657,-0.0878535486402
ACH-000658,-0.0219105591294
ACH-000661,0.227760482826
ACH-000662,-0.41618063342100003
ACH-000663,0.19422191643199999
ACH-000665,0.08186998768510001
ACH-000671,-0.00833054864171
ACH-000673,-0.00309574116563
ACH-000676,-0.00211739876605
ACH-000677,-0.07573643839210001
ACH-000681,0.0164968925382
ACH-000682,0.0837430007737
ACH-000683,0.05708543159519999
ACH-000684,0.00989771977457
ACH-000688,-0.0293851895714
ACH-000693,0.0754107742959
ACH-000694,-0.0747137494616
ACH-000695,-0.149765359738
ACH-000696,-0.0545600814919
ACH-000697,-0.00989805339991
ACH-000699,-0.138316206462
ACH-000701,0.050610626180099996
ACH-000706,0.0248938175074
ACH-000711,-0.0024902620837399998
ACH-000713,-0.10726511640599999
ACH-000714,0.0475134201303
ACH-000718,0.0523561859084
ACH-000720,-0.261590487537
ACH-000721,-0.0619548108441
ACH-000724,-0.0151505831409
ACH-000725,-0.0161871305696
ACH-000732,0.0336133392844
ACH-000734,0.0578710085118
ACH-000735,-0.122154784197
ACH-000736,-0.131288773976
ACH-000738,0.00915174674421
ACH-000746,0.172695570575
ACH-000747,-0.0385151898499
ACH-000748,0.033635945669
ACH-000753,-0.0109668980424
ACH-000756,-0.08863815900789998
ACH-000757,0.035261167875699995
ACH-000758,-0.163946971177
ACH-000760,-0.07948722467739999
ACH-000763,-0.159815686752
ACH-000764,0.233655983108
ACH-000765,-0.139816521149
ACH-000766,-0.0684081506144
ACH-000767,-0.18174784017099999
ACH-000768,-0.0301336893632
ACH-000769,-0.038707142713800005
ACH-000770,0.06957572871439999
ACH-000771,-0.11110780707999998
ACH-000773,-0.09959365887730001
ACH-000776,0.11020196656199999
ACH-000777,-0.0650540438182
ACH-000778,-0.0670369337581
ACH-000781,-0.0624607393319
ACH-000782,-0.028334270561199998
ACH-000783,-0.186532332586
ACH-000784,-0.079081775634
ACH-000785,0.129311139621
ACH-000787,0.04784019614730001
ACH-000788,-0.011547738362499999
ACH-000791,0.0441783405408
ACH-000792,-0.061552678918500005
ACH-000794,-0.111365176115
ACH-000796,-0.013557097019400001
ACH-000799,0.101201934077
ACH-000800,0.160340183266
ACH-000802,-0.17392250557100003
ACH-000804,-0.0708590967983
ACH-000805,0.182092445879
ACH-000809,0.026041785435000003
ACH-000810,-0.294320427261
ACH-000811,0.021128850987
ACH-000817,0.230585364347
ACH-000819,-0.10463789999999999
ACH-000820,-0.105921606668
ACH-000821,-0.0606587726132
ACH-000822,-0.127968698453
ACH-000823,-0.0796397364514
ACH-000824,-0.122607545917
ACH-000827,-0.06862414237890001
ACH-000829,-0.21235510782900002
ACH-000831,-0.00945437173274
ACH-000832,0.00700859210297
ACH-000833,0.00931750262571
ACH-000834,-0.140828165195
ACH-000835,0.0734023811568
ACH-000836,0.0899395688801
ACH-000837,-0.18990288763
ACH-000838,0.238583679727
ACH-000839,-0.18148916566
ACH-000840,-0.09303567086639998
ACH-000841,-0.0433768987226
ACH-000843,0.08602793828369999
ACH-000846,0.159961908161
ACH-000847,0.056595854001099996
ACH-000848,-0.145333227276
ACH-000849,-0.14251233335000002
ACH-000851,-0.004789829093100001
ACH-000855,-0.32060313056699996
ACH-000856,-0.0175833179599
ACH-000858,0.07824563352630001
ACH-000859,0.163083506873
ACH-000861,-0.08305677608630001
ACH-000862,-0.159368847453
ACH-000865,-0.140819522372
ACH-000866,-0.030680331565700002
ACH-000867,-0.0500039817617
ACH-000869,0.0127281032455
ACH-000872,0.10216324108899999
ACH-000873,-0.09431219806579999
ACH-000876,-0.0209641401146
ACH-000878,-0.325963163101
ACH-000880,-0.00375140121944
ACH-000881,-0.000934168049624
ACH-000882,0.05070229871669999
ACH-000884,-0.00949995983405
ACH-000885,0.017503510213900002
ACH-000887,-0.0764649658412
ACH-000888,-0.06441928771930001
ACH-000889,-0.10536943694499999
ACH-000890,-0.08845078978939999
ACH-000896,-0.0354101423822
ACH-000898,-0.0706730524228
ACH-000900,0.148471995042
ACH-000901,-0.0127750349581
ACH-000905,0.075518602364
ACH-000906,-0.028238051385499997
ACH-000907,-0.0506550776511
ACH-000910,-0.0417265117855
ACH-000911,0.0030521134575899997
ACH-000912,0.018111055665099997
ACH-000913,-0.08096622874510001
ACH-000915,-0.0319461761871
ACH-000916,-0.36201660487
ACH-000917,-0.13289085320900001
ACH-000921,-0.172473903117
ACH-000924,-0.108053519491
ACH-000926,-0.0419444947351
ACH-000928,0.18774065534099998
ACH-000929,0.00011363590347900001
ACH-000932,0.0737490094366
ACH-000935,0.08586973388800001
ACH-000936,-0.10217296449100001
ACH-000937,-0.0648957278186
ACH-000938,0.12470742932
ACH-000939,0.20014003493299998
ACH-000941,0.12479630724099999
ACH-000943,0.115624852028
ACH-000946,-0.00651809739304
ACH-000947,0.0290771718312
ACH-000948,0.13785214758199998
ACH-000950,-0.14573690494
