,BHMT (635)
ACH-000004,-0.08048483820949999
ACH-000007,-0.0128444581652
ACH-000009,-0.0665201971227
ACH-000011,0.09264326289439999
ACH-000012,-0.08576273310039999
ACH-000013,-0.0848898275759
ACH-000014,0.0461063564517
ACH-000015,-0.213329074875
ACH-000017,-0.0661511189502
ACH-000018,0.0013798745358099998
ACH-000019,-0.0210274650568
ACH-000021,-0.19208718928100002
ACH-000022,-0.0755602816095
ACH-000025,-0.058847165449000004
ACH-000028,0.008146310535499999
ACH-000030,-0.10934331427300001
ACH-000035,-0.0696355080741
ACH-000036,-0.005942683246899999
ACH-000037,-0.018438456550400002
ACH-000039,-0.00928843705798
ACH-000040,-0.015998954537500002
ACH-000041,-0.18067091287599998
ACH-000042,-0.0399207972523
ACH-000045,-0.12565254840999998
ACH-000047,-0.0977025094874
ACH-000052,-0.105362437191
ACH-000053,-0.08465999662219999
ACH-000054,-0.147356383236
ACH-000055,-0.0745727906775
ACH-000060,0.0334934781397
ACH-000067,-0.0145372121963
ACH-000070,-0.24233500639299999
ACH-000075,0.0371709092135
ACH-000078,0.106799471634
ACH-000082,-0.032972543518400003
ACH-000085,-0.139431709757
ACH-000086,-0.0604924779225
ACH-000087,0.009658378029540001
ACH-000092,-0.0409161274175
ACH-000095,-0.0994611556012
ACH-000097,-0.0481831847756
ACH-000098,-0.12460232162599999
ACH-000099,0.10552799899
ACH-000108,-0.0334944040539
ACH-000113,-0.0813597371375
ACH-000115,-0.10951564337400001
ACH-000116,-0.0403463069689
ACH-000118,-0.049581966014199993
ACH-000120,0.053488572991199995
ACH-000123,-0.055646096699199996
ACH-000127,0.041311906848400005
ACH-000128,0.11873494624700001
ACH-000132,-0.0784374894459
ACH-000133,0.0591298490532
ACH-000137,-0.0788155409011
ACH-000138,0.08639706909299999
ACH-000142,-0.0508002390657
ACH-000143,-0.0789704487422
ACH-000146,-0.15080650828199998
ACH-000148,-0.0698168799038
ACH-000150,0.0725834593375
ACH-000152,0.143493512712
ACH-000153,-0.0332698410918
ACH-000159,0.0618098251997
ACH-000160,-0.0120857372178
ACH-000163,-0.0899873002125
ACH-000167,0.0233132703342
ACH-000168,-0.18108098838599998
ACH-000169,-0.0237054212099
ACH-000178,0.042152065957500005
ACH-000182,-0.0063319399937199995
ACH-000183,-0.290019315062
ACH-000188,-0.09187388597760002
