,LYST (1130)
ACH-000004,0.0337214628182
ACH-000007,0.19393278008
ACH-000009,-0.256542977844
ACH-000011,-0.0791955307407
ACH-000012,0.11490686693800001
ACH-000013,-0.039456452349699994
ACH-000014,-0.0325113212457
ACH-000015,0.039053694822900005
ACH-000017,-0.065342949029
ACH-000018,-0.0703029235003
ACH-000019,0.09622936267550002
ACH-000021,-0.0371955436971
ACH-000022,-0.063325544073
ACH-000025,-0.062199921218400005
ACH-000028,-0.124204251418
ACH-000030,-0.038594129045
ACH-000035,-0.0727583154841
ACH-000036,-0.252193149355
ACH-000037,-0.243284307757
ACH-000039,-0.172830951248
ACH-000040,0.107708265183
ACH-000041,0.0151028565544
ACH-000042,0.0318725908754
ACH-000045,-0.0324389043579
ACH-000047,-0.030017983555499998
ACH-000052,0.0356348140872
ACH-000053,-0.060064478064000004
ACH-000054,-0.0628512954247
ACH-000055,-0.154790815538
ACH-000060,0.316079539086
ACH-000067,-0.0634321006067
ACH-000070,0.0692672123448
ACH-000075,0.27722045777300003
ACH-000078,-0.150289669283
ACH-000082,-0.10293484632899999
ACH-000085,-0.175227932334
ACH-000086,-0.0703822838735
ACH-000087,0.018408687871599997
ACH-000092,-0.14647986647800001
ACH-000095,-0.165680934344
ACH-000097,-0.0630281700166
ACH-000098,-0.08766650005619998
ACH-000099,-0.147559394258
ACH-000108,0.194644437927
ACH-000113,-0.16813484235599999
ACH-000115,0.132371850172
ACH-000116,-0.116381055367
ACH-000118,-0.0328479400158
ACH-000120,-0.0221153179937
ACH-000123,0.0632844542949
ACH-000127,-0.102951734847
ACH-000128,-0.0778150991517
ACH-000132,-0.171042707478
ACH-000133,0.0349969879966
ACH-000137,-0.0893014889494
ACH-000138,0.0950577921507
ACH-000142,-0.054633847163300005
ACH-000143,0.09239330605010002
ACH-000146,-0.0634937780369
ACH-000148,-0.107486194889
ACH-000150,-0.0679671523328
ACH-000152,0.188794652634
ACH-000153,0.0344156931187
ACH-000159,-0.029180437785600002
ACH-000160,-0.0873960766694
ACH-000163,-0.195440434721
ACH-000167,0.0084356239594
ACH-000168,-0.0792160332289
ACH-000169,-0.0157633379468
ACH-000178,-0.21826451463799998
ACH-000182,0.0374255566393
ACH-000183,-0.0666360904719
ACH-000188,0.125695322149
ACH-000189,0.447961000309
ACH-000190,0.00448189717222
ACH-000198,0.036619816617400006
ACH-000204,0.0584856489006
ACH-000206,0.147993879211
ACH-000207,0.0506915094543
ACH-000211,-0.0636756734276
ACH-000215,-0.11550976149700001
ACH-000221,0.301769592846
ACH-000222,-0.16403100534700002
ACH-000223,-0.10991017944499999
ACH-000226,-0.160350041612
ACH-000227,-0.238148138721
ACH-000228,-0.159266102733
ACH-000231,-0.055012355316500006
ACH-000232,-0.045209924161000004
ACH-000233,-0.189386469757
ACH-000234,-0.0177680757702
ACH-000235,-0.160893822482
ACH-000237,-0.07749569051630001
ACH-000238,-0.0765158454342
ACH-000243,-0.056536940539
ACH-000244,0.006155145147930001
ACH-000246,-0.0630261070464
ACH-000248,0.189073379596
ACH-000250,0.0536809630294
ACH-000251,-0.0660337965712
ACH-000253,0.040609922969800004
ACH-000255,0.0991360399898
ACH-000256,0.08777243066950001
ACH-000257,0.16954096775
ACH-000258,0.057586958825000006
ACH-000259,-0.021516454016400004
ACH-000260,0.0503969986305
ACH-000261,-0.142311716372
ACH-000262,0.08840658700279999
ACH-000263,0.21019038339499999
ACH-000264,-0.161766152183
ACH-000265,0.026939625389
ACH-000266,-0.131077787007
ACH-000272,-0.132077307304
ACH-000273,-0.120504723583
ACH-000274,-0.131713000424
ACH-000277,-0.123411307454
ACH-000278,0.113785673996
ACH-000279,0.025158328406
ACH-000280,0.07138712889539998
ACH-000281,-0.203429921775
ACH-000288,-0.171031203065
ACH-000291,0.0350325282047
ACH-000293,0.127620925746
ACH-000294,0.135344592628
ACH-000295,-0.431843226084
ACH-000296,0.197592685509
ACH-000302,-0.128754720496
ACH-000304,-0.441841712755
ACH-000307,-0.013166637682
ACH-000308,0.022062383158
ACH-000310,-0.204028620413
ACH-000311,-0.0275413453533
ACH-000312,-0.114951703246
ACH-000315,-0.112076123245
ACH-000316,-0.209245416853
