,C2CD4A (145741)
ACH-000004,-0.150288575971
ACH-000007,-0.041514706891199994
ACH-000009,-0.110864476918
ACH-000011,-0.145737048612
ACH-000012,-0.0020604588134000004
ACH-000013,0.112933248201
ACH-000014,-0.0375657385562
ACH-000015,0.0257716745521
ACH-000017,0.1334827785
ACH-000018,-0.0187288919266
ACH-000019,0.507670250654
ACH-000021,0.22302018348799998
ACH-000022,-0.132380915706
ACH-000025,-0.17276701652399998
ACH-000028,-0.00665943257905
ACH-000030,0.0804200502279
ACH-000035,0.0453641763075
ACH-000036,0.12494895674900001
ACH-000037,-0.19423632705899999
ACH-000039,-0.24488122386
ACH-000040,0.052366384787999994
ACH-000041,-0.0813863260418
ACH-000042,0.045749851094
ACH-000045,0.281234058147
ACH-000047,0.00334942915844
ACH-000052,-0.0278724563962
ACH-000053,-0.0981016523285
ACH-000054,-0.115792839383
ACH-000055,0.078204811464
ACH-000060,0.0112492042254
ACH-000067,0.0170389354575
ACH-000070,0.010404448783600001
ACH-000075,-0.009972821396270001
ACH-000078,0.0717780887984
ACH-000082,0.166266299345
ACH-000085,-0.164241006096
ACH-000086,0.147761146928
ACH-000087,0.0836919206357
ACH-000092,0.15609939821
ACH-000095,-0.126226450075
ACH-000097,-0.024695717929599997
ACH-000098,0.08294706927569999
ACH-000099,0.0929297671836
ACH-000108,0.130431146158
ACH-000113,0.0318422202171
ACH-000115,0.0821534224115
ACH-000116,-0.0210740571044
ACH-000118,0.163940173287
ACH-000120,-0.0093229443349
ACH-000123,-0.0158695833103
ACH-000127,0.0611929166113
ACH-000128,-0.091262886913
ACH-000132,0.100769697961
ACH-000133,0.18280110122999998
ACH-000137,0.106364033246
ACH-000138,0.137716037441
ACH-000142,0.114561021503
ACH-000143,0.22447765600800001
ACH-000146,-0.0746164789669
ACH-000148,0.213907729142
ACH-000150,0.0377918302342
ACH-000152,0.142142133035
ACH-000153,0.417260803565
ACH-000159,-0.136669471645
ACH-000160,-0.012118415421
ACH-000163,0.17395564396899998
ACH-000167,-0.130889540744
ACH-000168,-0.128938047127
ACH-000169,0.0975548671764
ACH-000178,-0.0358873958311
ACH-000182,-0.200781337187
ACH-000183,0.0525180712094
ACH-000188,-0.032568370978099996
ACH-000189,0.141285275653
ACH-000190,-0.09041420510780002
ACH-000198,0.18996494745200002
ACH-000204,0.06675734773900001
ACH-000206,0.137685092599
ACH-000207,-0.20563402547
ACH-000211,0.0901961978507
ACH-000215,-0.00936003635515
ACH-000221,-0.0188005908638
ACH-000222,0.190599056173
ACH-000223,-0.0224230728969
ACH-000226,-0.044462473093800005
ACH-000227,0.288926710609
ACH-000228,0.051130897225699995
ACH-000231,-0.0386957368868
ACH-000232,0.00687652091287
ACH-000233,-0.0564630834465
ACH-000234,0.028073924136600002
ACH-000235,-0.0070235055949700005
ACH-000237,0.0188132183617
ACH-000238,-0.0644665704552
ACH-000243,-0.00130007983431
ACH-000244,-0.0292218205114
ACH-000246,-0.202866142929
ACH-000248,0.0716385187397
ACH-000250,0.125496949152
ACH-000251,0.264647887821
