,GFRAL (389400)
ACH-000004,-0.0661614277037
ACH-000007,0.268104822156
ACH-000009,0.0835581669172
ACH-000011,0.11237668238399999
ACH-000012,0.113486516318
ACH-000013,0.0892360555476
ACH-000014,0.19099258760899998
ACH-000015,0.111190294308
ACH-000017,0.107321446192
ACH-000018,0.197590063251
ACH-000019,0.0107916427446
ACH-000021,-0.007806055165510001
ACH-000022,0.167143306724
ACH-000025,-0.038806920822999996
ACH-000028,0.0564542698828
ACH-000030,0.151976746569
ACH-000035,0.0206093641981
ACH-000036,0.13544989770500002
ACH-000037,0.285612113866
ACH-000039,0.195952845329
ACH-000040,0.109228412109
ACH-000041,0.21944171661800002
ACH-000042,0.148978082383
ACH-000045,0.156637716028
ACH-000047,0.09867463971410001
ACH-000052,-0.0146252501674
ACH-000053,0.120030528655
ACH-000054,0.128524853478
ACH-000055,0.305448690124
ACH-000060,0.260669018245
ACH-000067,-0.100690357289
ACH-000070,0.09641884395099999
ACH-000075,0.0631679075907
ACH-000078,0.175701796895
ACH-000082,0.12012687126800001
ACH-000085,0.318945248427
ACH-000086,0.139803579603
ACH-000087,0.25647636313
ACH-000092,0.204357624241
ACH-000095,0.031921474555900005
ACH-000097,0.116541177386
ACH-000098,0.134163398455
ACH-000099,-0.0360160192053
ACH-000108,0.100195851864
ACH-000113,0.03843800851219999
ACH-000115,0.219741234956
ACH-000116,0.22465593716200002
ACH-000118,0.104999464151
ACH-000120,0.0511891050715
ACH-000123,-0.0396090096966
ACH-000127,0.053847966567099996
ACH-000128,0.160436959833
ACH-000132,0.0890352413604
ACH-000133,0.22274077734
ACH-000137,0.218124622894
ACH-000138,0.0185526454473
ACH-000142,0.09195514968480001
ACH-000143,0.171788173678
ACH-000146,0.205663032701
ACH-000148,0.120408770586
ACH-000150,0.262022268341
ACH-000152,-0.0195569812935
ACH-000153,0.0634684511392
ACH-000159,0.128996219311
ACH-000160,0.19847045315499998
ACH-000163,0.0403924678002
ACH-000167,0.166562879052
ACH-000168,0.07345301328439999
ACH-000169,0.0995134396146
ACH-000178,0.18260264544799998
ACH-000182,0.137448273678
ACH-000183,0.158194460247
ACH-000188,0.182907107008
ACH-000189,0.580608391013
ACH-000190,0.153370061489
ACH-000198,0.121990268731
ACH-000204,0.146237229319
ACH-000206,0.19420910422200002
ACH-000207,0.21181342698
ACH-000211,0.191219902696
ACH-000215,0.151367089117
ACH-000221,0.12438050818299999
ACH-000222,0.038765836939699996
ACH-000223,-0.0890043473604
ACH-000226,0.06337102667399999
ACH-000227,0.192433409686
ACH-000228,-0.112480197193
ACH-000231,0.105835078586
ACH-000232,0.089386916459
ACH-000233,0.127185149492
ACH-000234,0.276053472935
ACH-000235,0.138506964792
ACH-000237,0.221431076062
ACH-000238,0.109538159386
ACH-000243,0.13338220251900001
ACH-000244,0.261862777657
ACH-000246,0.033055515393500004
ACH-000248,0.181080434648
ACH-000250,0.106345274997
ACH-000251,0.0512988298752
ACH-000253,0.107854712368
ACH-000255,0.0987940185975
ACH-000256,0.210486092484
ACH-000257,0.243943343955
ACH-000258,0.118674113514
ACH-000259,0.16798425162099997
ACH-000260,0.117320712477
ACH-000261,0.118370041534
ACH-000262,0.138777751585
ACH-000263,0.40002109518
ACH-000264,0.057062001843099994
ACH-000265,0.06438439314519999
ACH-000266,0.134638793289
ACH-000272,0.131847096218
ACH-000273,0.10853882162699999
ACH-000274,0.211120780694
ACH-000277,0.0611521498455
ACH-000278,0.242249400885
ACH-000279,0.18748055139400002
